sample_id,Basophils,Eosinophils,Lymphocytes,Monocytes,Neutrophils
SRX4218450,0.004008016032064129,0.030060120240480964,0.4619238476953908,0.062124248496993995,0.4418837675350702
SRX4218452,0.00501002004008016,0.06513026052104208,0.29158316633266534,0.13827655310621242,0.5
SRX4218453,0.0,0.05,0.26,0.07,0.62
SRX4218455,0.003006012024048096,0.033066132264529056,0.45991983967935873,0.07715430861723448,0.4268537074148297
SRX4218456,0.00501002004008016,0.08917835671342686,0.4338677354709419,0.07314629258517034,0.39879759519038077
SRX4218457,0.009018036072144289,0.17034068136272545,0.39579158316633267,0.07214428857715431,0.3527054108216433
SRX4218459,0.0070140280561122245,0.07014028056112225,0.33767535070140287,0.1312625250501002,0.45390781563126253
SRX4218460,0.0070140280561122245,0.04909819639278558,0.467935871743487,0.07114228456913828,0.40480961923847697
SRX4218462,0.01,0.08,0.4,0.09,0.42
SRX4218463,0.01,0.05,0.42,0.09,0.43
SRX4218464,0.005025125628140704,0.11055276381909548,0.3939698492462312,0.07437185929648242,0.41608040201005025
SRX4218466,0.0050150451354062184,0.06519558676028084,0.20260782347041123,0.119358074222668,0.6078234704112337
SRX4218467,0.004012036108324975,0.048144433299899696,0.36509528585757267,0.09327983951855567,0.4894684052156469
SRX4218468,0.006999999999999999,0.122,0.56,0.109,0.20199999999999999
SRX4218469,0.00501002004008016,0.056112224448897796,0.3907815631262525,0.16332665330661325,0.3847695390781563
SRX4218470,0.0070210631895687055,0.058174523570712136,0.35406218655967897,0.119358074222668,0.4613841524573721
SRX4218471,0.0,0.07,0.27,0.07,0.59
SRX4218473,0.010101010101010102,0.1414141414141414,0.40404040404040403,0.08080808080808081,0.36363636363636365
SRX4218474,0.01,0.08,0.43,0.07,0.41
SRX4218475,0.009900990099009901,0.12871287128712872,0.39603960396039606,0.06930693069306931,0.39603960396039606
SRX4218476,0.006024096385542168,0.051204819277108425,0.1506024096385542,0.09236947791164657,0.6997991967871485
SRX4218477,0.009054325955734407,0.018108651911468814,0.5321931589537223,0.07444668008048291,0.36619718309859156
SRX4218478,0.0070210631895687055,0.12738214643931794,0.312938816449348,0.07522567703109327,0.477432296890672
SRX4218479,0.011077542799597181,0.013091641490433032,0.2608257804632427,0.10171198388721048,0.6132930513595166
SRX4218480,0.008048289738430584,0.02414486921529175,0.2766599597585513,0.08853118712273642,0.60261569416499
SRX4218482,0.007007007007007006,0.050050050050050046,0.37037037037037035,0.06706706706706707,0.5055055055055054
SRX4218483,0.01,0.03,0.37,0.06,0.53
SRX4218484,0.009900990099009901,0.04950495049504951,0.44554455445544555,0.04950495049504951,0.44554455445544555
SRX4218485,0.009900990099009901,0.0594059405940594,0.43564356435643564,0.039603960396039604,0.45544554455445546
SRX4218486,0.008072653884964682,0.03329969727547931,0.34510595358224017,0.094853683148335,0.5186680121089807
SRX4218488,0.00802407221664995,0.03009027081243731,0.28585757271815443,0.10230692076228685,0.5737211634904714
SRX4218489,0.006018054162487462,0.01805416248746239,0.31594784353059174,0.09227683049147441,0.567703109327984
SRX4218490,0.006018054162487462,0.023069207622868602,0.36710130391173523,0.1534603811434303,0.45035105315947843
SRX4218491,0.00501002004008016,0.06813627254509018,0.3527054108216433,0.06513026052104208,0.5090180360721442
SRX4218492,0.0,0.11,0.34,0.06,0.49
SRX4218493,0.004008016032064129,0.06513026052104208,0.3406813627254509,0.062124248496993995,0.5280561122244489
SRX4218494,0.02,0.13,0.52,0.08,0.25
SRX4218495,0.010101010101010102,0.25252525252525254,0.5050505050505051,0.06060606060606061,0.1717171717171717
SRX4218496,0.009900990099009901,0.22772277227722773,0.33663366336633666,0.06930693069306931,0.3564356435643564
SRX4218497,0.0,0.11,0.56,0.07,0.26
SRX4218498,0.01,0.05,0.61,0.05,0.28
SRX4218500,0.008016032064128258,0.16432865731462926,0.5280561122244489,0.06312625250501001,0.23647294589178358
SRX4218501,0.003009027081243731,0.00802407221664995,0.21464393179538613,0.054162487462387165,0.720160481444333
SRX4218502,0.004008016032064129,0.10521042084168337,0.3046092184368737,0.09318637274549099,0.4929859719438878
SRX4218503,0.004008016032064129,0.11222444889779559,0.5170340681362726,0.09719438877755511,0.2695390781563126
SRX4218504,0.007028112449799197,0.0783132530120482,0.46385542168674704,0.07630522088353414,0.3744979919678715
SRX4218505,0.009900990099009901,0.009900990099009901,0.31683168316831684,0.12871287128712872,0.5346534653465347
SRX4218506,0.0,0.06,0.42,0.09,0.43
SRX4218507,0.00980392156862745,0.049019607843137254,0.3137254901960784,0.09803921568627451,0.5294117647058824
SRX4218508,0.009900990099009901,0.039603960396039604,0.38613861386138615,0.1782178217821782,0.38613861386138615
SRX4218509,0.0,0.0,0.25252525252525254,0.15151515151515152,0.5959595959595959
SRX4218510,0.0,0.0,0.17,0.02,0.81
SRX4218511,0.01,0.19,0.3,0.08,0.42
SRX4218512,0.0,0.16,0.28,0.07,0.49
SRX4218513,0.0,0.0,0.17,0.06,0.77
SRX4218514,0.0,0.12,0.41,0.05,0.42
SRX4218515,0.01,0.04,0.3,0.09,0.56
SRX4218516,0.0,0.050505050505050504,0.30303030303030304,0.0707070707070707,0.5757575757575758
SRX4218517,0.0,0.04040404040404041,0.25252525252525254,0.0707070707070707,0.6363636363636364
SRX4218518,0.0,0.06,0.34,0.07,0.53
SRX4218519,0.0,0.03,0.29,0.08,0.6
SRX4218520,0.01002004008016032,0.041082164328657314,0.33867735470941884,0.07715430861723448,0.5330661322645291
SRX4218521,0.01001001001001001,0.035035035035035036,0.40040040040040037,0.06006006006006006,0.49449449449449445
SRX4218522,0.010030090270812437,0.028084252758274822,0.3610832497492477,0.08625877632898696,0.514543630892678
SRX4218523,0.008032128514056226,0.0853413654618474,0.4146586345381526,0.09236947791164658,0.39959839357429716
SRX4218524,0.007028112449799196,0.017068273092369475,0.32831325301204817,0.06325301204819277,0.5843373493975903
SRX4218525,0.01,0.1,0.45,0.02,0.42
SRX4218526,0.00802407221664995,0.055165496489468405,0.4463390170511535,0.0641925777331996,0.4262788365095286
SRX4218527,0.010101010101010102,0.06060606060606061,0.36363636363636365,0.0707070707070707,0.494949494949495
SRX4218528,0.01,0.09,0.19,0.06,0.65
SRX4218529,0.0,0.009900990099009901,0.46534653465346537,0.09900990099009901,0.42574257425742573
SRX4218530,0.021105527638190957,0.05829145728643216,0.5839195979899497,0.09447236180904522,0.24221105527638193
SRX4218531,0.006,0.139,0.418,0.07400000000000001,0.363
SRX4218532,0.006,0.11599999999999999,0.5539999999999999,0.067,0.257
SRX4218533,0.0,0.02,0.29,0.06,0.63
SRX4218534,0.0,0.0,0.23,0.06,0.71
SRX4218535,0.01,0.05,0.37,0.11,0.46
SRX4218536,0.01,0.03,0.38,0.05,0.53
SRX4218537,0.0,0.06,0.23,0.07,0.64
SRX4218538,0.0,0.01,0.55,0.04,0.4
SRX4218539,0.0,0.02,0.39,0.08,0.51
SRX4218540,0.0,0.06,0.24,0.12,0.58
SRX4218541,0.009036144578313254,0.07028112449799197,0.4046184738955823,0.0993975903614458,0.4166666666666667
SRX4218542,0.008008008008008008,0.058058058058058054,0.36736736736736736,0.06906906906906907,0.4974974974974975
SRX4218543,0.009000000000000001,0.095,0.425,0.11,0.361
SRX4218544,0.01,0.09,0.29,0.1,0.51
SRX4218545,0.005,0.031,0.228,0.033,0.703
SRX4218546,0.006,0.048,0.29600000000000004,0.04,0.61
SRX4218547,0.008,0.051,0.266,0.037000000000000005,0.638
SRX4218548,0.01,0.07,0.32,0.07,0.53
SRX4218549,0.009900990099009901,0.0297029702970297,0.1485148514851485,0.06930693069306931,0.7425742574257426
SRX4218550,0.0,0.05,0.55,0.12,0.28
SRX4218551,0.0,0.03,0.47,0.07,0.43
SRX4218552,0.005005005005005006,0.021021021021021023,0.7167167167167168,0.06706706706706707,0.1901901901901902
SRX4218553,0.009900990099009901,0.06930693069306931,0.40594059405940597,0.0594059405940594,0.45544554455445546
SRX4218554,0.009900990099009901,0.04950495049504951,0.39603960396039606,0.07920792079207921,0.46534653465346537
SRX4218555,0.01,0.04,0.34,0.07,0.54
SRX4218556,0.0,0.04040404040404041,0.2828282828282828,0.08080808080808081,0.5959595959595959
SRX4218557,0.0050200803212851405,0.029116465863453816,0.3935742971887551,0.08734939759036145,0.48493975903614456
SRX4218558,0.01006036217303823,0.03722334004024145,0.48390342052313884,0.06740442655935613,0.4014084507042253
SRX4218559,0.011022044088176353,0.04308617234468938,0.4809619238476954,0.06513026052104208,0.3997995991983968
SRX4218560,0.004012036108324975,0.034102306920762285,0.40320962888666,0.0872617853560682,0.47141424272818455
SRX4218561,0.0030120481927710845,0.021084337349397592,0.3744979919678715,0.071285140562249,0.5301204819277109
SRX4218562,0.008032128514056224,0.04718875502008032,0.3785140562248996,0.06726907630522087,0.49899598393574296
SRX4218563,0.006030150753768844,0.044221105527638194,0.47437185929648246,0.07537688442211055,0.39999999999999997
SRX4218564,0.0010040160642570282,0.057228915662650606,0.20983935742971888,0.12751004016064257,0.604417670682731
SRX4218566,0.0010030090270812437,0.058174523570712136,0.29187562688064195,0.06720160481444333,0.5817452357071213
SRX4218567,0.0020040080160320644,0.07515030060120241,0.4408817635270541,0.09318637274549099,0.38877755511022044
SRX4218568,0.009900990099009901,0.039603960396039604,0.48514851485148514,0.07920792079207921,0.38613861386138615
SRX4218569,0.01020408163265306,0.16326530612244897,0.35714285714285715,0.12244897959183673,0.3469387755102041
SRX4218570,0.008,0.08900000000000001,0.494,0.035,0.374
SRX4218571,0.001,0.11900000000000001,0.423,0.053,0.40399999999999997
SRX4218572,0.0,0.03,0.55,0.08,0.34
SRX4218573,0.009900990099009901,0.0,0.13861386138613863,0.0594059405940594,0.7920792079207921
SRX4218574,0.0,0.05,0.41,0.04,0.5
SRX4218576,0.0,0.08,0.5,0.05,0.37
SRX4218577,0.003009027081243731,0.10732196589769306,0.30190571715145437,0.06018054162487462,0.5275827482447342
SRX4218578,0.0050150451354062184,0.07723169508525576,0.3821464393179539,0.06820461384152457,0.4674022066198596
SRX4218579,0.001003009027081244,0.001003009027081244,0.24373119358074227,0.061183550651955874,0.6930792377131394
SRX4218580,0.006,0.124,0.40299999999999997,0.11199999999999999,0.355
SRX4218581,0.006012024048096192,0.12424849699398799,0.48997995991983967,0.10721442885771543,0.2725450901803607
SRX4218582,0.008016032064128258,0.1432865731462926,0.2995991983967936,0.15030060120240482,0.39879759519038077
SRX4218583,0.002002002002002002,0.008008008008008008,0.3543543543543543,0.09509509509509509,0.5405405405405405
SRX4218584,0.007028112449799196,0.017068273092369475,0.37349397590361444,0.07931726907630522,0.5230923694779116
SRX4218585,0.0030090270812437314,0.016048144433299903,0.4393179538615848,0.07622868605817452,0.46539618856569714
SRX4218586,0.003009027081243731,0.04312938816449348,0.31895687061183553,0.056168505516549644,0.5787362086258776
SRX4218587,0.0020060180541624875,0.0160481444332999,0.3731193580742227,0.06720160481444333,0.5416248746238715
SRX4218588,0.004016064257028113,0.023092369477911646,0.3493975903614458,0.08835341365461849,0.535140562248996
SRX4218589,0.0020040080160320644,0.04809619238476954,0.40881763527054105,0.06713426853707415,0.47394789579158314
SRX4218590,0.0070140280561122245,0.06813627254509018,0.4468937875751503,0.06312625250501001,0.41482965931863724
SRX4218591,0.005015045135406219,0.0481444332998997,0.5496489468405216,0.06318956870611836,0.3340020060180542
SRX4218592,0.008016032064128258,0.10020040080160321,0.39879759519038077,0.10320641282565131,0.3897795591182365
SRX4218593,0.012024048096192385,0.09218436873747494,0.3807615230460922,0.11422845691382766,0.40080160320641284
SRX4218594,0.01104417670682731,0.0753012048192771,0.463855421686747,0.10341365461847389,0.3463855421686747
SRX4218595,0.006012024048096192,0.14428857715430862,0.5561122244488979,0.12024048096192386,0.17334669338677355
SRX4218596,0.003006012024048096,0.155310621242485,0.35070140280561124,0.15831663326653309,0.3326653306613227
SRX4218597,0.0050150451354062184,0.17753259779338013,0.5255767301905717,0.058174523570712136,0.2337011033099298
SRX4218598,0.00980392156862745,0.058823529411764705,0.43137254901960786,0.09803921568627451,0.4019607843137255
SRX4218599,0.01002004008016032,0.05711422845691383,0.5170340681362726,0.09018036072144289,0.3256513026052104
SRX4218601,0.006018054162487462,0.0872617853560682,0.23771313941825475,0.06920762286860582,0.5997993981945837
SRX4218602,0.01,0.03,0.52,0.1,0.34
SRX4218603,0.0,0.09,0.22,0.08,0.61
SRX4218604,0.0,0.16,0.4,0.13,0.31
SRX4218605,0.01,0.079,0.552,0.075,0.284
SRX4218607,0.010030090270812437,0.08926780341023069,0.5436308926780341,0.058174523570712136,0.29889669007021064
SRX4218608,0.01,0.126,0.474,0.065,0.325
SRX4218609,0.007007007007007007,0.06206206206206207,0.2502502502502503,0.07107107107107108,0.6096096096096096
SRX4218611,0.00802407221664995,0.09829488465396188,0.45035105315947843,0.055165496489468405,0.38816449348044135
SRX4218612,0.006012024048096192,0.04809619238476954,0.21843687374749501,0.10120240480961924,0.62625250501002
SRX4218614,0.006012024048096192,0.08316633266533068,0.2404809619238477,0.059118236472945895,0.6112224448897796
SRX4218615,0.0070210631895687055,0.07021063189568706,0.31093279839518556,0.04212637913741224,0.5697091273821464
SRX4218616,0.006018054162487462,0.11735205616850551,0.320962888665998,0.11334002006018054,0.44232698094282846
SRX4218617,0.0050150451354062184,0.046138415245737203,0.21063189568706117,0.08826479438314945,0.6499498495486459
SRX4218618,0.004012036108324975,0.031093279839518557,0.13039117352056168,0.08425275827482448,0.7502507522567703
SRX4218619,0.004,0.077,0.493,0.073,0.353
SRX4218620,0.004004004004004004,0.08408408408408408,0.4554554554554554,0.1011011011011011,0.35535535535535534
SRX4218621,0.006012024048096192,0.06513026052104208,0.375751503006012,0.06913827655310621,0.48396793587174347
SRX4218622,0.01,0.03,0.28,0.1,0.58
SRX4218623,0.009900990099009901,0.0297029702970297,0.2871287128712871,0.0891089108910891,0.5841584158415841
SRX4218624,0.01,0.03,0.29,0.08,0.59
SRX4218625,0.003009027081243731,0.08525576730190572,0.34603811434302906,0.10631895687061182,0.45937813440320957
SRX4218626,0.002002002002002002,0.05605605605605605,0.28228228228228225,0.12712712712712712,0.5325325325325325
SRX4218627,0.0,0.02,0.34,0.09,0.55
SRX4218628,0.009900990099009901,0.039603960396039604,0.26732673267326734,0.09900990099009901,0.5841584158415841
SRX4218629,0.0070210631895687055,0.06920762286860582,0.42326980942828485,0.056168505516549644,0.4443329989969909
SRX4218630,0.0020040080160320644,0.04709418837675351,0.21843687374749501,0.10320641282565131,0.6292585170340681
SRX4218631,0.004004004004004004,0.04904904904904905,0.4264264264264264,0.07107107107107107,0.4494494494494494
SRX4218632,0.02,0.11,0.48,0.07,0.32
SRX4218633,0.0070210631895687055,0.05717151454363089,0.2647943831494483,0.06018054162487462,0.6108324974924774
SRX4218634,0.0,0.04,0.28,0.06,0.62
SRX4218635,0.006006006006006005,0.07707707707707707,0.29729729729729726,0.06806806806806806,0.5515515515515516
SRX4218636,0.00501002004008016,0.036072144288577156,0.28557114228456915,0.08216432865731463,0.591182364729459
SRX4218638,0.010101010101010102,0.050505050505050504,0.3838383838383838,0.1111111111111111,0.4444444444444444
SRX4218639,0.009900990099009901,0.07920792079207921,0.31683168316831684,0.07920792079207921,0.5148514851485149
SRX4218640,0.010416666666666666,0.15625,0.4375,0.07291666666666667,0.3229166666666667
SRX4218641,0.0,0.18,0.4,0.07,0.35
SRX4218642,0.010101010101010102,0.030303030303030304,0.1414141414141414,0.10101010101010101,0.7171717171717171
SRX4218644,0.0,0.05,0.45,0.09,0.41
SRX4218645,0.01,0.06,0.3,0.07,0.56
SRX4218646,0.01,0.06,0.29,0.07,0.57
SRX4218647,0.009900990099009901,0.0297029702970297,0.15841584158415842,0.06930693069306931,0.7326732673267327
SRX4218648,0.0,0.04950495049504951,0.24752475247524752,0.04950495049504951,0.6534653465346535
SRX4218649,0.01,0.02,0.26,0.04,0.67
SRX4218650,0.01,0.06,0.23,0.07,0.63
SRX4218651,0.011011011011011013,0.12512512512512514,0.28828828828828834,0.047047047047047055,0.5285285285285285
SRX4218652,0.014028056112224449,0.1623246492985972,0.31663326653306617,0.059118236472945895,0.4478957915831664
SRX4218653,0.006012024048096192,0.10521042084168337,0.22444889779559118,0.09218436873747494,0.5721442885771544
SRX4218654,0.00501002004008016,0.1312625250501002,0.31763527054108215,0.09619238476953908,0.4498997995991984
SRX4218656,0.0030120481927710845,0.0050200803212851405,0.38253012048192775,0.09839357429718877,0.5110441767068273
SRX4218657,0.01,0.06,0.34,0.06,0.53
SRX4218659,0.0,0.04,0.21,0.06,0.69
SRX4218660,0.009900990099009901,0.0297029702970297,0.25742574257425743,0.0594059405940594,0.6435643564356436
SRX4218661,0.01,0.04,0.35,0.07,0.53
SRX4218662,0.01,0.03,0.28,0.07,0.61
SRX4218664,0.0,0.03,0.26,0.08,0.63
SRX4218665,0.01,0.03,0.29,0.07,0.6
SRX4218666,0.014028056112224449,0.17935871743486972,0.39478957915831664,0.07915831663326654,0.3326653306613227
SRX4218667,0.013026052104208418,0.18537074148296595,0.3807615230460922,0.05511022044088176,0.36573146292585174
SRX4218668,0.009900990099009901,0.0594059405940594,0.45544554455445546,0.0891089108910891,0.38613861386138615
SRX4218669,0.0,0.050505050505050504,0.40404040404040403,0.06060606060606061,0.48484848484848486
SRX4218670,0.02,0.11,0.46,0.07,0.34
SRX4218671,0.008,0.091,0.505,0.091,0.305
SRX4218672,0.0,0.03,0.66,0.06,0.25
SRX4218674,0.004008016032064128,0.02805611222444889,0.2635270541082164,0.044088176352705406,0.6603206412825651
SRX4218675,0.004004004004004004,0.07507507507507508,0.30730730730730726,0.08608608608608607,0.5275275275275275
SRX4218676,0.008008008008008008,0.09209209209209208,0.3973973973973974,0.09209209209209208,0.4104104104104104
SRX4218677,0.0070140280561122245,0.09018036072144289,0.2935871743486974,0.10320641282565131,0.5060120240480962
SRX4218678,0.01001001001001001,0.0940940940940941,0.4344344344344344,0.08408408408408408,0.37737737737737737
SRX4218679,0.0030030030030030025,0.044044044044044044,0.39039039039039036,0.07007007007007007,0.4924924924924925
SRX4218680,0.0030030030030030025,0.12012012012012012,0.35835835835835833,0.09609609609609608,0.42242242242242245
SRX4218681,0.005005005005005005,0.06706706706706707,0.37837837837837834,0.08308308308308308,0.46646646646646645
SRX4218682,0.009900990099009901,0.04950495049504951,0.4158415841584158,0.0594059405940594,0.46534653465346537
SRX4218683,0.009900990099009901,0.04950495049504951,0.39603960396039606,0.07920792079207921,0.46534653465346537
SRX4218684,0.0,0.04950495049504951,0.36633663366336633,0.07920792079207921,0.504950495049505
SRX4218685,0.003,0.061,0.304,0.078,0.5539999999999999
SRX4218686,0.006999999999999999,0.09,0.514,0.065,0.324
SRX4218687,0.01,0.03,0.4,0.07,0.49
