sample,Plasmablasts,NK_cells,T_cells,Monocytes,B_cells
sample_53,7.709254688801275e-05,0.2030465671557519,0.573307954322123,0.1678663063223489,0.055702079652888
sample_54,1.7906015457023497e-05,0.0805240931795139,0.7618003025798755,0.1272492577744687,0.0304084404506848
sample_55,0.0005331940499896,0.1458122504053363,0.6017475707026191,0.196846538047204,0.0550604467948508
sample_56,0.0002188617106648,0.1479922043543058,0.689935487905285,0.1251680545278319,0.0366853915019124
sample_57,0.0002513853518848,0.1420873728044768,0.5606986326822818,0.2475599226170308,0.0494026865443257
sample_58,6.6879858100593e-05,0.1039648979004479,0.5980094736956658,0.2726965462205853,0.0252622023252002
sample_59,0.0001853797194586,0.0510824115841726,0.7322498918618303,0.178891429277637,0.0375908875569012
sample_60,0.0001048437827636,0.1467812958691549,0.5766408052002516,0.2228978821555881,0.0535751729922415
sample_61,1.4871394964731558e-05,0.0569295588493629,0.6180923532216553,0.2931291366876384,0.0318340798463784
sample_62,0.000121357884401,0.0989618384616233,0.4534371862622876,0.4032391522600148,0.0442404651316733
sample_63,1.831141100140641e-05,0.2824870111802329,0.4890486596717076,0.1420250902060301,0.0864209275310277
sample_64,7.855915675284264e-05,0.1131422638016483,0.6863252417401878,0.1557307197043443,0.0447232155970666
sample_65,0.0001350104633109,0.1158839810085281,0.7099300195765172,0.0942823068787831,0.0797686820728606
sample_66,8.690682457647463e-05,0.0954144319389795,0.680608589000396,0.1934134534564416,0.0304766187796063
sample_67,0.000118214742453,0.1676499983879807,0.4330958291689503,0.3385240352064997,0.0606119224941161
sample_68,6.468464007458808e-05,0.2620843175435896,0.5988905468974793,0.1059489794325149,0.0330114714863415
sample_69,4.197185487331781e-05,0.2205663802016191,0.624224270182252,0.1316974017708696,0.0234699759903858
sample_70,9.96752684674665e-05,0.0589657903986486,0.6945792392153983,0.2262103987535345,0.0201448963639511
sample_71,8.903917337409304e-05,0.0467638331437206,0.7108520172070029,0.2196230020856878,0.0226721083902145
sample_72,0.0002281591899262,0.215121521930444,0.5008637455047207,0.2025184428678523,0.0812681305070566
sample_73,0.000168268725154,0.0426981890078455,0.7046252865826724,0.2242180762677996,0.0282901794165281
sample_74,0.0003192880905542,0.078586068739636,0.7796809179017622,0.1117508316939778,0.0296628935740696
sample_75,3.538127604085399e-05,0.0637697925102117,0.6700524843135182,0.2445378459106811,0.021604495989548
sample_76,0.0001034155650213,0.1553361367604883,0.6873092078580508,0.1400153123128784,0.017235927503561
sample_77,0.0004450746793909,0.1190316003022367,0.7742229306615052,0.0604473518056576,0.0458530425512094
sample_78,8.630466943132196e-05,0.2647984175733742,0.5415835947899876,0.1666159590410243,0.0269157239261824
sample_79,0.0002324303765372,0.1288932088069982,0.7120821535730888,0.1314288129146769,0.0273633943286988
sample_80,8.530565900092367e-05,0.1701910930806605,0.5841126404496744,0.2207231398533751,0.0248878209572891
sample_81,0.0001463302464619,0.1620084871542947,0.6553504609402764,0.151660848297343,0.0308338733616238
sample_82,0.0,0.0833948892528717,0.6476753273169112,0.2277033754054661,0.0412264080247508
sample_83,0.0002357934449422,0.135045336648732,0.6966624509656814,0.1292576793637864,0.0387987395768579
sample_84,0.0001513611693731,0.0843297943650399,0.711397496053798,0.1642268687698661,0.0398944796419227
sample_85,0.0002406537411193,0.1862450692141086,0.4970022914421436,0.294643884779174,0.0218681008234543
sample_86,0.0004822375823822,0.1037346621657825,0.545464287627927,0.3182768043722874,0.0320420082516208
sample_87,8.085010608845004e-05,0.0730928661799636,0.6271346066860852,0.2625443309872235,0.0371473460406392
sample_88,8.367128073316214e-06,0.0776277760226722,0.7293884995418867,0.1295185578472236,0.0634567994601441
sample_89,8.269219455622062e-05,0.0604763810933553,0.8516061827431676,0.0503969842444628,0.037437759724458
sample_90,3.089437968183833e-05,0.1334553135916145,0.6557174463084053,0.1870476048764361,0.0237487408438621
sample_91,0.0001592441212378,0.1539359838632623,0.4278358723923775,0.3934391422050003,0.0246297574181219
sample_92,1.7246657382216107e-05,0.1498303360080024,0.4850622388748281,0.3478435210775712,0.0172466573822161
sample_93,0.0003203074951953,0.1740337390561606,0.6630365150544523,0.1430706811872731,0.0195387572069186
sample_94,0.0001209653031188,0.2479788713937219,0.5846656317412955,0.0822564061208443,0.0849781254410193
sample_95,4.620349549332328e-05,0.0955688195965649,0.6476648926768275,0.2021530420922003,0.0545670421389138
sample_96,0.0005371146202599,0.1622086153185089,0.6144591255773982,0.1841228918251154,0.0386722526587173
sample_97,3.6007470767413126e-05,0.0564638889425232,0.7034502984706218,0.2150011297996262,0.0250486753164613
sample_98,2.983077427905411e-05,0.1054730947723699,0.6882385780096055,0.1782388763173483,0.0280196201263972
sample_99,8.967293071399707e-05,0.1267682218668324,0.6691699580511484,0.1792419530494147,0.0247301941018902
sample_100,2.048766621152747e-05,0.0575148546250693,0.8483174290710593,0.0857921022607712,0.0083551263768885
sample_101,1.7198905124109333e-05,0.0693297479847637,0.7937134476529958,0.1167602689481459,0.0201793365089705
sample_102,5.397499954645225e-05,0.2580433172471307,0.6084864249495662,0.1000622121028175,0.0333540707009391
sample_103,4.019990559705034e-05,0.0583978168264056,0.7947449367396396,0.1247122391028697,0.022104807425488
sample_104,4.05176756004128e-05,0.1013465374191203,0.6009598396547015,0.2760855569981616,0.0215675482524161
sample_105,8.487892332120877e-05,0.0378087116719633,0.702784410040817,0.218462440640595,0.0408595587233033
sample_106,0.0004775295803045,0.0811800286517748,0.6961320103995331,0.1827346527298774,0.0394757786385101
sample_107,0.0001096972356296,0.1067354102676612,0.6834137779727951,0.1455682316805616,0.0641728828433523
sample_108,0.0008313415774706,0.0925906681907929,0.65572066922997,0.1958848591915203,0.0549724618102462
sample_109,8.208497168235996e-06,0.0582133217543267,0.6522823642616105,0.2592377422009225,0.0302583632859719
sample_110,0.0004274874425563,0.0910548252645078,0.6134444800683979,0.2551031313455167,0.039970075879021
sample_111,8.347707019454365e-05,0.1377266523360858,0.7023007920649262,0.1332058538242906,0.0266832247045027
sample_112,0.0002435073528633,0.0911564481805765,0.7199347823785375,0.1547859782113855,0.033879283876637
sample_113,0.0005961090337614,0.1148864683249336,0.5495041456673712,0.2969706822738849,0.0380425947000487
sample_114,0.0001166106582141,0.0473863311106635,0.7187456933563727,0.2020544677783549,0.0316968970963946
sample_115,0.0001678803013451,0.1133192034079701,0.6410929007617568,0.217195139865276,0.0282248756636518
sample_116,0.000223838836038,0.0931169557918298,0.7968662562954671,0.0783435926133184,0.0314493564633463
sample_117,0.0002649287341705,0.1176283579717056,0.5955597944153024,0.2354686589307476,0.0510782599480739
sample_118,0.000364439299419,0.2368855446223766,0.4191051943318971,0.3088087122430167,0.0348361095032906
sample_119,0.0001920040960873,0.2912062123991978,0.344540683534582,0.3286470111362375,0.0354140888338951
sample_120,9.591609633371333e-05,0.1814342087728426,0.4785194629038131,0.290825243418925,0.0491251688080854
sample_121,0.0011505072691141,0.2196422968308754,0.5721158874594707,0.1599205104068611,0.0471707980336784
sample_122,0.0005448906027328,0.1446055830329449,0.5008802078967223,0.3084919104702825,0.0454774079973174
sample_123,2.4113962587187047e-05,0.147482717609135,0.4984269945476608,0.3250002368335611,0.0290659370470558
sample_124,0.0003211991434689,0.1124197002141327,0.5064239828693791,0.3361884368308351,0.0446466809421841
sample_125,0.000134613194164,0.0381058888095016,0.7279467345945554,0.2070972217907697,0.0267155416110092
sample_126,8.565195089159831e-05,0.1005153980500654,0.4961611137790464,0.3661326839610895,0.0371051522589071
sample_127,8.832956180125008e-05,0.2124115652839585,0.621461559815938,0.1282881730922918,0.0377503722460104
sample_128,0.0001485505708586,0.13369551377276,0.6164848690632826,0.205424217987352,0.0442468486057467
sample_129,2.1069074801311678e-05,0.1019229862215737,0.6128213127488116,0.2403157922768899,0.0449188396779233
sample_130,0.000359773131296,0.1132227207313976,0.6306611360365698,0.2311013290442732,0.0246550410564632
sample_131,0.0008032128514056,0.1649263721552878,0.5247657295850067,0.2742704149933065,0.0352342704149933
sample_132,0.0006108735491753,0.1266174265563392,0.5731104570444827,0.2636752374076748,0.0359860054423279
sample_133,0.0035811177428106,0.086706456863809,0.7021161150298427,0.1742810634834509,0.0333152468800868
sample_134,0.0005549563888045,0.1403097284902044,0.7088782551333466,0.1116195302765358,0.0386375297111085
sample_135,8.538643386155887e-05,0.0912035145139278,0.5609327771927226,0.3240944934891286,0.0236838283703593
sample_136,4.0818167951722856e-05,0.0618717493162956,0.7712485418246581,0.1481269831721731,0.0187119075189213
sample_137,9.837903429273204e-06,0.1115749134835783,0.6479927667700126,0.1908574721993133,0.0495650096436665
sample_138,6.158684242508638e-05,0.0630089187155413,0.8171469145921764,0.0811677390398119,0.0386148408100452
sample_139,0.0005737112744889,0.1328035357613361,0.689515957672857,0.1389656198206621,0.0381411754706557
sample_140,0.0007905787652597,0.1673562840744581,0.6191155785085782,0.1552409211782703,0.0574966374734334
sample_141,7.800477120217787e-06,0.0660040371710735,0.6972840290486457,0.2240826716497576,0.0126214616534027
sample_142,0.00024123428044,0.1038356250589975,0.7635589398277797,0.0993255928594653,0.0330386079733173
sample_143,5.706268653130389e-05,0.2035569519537741,0.6507148464096058,0.0640703848772534,0.0816007540728353
sample_144,7.644182349199703e-06,0.0863355199930048,0.7206776819681466,0.1659016686958464,0.0270774851606529
sample_145,2.8877814281246568e-05,0.2672733874966437,0.4587681134042007,0.2283600207346803,0.045569600550194
sample_146,4.838392541875259e-05,0.1554462284730136,0.6856105176359408,0.1329013781183182,0.0259934918473085
sample_147,9.987137515981036e-05,0.1563860626152538,0.4583729421481577,0.3534325015104737,0.0317086223509549
sample_148,5.83048142695018e-06,0.1619008902386869,0.6435048042398441,0.1628231104995401,0.0317653645405018
sample_149,0.000148204607046,0.1054369918699187,0.4869579945799458,0.3859671409214092,0.0214896680216802
sample_150,9.377152298965172e-05,0.2468238938463246,0.5098152916563824,0.1820460946316342,0.0612209483426691
sample_151,7.408437674760127e-06,0.0937564993867948,0.6916634608780287,0.1845831081677523,0.0299895231297493
sample_152,2.4107219649089412e-05,0.107377135554896,0.598995981673881,0.2588631140485191,0.0347396615030546
sample_153,0.0001020018618567,0.0979131796304433,0.615454271962787,0.262321243889034,0.0242093026558788
sample_154,0.0001904802218036,0.0655040318313615,0.7344070773984634,0.157886939406125,0.0420114711422464
sample_155,0.0005943157939422,0.1103729331606987,0.6792180502196846,0.1464563920786195,0.0633583087470549
sample_156,0.0001197722150237,0.2112346337692315,0.5879726919349746,0.1796583225356866,0.0210145795450833
sample_157,4.936792741914262e-05,0.1902948744129946,0.5980696052979834,0.1557155772339476,0.0558705751276552
sample_158,0.0001265395647038,0.1803188797030538,0.5420111354816939,0.2533954783195545,0.0241479669309937
sample_159,0.0001587553579933,0.0735566492035772,0.7715510398475949,0.1285918399745991,0.0261417156162353
sample_160,0.0001060445387062,0.1749734888653234,0.5121951219512194,0.287592788971368,0.0251325556733828
sample_161,2.5760460503359397e-05,0.1394471209066149,0.3896003530673363,0.4351601757757571,0.0357665897897882
sample_162,6.945423702415955e-05,0.1736355925603988,0.5808899823838799,0.1960503690545594,0.0493546017641376
sample_163,1.4607401228327044e-05,0.0491057317888441,0.8308606939800206,0.0911667594392042,0.0288522073907027
sample_164,4.278545539005055e-05,0.0691698195472483,0.7395771574565881,0.1032963137274077,0.0879139238133657
sample_165,0.0002797022247084,0.0791772451482421,0.6078144498472395,0.2798098024871983,0.0329188002926115
sample_166,5.019618341685419e-05,0.1036342036793802,0.5772561092938233,0.2757652826463427,0.0432942081970367
sample_167,7.290957379450844e-05,0.1439004745944245,0.6331620882154679,0.2015672573763383,0.0212972702399748
sample_168,7.602709852365756e-05,0.1078222151181886,0.6867312597798372,0.1880670331901003,0.0173034648133502
sample_169,0.0004225132869309,0.1367608797171385,0.5047921901754542,0.3258911694723031,0.0321332473481731
sample_170,2.3371813484231908e-05,0.1848003856892755,0.5685329512675948,0.2230649361378784,0.0235783550917669
sample_171,9.598738742718128e-05,0.0999160747444442,0.4756897076037301,0.3953108887072962,0.0289873415571023
sample_172,2.089633955984748e-05,0.2793179056743432,0.4767305608126008,0.2251344322427789,0.018796204930717
sample_173,6.916846009613376e-05,0.0499549989583188,0.7674998800456886,0.1574465247833915,0.0250294277525048
sample_174,5.019412708014554e-05,0.1026651011618646,0.704787640032559,0.1674517476611865,0.0250453170173097
sample_175,1.019237205500049e-05,0.1607595163181407,0.6845949470418783,0.1176715915362717,0.0369637527316541
sample_176,3.832938660983583e-05,0.1592633792652458,0.6476710756786664,0.1167931447945136,0.0762340708749643
sample_177,0.0001059434262104,0.1250132429282763,0.7024049157749761,0.1163258819790232,0.0561500158915139
sample_178,2.2976608267272158e-05,0.338982247530607,0.4409860241431605,0.18669782143631,0.0333109302816551
sample_179,7.59971114910623e-05,0.207264849521079,0.5176465395999087,0.242427692151272,0.0325849216162492
sample_180,7.650036337672605e-05,0.1232505854402808,0.5769402404661422,0.2376823789913002,0.0620502947389
sample_181,0.000581795102343,0.1227058761305336,0.5225577828317555,0.3200930872163749,0.0340614587189929
sample_182,0.0002018935489698,0.1328247032696128,0.6736868949834766,0.1346311192340796,0.058655388963861
sample_183,8.381887386119164e-05,0.1472203297305545,0.6952668126691153,0.0961767847509827,0.0612522539754862
sample_184,7.353167415977024e-05,0.0689424632902243,0.6883816304318917,0.2010908762837404,0.0415114983199837
sample_185,0.0002818648176334,0.0607700546817746,0.3991205817689836,0.4864986752353571,0.0533288234962512
sample_186,0.000165552635391,0.1521014837654946,0.489414978374687,0.3211721126585684,0.0371458725658589
sample_187,4.3869636153593856e-05,0.1035114510195512,0.7687631478344067,0.1129120873381784,0.0147694441717099
sample_188,7.601514955718555e-06,0.1179545424163224,0.6290908928870529,0.2228030245641645,0.0301439386175046
sample_189,4.088703163488048e-05,0.1919187199188267,0.5726270501925863,0.1934832747007737,0.0419300681561784
sample_190,0.0002713704206241,0.1085481682496607,0.4689280868385346,0.368303934871099,0.0539484396200814
sample_191,2.97845297444434e-05,0.1227677749322935,0.6362573379099736,0.2216225223995143,0.019322580228474
sample_192,6.28309789928089e-05,0.1544507343134265,0.6209549930560211,0.1960578709039823,0.0284735707475772
sample_193,2.546376402020236e-05,0.1826294550629267,0.5645859153659623,0.1973441711565683,0.0554149946505223
sample_194,0.0001475378207528,0.0448287993826109,0.7887598878712563,0.1317626229954717,0.0345011519299081
sample_195,8.370127016677478e-05,0.0420598882588043,0.7784218125510055,0.1610203184833329,0.0184142794366904
sample_196,4.01919872328364e-05,0.1125796501024474,0.6502263903113321,0.1648713193556404,0.0722824482433471
sample_197,3.860057834813057e-05,0.1362373353463432,0.6378384336669704,0.1895969583569942,0.0362886720513441
sample_198,4.7209431493887016e-05,0.1256805894356276,0.7667572094980306,0.0870258871386194,0.0204891044962283
sample_199,1.5555405762759322e-05,0.0727992989697136,0.7186597462394806,0.195272193675172,0.0132532057098709
sample_200,0.0007835762419683,0.1922373713629002,0.6634278848665308,0.1089693360497309,0.0345818314788695
sample_201,3.60576668144324e-05,0.062676709080381,0.6670668360669995,0.2399955882384133,0.0302248089473918
sample_202,2.2845258487753885e-05,0.2041266151915046,0.6229563541336591,0.1600225744998686,0.0128716109164798
sample_203,0.0003414275811407,0.1717484196041509,0.5411109846564515,0.2525529471408027,0.0342462210174541
sample_204,0.0001861850679575,0.095501987799402,0.4840811766896294,0.3281238021181289,0.092106848324882
sample_205,0.000262701623496,0.0901591971838386,0.5075395365943361,0.3830189670572164,0.0190195975411128
sample_206,6.222137746985591e-05,0.2259781370795761,0.4870396379066665,0.2604423826433106,0.0264776209929768
sample_207,3.0333807865660977e-05,0.064223993205227,0.7876330111325076,0.1047039368052642,0.0434087250491355
sample_208,6.988007504044981e-05,0.1161084323749012,0.6686985642332274,0.1624442975171071,0.0526788257997237
sample_209,8.978569772000378e-05,0.1045913486985674,0.4526299013446598,0.3956281450771898,0.047060819181863
sample_210,3.810895104953007e-05,0.0959623725592623,0.6475337086410401,0.2322629105748517,0.0242028992737962
sample_211,8.764753017687609e-06,0.081432140416737,0.7089758150124712,0.1965748693630418,0.0130084104547322
sample_212,0.0001371698690555,0.1038270393466493,0.6003819653276777,0.2444789127705148,0.0511749126861025
sample_213,0.0006492101276779,0.1406621943302315,0.5388444059727332,0.2801341700930534,0.0397100194763038
sample_214,1.5149424506118524e-05,0.1801553184511392,0.718574054276703,0.0815816981849761,0.0196737796626755
sample_215,3.3952597886975304e-05,0.1040009809029609,0.7647794474209054,0.0972330211912714,0.0339525978869753
sample_216,3.4674177086397406e-05,0.1970842284242041,0.600738022469499,0.1454418370189313,0.056701237910279
sample_217,3.187522145391697e-05,0.3361584788143462,0.4721449184641626,0.1758032691792826,0.0158614583207545
sample_218,0.0003468098746229,0.2427669122360829,0.5370298361586078,0.1802360409025464,0.0396204008281399
sample_219,9.41075245687859e-05,0.2118763696005807,0.5216245647526989,0.2405926085261417,0.0258123495960098
sample_220,0.0002758152462181,0.0582394500668321,0.5601171153968557,0.3253559077504084,0.0560117115396855
sample_221,0.0002488019644537,0.0878379109288967,0.6176779204482763,0.2488019644537715,0.0454334022046017
sample_222,0.0001216531557934,0.130500658032979,0.6768339213235862,0.1625728536512535,0.0299709138363875
sample_223,0.0001136234518804,0.0411110307712966,0.7592112466558553,0.1762196444618896,0.0233444546590779
sample_224,0.00015140398076,0.1723676088652854,0.5473836227478658,0.2114997146617286,0.0685976497443602
sample_225,7.196213723148145e-05,0.1812146978318237,0.5488815125079517,0.2245805272551619,0.0452513002678311
sample_226,3.117757708655935e-05,0.144456107167725,0.6027664903401474,0.2086819159660372,0.0440643089490038
sample_227,2.2416235332043156e-05,0.0618047631297761,0.7664217604003326,0.1469864573915401,0.0247646028430191
sample_228,0.0001042823177813,0.076117715890573,0.7779293384689933,0.0879489427071271,0.0578997206155253
sample_229,0.0005383097075183,0.0588974150578946,0.7620776643691749,0.1487212505673362,0.0297653602980758
sample_230,4.963472209603225e-05,0.1093646419065117,0.7182312540591107,0.1302911455020846,0.0420633238101968
sample_231,0.0005954532888161,0.0367905067732811,0.7358101354656232,0.1853348361440146,0.0414690683282648
sample_232,4.908199868399567e-05,0.1397699300272724,0.5839999401914718,0.2077046169475049,0.0684764308350668
sample_233,0.0002147766323024,0.1428264604810996,0.6980240549828178,0.1241408934707903,0.0347938144329896
sample_234,5.820107979110322e-05,0.178254229618508,0.5175815582898848,0.2688846933522555,0.0352213176595606
sample_235,0.0004808898553148,0.0406665551559755,0.5300242535753116,0.3806347746090156,0.0481935268043823
sample_236,0.000320845056518,0.2048472283923194,0.5664149266992448,0.1826348783256824,0.0457821215262352
sample_237,0.0001222208642126,0.0433328518572015,0.7988800124443063,0.1213319852001644,0.0363329296341151
sample_238,0.0005655990112491,0.2482351216037874,0.4210570417076901,0.3045855416134236,0.0255566960638498
sample_239,0.0005035246727089,0.1395182947297751,0.6944444444444444,0.1462319570325612,0.0193017791205102
sample_240,3.7035665345727935e-05,0.1872826258960106,0.5197618943406136,0.2083256175697196,0.0845928265283103
sample_241,7.012982853533023e-05,0.1098884714844938,0.6869409976216599,0.180018300019824,0.0230821010454866
sample_242,7.711880643682058e-05,0.1299877898864256,0.6215382558434972,0.2142067697204039,0.0341900657432363
sample_243,0.0004099265285529,0.2669777903909017,0.5308022997929345,0.1798421257318239,0.0219678575557867
sample_244,1.94836156709076e-05,0.2579973283894907,0.4485513717643013,0.2664545022246649,0.026977314005872
sample_245,0.0001979393472168,0.2010647053308191,0.4625530008646824,0.2933669482961589,0.0428174061611226
sample_246,0.0006143977340178,0.2436763894240281,0.5071384685876141,0.2218079955013589,0.0267627487529808
sample_247,0.0002353142514867,0.110169854105164,0.5882856287168956,0.2689000128353228,0.0324091900911307
sample_248,0.0005494389383149,0.0939329261849918,0.7713277403267048,0.0842120834301895,0.0499778111197988
sample_249,4.228102972947416e-05,0.0856986462796331,0.7933376008379828,0.0914952390651255,0.0294262327875291
