sample_id,skeletal_muscle_satellite_stem_cell,pericyte_cell,endothelial_cell_of_vascular_tree,macrophage,mesenchymal_stem_cell,tendon_cell,capillary_endothelial_cell,fast_muscle_cell,endothelial_cell_of_artery,slow_muscle_cell,endothelial_cell_of_lymphatic_vessel
Mixture16,0.1785765805698151,0.0,0.09979219740917694,0.1424690590369168,0.39230692410960943,0.04603057014096277,0.0,0.031264746641802545,0.04897645140741724,0.03714107484531967,0.0234423958389795
Mixture17,0.17597300328398155,0.1269216808819814,0.0,0.1335424519686399,0.29819021069264373,0.037476295392008134,0.10939035926278023,0.028976527281705265,0.041505660873529714,0.03582177362603501,0.012202036736695015
Mixture18,0.3172057305300758,0.087492517803685,0.12215956099773831,0.18920745229327673,0.0,0.049386831973747713,0.07797443179819144,0.03315819495917442,0.05795926984923794,0.050067224352120264,0.015388785442752463
Mixture19,0.21248957941533472,0.07322731615534825,0.19781253948594565,0.0,0.3767056177147112,0.03254034444430762,0.0,0.034653074165437364,0.026496896269568446,0.024479301687995267,0.02159533066135142
Mixture20,0.11296249929872053,0.10138190668591775,0.0996365206525139,0.10786063164633979,0.42798667266186846,0.04167878930419223,0.0,0.04362775037723035,0.0285736044763149,0.01911735804791401,0.017174266848988103
Mixture21,0.10783786027513341,0.0830947852640285,0.08703753696117741,0.1407288758408705,0.31683643201627987,0.04010097860024548,0.11052261330372767,0.05035566172566085,0.0319782021828738,0.014589883391384366,0.016917170438618092
Mixture22,0.10902491575012357,0.096976503225298,0.15788310746114814,0.11866162295236087,0.22706850079814928,0.05115808002983973,0.1354626510140844,0.0324953059454699,0.03293664526615732,0.038332667557368895,0.0
Mixture23,0.10969237708148384,0.16456420879862912,0.14164058069694613,0.1197195491534502,0.32816662672120034,0.0,0.0,0.03775039293552121,0.036387547522400164,0.031192989852423993,0.030885727237945006
Mixture24,0.19880714129682886,0.151493450533949,0.19262603832980685,0.06411372595377898,0.1544421205467688,0.02183362679425798,0.09217721461898849,0.047026374728012306,0.033329878724521804,0.029000635633519456,0.015149792839567473
Mixture25,0.18932132631820556,0.12252464117745297,0.11634958653847705,0.09593166550438426,0.19408625375108393,0.028720670142135734,0.10625289605197791,0.049780413275787416,0.04646096542367454,0.018709303651663213,0.03186227816515746
Mixture26,0.2080196293752284,0.09198381828097,0.12603349491692278,0.10212558144708367,0.19039565965990515,0.04569947168614094,0.11981064405547218,0.033911710202448764,0.03165877770153996,0.032713821138043796,0.017647391536244356
Mixture27,0.21659625790158213,0.1310050989955018,0.1902566664669854,0.04931060775189653,0.27933081125341613,0.033164666329764364,0.0,0.04964857822198714,0.03528938663107258,0.015397926447793905,0.0
Mixture28,0.19159055078602757,0.11066781251712207,0.19559623336699897,0.0,0.25344535753447944,0.03077538153174331,0.10962149529954025,0.0,0.03596997400490264,0.043250194722205926,0.029083000236979833
Mixture29,0.20649868546596725,0.10836749081900623,0.19413555819089012,0.10110481871466925,0.21139166851688274,0.0,0.08373745942671856,0.0,0.040566491447570595,0.03322978796391924,0.020968039454375913
Mixture30,0.1309709190424093,0.11854946413017471,0.1380978162610599,0.0764112057642726,0.2784587003167026,0.0,0.14904627042401675,0.044875521311886615,0.0313030172651126,0.015673224017675742,0.01661386146668916
Mixture31,0.3316414664858073,0.0,0.24771854894281267,0.1348414036796912,0.0,0.04165746909080678,0.10451162916182027,0.03815498363320838,0.05226935048205726,0.02880300722626882,0.020402141297527356
Mixture32,0.14052521035674717,0.07993913243962601,0.15004504266381838,0.10064753885879874,0.324558362837063,0.03542638594123813,0.05538120412748424,0.043548492703611726,0.02247492328626527,0.024161912551239093,0.023291794234108164
Mixture33,0.20709024197036058,0.0872335485490594,0.12753536640283436,0.05815397702262171,0.27582356268825325,0.04500159959726464,0.10119615281895929,0.04683657160280988,0.03679788709518307,0.014331092252653903,0.0
Mixture34,0.2128091121868672,0.08235954026898973,0.22794755177965154,0.0722412197196236,0.0,0.06731890224747993,0.21283685615397488,0.03906257381149778,0.0552192000937037,0.0,0.030205043738211704
Mixture35,0.10747688028863248,0.08754544180794949,0.19138160007545257,0.10098607936349897,0.27144035320790444,0.035866765377808286,0.10908821288827769,0.028523368682009193,0.03497055645790396,0.03272074185056285,0.0
Mixture36,0.16409953083808954,0.13697400730681888,0.1188826983826361,0.11524540061787139,0.28880890423452255,0.0,0.08613203119363558,0.0,0.04288508838815555,0.024354331686413513,0.02261800735185691
Mixture37,0.18822774659382135,0.1345311639016413,0.18855905175560575,0.09610782863449371,0.16043782821733119,0.027655213588009837,0.13338547898030448,0.01776126791599832,0.028372251323010904,0.0,0.024962169089783163
Mixture38,0.10131807749833734,0.10618151594245186,0.10428045269335837,0.11049302158361189,0.3139405376113889,0.0,0.16177912182347162,0.035681369298442456,0.02923415391523562,0.03709174963370191,0.0
Mixture39,0.20105498303087413,0.07696337603840907,0.11447448103751487,0.10234078870231378,0.39142558068002153,0.04441308983786971,0.0,0.02437199701010906,0.022458320637730837,0.022497383025156966,0.0
Mixture40,0.1756709035314383,0.10758123877786806,0.17246822873301879,0.11639031129272784,0.15963113817306973,0.036312214123553684,0.12350594968753185,0.029646969811663555,0.03768086929429134,0.021665092713218915,0.01944708386161798
Mixture41,0.1453699392290599,0.14643540499198196,0.20401264509944964,0.07773074909032505,0.1710244385488837,0.022779962135989863,0.0894711460611217,0.06092777444769041,0.019870490850357494,0.04014618827674723,0.022231261268392994
Mixture42,0.20500530957141,0.0914248820700077,0.1535044844150532,0.12727448581849116,0.30466684892245766,0.01998904145610787,0.0,0.05218764730352532,0.021070921039369042,0.02487637940357803,0.0
Mixture43,0.19122903934168844,0.1363164947598554,0.172261087565306,0.09279165257408363,0.3365535488118322,0.0,0.0,0.02306569663589615,0.013939326012284392,0.02154928305150189,0.012293871247551838
Mixture44,0.12680663080378762,0.0,0.26177286982203274,0.08244624292107028,0.31956091868469255,0.04146470628773748,0.0950925387297223,0.03858232432023832,0.02118442358254425,0.0,0.01308934484817449
Mixture45,0.23454138819252346,0.0,0.10337190274571477,0.13953809755733432,0.32961845014429425,0.02091228276168172,0.08285529208374832,0.043493734986485934,0.025954088179623858,0.0,0.019714763348593414
Mixture46,0.18468203328521263,0.0,0.23984298386275438,0.1433979732814916,0.19283607164683295,0.022910328000614717,0.11494282237139694,0.02074663714209304,0.0211226889246022,0.03613872049413397,0.023379740990867558
Mixture47,0.10697167459602414,0.11209601535556674,0.16692516436060162,0.06148539058347392,0.22205073879534734,0.05044256946355593,0.1316777706372129,0.048883917146983584,0.05123629580034088,0.032370480483604615,0.015859982777288395
Mixture48,0.14580473229077373,0.11538119130521908,0.1895992096668452,0.06966604885308555,0.27023936002955795,0.0,0.12983045050772318,0.033150652454184804,0.026371481214106946,0.019956873678503458,0.0
Mixture49,0.17979969150317143,0.08851480984143997,0.07267255692786974,0.08421786698053788,0.36061339653088087,0.019775401078415498,0.0935517688166833,0.02714167201206701,0.03127388942749761,0.017492806721985093,0.02494614015945168
Mixture50,0.20007030190178626,0.07736587839275506,0.12229134875671638,0.06177213312444024,0.23036609761212193,0.03248580049005383,0.13442103879269138,0.034769435735255406,0.03658950074727422,0.04170916860081019,0.02815929584609516
Mixture51,0.10728365558248863,0.11282164668060789,0.13781365833781845,0.16508098882291775,0.22029061118342083,0.024631012314484405,0.06930327644756691,0.05143876186145445,0.03582734585220116,0.04771336652211556,0.02779567639492408
Mixture52,0.09562257341689541,0.11219499575361978,0.15044548134451388,0.0895193641353099,0.313308016198761,0.0209066859773984,0.1214236819903922,0.030912596927432662,0.029278194344999113,0.01635177523735814,0.020036634673319526
Mixture53,0.19966297551225096,0.09918671674868366,0.10399962794050757,0.08937363334131253,0.3479961193654928,0.039586357995121224,0.0,0.0389136630702208,0.03102667629441764,0.02053789588913257,0.029716333842860248
Mixture54,0.17699058782404928,0.054664416618209394,0.19463741356385308,0.1342850786208386,0.14328913419823527,0.018590367511829502,0.1513640248646332,0.04372836341330933,0.026626602774804897,0.03195568071459805,0.023868329895639348
Mixture55,0.1981305497436055,0.1123048686149981,0.13023462037689218,0.0781322083657677,0.26304731293213085,0.049872424904307426,0.0910112052095853,0.03793481816865718,0.0,0.01587777999323375,0.02345421169082207
Mixture56,0.0,0.08915455069391837,0.19271380356717693,0.14138611630283693,0.2992545054015877,0.05622797415571072,0.13454421116825085,0.0,0.02494752431493727,0.02912279963150002,0.03264851476408119
Mixture57,0.1668897205749978,0.168096115563178,0.09832778080097127,0.07234809515179497,0.30751876647522225,0.025033704158642166,0.0,0.051471696364979114,0.048415679734156114,0.03176132841795201,0.03013711275810636
Mixture58,0.17676652233990625,0.07902474533419268,0.18140393561020515,0.13043577121447283,0.1947234424163674,0.04364460940603617,0.07451054283144773,0.04202068236981205,0.018506887163409758,0.04249752360293986,0.0164653377112101
Mixture59,0.08930452335716096,0.07868500530073926,0.16740040115984378,0.11549989798177061,0.26849656090942686,0.04672113401020492,0.1111470350435552,0.04704645417873289,0.020617477170479903,0.030491333841030265,0.024590177047055316
Mixture60,0.1446547323401509,0.10454492766577451,0.16537368589879595,0.05890368766402447,0.2917058729778305,0.029077797181959304,0.0960902381887166,0.03283202264413722,0.03850530720656155,0.023248995614559717,0.015062732617489296
Mixture61,0.09799590218944985,0.10104007275387572,0.10376829187846671,0.09236227491614522,0.3539532710661887,0.03156510634807937,0.10581838535331917,0.02420385060704841,0.020585009666036196,0.04309595906082367,0.025611876160566968
Mixture62,0.22344761838290825,0.0,0.12925411204190704,0.06846406370352279,0.38930035971429633,0.04407599525412943,0.058132661043184576,0.021974490061585875,0.021276016311298506,0.030537832581901455,0.01353685090526573
Mixture63,0.16966901870858828,0.09030012621372115,0.19070417526725042,0.0874430994367719,0.2401690757035801,0.027863127245874787,0.10377983063997266,0.017698933219164086,0.025129362195151446,0.026933407688224834,0.020309843681700305
Mixture64,0.1797042676317908,0.09914445181716262,0.08953175071872031,0.08995850236642927,0.30925613261085333,0.041194776185994784,0.1005816589801219,0.02416136207269451,0.031092871315800297,0.012406898610087027,0.022967327690345204
Mixture65,0.1623609801732152,0.07931034513759701,0.09671534030181721,0.060499066932815364,0.344704754326154,0.025332520544329447,0.13709923036519742,0.03258810297097409,0.0,0.03208912340326012,0.029300535844640194
Mixture66,0.2545463153888037,0.22602056701622725,0.134486969252793,0.10345067414783136,0.0,0.05027924846824756,0.1390755863518399,0.041991977105364356,0.0,0.026972211849368048,0.023176450419524906
Mixture67,0.17104491833432411,0.10489838732012714,0.1985674272199543,0.07791647077720254,0.20003923777714686,0.026706921900366075,0.14004745184470108,0.020090809401333568,0.015276628074048546,0.029579619408793854,0.01583212794200195
Mixture68,0.16559305460309243,0.10334566344992842,0.1811515198132978,0.0,0.25446470302738533,0.04583215680529948,0.13613703366483623,0.04941748930136697,0.03751558116506076,0.026542798169732547,0.0
Mixture69,0.0,0.11366842106110044,0.15162879597104578,0.0,0.44181575727812117,0.06544086981845475,0.0864579750888122,0.03436447639389724,0.04074177231019827,0.045444232301946906,0.02043769977642322
Mixture70,0.20843274145494223,0.09861188437657871,0.20299044395305887,0.06475806060802945,0.154462579094965,0.04338196198905954,0.10962902395576686,0.04647546804833818,0.029232710178390686,0.018499787875915417,0.023525338464955064
Mixture71,0.18916727854083046,0.13743162680581203,0.14137196066274238,0.07055525133035298,0.1823148140141246,0.030082753433904173,0.1400873823878707,0.03991158937234782,0.03416314926466725,0.02148834239372683,0.013425851793620783
Mixture72,0.1570012880823566,0.1298734452960601,0.15603707863142358,0.0681109889118217,0.348558001254335,0.0,0.065951443157866,0.027829559755150744,0.02866263177504261,0.0,0.017975563135943607
Mixture73,0.19549158415694484,0.0,0.22593233380319847,0.1363830159550118,0.1388018022940809,0.04133334665442449,0.13244483923738282,0.0550329833330856,0.045264072746941116,0.0,0.029316021818929967
Mixture74,0.21468414253257023,0.07257045537072182,0.0,0.09145014688480264,0.3566887867530491,0.035804921571116526,0.10872175695575975,0.026631202582001218,0.03696403599230868,0.03823621462664566,0.01824833673102441
Mixture75,0.19948299335023906,0.0,0.2028328763310512,0.0,0.37182717035106094,0.04315588210921035,0.07002935743726685,0.05730839199583591,0.018242586061870358,0.01689698863879589,0.02022375372466948
Mixture76,0.13440529978501367,0.11626138612277152,0.0,0.08427909515815865,0.335884288119701,0.04306072165610727,0.15955697180145698,0.05875933594355645,0.04848610681659906,0.01930679459663541,0.0
Mixture77,0.0,0.11970445671262415,0.2566019879582963,0.10290231252669453,0.2782952090764763,0.02120570609217866,0.06391401532821166,0.04292349974968934,0.03800837626622601,0.04683014203195377,0.029614294257649203
Mixture78,0.15006522900777247,0.06716353578962177,0.15934067093827256,0.08399294687121454,0.20842549243379804,0.034725873306212116,0.12373552346963708,0.05163510632878222,0.03674798877196049,0.04746941008404673,0.036698222998681904
Mixture79,0.09600729564517642,0.13077497333573793,0.11785097879078536,0.06674718890730061,0.3376017112901166,0.027845221663169405,0.08453487518164535,0.0674035439275055,0.0,0.043860135730084425,0.02737407552847834
Mixture80,0.10457031663766791,0.10147052851014972,0.09962535580950356,0.1411321647139799,0.27770539863665616,0.037305153469523365,0.15576932735592927,0.029178743804408495,0.017993444080195025,0.017813417488014748,0.017436149493971844
Mixture81,0.11115224283596058,0.08965542098944106,0.11848965305067637,0.09710218290967618,0.33224299911997335,0.02465184962759874,0.10885688313368462,0.026122590144081154,0.03233881163459761,0.04395708695140748,0.015430279602902814
Mixture82,0.22670837590832008,0.17286699592273178,0.13428340742008726,0.1593868040529878,0.0,0.03454895285094012,0.15870818786398996,0.0,0.03839910883208448,0.0465348736872736,0.02856329346158495
Mixture83,0.20832997074630213,0.14939007070194651,0.26840612546689874,0.15679722764965634,0.0,0.03870138105689795,0.0,0.07096297510981715,0.022582083003864443,0.05176232280026069,0.033067843464356025
Mixture84,0.13666666976549494,0.0,0.26375165115055643,0.06650353010666421,0.3067759185093669,0.022094172626032076,0.10893854238715199,0.02695791707271664,0.025553854627372526,0.028638920724991558,0.014118823029652679
Mixture85,0.10835651805461335,0.20438518479425835,0.11040260644777959,0.0,0.21248261596238666,0.02583132962244336,0.20072546319898407,0.0,0.060737620978445345,0.05098073633075079,0.026097924610338552
Mixture86,0.1541173923613744,0.13814908146154983,0.11958889661060591,0.13189369408790114,0.2577449231970299,0.03584356908342297,0.07524293594938489,0.024875335467544904,0.020610076761815758,0.02000970915974244,0.021924385859627797
Mixture87,0.17772518500888507,0.11140109465262403,0.1520587019668069,0.07507519427762889,0.29714741776008574,0.027788042800453324,0.0824995736552336,0.021477523059397385,0.03181259386690716,0.02301467295197787,0.0
Mixture88,0.16890956744535365,0.061907658783215275,0.13004677538000955,0.06800751215392731,0.3372625725678832,0.023842137266665266,0.055711624152172824,0.051185145554111626,0.04269815984454798,0.03484740671685851,0.02558144013525477
Mixture89,0.0,0.08552076675168241,0.0,0.15950309737830515,0.43296702583409036,0.06464015287145139,0.14802484339259328,0.0385117397878502,0.021013766813776452,0.022678906582506854,0.0271397005877438
Mixture90,0.11591769849200287,0.07418646572213304,0.2073179629316053,0.0,0.3849486171329889,0.03233226365003966,0.08314070288503513,0.025897685201317744,0.02190444102890162,0.03477213739924521,0.019582025556730612
Mixture91,0.0,0.11677079149883376,0.09744689407576991,0.09671664100207429,0.372559963433799,0.04392720252553511,0.183871879600233,0.03967377888208944,0.0,0.031034186592933114,0.01799866238873245
Mixture92,0.0,0.11772860978069498,0.18991291158905316,0.10114566339135238,0.21366158073381056,0.034621902182708095,0.1881683657625788,0.07286624611327057,0.035463976672059735,0.028207995019035093,0.018222748755436575
Mixture93,0.22301041707419172,0.10014394495747346,0.22996715118259606,0.1389424666359963,0.0,0.03235894537106092,0.17560863564393467,0.0,0.04342185671053496,0.0433572152152681,0.013189367208943844
Mixture94,0.21038861704593484,0.16235276490330008,0.1481932297522107,0.07958215726073213,0.0,0.0723658600900218,0.14604503434539048,0.06330577624852238,0.06014225541065047,0.027569035785789883,0.030055269157447287
Mixture95,0.13662439758422323,0.1430413519033259,0.1774701294226614,0.12457022897495508,0.15095805904932924,0.017350112130639132,0.14957830684988035,0.035260445404511676,0.018811822767864788,0.03239478132611153,0.013940364586497738
Mixture96,0.1769427010435741,0.08312366959108705,0.20360313256405455,0.12638246085203095,0.14307269573265347,0.01995860298042872,0.1259424336459967,0.051187239616414935,0.03172423335611561,0.01614436813082195,0.021918462486821975
Mixture97,0.1862071405037421,0.0,0.0,0.1764798129485478,0.35394468876052454,0.03337940115953401,0.0865340267064742,0.05845647880675223,0.047782055462809205,0.03370461867206565,0.02351177697955024
Mixture98,0.1604917129099458,0.11553623400924583,0.0,0.13137953946871675,0.247497080168944,0.03633526483583537,0.17751841195865314,0.03192255979882874,0.0438025982466537,0.02575978776136633,0.029756810841810342
Mixture99,0.0,0.10973067937580286,0.2222276345255434,0.08125769532428706,0.3996377542766775,0.03023866893879273,0.07962499773932837,0.0,0.027334139665553515,0.020698735803666823,0.029249694350347636
Mixture100,0.10946185879220113,0.08857357006926884,0.18399318716380894,0.1143741102244491,0.2821142343111276,0.04443376621104833,0.0966431269503687,0.0,0.03141020874993826,0.02384061390186594,0.025155323625923105
