sample_id,plasma_cell,classical_monocyte,memory_B_cell,mature_NK_T_cell,intermediate_monocyte,regulatory_T_cell,neutrophil,type_I_NK_T_cell,macrophage,hematopoietic_stem_cell,endothelial_cell,naive_B_cell,innate_lymphoid_cell
Mixture29,0.18013304977037375,0.1269779992559546,0.13932603914114758,0.11324080824044319,0.017916834758421908,0.025934523362782517,0.17287186862399412,0.06515435986864768,0.0,0.018664767216542436,0.059407122215017975,0.08037262754667436,0.0
Mixture30,0.10766615708863635,0.09220302168596631,0.15086274051798604,0.11580992091494045,0.011261656708497313,0.0,0.19206943214454159,0.06750915759962849,0.11337156342407838,0.015607638275194577,0.03553569063232003,0.06875310087506833,0.029349920133142242
Mixture31,0.22299438341718353,0.0,0.13633660387867755,0.1502326902453191,0.0,0.02718989545607308,0.15086118809577714,0.048513191941153416,0.10045266320992452,0.021721106457894098,0.03446511553714613,0.07303563774935523,0.034197524011496123
Mixture32,0.14734620743779078,0.13875399975572772,0.13519143812892004,0.08116806115652725,0.011624431406206599,0.033164302499230185,0.1915641295828855,0.05988951717252046,0.07224548528799338,0.019701669755989488,0.04569179891619815,0.05080621640068494,0.01285274249932553
Mixture33,0.11232756167443272,0.11325804115478248,0.18052931055652646,0.12290477479823429,0.006166675265883382,0.03546635683749816,0.18887442708280605,0.06453733165764754,0.08159177954654294,0.0,0.029758149910478954,0.051866929339599195,0.012718662175567884
Mixture34,0.16181579481246033,0.20601559330483749,0.2386017381979644,0.10724124942122994,0.011791051655178846,0.016747400606254775,0.0,0.08404760169169864,0.043058067724776286,0.011948672752782987,0.054361434809141226,0.06437139502367514,0.0
Mixture35,0.17231601705447377,0.20260485180927748,0.0,0.09063706194481083,0.01606610360312858,0.024576670690408184,0.19940129003623175,0.06869733815052152,0.0860348259084905,0.014291674701137331,0.02981718396910716,0.07274406861502034,0.022812913517392546
Mixture36,0.0,0.0,0.22299480705262245,0.16485114612188095,0.016428890543634,0.060558573277472987,0.22635109420139515,0.05870824817405903,0.06807283042258408,0.01952316828960815,0.04739809187639819,0.07409146369191859,0.04102168634842644
Mixture37,0.10011214791707572,0.18552666116181296,0.09998940497582466,0.12862635055468635,0.017155086166275108,0.0,0.14544155760491945,0.07295555083958652,0.09600652709613111,0.020736294609968373,0.05543918486247331,0.05380886054537135,0.02420237366587514
Mixture38,0.16002045230526493,0.0960975334239796,0.23291655042594725,0.14997922132623,0.013270673371097169,0.03522204635565667,0.13081960895523928,0.0,0.07010671360397858,0.01469811316168125,0.02830591033496801,0.06856317673595717,0.0
Mixture39,0.14305285876308485,0.13440917320180248,0.2238657964110719,0.09859364936711769,0.016268890735368257,0.023689881243162833,0.17882508466634875,0.07052259295928794,0.0,0.019990894073963313,0.02873889145225112,0.06204228712654085,0.0
Mixture40,0.15305070286645073,0.13447352232404708,0.18089077160841802,0.07040555879501022,0.01588846932510421,0.032559535754483886,0.17518032296580544,0.058457059994217735,0.05625817722619276,0.01770859749173432,0.030388076561862074,0.061512000638384294,0.013227204448289334
Mixture41,0.1154688258325248,0.14460985689091932,0.11988279891021808,0.10604459714678545,0.007881724345917681,0.03623078029595944,0.1641478498849357,0.07555941114025086,0.09023464047824095,0.012253856097656775,0.05356259601739123,0.05198692988411508,0.022136133075084625
Mixture42,0.11221537281899327,0.1406806315780893,0.0,0.21261120999926464,0.02897906819656454,0.04620287351872621,0.0,0.12933128473798242,0.10767245539440058,0.02545840891219993,0.03513106935117848,0.13099109087231822,0.030726534620282464
Mixture43,0.13991032331060396,0.20447438595042558,0.22669836516545555,0.0875038780883852,0.017081787266906713,0.0,0.19199677272270707,0.02808726600431252,0.0,0.010149533673996732,0.03296158990977016,0.03768971157289368,0.023446386334542928
Mixture44,0.11788528415580056,0.14917618959602355,0.2084485283826105,0.0,0.016244621697760808,0.0,0.20230437647049462,0.06406922090213837,0.0891173668988934,0.01643434776734679,0.030918329279004744,0.0689895561357593,0.036412178714167326
Mixture45,0.17796308127346003,0.0,0.16775532582137512,0.07301768473901125,0.019299880990648773,0.05368337621646414,0.13860479832508008,0.09187135330842262,0.13529743060069518,0.012796578627279485,0.04644713046808802,0.08326335962947533,0.0
Mixture46,0.17547427270018234,0.0,0.10604183331525975,0.0800670239140046,0.011091227717738107,0.04163907913357432,0.23463951941276506,0.0563852753098343,0.0958520977679245,0.029717627955209793,0.034771682060710817,0.10975347516511598,0.0245668855476804
Mixture47,0.08346602013548021,0.16877506325522248,0.15218527098621057,0.11153261788705482,0.014732443504393022,0.02906844567195226,0.19120849098289922,0.033815494282823134,0.054301343558191974,0.009292223501713373,0.05683579713703728,0.06353244113770641,0.03125434795931526
Mixture48,0.18219851759785669,0.130877483637999,0.22857112846426242,0.0772370492280581,0.011143306898996083,0.04031645771603203,0.15014973597943268,0.0,0.08611768295199271,0.017667383168908625,0.05282552110335254,0.0,0.022895733253109177
Mixture49,0.16716794304296495,0.16977516503469814,0.2066079815119537,0.06456915548584989,0.009875828479705038,0.01891658636844235,0.08454316891597209,0.03477139557086835,0.06895270404020881,0.0197963834072294,0.04507323371882464,0.07970351794650019,0.030246936476782442
Mixture50,0.10518416727110055,0.17259796499308414,0.20527766416133192,0.07112103256476006,0.010422620552938638,0.02776491533444223,0.10803104223758038,0.08190012480952862,0.07045690895083959,0.01816569474700968,0.03635119821971847,0.07312054869998229,0.019606117457683408
Mixture51,0.18292029654352931,0.22197379879253204,0.09772721490383493,0.10482117934183682,0.007400375968064149,0.036722491241867036,0.09682493602992757,0.04126387298964715,0.08656408306169931,0.016822226285089784,0.038600443959919996,0.037128397977416655,0.03123068290463531
Mixture52,0.14242304877264753,0.17108730885996787,0.11570375501529231,0.07574333415947672,0.01798355075245683,0.03448815046006967,0.1739709337221694,0.0813987127270015,0.05373675478145766,0.024790643140455516,0.02911725019976869,0.05926095005406505,0.02029560735517131
Mixture53,0.0847764580452976,0.17808854184115464,0.1468136112905615,0.13250117062805788,0.01646571628367576,0.01621179950104096,0.1902209407996758,0.08119548942763592,0.08117737435456157,0.011617514478958558,0.03785213636545726,0.0,0.023079246983922476
Mixture54,0.07764229577671009,0.2481975630527861,0.10287673553453344,0.10721335560105733,0.009428869764132606,0.041849651780959285,0.09429329684529043,0.08068976420712437,0.10230132108222752,0.011111590936308039,0.0554105191797317,0.03603194790999165,0.03295308832914752
Mixture55,0.18658217594347126,0.12036611993877756,0.1850037398278915,0.09929689234289814,0.013855735989559984,0.03817541079340558,0.1488175311976833,0.05169621555188621,0.044772181553524276,0.020231143133782124,0.06463835032532506,0.0,0.026564503401795073
Mixture56,0.0,0.2426225120841727,0.20224483301141682,0.1277296750886616,0.014075274896378219,0.03896826302293285,0.12474896873348869,0.0874051304826657,0.0,0.02623262735755054,0.045432366041347,0.05344699992293186,0.037093349358454125
Mixture57,0.12878830523667884,0.09974614652838137,0.23867819686133107,0.06666653832082509,0.012244479901571235,0.017604914957823282,0.22334342404242183,0.07209738985563105,0.0,0.012034747160032236,0.02332258494342135,0.08129352462710329,0.02417974756477932
Mixture58,0.0877028166927306,0.12065229503689703,0.13497596832185035,0.09490082505764873,0.014450985836311188,0.04889994990269882,0.14673128206694383,0.04922923155909724,0.10065027400429383,0.01660155576779407,0.0522184756938173,0.10192946494024326,0.03105687511967377
Mixture59,0.13460080378817318,0.12735047823595108,0.20065333387042206,0.09122164490032501,0.015036998453897256,0.03133649804907285,0.1371229331392344,0.06533789758981028,0.07140987533535849,0.015681939453078567,0.040145526506952786,0.05364787425563701,0.016454196422086988
Mixture60,0.12791658778634207,0.13513903198065377,0.21998314500023963,0.08974006744745235,0.014774418913236066,0.030425660145680884,0.15344228165169826,0.047384363966525615,0.07076223549285422,0.01248580208733805,0.03187401157945225,0.04532210816748737,0.020750285781039476
Mixture61,0.08176813844053443,0.10361398419094302,0.2124550248164664,0.1056934197772046,0.012545527744766834,0.05261118777337605,0.1556467633366959,0.03909651955499353,0.07573969689569977,0.02661606799071635,0.056067157889550426,0.04385670918402545,0.03428980240502727
Mixture62,0.19781938391937326,0.10945456104218483,0.199991207557521,0.08764742875631194,0.0098445532152126,0.035115166987310806,0.16269258892987515,0.0,0.09287182305241795,0.01006028144450877,0.02297566522982941,0.03653669215367904,0.03499064771177525
Mixture63,0.12662490798139941,0.1516680343618141,0.18455486277851163,0.09593539454635645,0.014482440046155905,0.0318125309202881,0.12893375570797294,0.06222136820197474,0.06537744756900686,0.017971470504886896,0.04037541391704578,0.05488865290244546,0.025153720562141667
Mixture64,0.16676734948574856,0.13247768138394114,0.17917624484831013,0.1124651182001141,0.01770194690893537,0.042301848974932894,0.10006317057214932,0.03188437104620199,0.08409173611142598,0.008519404224874213,0.04906294607938115,0.04521767576810238,0.030270506395882753
Mixture65,0.14235577063548224,0.18545389664355558,0.16752834859732513,0.0,0.007533658550857471,0.042638288731788404,0.16194741064752907,0.06668899713389587,0.09341520359443553,0.022542577161788296,0.03665550435154752,0.060871900517702596,0.012368443434092295
Mixture66,0.1248013842332482,0.1158606164516147,0.17707386848336212,0.10036267555103869,0.0,0.02726949418300124,0.17649474767254905,0.0933900121366918,0.0,0.024218516044617902,0.05304823284741456,0.0609840724804984,0.04649637991596329
Mixture67,0.14756643765252078,0.18840854349148142,0.1740581655385739,0.060995604619354,0.01862631592515083,0.03884192277235409,0.09280206714960591,0.06489473805413473,0.0484516474082512,0.014685507097766783,0.03550809258268863,0.08034285698937356,0.03481810071874409
Mixture68,0.09757958670788554,0.17918654709726012,0.24006616542195916,0.0,0.018936795331373685,0.044765090918466595,0.16932287090201642,0.06343786214361441,0.09632311117790784,0.0226702344005374,0.0,0.048402301127246965,0.019309434771731915
Mixture69,0.0,0.26567192594685096,0.2554806133946434,0.0,0.011826412209754604,0.03504577428715458,0.13856965067453123,0.07570428130451777,0.06137594011099354,0.025516083568861366,0.03144985196086951,0.06192194221893635,0.03743752432288659
Mixture70,0.09800319217707479,0.08754508812285912,0.17311659301168783,0.11803790732372278,0.01513382109656004,0.037543992923666315,0.10193190364626462,0.04733614372737148,0.10111471954884536,0.02213597536842533,0.06543778212949761,0.09442838450999542,0.03823449641402921
Mixture71,0.17816747409837788,0.11916808435529672,0.13787102800357437,0.0748728579241763,0.012974853311599137,0.02869251631566193,0.169895624124913,0.07210792851033498,0.04191745966805128,0.011432723527583233,0.03311284750092776,0.0868936380321889,0.03289296462731449
Mixture72,0.16825235327959,0.16876304575760692,0.23024945520662418,0.08324247689137149,0.014048359833919185,0.0,0.11916098669880273,0.05958214471009778,0.04979527834788589,0.01574968291399456,0.0,0.05758447067662985,0.03357174568347749
Mixture73,0.09575604831584789,0.22928684041135589,0.11265871537462263,0.15829564387916845,0.0,0.027115556792087717,0.19409235265305025,0.033074288619226996,0.0,0.02128134397612574,0.030381605801902755,0.06426431334349615,0.033793290833115476
Mixture74,0.20582942017875971,0.10681361869271756,0.0,0.10564788309543131,0.018699262238045945,0.03832862273621234,0.21096956619475554,0.07934887363450843,0.1000697272005817,0.0145562661403043,0.03962282061962666,0.06358359926366862,0.01653034000538785
Mixture75,0.1556437577263871,0.0,0.13552876735936237,0.10516384827188645,0.021528564277737264,0.026754363562022265,0.24262800891894273,0.04508977706455846,0.11539568284839931,0.033241897068674094,0.0,0.07510881220040881,0.04391652070162121
Mixture76,0.1103409585699802,0.22929589713760806,0.0,0.1300275076208491,0.02106211911007485,0.022252312048344006,0.19237648416636044,0.0974711988473201,0.08565945979236181,0.014778928777005838,0.025209842601085657,0.07152529132900988,0.0
Mixture77,0.0,0.19664432001393659,0.18931397245999307,0.12019018042689655,0.008019268869664765,0.03584230820278073,0.14264538848660968,0.06315294504826482,0.04454935427417458,0.014066243586255028,0.0457944496055577,0.1002204654306582,0.03956110359520834
Mixture78,0.13378861737967573,0.12925561479365802,0.25919093275047456,0.059818704929627965,0.013700318417041732,0.028018143630204616,0.09069433188492308,0.04048191796804534,0.1148107501600254,0.014247154602148171,0.03974710250501176,0.054276691861867885,0.021969719117295734
Mixture79,0.1309958936176496,0.20435219766083645,0.13366632422316835,0.10140515222654616,0.008531010892685442,0.03985920994628287,0.12353423033087604,0.07744139540932315,0.054016323247093184,0.021335947296781062,0.06643185061568463,0.0,0.03843046453307307
Mixture80,0.21216513610550483,0.11082039268126694,0.11392050039173184,0.09150554041237552,0.016118739726613242,0.035573066763083125,0.11318709548950946,0.05833650231655516,0.08972269950128456,0.027638264785430494,0.03227276837862831,0.06965708052641666,0.029082212921599782
Mixture81,0.0927846625113231,0.1760881007703729,0.2045130177935779,0.12314208011841113,0.007345407368592303,0.016443741258245954,0.17449706886685895,0.038037708708786394,0.056300246617122233,0.01691950432552404,0.03433020671473436,0.034389735094260646,0.025208519852190175
Mixture82,0.0,0.1571651693416389,0.13372710465194207,0.14499293771447871,0.0,0.04947569447573285,0.1412547131576667,0.06484121281399972,0.1045810738670123,0.02613848483269093,0.04956439583218063,0.09746469753765914,0.0307945157749981
Mixture83,0.1740889127796474,0.1619593046274367,0.19279308572631354,0.14251822862421235,0.0,0.018722416814475992,0.0,0.04178936139912712,0.0970060614898182,0.014571330044761445,0.0543192095201782,0.06701309843911257,0.03521899053491644
Mixture84,0.14692069150183434,0.20276564503632535,0.09390551757345965,0.0737414606890444,0.010990532627265612,0.017452704991233792,0.21082064302196013,0.08110678026587154,0.06902290837817054,0.018834489515609468,0.02269012244919259,0.0517485039500325,0.0
Mixture85,0.0,0.10491211393310906,0.12899526504228062,0.12434980876651423,0.010476837311824392,0.06231041921931082,0.27829800268854643,0.10856689796657126,0.07907863710983626,0.014179952138984951,0.0,0.043680905031831474,0.04515116079119056
Mixture86,0.18031492473589308,0.1724323006186052,0.10902885083316495,0.06677941704681324,0.014811783599502745,0.021902771704775666,0.15604881638655607,0.04896310963169197,0.1124520575628893,0.012105849694258385,0.03130154786696391,0.04845585779437248,0.025402712524513066
Mixture87,0.16345873055146398,0.1584776160228284,0.16613865210035503,0.09201160682484605,0.0,0.030057325510481122,0.11011088742262365,0.0689610369242451,0.07490908361457865,0.011581990565928929,0.02122757196433317,0.08610466566087033,0.016960832837445584
Mixture88,0.0762094469157041,0.16395293864653868,0.17765118188646525,0.1150764985636113,0.01430259088394307,0.016178180250385057,0.14284967857197772,0.06863723476678055,0.0923230411268354,0.017062240257352243,0.05032262711545178,0.04853588158147853,0.016898459433476315
Mixture89,0.192965894922408,0.1573012180391906,0.17127381737639816,0.14414133540010804,0.021955733008443737,0.0405399484717512,0.10828777981478144,0.0,0.0,0.012982575704316887,0.048627687013041446,0.07291357494811772,0.02901043530144278
Mixture90,0.09180719720109783,0.11912171597504363,0.17265008195279202,0.09744350897018038,0.013484471335821787,0.045053648892279696,0.11923975789348495,0.08566763309470697,0.10265426039296803,0.025469979579035264,0.0,0.09177875127945088,0.03562899343313853
Mixture91,0.0,0.0,0.252575206950728,0.10484824810361575,0.019893332551055506,0.04714451375584767,0.16420436432841617,0.06431487457884068,0.15040678828022278,0.030546099725343463,0.042855402506073864,0.09536423872786268,0.027846930491993535
Mixture92,0.0,0.14070510361665203,0.1999526216486121,0.1566952056315901,0.014355741708141856,0.02719781068688013,0.15737631057148002,0.046238644995126046,0.08854252828619764,0.011458838504369438,0.03635736905628096,0.10432275244272206,0.016797072851947693
Mixture93,0.08819554602276358,0.10417639851532424,0.13620577079426313,0.16484166791273774,0.018287347603946957,0.03290626670397387,0.1518925668346079,0.08084247444629869,0.11810948745891328,0.0,0.06434742389905224,0.0,0.04019504980811835
Mixture94,0.0840963039682209,0.14728173761934715,0.12996982861693268,0.14828857039736823,0.0,0.03709928241911049,0.2251198225669453,0.0674142324523279,0.051340413712764134,0.017149933984961806,0.024665607612980256,0.044434380323121005,0.023139886325920095
Mixture95,0.1795338990330739,0.21603345406969648,0.08459209194337361,0.1288323679069451,0.016307233596532782,0.022948618176961654,0.08195705852342364,0.05427106660260513,0.04359012696561575,0.01814176345435823,0.048317049300755484,0.08908186327586078,0.016393407150797488
Mixture96,0.06844392305372861,0.12112144705976237,0.1644014500261503,0.07231735059547154,0.007194210037407166,0.032101738719842086,0.2201947025758244,0.07271423704817177,0.08367357581934527,0.01746688138435778,0.034549544597947436,0.07289366723125534,0.03292727185073594
Mixture97,0.13471215136602102,0.23606531485765722,0.20408728535528228,0.0,0.008736972256868933,0.029335840504955118,0.1556726276581071,0.07788322532174151,0.0,0.012578908309319629,0.06303636278961568,0.041450507549745885,0.03644080403068558
Mixture98,0.18211891475193087,0.11376729390278578,0.2250812721289986,0.1364953063140856,0.011483705018043789,0.037312007202437394,0.10456940549209372,0.03615822550087912,0.0,0.018614043033251107,0.04222838504319435,0.07353629182907744,0.018635149783222324
Mixture99,0.0,0.3002287208285742,0.14461565331073784,0.0790365839777562,0.014717461860095067,0.02808699793643543,0.0,0.114082031809565,0.14971993164606479,0.021050751699696574,0.0678778048123477,0.056273872525135764,0.02431018959359136
Mixture100,0.0,0.21717040273130706,0.2051204767929653,0.07254048470740661,0.014673566310719354,0.02793510707928578,0.13566216000644585,0.06435175517257154,0.08161285749146775,0.01576164344116896,0.05466703819813061,0.08068676334666726,0.02981774472186399
