sample_id,fibroblast,smooth_muscle_cell,pericyte,endocardial_cell,vein_endothelial_cell,endothelial_cell_of_artery,capillary_endothelial_cell,cardiac_muscle_cell,myeloid_cell,neuron,mesothelial_cell_of_epicardium,innate_lymphoid_cell,cardiac_mesenchymal_cell
Mixture11,0.11455768109744113,0.17840942226304712,0.056160010171521106,0.08705773424280422,0.023705962480882407,0.060751344720919156,0.0507325170859414,0.11579590854840988,0.13573743581704054,0.0,0.06031073143725747,0.09739548970146755,0.019385762433267964
Mixture12,0.11132628195467488,0.09085384580743165,0.07264942468495131,0.12023319969150353,0.02321373232572071,0.0,0.09874828778028197,0.07805786257206865,0.14601567401860674,0.0938842947518091,0.0855477401844361,0.06225595282244456,0.01721370340607085
Mixture13,0.135704978385679,0.1158509628289261,0.04116182423393963,0.04523989753857502,0.01993336239769036,0.08827008889728298,0.11117105103494815,0.1048504138801817,0.11538290849866895,0.08476741855710275,0.06230956287531441,0.0648351817069434,0.010522349164747624
Mixture14,0.17645521045446325,0.0,0.06871331605617824,0.08779956858879318,0.03964938351644625,0.0,0.11520243280040186,0.06706262234811611,0.16278358367016238,0.08871291257788746,0.06386189695776073,0.09913019752172483,0.030628875508065707
Mixture15,0.07917413748766161,0.17368489601500103,0.028541243292138512,0.0681961756757218,0.04120227149491418,0.11320653533898786,0.10537021405519864,0.0,0.1172782086518001,0.11376610184489257,0.08084890974334817,0.07873130640033557,0.0
Mixture16,0.18919573475507137,0.17283285830982495,0.05263740706843747,0.07812796013837005,0.05021780047029617,0.0,0.0,0.10647778704696322,0.07163060625944113,0.06416496568095428,0.09685357399358785,0.08958899243795128,0.02827231383910223
Mixture17,0.11242203261971397,0.14964925947762678,0.032626146070739215,0.07580868333258432,0.0,0.09616338728138385,0.09903317546080813,0.09791607249314783,0.11810420497616046,0.09186428298338702,0.06141912232331512,0.03884207659279937,0.026151556388333934
Mixture18,0.13864504684609302,0.20393949299133665,0.07386964715777178,0.054968837664724594,0.035929401407029035,0.047999828869751675,0.0,0.14766566394596256,0.07179862980913343,0.08625540398866817,0.08182861820903332,0.04378251347476855,0.013316915635727209
Mixture19,0.16231114958954496,0.11790859744235117,0.04509145901711308,0.0,0.03384413705249329,0.10666187867381761,0.0,0.12438672384720237,0.14861879039590767,0.05973145721773929,0.07355768406711234,0.09864347549991319,0.02924464719680498
Mixture20,0.09695779422764134,0.1467067078537341,0.04070516183700694,0.08385987029806442,0.05870085009898508,0.10569426451748618,0.059079707313887134,0.1267335938223827,0.10393298220234765,0.0,0.059669091556177355,0.0957524232881856,0.022207552984101545
Mixture21,0.11370554671716038,0.09203858726855721,0.03593134392133595,0.10170016484659068,0.014822279582587182,0.07417072788334891,0.09279750100391693,0.11061871880780645,0.11106457810765473,0.08503708558436204,0.0723710036335541,0.0735027782928247,0.02223968435030073
Mixture22,0.17178313754776717,0.09916263028261063,0.0780807352356099,0.12769241859159058,0.04402351292733327,0.05928079835182907,0.0,0.08914239832304721,0.09596173596334064,0.09253656723901692,0.050865027983182834,0.07661677924956163,0.014854258305110075
Mixture23,0.09343405285745589,0.16429695831182814,0.08043174297964498,0.07198002787522605,0.04253106620739761,0.0,0.13620621520694803,0.09191460361028489,0.14723961816879733,0.0,0.07986564425212704,0.07685569256063172,0.01524437796965832
Mixture24,0.16144827091851177,0.09102718897476768,0.0393101074818418,0.05046890190909805,0.03738413453136067,0.0542801182240763,0.08905744898575005,0.05784793399548211,0.15400609000878185,0.11263434975610842,0.04975264293589136,0.0894372908198573,0.013345521458472707
Mixture25,0.13203490806597046,0.11526177110916533,0.04603087970353674,0.05120720901223821,0.02678250360190678,0.08977695325286533,0.1202556129051142,0.13348515427663712,0.0752595431373289,0.061431390835485294,0.07682532637704162,0.04922702002695716,0.02242172769575287
Mixture26,0.10134765125550176,0.08987344240551237,0.05644839020183498,0.06692607659697396,0.03697761697286347,0.06819674579212903,0.08510751245050023,0.07660761326452138,0.15925312056803315,0.09757980600163563,0.0646606996619438,0.06994269340265023,0.02707863142589996
Mixture27,0.13557981844729908,0.13027165707300895,0.07616150661127333,0.08092165655196755,0.047104729805205914,0.09606073061299898,0.04429513941383287,0.12465456814796408,0.17100274825093595,0.049507760251220605,0.0,0.044439684834292704,0.0
Mixture28,0.14885809778210285,0.2336223859377034,0.06567914903048967,0.053132741247217063,0.0,0.05480259379828917,0.07360623864765685,0.09091167735829309,0.11761220390605079,0.0,0.05475084205177964,0.08838940940155332,0.018634660838864094
Mixture29,0.17816365838858067,0.1086246759960916,0.04294792967353496,0.08656432849218804,0.04293359933205378,0.06405041866121544,0.09172157510453686,0.10542473297187839,0.0,0.0944975788575662,0.08962050726849803,0.09545099525385602,0.0
Mixture30,0.10832558027257479,0.08023636778360627,0.04730619604219405,0.09005500633973305,0.027451393000522614,0.0,0.10366484965340834,0.11111886794858718,0.18816734180485264,0.08038247738075956,0.05453304335851917,0.0830597609704705,0.025699115444771766
Mixture31,0.21102763457909882,0.0,0.040210743239607424,0.1098803754722889,0.0,0.06424967369007381,0.07658511834562709,0.07510667983627076,0.15681773027169377,0.10522034810469653,0.04974716178386323,0.08299019917867799,0.02816433549810166
Mixture32,0.14088674810827223,0.1147495493139236,0.04028696892667156,0.059982786820133874,0.02692856389237305,0.07918082693662902,0.09825775372452009,0.0936818163370104,0.11395416358824544,0.0964287643873866,0.06663656516058077,0.0583303539029447,0.010695138901308613
Mixture33,0.12139926534596629,0.10587003761651088,0.06080813351229973,0.1026617744278556,0.016146972180598428,0.0957115365601801,0.10950257823200958,0.11410746039097498,0.1454669839256512,0.0,0.049054495907748207,0.06730802369845319,0.011962738201751756
Mixture34,0.16221564745275655,0.17862663675205195,0.07454691218892856,0.08308908621118016,0.02863747125598653,0.041921539664718066,0.0,0.13783847715336664,0.07120568555806701,0.061314597860628345,0.0831200713683442,0.07748387453397203,0.0
Mixture35,0.15594056512871313,0.15858335139891397,0.0,0.063394204916192,0.03522526833093605,0.05553598621913761,0.09680167619779916,0.10170602315758233,0.12843874176031458,0.06620472139682804,0.041156955753903116,0.07904558509268816,0.017966920646991843
Mixture36,0.0,0.0,0.06849997826544056,0.12557804467249545,0.0392310551056889,0.1490407676055399,0.11967832922521021,0.0946637905232685,0.11068112689905046,0.09849952659217825,0.07125502273316218,0.08768518258227742,0.0351871757956882
Mixture37,0.09401594112728795,0.1506937851661025,0.02926529626413649,0.09335873327712742,0.03903174007998173,0.0,0.07326974722695506,0.11208470855777371,0.1487317817152498,0.09968234743774916,0.07940991251917046,0.06067574097978771,0.019780265648678002
Mixture38,0.1705412406017076,0.08858097562723286,0.07736392518576737,0.12353650284435744,0.03426550803039786,0.09373169934903755,0.07479080861373574,0.0,0.12325423074548159,0.08018403275769857,0.04601232872966276,0.0877387475149207,0.0
Mixture39,0.15286557961560907,0.12422710662463624,0.07455643493965694,0.08142774206628306,0.04211932468413733,0.06321119956035517,0.10250925171528533,0.12328627919279746,0.0,0.1093497433129111,0.0468410197421823,0.07960631854614597,0.0
Mixture40,0.15233066121279412,0.11576121433840982,0.05611159742164334,0.05415882488874202,0.03831284030996665,0.08091856733339012,0.09353168950878836,0.09518363271039874,0.09236893956005135,0.09022118963773454,0.04613158470990664,0.07351203171331877,0.011457226654855506
Mixture41,0.10933905116809882,0.11843573017736735,0.035379496468944324,0.07760851649717206,0.018081817593154585,0.08566555262610366,0.08338102074037715,0.11705027095392152,0.14095229307779134,0.059395796533153335,0.07735979887263189,0.059108684849116355,0.01824197044216763
Mixture42,0.08368525095204377,0.09074133615396353,0.0,0.1225442700833354,0.05235899161049981,0.08603665853156348,0.0,0.15778781614943682,0.13246144401319573,0.0971852167761668,0.039960517014522565,0.11729645847016158,0.01994204024511051
Mixture43,0.17203526666577584,0.21746077518550705,0.08687610380537548,0.08315824396830834,0.05088752450687711,0.0,0.12664356031353732,0.056500266934463146,0.0,0.06388313158865347,0.0618185820918982,0.05564640514533752,0.025090139794266466
Mixture44,0.12313152233030265,0.1347669682158632,0.06785669607934365,0.0,0.04110830281635745,0.0,0.11335387994322804,0.10947939899589404,0.15355370596210927,0.08786876265159696,0.049257099546827124,0.08652459589793617,0.03309906756054138
Mixture45,0.15452831698029867,0.0,0.04539820664929833,0.04900230399865003,0.04060159359809212,0.11639543871199988,0.06456213462349672,0.13050633071236162,0.1938009980061529,0.05687801235826089,0.06151488396985664,0.08681178039153213,0.0
Mixture46,0.15449324004315027,0.0,0.02909762082965497,0.05448287296239201,0.02365843120539479,0.0915408896449661,0.11082012827610606,0.081214774555366,0.1392149752164742,0.13393144526390896,0.04669441009644974,0.11602748678230125,0.01882372512383559
Mixture47,0.087256314068358,0.1526053401927346,0.04958427893874061,0.09011546700897462,0.03731403655754882,0.0758799349401711,0.10722987244906965,0.05783306441422715,0.09364531070504367,0.04972550340184241,0.09062588819848,0.07974973983761759,0.028435249287191804
Mixture48,0.18831106303175618,0.116995787910548,0.07362691281234514,0.06169741290053895,0.027903287784772055,0.10404742705688064,0.08324861684123666,0.0,0.1468289301199469,0.09347072422890912,0.08327563418230763,0.0,0.02059420313075866
Mixture49,0.16591369780404022,0.14573964249521443,0.06390878506933168,0.04952957876790631,0.02374723628972734,0.04688025809635996,0.04501209474378742,0.05645789391898155,0.11289347680638459,0.10057440786985786,0.06823247491394943,0.0949846243460455,0.02612582887841367
Mixture50,0.10217490338524582,0.14501196179520184,0.06214694469680445,0.05339519784662008,0.024529069884411465,0.06734544056621283,0.05629423042645516,0.13015226601218183,0.11290306991589678,0.09032713979567919,0.05385868634625178,0.08528641887420893,0.016574670454829788
Mixture51,0.17015853630031652,0.17859440665239296,0.028332936548532615,0.07536178388791312,0.016678458908168867,0.08529861164677081,0.04831706227288507,0.06279645678749199,0.13283663925967654,0.0801028002889698,0.054768053625707025,0.041471011638113904,0.025283242183060762
Mixture52,0.13066892825391688,0.1357638484393928,0.03308443535103065,0.05370896129180122,0.03997401641640156,0.07900961353891636,0.08562295321255407,0.12217515400465959,0.08133019025789134,0.11642660357648957,0.04074605546883381,0.06528407200585828,0.016205168182253878
Mixture53,0.0870912595433691,0.15823755946235737,0.047005626748771734,0.10520328549030568,0.0409817238361548,0.041586130289445654,0.10482843127642538,0.13645973236984235,0.13756964162179883,0.061092079728133165,0.059310674455993036,0.0,0.020633855177402894
Mixture54,0.07063106120342096,0.1952851278629989,0.02916747003615701,0.07538006993314195,0.0207810406024695,0.09506205401637599,0.04601502277792397,0.12008509801412169,0.15352068769103167,0.051742331207584515,0.07688342913143903,0.03935787831330454,0.026088729210030366
Mixture55,0.18337020719804487,0.1023144979616585,0.05666610374494988,0.07542313203054847,0.032991230383834315,0.09368289942732325,0.07845744761028033,0.08311715724780787,0.07258638709070492,0.10177741790064553,0.09689292111219543,0.0,0.02272059829200662
Mixture56,0.0,0.2071654060722431,0.06222623197958651,0.09745720179840736,0.033665031295279986,0.09605962265484595,0.06606482182832475,0.14116338996433161,0.0,0.13256412816250895,0.0684101218343852,0.06335512517353946,0.03186891923654711
Mixture57,0.14834143537482447,0.09937026999543837,0.08568070267712542,0.059347747150109514,0.034169347239319726,0.05063350160957511,0.13800050526814092,0.13585602345289965,0.0,0.07095702572408365,0.04097376716803519,0.11243164812619778,0.024238026214250228
Mixture58,0.07944694531437912,0.09453084582125786,0.038106962825243555,0.06644218930269062,0.031715490187091806,0.11060889619685833,0.07130300480184053,0.07295583395433816,0.15040661094285243,0.07698122794678786,0.0721491161415204,0.11086896189437252,0.024483914670766847
Mixture59,0.13314196947316517,0.10895375391198281,0.06185829224417186,0.06973896645436817,0.03603618181183986,0.0773990743538096,0.07276103628590336,0.10573183922066472,0.11652360182118467,0.0794034696580324,0.060568615225210495,0.06371862805701752,0.014164571482649373
Mixture60,0.13379588522750607,0.12225622719582445,0.07171161785653321,0.07254584890943826,0.03744006473352978,0.07946463326704928,0.08609588544745625,0.08108196298834686,0.12209720937600525,0.06685050952435614,0.050850564727471896,0.056921006251440316,0.018888584495042254
Mixture61,0.07730649614470549,0.08472753022878292,0.06260126493664867,0.07723072525088252,0.028736316949593752,0.12420182233746706,0.07893932906858651,0.0604704616303211,0.11812552288465629,0.12880957879764163,0.08085066266813029,0.04978683226338219,0.02821345683920159
Mixture62,0.21147307636746496,0.10120323524601782,0.06663177206146374,0.07241619510142294,0.025497202894647047,0.09373439020274346,0.09329867285996486,0.0,0.16377911158968916,0.055051448760071064,0.03746256382077317,0.04689883328696908,0.03255349780877275
Mixture63,0.12363623280131578,0.12808402701772328,0.05616119448577377,0.07239619996883868,0.03425931308811387,0.07756089731582744,0.06753279308483379,0.0993892664046283,0.1053035188727201,0.08982197892885654,0.06012938632044969,0.06435106929767201,0.021374122413246755
Mixture64,0.16409739207906476,0.11274769334634102,0.054948432220590294,0.08553006081781189,0.042200925685028555,0.10393647539731593,0.052818537305017677,0.0513265194253119,0.1364998812512393,0.04291135826691795,0.0736355336192504,0.053425114645203,0.025922075940907386
Mixture65,0.1312127656948834,0.14784657569029366,0.04812531031997663,0.0,0.016823534241007125,0.09813383278103766,0.08007491369072534,0.10056075075371936,0.14203876241843005,0.10635966519715224,0.051532756704774016,0.06736967447600026,0.009921458032000303
Mixture66,0.1258213715967044,0.10102878779870941,0.05563828191083589,0.07820194009547839,0.0,0.06864834592332048,0.0954527085381554,0.15403121891534083,0.0,0.12498414552558239,0.08157350007644285,0.07382407438071485,0.04079562523871517
Mixture67,0.1410757767623443,0.15579005962216935,0.05186130985255074,0.04506855995982483,0.04314218258943965,0.09272216414402706,0.04759309683847194,0.10149570116887528,0.0764120246476166,0.0718664492914827,0.05177681878430232,0.09222713182882887,0.02896872451006634
Mixture68,0.09478178861373245,0.1505378193682365,0.07267434122225729,0.0,0.044563849793872005,0.10857338515552134,0.08822730365252582,0.10080632257870491,0.15434221522681293,0.1127182713801698,0.0,0.056451892971642166,0.01632281003652479
Mixture69,0.0,0.22739277688810522,0.07879503984795112,0.0,0.02835437049427444,0.08659849580700328,0.07356077340209069,0.12256048054552773,0.10019433477720238,0.12925373641413607,0.04746991731189979,0.07357797840599123,0.03224209610581797
Mixture70,0.08844899694046413,0.06833744996176444,0.04869401770296267,0.08233499733051108,0.03309112840085597,0.08460794208501413,0.04934967343328312,0.0698906167203519,0.1505412001500718,0.1022642262925148,0.09007918013087163,0.10232972917896778,0.03003084167236651
Mixture71,0.1772108485802206,0.10251705804738166,0.042738484548553654,0.0575567915962326,0.0312661660190486,0.0712604403457782,0.09064952509794312,0.1173324689187167,0.06877730265573574,0.05820817287880745,0.05023444103896124,0.10377588300082095,0.02847241727179938
Mixture72,0.18553040896966935,0.1609554192967831,0.07912920245502769,0.0709429482574946,0.03753097683639048,0.0,0.07048707728717162,0.10748389453725649,0.09057960470907257,0.08889926146044275,0.0,0.07624404138426065,0.032217164806430644
Mixture73,0.10194307193229482,0.21112755840705086,0.03738010513084836,0.13024790574843065,0.0,0.0720821961724657,0.11084634648482915,0.05760435532547586,0.0,0.115974614165469,0.049333893130068335,0.08215007180243558,0.031309881700631724
Mixture74,0.17826597867681312,0.08001325535290083,0.0,0.07071834697701565,0.03923699870104248,0.0828900140714332,0.09801719834589573,0.11242815686199709,0.14297234323408087,0.06453322784312508,0.05234191024952977,0.06612302295942922,0.012459546726736959
Mixture75,0.14266508909463765,0.0,0.038717001510020235,0.07450111258670437,0.047809187524209186,0.06123484332854052,0.11930218465664998,0.06761411999642528,0.1744873182751498,0.15597111923252358,0.0,0.0826653431829907,0.03503268061214872
Mixture76,0.09854505685731212,0.17712043499076022,0.0,0.0897518923344937,0.045573296831491805,0.049623936864850525,0.09216616840656011,0.14241236776306734,0.12620068877210716,0.0675637010824473,0.034340877554786785,0.07670157854212288,0.0
Mixture77,0.0,0.1734020344314052,0.06015412012245973,0.09470605772077893,0.019808133444237933,0.09124570682859341,0.07801492252121359,0.10533323032653319,0.07492525042335094,0.07340894881728839,0.07121221498442061,0.12268782787303383,0.035101552506684244
Mixture78,0.13407411976431557,0.1120339119777352,0.08095241622912076,0.046331149907313095,0.03326340782771896,0.07011051032108273,0.04875592411245037,0.06636822103698273,0.18980019112815816,0.07308467323834852,0.06075393701102784,0.06531090972825991,0.019160627717486233
Mixture79,0.12196708242823523,0.16456541158792395,0.038787445747884,0.07297183354010078,0.019244017386207214,0.09266839086190537,0.06170121624432833,0.1179590946766937,0.08296564138398206,0.10168789727541608,0.09434186714138326,0.0,0.031140101725939964
Mixture80,0.18514596572611516,0.08364388806328524,0.030983204928414887,0.0617160194708751,0.03407858913555874,0.0775138882865617,0.05298569148427671,0.08328253330108036,0.12916084182505044,0.12345918054959974,0.042955582938584605,0.07298810296312847,0.022086511327468892
Mixture81,0.1015407594169641,0.16667425340262385,0.06975404456654062,0.10415520649120488,0.019475579624054773,0.044934801909429216,0.1024409998789823,0.06810074618603243,0.1016395688285036,0.09478164333199271,0.05730384932104353,0.04518971681732488,0.02400883022530313
Mixture82,0.0,0.12128213875058953,0.03718518204653852,0.09998235939192436,0.0,0.11022399023123522,0.06760684248356982,0.0946434765052927,0.15392446287093145,0.1193765547225508,0.06744957653293757,0.10441434338854194,0.023911073075888106
Mixture83,0.16933063905052448,0.13625254788132662,0.058444024123265936,0.10713839455483302,0.0,0.04547202826680312,0.0,0.06649721800614922,0.1556508901592494,0.07254976554849395,0.08058626703510616,0.07826556190428878,0.029812663469959262
Mixture84,0.142425576940868,0.17000969631354196,0.02837137322192315,0.055249333554509575,0.02581273686932085,0.042246015454092165,0.10963257508115777,0.12862799275375422,0.11037903189498639,0.09346118025123401,0.03354942074918539,0.060235066915426516,0.0
Mixture85,0.0,0.08812272586552011,0.03904325182626947,0.09333475590632781,0.024650655995276015,0.1511007588978833,0.14498381973262628,0.1724879365536921,0.1266879965020871,0.07049123816764132,0.0,0.05093615903853044,0.038160701514146085
Mixture86,0.17255970845722587,0.14272519349484367,0.032518715358106354,0.049392457071506836,0.034341983290520454,0.052338923044023655,0.08011054017497195,0.07665668296744516,0.17752659844790006,0.0593028253160579,0.045689531034971205,0.05568017405187979,0.021156667290547066
Mixture87,0.16284865457723235,0.13655835511820108,0.05158589362893203,0.07084822141935837,0.0,0.07477292499787215,0.0588474669469059,0.11239659214666675,0.12311156139223361,0.0590651952136625,0.03225667049853115,0.1030028668471388,0.014705597213265293
Mixture88,0.07503384496647372,0.13961815396802746,0.05451307937987685,0.08756797666402114,0.03411720136256244,0.03977370459743075,0.07544824065937371,0.11055578632526772,0.149950112401823,0.08599175819286588,0.07557094628090515,0.057379649204676246,0.014479545996695948
Mixture89,0.20106152973006186,0.14176035902057252,0.05561905741259253,0.11607728722185631,0.0554251218073303,0.10547501579090837,0.06052702552373067,0.0,0.0,0.0692439241561423,0.07728143901503212,0.09122279852470556,0.026306441797067433
Mixture90,0.08239972984842565,0.09247286095661217,0.04829476645992549,0.06759463972925243,0.029321978712955173,0.10097108227368415,0.05741053608977776,0.12578797752321932,0.1519897635250598,0.11701729090038192,0.0,0.09890944797941952,0.02782992600128664
Mixture91,0.0,0.0,0.06981304563738185,0.07186759423844183,0.04274442489041646,0.10440247342533487,0.07812100081167297,0.09331390825362948,0.22004797911913748,0.1386723239526572,0.05797094582363333,0.10155323573157289,0.021493068116121592
Mixture92,0.0,0.1257292759068166,0.06438187120216896,0.12511755887936277,0.03593256304827361,0.07016236157399613,0.08721939849313966,0.0781503047619689,0.1509011295461261,0.06059897134336715,0.05729119503970575,0.12941299293699057,0.01510237726808388
Mixture93,0.08677876895960546,0.08865647616487435,0.0417682771969272,0.12535570852881936,0.043594112681488946,0.08084691028153439,0.08017238636398796,0.13013069138266348,0.1917078596993756,0.0,0.09656976166225238,0.0,0.03441904707847082
Mixture94,0.08635181863106568,0.13080302063098986,0.04159310556854817,0.11768267780926499,0.0,0.09512136444265501,0.12400230987971761,0.11324511608378099,0.0869645483186634,0.0901424621027903,0.0386304316492957,0.05478482543286062,0.020678319450367615
Mixture95,0.16599203709026775,0.17275717583570885,0.0243755699723335,0.09206107993159816,0.036528461000339255,0.05298040993071015,0.04064888268929094,0.08208852580295278,0.06648401334462542,0.08586035418682685,0.06813721196777085,0.0988955292392091,0.013190749008366408
Mixture96,0.06767774283308017,0.1035872530738871,0.050664158967342374,0.05526672915930486,0.01723472568031558,0.07926062804837464,0.11679904606533086,0.1176261088787851,0.13648584178062878,0.08840945761290825,0.052107047007023344,0.08654606886328985,0.028335192029729055
Mixture97,0.14182339596960664,0.21495501585638777,0.06696398338830244,0.0,0.02228498550340134,0.07711833179044335,0.08791739720999307,0.1341400130675051,0.0,0.06778856548925472,0.10122211739228752,0.052398340874933384,0.03338785345788477
Mixture98,0.19037998713912885,0.10286270996456659,0.07333137411498007,0.11027936101815762,0.029084296170968738,0.09739414160718084,0.058639780526707035,0.06183674998885798,0.0,0.09960458648942269,0.06733081560639058,0.09230272875094352,0.016953468622695537
Mixture99,0.0,0.2154513606336705,0.03739574909814064,0.05068286496606079,0.029584614912974407,0.05818968623249738,0.0,0.1548507331067064,0.20492296599395482,0.08940518439826127,0.08590009863345557,0.05606296828086543,0.017553773743412753
Mixture100,0.0,0.18547671036933383,0.06312591604332053,0.05536116118669789,0.03510430856106166,0.06887835653340695,0.07186122874752329,0.10395566421750464,0.13294173413186477,0.07966881105038708,0.08233474814995817,0.09566725718469123,0.025624103824249993
