sample_id,capillary_endothelial_cell,pericyte_cell,leukocyte,vein_endothelial_cell,fibroblast
Mixture47,0.20930184485867834,0.10311813835179927,0.4283775144429116,0.25920250234661074,0.0
Mixture48,0.08292201297491514,0.06294130751986032,0.5741373235878924,0.2799993559173321,0.0
Mixture49,0.11962902150689741,0.0,0.38636195364369835,0.29054742364045966,0.20346160120894458
Mixture50,0.09302774710065473,0.09003081983515665,0.46238379523059187,0.2482370298599763,0.10632060797362042
Mixture51,0.17644514746267578,0.08434217155476943,0.4735101683978747,0.0,0.2657025125846801
Mixture52,0.0,0.11925039097873767,0.6160856285699932,0.14290029743164495,0.1217636830196242
Mixture53,0.19714634217085664,0.15501130131261848,0.3579137069939316,0.17164802492251668,0.11828062460007654
Mixture54,0.21749183972877784,0.13800007420184893,0.24258440994119193,0.21285171028474315,0.18907196584343813
Mixture55,0.09166624096218091,0.0649641565299489,0.3924091981025461,0.1749829650867211,0.2759774393186029
Mixture56,0.0,0.16355132520085214,0.36887553842787735,0.29375367573263744,0.1738194606386331
Mixture57,0.1899044446429454,0.069892510683393,0.34144197773983537,0.16045012250222176,0.2383109444316044
Mixture58,0.0,0.0928334643187421,0.3671010716873074,0.32992650528214956,0.21013895871180094
Mixture59,0.17390702102932978,0.0,0.299957122361591,0.282214060269286,0.2439217963397933
Mixture60,0.23211595589524045,0.10362722485235398,0.5482954483949228,0.0,0.11596137085748282
Mixture61,0.14089338258907733,0.058626378590209575,0.48250875441400165,0.1644595957284817,0.1535118886782297
Mixture62,0.20026017895267886,0.13084835163054725,0.26869919108068857,0.195019238708748,0.20517303962733732
Mixture63,0.098104842803949,0.15171975276105637,0.5640008014675619,0.1861746029674327,0.0
Mixture64,0.12853752020107934,0.07358332606900027,0.360169745766079,0.2598820469917394,0.17782736097210203
Mixture65,0.2009719512712927,0.12322010676587812,0.2083727986137098,0.278515977494767,0.18891916585435242
Mixture66,0.1631358177082279,0.2004260024670538,0.0,0.2665692439948857,0.36986893582983255
Mixture67,0.18856106854455176,0.07230230625535776,0.4997078029789216,0.23942882222116896,0.0
Mixture68,0.11730756354075965,0.11203355321736831,0.3546074956453458,0.15225587880038233,0.26379550879614383
Mixture69,0.09773660885837149,0.06476573931067446,0.4719629112451832,0.10752893443234904,0.2580058061534219
Mixture70,0.13118976831174245,0.0,0.39258590315438774,0.27450615717255267,0.20171817136131717
Mixture71,0.14103966247744268,0.08348086488615168,0.5275889905648168,0.2478904820715888,0.0
Mixture72,0.15549301101480065,0.0,0.42671681362485353,0.20932590298405482,0.20846427237629092
Mixture73,0.21080175558817243,0.0,0.4509602482469227,0.211514089256508,0.1267239069083968
Mixture74,0.15168059555086458,0.03989210764773012,0.39308171907966893,0.2377168023306862,0.17762877539105018
Mixture75,0.16243097254711844,0.08254594999306251,0.398545984410193,0.12717683068848082,0.2293002623611452
Mixture76,0.13943536972272752,0.09442914189622191,0.4935517739541227,0.0,0.2725837144269279
Mixture77,0.17041280559731484,0.1146735843875643,0.30477392334824843,0.19104007296558612,0.21909961370128642
Mixture78,0.0,0.16779590550428464,0.421317011051703,0.15412680127579823,0.25676028216821417
Mixture79,0.08100512473123847,0.04597397715122477,0.3943549539975838,0.26578679014918755,0.21287915397076534
Mixture80,0.19959468721121892,0.0,0.23332704748170818,0.2924194276804286,0.2746588376266443
Mixture81,0.14859981153988605,0.08578147981570287,0.4002793483797932,0.20709144635361995,0.15824791391099804
Mixture82,0.10762523921722182,0.10164237720234459,0.3326963113290458,0.28525579924586886,0.1727802730055189
Mixture83,0.1898733193921622,0.13264050711567718,0.0,0.39583069154711903,0.28165548194504153
Mixture84,0.11362139686827527,0.12772366224712725,0.27675295421698987,0.20389953530102525,0.2780024513665823
Mixture85,0.0,0.061197947971980665,0.6102579167275065,0.16878126661809334,0.15976286868241948
Mixture86,0.1881439450266996,0.18430443318093423,0.0,0.2285467061995452,0.3990049155928209
Mixture87,0.11681505841689893,0.0660569364441743,0.4499121443223734,0.15588628283962752,0.21132957797692592
Mixture88,0.17778511489882026,0.05309590064972746,0.4789927614115266,0.0,0.29012622303992575
Mixture89,0.15425178208265306,0.0,0.26311126971486154,0.20068439914994676,0.3819525490525387
Mixture90,0.13622660662854816,0.08152728287921657,0.4105558193822911,0.1449290802450782,0.22676121086486598
Mixture91,0.10950753233774159,0.15647904305824575,0.3489379735264648,0.0,0.38507545107754787
Mixture92,0.12752835212177213,0.07838467152085712,0.4738446880210991,0.1870994265334854,0.13314286180278628
Mixture93,0.24674774931246352,0.0,0.26520012311724456,0.355593803042021,0.1324583245282709
Mixture94,0.12732975197226273,0.15240505031708956,0.37011412588973985,0.13426616284007528,0.21588490898083254
Mixture95,0.17207694381123664,0.20873756037221214,0.35332471306181246,0.26586078275473873,0.0
Mixture96,0.09959268776065124,0.0,0.45120971739639476,0.27985151503708067,0.1693460798058732
Mixture97,0.2210281369574433,0.09863726280837769,0.24565262149480427,0.2810481599335836,0.15363381880579108
Mixture98,0.18870854803048526,0.05400117054194695,0.2810668837197872,0.29737223580971,0.17885116189807063
Mixture99,0.198381967381292,0.09597318192227508,0.2878121780366701,0.19029971252653388,0.2275329601332289
Mixture100,0.18766728077164424,0.1522262714477894,0.2813832251552123,0.21196523172333476,0.16675799090201926
