sample_id,fibroblast,macrophage,smooth_muscle_cell,mature_NK_T_cell,pericyte_cell,mast_cell
Mixture21,0.2417696183235361,0.41577775142553597,0.17842932673758044,0.07697440861391708,0.0,0.08704889489943043
Mixture22,0.38710008226933035,0.22390077972605565,0.23656129730982794,0.025189803010559685,0.09129426647835732,0.03595377120586906
Mixture23,0.43504599456348186,0.0,0.282096862191538,0.07725712501969392,0.13609700686537227,0.069503011359914
Mixture24,0.3015568581609498,0.20046915672893142,0.2978501609241637,0.0,0.14432835300846747,0.05579547117748761
Mixture25,0.3998553030870579,0.33858025643192385,0.0,0.04755193908801808,0.15229224355095886,0.0617202578420413
Mixture26,0.21598192339313363,0.2643218496949575,0.20543173462773315,0.07380609599688365,0.1587266903689453,0.08173170591834682
Mixture27,0.30773953920124386,0.18614371508780647,0.35621144601840143,0.05484753282294963,0.0,0.0950577668695987
Mixture28,0.36716755994603045,0.24741445718657692,0.20571755662545158,0.0,0.13805393245361208,0.04164649378832906
Mixture29,0.5354377876174007,0.1717314868038134,0.0,0.07871711529086475,0.17550572420726931,0.03860788608065178
Mixture30,0.19646914473843746,0.390725492443753,0.23971715238013516,0.05117020397638812,0.08943369415058165,0.03248431231070459
Mixture31,0.4632155876197134,0.19810235819661648,0.15449124788670465,0.08179614036257325,0.10239466593439225,0.0
Mixture32,0.34549327326752527,0.0,0.347918930814166,0.07499707870670211,0.16040562907452216,0.07118508813708455
Mixture33,0.4363350575192976,0.21368796888415004,0.17551288958408598,0.037155579914639233,0.10976916163804187,0.027539342459785277
Mixture34,0.33041798372736025,0.2901706177728481,0.22998425558974878,0.07446363668150456,0.0,0.07496350622853833
Mixture35,0.4223735485794549,0.1861717879756869,0.16073216541414906,0.0495376953986311,0.11839904262765417,0.06278576000442393
Mixture36,0.424811966243965,0.0,0.21084467811989682,0.07647985860257774,0.2138964633562834,0.07396703367727703
Mixture37,0.3332640931911726,0.179087211860542,0.20729578045492933,0.07256098268577849,0.18137404219681286,0.026417889610764685
Mixture38,0.3544753311908517,0.36804917313006674,0.1319353327749719,0.0,0.11753394036200099,0.028006222542108678
Mixture39,0.38657492791726483,0.23424967485690715,0.25904821873253026,0.0,0.08846463619249625,0.03166254230080141
Mixture40,0.4577915422100333,0.28937383701896335,0.1197039229101409,0.03301048297375117,0.06650879771875845,0.03361141716835272
Mixture41,0.3354741899761244,0.2496800656155449,0.18483649163219829,0.05248341912332183,0.12827379681308657,0.049252036839724074
Mixture42,0.2266461926505884,0.33005682718517154,0.22598419528135796,0.0,0.157066486055698,0.06024629882718408
Mixture43,0.25201624865590755,0.26133439224285404,0.1928935809265062,0.042875472544572295,0.1867108078596957,0.06416949777046414
Mixture44,0.27215443576939996,0.32200963134187716,0.27681719566375323,0.0,0.09310238722779705,0.03591634999717255
Mixture45,0.0,0.397747500966102,0.19926457121509736,0.07914707996611994,0.2037003624438292,0.12014048540885153
Mixture46,0.43634633716763455,0.14635862526606302,0.16034530405133648,0.07523184831670902,0.1312620867528924,0.050455798445364464
Mixture47,0.2998656239595579,0.24763721991176998,0.2913640272677956,0.0,0.13230692185888357,0.028826207001992916
Mixture48,0.3828144733588224,0.33831516169557135,0.1059358608536054,0.04709652819074808,0.12583797590125267,0.0
Mixture49,0.5105794274579214,0.0,0.19643762771616516,0.06155137951241701,0.13570475480604083,0.09572681050745549
Mixture50,0.38246424534134404,0.19791681159155208,0.25391607725091603,0.029819464609768986,0.10618579758095763,0.02969760362546125
Mixture51,0.3632561215487679,0.16932745354033343,0.21583669938080796,0.0,0.18864243844308112,0.06293728708700952
Mixture52,0.5363044672718627,0.16636211957369848,0.1348179478941496,0.08739254507632181,0.07512292018396745,0.0
Mixture53,0.35246051453914407,0.15979857941942327,0.287104802281112,0.02804313868806691,0.11370392174663269,0.058889043325621074
Mixture54,0.317840221344939,0.15920681392715294,0.3094633441657497,0.032575560970358956,0.1152808441294019,0.06563321546239746
Mixture55,0.48272983994934276,0.21263980298316865,0.13571395900478364,0.057337604597067715,0.07051418391816278,0.041064609547474415
Mixture56,0.3713762751275832,0.30040408551689574,0.16905559453861227,0.09105245547073033,0.0,0.06811158934617856
Mixture57,0.30247405053159193,0.1992167377222572,0.2740315299611144,0.03873059400171973,0.1444317820476273,0.04111530573568948
Mixture58,0.27924455895067785,0.3092042339462468,0.0,0.09935245882545561,0.2293286032273111,0.08287014505030872
Mixture59,0.4885303224271871,0.0,0.33828995105067144,0.03255725690967732,0.09603234103370668,0.04459012857875752
Mixture60,0.0,0.42718887486338164,0.383802695495496,0.05921127133426866,0.08246688632429564,0.04733027198255812
Mixture61,0.39104660924895707,0.22039697802454197,0.18389133698047525,0.0609706363039083,0.10910999200815119,0.034584447433966214
Mixture62,0.30459669820638224,0.25902053450725004,0.251642523316352,0.06185388356279493,0.09327830474082761,0.029608055666393285
Mixture63,0.3438383766656253,0.19652368310806811,0.2055466815797341,0.04589732993094767,0.2081939287156248,0.0
Mixture64,0.3308450436468035,0.3105427382773473,0.20241397761250074,0.05597615720348872,0.06149024488397479,0.03873183837588495
Mixture65,0.28470988957962406,0.37461051631963427,0.1902353000181794,0.03961074662823747,0.07328959189322211,0.0375439555611027
Mixture66,0.3329548858921304,0.2754360964872978,0.0,0.06809564302949139,0.22606939342156426,0.09744398116951623
Mixture67,0.2405307792859352,0.3576909946919204,0.24569648630171131,0.06796588669605853,0.0881158530243746,0.0
Mixture68,0.4856078089041676,0.17768085884868742,0.14853791183514622,0.058148114501322706,0.08712303792303187,0.04290226798764424
Mixture69,0.19457077617467253,0.24492856010352115,0.3405382596561147,0.04177379638957546,0.1007146858396215,0.07747392183649475
Mixture70,0.3986060229838555,0.0,0.3113054179643362,0.05501151244007061,0.17640789768837592,0.058669148923361746
Mixture71,0.27067827742857775,0.21574046643610623,0.36538239652017146,0.06723308567027973,0.0,0.08096577394486477
Mixture72,0.3301480479978738,0.2511196580751521,0.22652669074294632,0.0,0.1396894931275276,0.052516110056500205
Mixture73,0.3043834598162564,0.0,0.3040684301333578,0.08830105177544603,0.222850142743334,0.08039691553160568
Mixture74,0.3124654478383777,0.2399610612053821,0.2662288022500335,0.03204250451543288,0.12687280189449257,0.022429382296281247
Mixture75,0.3900548759815558,0.25874563531446304,0.18001525300554638,0.051165369919566994,0.0696991443482334,0.05031972143063446
Mixture76,0.2730962570020809,0.29460144904894653,0.23809964587246912,0.04597110814591029,0.14823153993059313,0.0
Mixture77,0.28903484333176793,0.15426042677603377,0.29700682457334454,0.06802806055263737,0.14465931279078634,0.047010531975430106
Mixture78,0.0,0.3647352663574851,0.3984264010009584,0.06518582555962493,0.13394808007977108,0.03770442700216057
Mixture79,0.32015475585949016,0.21970073146003768,0.16270100520881842,0.08464051153092686,0.10849067565574826,0.10431232028497861
Mixture80,0.40690370441194107,0.21511670946214323,0.24424391675697094,0.0,0.08170591456546236,0.0520297548034824
Mixture81,0.32382515352226265,0.23613754989835692,0.24471146169248043,0.037409282744192765,0.12981114184959025,0.028105410293116938
Mixture82,0.3014611983496796,0.16687917995593007,0.3039106660022046,0.057611682222311035,0.10939354197802875,0.06074373149184594
Mixture83,0.45548449441347094,0.3628652599767928,0.0,0.08306400517969884,0.06508970721109106,0.03349653321894633
Mixture84,0.38751438419183565,0.15560822518462053,0.170108091914173,0.05668972923788348,0.16736073921237696,0.06271883025911032
Mixture85,0.4531887741619202,0.35271029495072875,0.14001063558909194,0.029251375987887934,0.0,0.02483891931037127
Mixture86,0.4578728018641418,0.22249157490285598,0.17625835577224652,0.0,0.09427939661522791,0.04909787084552776
Mixture87,0.30970049890567286,0.23287686777433134,0.28332273976354116,0.03896969133056372,0.07679046701416015,0.058339735211730796
Mixture88,0.34590022323891834,0.22373296443367927,0.2712809149404508,0.0,0.11640014213732654,0.04268575524962496
Mixture89,0.0,0.3722330022022248,0.24631074684018003,0.10120758519045894,0.24270806738675402,0.0375405983803822
Mixture90,0.17507562635649934,0.32983630238966705,0.2618754089031009,0.04923239153126059,0.11771433998469492,0.06626593083477718
Mixture91,0.378327293547624,0.0,0.3240610614940798,0.10208276327711382,0.16248606280842492,0.03304281887275748
Mixture92,0.41379414922645164,0.15354644595435152,0.2535591520072873,0.05121819772543041,0.09974292682181186,0.028139128264667294
Mixture93,0.2883711931580901,0.0,0.3974672986630225,0.04216063988488287,0.21802994408323098,0.053970924210773555
Mixture94,0.26822945916895646,0.3617456862770586,0.17190058810409414,0.03183468018705466,0.12247313220958309,0.04381645405325311
Mixture95,0.3351690414397064,0.0,0.4050295576011526,0.0860256143322845,0.10286942947291502,0.07090635715394149
Mixture96,0.30124311322936115,0.0,0.3795863872643533,0.09328708197923974,0.11441714193189538,0.11146627559515047
Mixture97,0.31524447367113484,0.2538230248793695,0.21466492876513113,0.06774613379391513,0.09125972863708445,0.057261710253364906
Mixture98,0.23259788410270163,0.2953066105975093,0.28347732510657914,0.04892787924489489,0.08105040053080155,0.05863990041751359
Mixture99,0.32678847624474433,0.2130159538437523,0.18854470002422316,0.057933481344044774,0.1534213626376781,0.06029602590555733
Mixture100,0.4127725496358963,0.1787383995799324,0.22198762535729114,0.06187682251390868,0.09543739811120393,0.029187204801767473
