sample_id,lamp5_gabaergic_cortical_interneuron,sncg_gabaergic_cortical_interneuron,caudal_ganglionic_eminence_derived_gabaergic_cortical_interneuron,vip_gabaergic_cortical_interneuron,l5_extratelencephalic_projecting_glutamatergic_cortical_neuron,near_projecting_glutamatergic_cortical_neuron,corticothalamic_projecting_glutamatergic_cortical_neuron,l6b_glutamatergic_cortical_neuron,astrocyte_of_the_cerebral_cortex,vascular_leptomeningeal_cell,cerebral_cortex_endothelial_cell,microglial_cell,oligodendrocyte,oligodendrocyte_precursor_cell,chandelier_pvalb_gabaergic_cortical_interneuron,pvalb_gabaergic_cortical_interneuron,sst_gabaergic_cortical_interneuron
Mixture11,0.10681371725296597,0.06991204046937864,0.03985222697551909,0.0,0.031651222528278046,0.08866258650489459,0.10572057321865055,0.06776054227545618,0.09235558028827512,0.012947860444585128,0.008519122259157207,0.03377364801844974,0.11511976959211803,0.03657724330593034,0.03859814818215667,0.1517357186841847,0.0
Mixture12,0.11806298346104194,0.04911254995368401,0.0,0.1553301269691057,0.01830927739688743,0.0,0.09284316425463245,0.045436046159778254,0.03972426905560652,0.012148633244107667,0.0067611292394647166,0.048175871333694796,0.06737682432687847,0.043172096178234025,0.039751445588799346,0.08316601769694393,0.18062956514114079
Mixture13,0.08059962052516151,0.02688694456708136,0.01587127894372335,0.14651165456750534,0.0210981747439422,0.055755872361360904,0.07928347990048734,0.06839355585719463,0.07837705384111768,0.012109539190692999,0.008226596423912203,0.05822449953472664,0.080711629376349,0.02076126025503357,0.0530791134138674,0.11092037656786771,0.08318934992997615
Mixture14,0.08772085683377312,0.06600536169773331,0.04160305738094103,0.14689061291166342,0.03913159870334779,0.0,0.0,0.0,0.05337774715524148,0.014033657606300138,0.012167321600898107,0.03070691789013816,0.05938071215587208,0.061318171443111934,0.06187761437197507,0.16121560252218692,0.16457076772681745
Mixture15,0.11472503334445219,0.08030928912519053,0.0,0.0925265955819115,0.03755469182036907,0.043812560602312,0.0908198003882544,0.0,0.05841126454682539,0.017754451189046037,0.010871698318024566,0.05107983145701903,0.1591328666067931,0.027515204424725173,0.06862878224147265,0.1468579303536043,0.0
Mixture16,0.05032694944086835,0.07332486083908091,0.03951593027009232,0.17940126037979645,0.0,0.06413041885191863,0.09231211610527781,0.10376247947396021,0.0,0.01587781104962884,0.014075751264732447,0.0621210177697423,0.07544610272353622,0.037689560070923334,0.033368511687957514,0.15864723007248466,0.0
Mixture17,0.08022628606862403,0.024561203154740474,0.0,0.07451122732482852,0.0,0.061270024355465524,0.0824677140862324,0.06958112425773179,0.06426060745363195,0.005861228144410308,0.011220443740285779,0.04207641433571523,0.10547766173924435,0.04546864721202464,0.05474566420835636,0.15424912550067818,0.1240226284180304
Mixture18,0.06433510449785655,0.08210384094587583,0.0,0.12744003874813944,0.0,0.044292498473584636,0.058749359278153036,0.05569122833062147,0.0770898555376113,0.017884101790202927,0.013829040782539062,0.06532573191565001,0.08666891087992018,0.03213876461944732,0.03644356631224548,0.07375594116164345,0.16425201672650921
Mixture19,0.09511112283425072,0.08088960642489916,0.05318664713518241,0.1702827086296812,0.040722186879345076,0.0901361844543061,0.0,0.07206769717314804,0.07978243827258755,0.017463737785505903,0.013473207306644025,0.05633700984418366,0.0,0.034034428650080044,0.053186341994527715,0.14332668261565834,0.0
Mixture20,0.10192603734634413,0.028802838612027783,0.04174277808182599,0.16545916374482708,0.020192772059392933,0.0706059546816411,0.07273587308468443,0.10286187771529852,0.06581845016777453,0.0,0.016623364837262927,0.029510962222979484,0.08936007492906757,0.0353320521254999,0.03672832818019674,0.1222994722111769,0.0
Mixture21,0.10544865998881439,0.02960668176772836,0.020722735201278278,0.1408425661617688,0.028496550765959465,0.05436202867311121,0.04512979667379252,0.0771741975237809,0.06040106011017776,0.010009889794077846,0.011990261372727278,0.04927172479611818,0.06403447463202315,0.0,0.04604038742689386,0.11827469353609364,0.13819429157565433
Mixture22,0.09855451529611735,0.044601842700165206,0.02573108859028393,0.09167886325050356,0.04592945158786901,0.09709881585733948,0.0,0.057364368400761714,0.056232466495962856,0.011098354491631978,0.01935963175070528,0.06424791073425214,0.13421595024284083,0.04434273751470697,0.0,0.09957426820333014,0.10996973488352951
Mixture23,0.11600113303934678,0.07633315567126395,0.047896311433012866,0.11373798919484533,0.024963945226253358,0.0,0.1217884176374168,0.07142473715399753,0.08645710111385406,0.0,0.016364113687360477,0.07237233074758201,0.06556147953976596,0.03373470290516272,0.04387238495293331,0.10949219769720486,0.0
Mixture24,0.08557558233518611,0.04107578148303308,0.04134853963213597,0.09646018765062882,0.042626724256181775,0.039271540076863995,0.053456417861299795,0.09396784713402909,0.05107440291769623,0.01370324654569773,0.009364801299369431,0.058833906767352256,0.058791369190411925,0.04667507729702009,0.0,0.08720316677933185,0.18057140877376185
Mixture25,0.12327382134025612,0.04857432892914818,0.024261491698957707,0.09114852913925894,0.0,0.07019206296020904,0.05201924834207538,0.05744662085696646,0.04717740790756678,0.006749161001940156,0.013588961361555,0.039570653400474144,0.12849305509534428,0.023603346289849995,0.06694207966433215,0.10809398414685792,0.09886524786520778
Mixture26,0.06035617278419546,0.04281888715511141,0.022195697438390085,0.11351473766017409,0.014276207076740809,0.0755864037194745,0.10208254464856423,0.07416041439389001,0.06686885612446747,0.013670296241938712,0.010158271064196983,0.03952153261537471,0.12463668621816883,0.02150999895855846,0.038919387853711254,0.10902448108998448,0.07069942495705848
Mixture27,0.0876115301185902,0.0,0.03440932642416473,0.09611729631752328,0.021037008459786045,0.0,0.05249014874831127,0.10873281522240652,0.03641378577287153,0.006702811713114321,0.0,0.029096370405159607,0.1056536828612664,0.02455952391647252,0.04423089333002214,0.12837698689279986,0.22456781981751156
Mixture28,0.1646598981303828,0.04609252020394385,0.0303617585909724,0.0,0.048753765935542474,0.11628173237256494,0.0,0.050371241974427425,0.0527038090513134,0.013740934100409804,0.01456812777508326,0.07578550870919705,0.12129510457716326,0.0,0.041490127726927895,0.0832798875585429,0.14061558329352863
Mixture29,0.145800893116683,0.06721858939028712,0.05459603670340197,0.11964234047158469,0.04619759783708569,0.0,0.0994400491508086,0.06907943274140574,0.07790427513749085,0.015369303146248046,0.009187668859260426,0.06921459767186969,0.09306861136457316,0.0433282905367259,0.0,0.08995231387257521,0.0
Mixture30,0.07103530069298969,0.06185938884823856,0.03318774480692634,0.1419934458228666,0.02654049085468642,0.08256317910301222,0.0,0.0,0.049018039045149335,0.011963764404285052,0.009777212600756442,0.037536068623009254,0.07542916735814982,0.03385026404537764,0.028022488872205622,0.13129765813812602,0.20592578678422097
Mixture31,0.07430005084460696,0.037753887239391846,0.0,0.10334941249889212,0.045420108063788114,0.05532032529187345,0.09559536783756455,0.057411170552986335,0.039842478458142955,0.01548295660358143,0.009305621131605697,0.0,0.12688893645467,0.0,0.0668678559409227,0.13612844467946794,0.13633338440250592
Mixture32,0.10712002030476382,0.05522849056024035,0.02598740443561197,0.13327123175668343,0.0,0.07421042294351486,0.0591895453475781,0.06082309276069108,0.04391245385610603,0.01290113916058967,0.011408980622323915,0.033083632262139846,0.09942471767102634,0.019442935418395372,0.03227767869779874,0.10978517279211503,0.12193308141042138
Mixture33,0.09902600666711525,0.05973268091177986,0.0,0.0,0.021631792467199498,0.0586283647232343,0.05110970121654345,0.07267149365158782,0.07705115214987007,0.01187407128606083,0.011883957270163807,0.06744554208565072,0.08146849954708063,0.050052848849019047,0.06096466810169962,0.14523576673715094,0.13122345433584415
Mixture34,0.11311138682219153,0.0754846643724595,0.04467938561231724,0.1232414028498289,0.03648604642096316,0.07997827647423263,0.0,0.09423127515526698,0.040947890676369524,0.010512230884437814,0.0065795162828311,0.05027093272092957,0.09336658138899936,0.0,0.0,0.11216359503350046,0.11894681530567229
Mixture35,0.10910493140865107,0.04707162661696751,0.031957652535135626,0.0,0.029741177197293644,0.10827788572013677,0.11509706074025106,0.10014346430244866,0.08391484413382333,0.012430769196751942,0.02026525284344789,0.029046452416477804,0.06299367895402745,0.048820180086727664,0.07619298389709374,0.12494203995076587,0.0
Mixture36,0.0,0.0,0.0301509786922591,0.11237102959075947,0.04511180789352432,0.0917537586814509,0.11789833660219018,0.06378869866684701,0.055278220411857634,0.01567358796604227,0.012940155876590143,0.06580647912498197,0.10925992634588506,0.029670194143119798,0.05536918636289429,0.19492763964159787,0.0
Mixture37,0.048523719565853135,0.047416934084383924,0.045852883806902354,0.1731026586272935,0.0401323112549628,0.0,0.09200008985253946,0.09869760833881573,0.08678112046075422,0.01630355941407729,0.007045594082923307,0.04309590882681103,0.0,0.02674024696404583,0.052247647286495,0.13372016404791223,0.08833955338623019
Mixture38,0.12712186786899088,0.08070160792447607,0.0,0.1542570792494373,0.018915451636918254,0.0749617849068691,0.05144952956863994,0.07804106897607253,0.0,0.012720537875821895,0.010833748243105292,0.0,0.07765355671035544,0.04135737908741735,0.07264518990130364,0.07118551300710313,0.12815568504348923
Mixture39,0.11970043945803437,0.04530516378482167,0.0,0.08139231711670752,0.0,0.08448073417453898,0.0803832174219189,0.07531454371070287,0.042261397865394255,0.01578363442009013,0.0,0.030595406804756357,0.13234666547163393,0.03441024132238604,0.02616572442061248,0.098159785157091,0.13370072887131146
Mixture40,0.05315542239094083,0.03825730642859262,0.038755853081456466,0.12785173922038473,0.028213283662213318,0.035902628538867803,0.03967388019355791,0.08009309828831122,0.06456601807225427,0.00835235622341105,0.013012633309080276,0.04258048631483804,0.09634349799011221,0.04443452573984085,0.05942673437937407,0.13118912601826999,0.0981914101484943
Mixture41,0.0935640152979053,0.04087834769424276,0.03397505668398087,0.10375373992249404,0.01697566003339953,0.046275356318460366,0.09139571413383105,0.07641006129198129,0.060052645043972515,0.00917809778459297,0.010327451601315605,0.02665492713607408,0.07269605616262804,0.03700881168856181,0.024800813013288625,0.1233560887575247,0.1326971574357464
Mixture42,0.08849512080528948,0.07795173368147615,0.0,0.07685105005738675,0.01687010687442083,0.0,0.06874078519551888,0.07168138092530887,0.06089537024830284,0.016121626816556666,0.011470881626966006,0.05459156095961284,0.13210571117957337,0.05529470124565566,0.0,0.07222453521036018,0.1967054351735715
Mixture43,0.048904005742923494,0.03371771368681527,0.03399412014841658,0.06019500105115736,0.023099435825950865,0.03481070847559078,0.11213461921893392,0.046225346281159485,0.03706164040412661,0.012067828235216242,0.01082989294908126,0.031820776683838335,0.08311825186351124,0.053578192101834336,0.0607195912897273,0.14234312421032394,0.17537975183139304
Mixture44,0.09489460316918441,0.07916465451739535,0.0344420893709646,0.08813069542606847,0.04165043602005217,0.11491031525791527,0.09740445338078726,0.06201706362177752,0.09052584698898812,0.0,0.016555700855793765,0.04354334060727914,0.0,0.045180288019985325,0.04019320267298254,0.0,0.15138731009082612
Mixture45,0.08089072202365045,0.0,0.04024471454023474,0.15013792189300518,0.0290650583032512,0.08921823534607752,0.06833779711805858,0.05465736629685622,0.0,0.01345401646901862,0.009648115462904118,0.027102181940876182,0.0,0.02595721820230516,0.07075413157657116,0.11945387512952314,0.2210786456976677
Mixture46,0.07454733161003864,0.09238912724136489,0.035041659008660055,0.09698722484580961,0.0,0.04141002329284953,0.07830390080031129,0.10167008743436262,0.053112864109506074,0.018105129435093296,0.013178060363800492,0.07778649376163246,0.11428591716446868,0.057625248118280833,0.03650674697366944,0.0,0.10905018584015203
Mixture47,0.11196987358730989,0.0,0.024655985013985093,0.07905779798060693,0.027423684562408145,0.07117374921423249,0.043004488651241984,0.1082370600503927,0.07741682839253719,0.010481582051765102,0.015691346216230216,0.06391763045115122,0.05203086508019409,0.03445253385826913,0.04775629591982154,0.08921735047245347,0.1435129284974008
Mixture48,0.0,0.0,0.02581506582023395,0.18611521834467376,0.03814431462060774,0.04946298367318694,0.04297340531227703,0.06909605374716642,0.09083656005924484,0.010763772901166733,0.0,0.047871152105886425,0.058631064247050155,0.03858000670726184,0.047429991125954356,0.06604354188061935,0.22823686945467042
Mixture49,0.05279739940299245,0.05298717722000572,0.0403560792655322,0.14149561082053994,0.026025139861993635,0.0,0.1047300400380899,0.09918813775404904,0.035073334664944965,0.015351204272825124,0.01626742207600813,0.04506322733848316,0.052096306246869103,0.02486472413538714,0.04728942012402439,0.07855812822671657,0.1678566485515386
Mixture50,0.07147756039814683,0.0459651432618942,0.029484319311051714,0.09214873685167758,0.019951824451834577,0.064188541660706,0.06703658443617615,0.06702838643742659,0.05071869770827304,0.013954845219570293,0.013201814123009789,0.05030036733833918,0.12698561420083415,0.04324488006458892,0.03778859917481016,0.07798439420977055,0.12853969115189032
Mixture51,0.0528767056300441,0.032481011848576886,0.021658733500598618,0.16168717463605561,0.030425741759223836,0.07581968613176199,0.06874000400835027,0.03790556923417028,0.0,0.008029491397705998,0.011912843301739797,0.056704680959596215,0.13455609821517192,0.05465969028025778,0.030607352805715592,0.12343682778149591,0.09849838850953517
Mixture52,0.07044937439435117,0.06372593465900281,0.022269336546282815,0.10686747188424012,0.018189644450925604,0.04564271604754706,0.08902777354775636,0.0342663652692922,0.06949397480975626,0.009960233155648427,0.0,0.04472108315684141,0.0743194309438451,0.021059177424495357,0.02423600164899508,0.1474697047495211,0.15830177731149916
Mixture53,0.06984584158793179,0.07327013246848783,0.03666119830971939,0.07376852574590197,0.02665337647363271,0.03828108418210976,0.11364861502115318,0.07346646078021807,0.07659125546752352,0.0,0.015225806993402063,0.03318065554101625,0.05199027704613192,0.0,0.0616522899726032,0.14898849813083234,0.10677598227933599
Mixture54,0.05741117149990291,0.06392241616034221,0.029937050498484084,0.06775332936667144,0.014935251605417048,0.08330241646320924,0.043348454880212474,0.06330176830880993,0.030120876718070483,0.0072787836380130665,0.008781948651038984,0.053408152129854655,0.11505505919375016,0.04627822205698168,0.05170218956467115,0.07563679611970556,0.18782611314486491
Mixture55,0.08897643653178375,0.04873649549211418,0.045685418319615166,0.1583774480454812,0.01584611357800541,0.07066843134690996,0.10252658625717548,0.10505067091192886,0.09276301035227036,0.01066304854784185,0.01788746613270308,0.024804276107998926,0.07123014067798979,0.04442534491639649,0.0,0.10235911278178547,0.0
Mixture56,0.0,0.05097860117119397,0.0247191792051067,0.08806875636915668,0.03156063527790443,0.0650971747483641,0.10641311809979857,0.10252718033642137,0.05465782719604844,0.011844832283503267,0.0,0.0,0.07460615888294503,0.057661866633196814,0.036639437276592794,0.1953580694917116,0.09986716302805627
Mixture57,0.06573999226089149,0.026905580461099612,0.018002308801790372,0.08220459366085052,0.031233494672217543,0.09969385820785358,0.09605999259474876,0.07982509046791304,0.08692009975832825,0.0,0.009159949900135236,0.023829693914516864,0.10943080960566795,0.0,0.06830837812186491,0.116846776383176,0.0858393811889459
Mixture58,0.06906219613973803,0.04040103636248826,0.03812278794398851,0.10841281924150706,0.02693831728336809,0.046292861685930616,0.11571126566950779,0.06241697514982826,0.08802707964450915,0.011167466092067313,0.019481988725542104,0.04427392578720555,0.0,0.05303105287012498,0.04267089309356298,0.13724065676781907,0.09674867754281222
Mixture59,0.07858504853512258,0.058228669065326866,0.03470564412694169,0.14235652338796181,0.02725893313879854,0.05276433199015902,0.07577665813613672,0.0,0.03174062135020417,0.006002985656463794,0.013334839022749581,0.03262271154381683,0.06167038200754908,0.03481908401816485,0.04795571150231797,0.11875065695690432,0.1834271995613822
Mixture60,0.0950685102125451,0.04696243990642847,0.026488929441786307,0.12163444944032495,0.02485996333998839,0.05295181728299235,0.06935342952340456,0.03489663740585022,0.06851624037268922,0.011136359253585089,0.016698665163077015,0.0,0.08445790421344386,0.02895761582063372,0.06354812320776285,0.09760536459829357,0.15686355081719433
Mixture61,0.04939801508493623,0.07001956792730528,0.04238177011366966,0.08916829238676208,0.03604233785337176,0.07727940687930902,0.042066084907744536,0.07326165873411118,0.06181980616706504,0.005984786514601623,0.014145026591814438,0.03505571425225579,0.047693656377929244,0.04397180011786935,0.023615850217527486,0.13812250138289894,0.14997372449082833
Mixture62,0.08765288348499509,0.041999213787124214,0.034668132628465104,0.1081730347965149,0.03230249556142263,0.04840335637875384,0.0660809532603295,0.08402732082245276,0.06888629312408591,0.008636182202946692,0.005700799856844542,0.03791820464581822,0.11931096649112577,0.01867902709248575,0.03059660483739247,0.12162887423614985,0.08533565679309281
Mixture63,0.09147110673299025,0.05457307833070409,0.03712650240901227,0.113026217243271,0.024947922684031395,0.07641358934123266,0.06125283108976363,0.0526643973429824,0.0703780271463096,0.010914316526874596,0.012042268789794907,0.0,0.08121875532929489,0.03641179564668969,0.03748039525378585,0.12117250989386182,0.11890628623940097
Mixture64,0.1044975077867601,0.07259105811918343,0.02850835845478514,0.06455115563511427,0.01864088867492718,0.0602039992868849,0.06774019807359245,0.0958155993987985,0.0724822994765703,0.009603071403267023,0.009146060585093794,0.030618576203547413,0.06254481109643768,0.018832932736268723,0.05083510917785965,0.15167675747113474,0.08171161641977476
Mixture65,0.09761632321448065,0.060392247609667216,0.03626939690485378,0.07190828625251411,0.03777217389015045,0.03746324697243267,0.07644287159915589,0.08803628606996936,0.03030404386315554,0.0120177785634604,0.0,0.034054821617581055,0.0,0.0526795117971134,0.05619504038264481,0.1770910439507105,0.13175692731211022
Mixture66,0.07520386169620265,0.05712439980906124,0.041602361627957295,0.149308641298404,0.0,0.04284114565119083,0.0756139982790786,0.056618794498198274,0.0,0.01242342932904809,0.008920270380624136,0.0,0.07662325172803999,0.06334173184626363,0.04087713255042248,0.1047637473486367,0.19473723395687204
Mixture67,0.08775235471228135,0.04901777859180948,0.03212190954183962,0.13808413861760085,0.025234625891382666,0.0,0.10664152803516544,0.038152909387254116,0.07731583918508074,0.008662391128849308,0.012141083993789685,0.03586200041339318,0.04933251127455766,0.027155282216451748,0.03214061427150365,0.12545542211130797,0.15492961062773256
Mixture68,0.07808892290126364,0.04667639137231187,0.02049379766354523,0.05661714141353234,0.017530520747842258,0.08035716667430308,0.051622713920199195,0.06052376408784966,0.05272065155586901,0.009954420987143301,0.008703975261049421,0.020500518330397875,0.10906069179548408,0.04506646291150091,0.05653382483050436,0.13208448102902884,0.15346455451817498
Mixture69,0.0903821211614297,0.04400561091282772,0.025356053725574017,0.11712263285950043,0.03304542681202007,0.04019963618368146,0.09150779610254617,0.04658406004085759,0.0495818710688765,0.014004880533992476,0.01406487082609222,0.05097713545858112,0.07021646993004034,0.05505062933798377,0.05429831505178024,0.10307348244017094,0.10052900755404524
Mixture70,0.0790160511770142,0.04231712823563331,0.0,0.07317388009424312,0.012245745670697349,0.07309697929050914,0.06787839050952521,0.04343344538955847,0.05929927066162026,0.01434357109877385,0.006279567610375207,0.05194980400525789,0.08733965320631287,0.03973912680537157,0.05330263533994146,0.15171067048765263,0.14487408041751343
Mixture71,0.06614956780027734,0.05047093462325015,0.0437365415702015,0.16229542100846847,0.0398491314873784,0.0931218951744417,0.07822302239711883,0.06174783962135191,0.0577730991740954,0.00964799261024097,0.007158810262906579,0.05121840815735246,0.054596047749080064,0.028925443205452983,0.037532252302920524,0.15755359285546267,0.0
Mixture72,0.12190275781891086,0.0,0.039225399767412836,0.1597379722314776,0.03695620549500174,0.043562569167476084,0.0699475481767328,0.0,0.030300973035142627,0.007373902848206683,0.01320494932158435,0.03671956011216333,0.05595973672245071,0.026237379115675266,0.0,0.16641551729847784,0.19245552888928733
Mixture73,0.14628464917949263,0.0,0.051490920540092563,0.11041988513933322,0.022030672752940773,0.04517806313540231,0.1165613354259029,0.05082604165932674,0.05456298215911017,0.012320021341432102,0.019895494664553058,0.06886420889602078,0.0,0.05076360487643502,0.04959580523339915,0.0,0.20120631499655858
Mixture74,0.0853375889770392,0.06374871230226106,0.0,0.1382735142001108,0.030143840242661413,0.07245779937199649,0.056545055868717026,0.04088309093777376,0.0661655072096877,0.0,0.010207531564406538,0.06034460425227827,0.09550114413621183,0.030326793153509203,0.0265478552823486,0.10517589209919663,0.11834107040180145
Mixture75,0.08303115620586622,0.0333333030622012,0.02632251341701269,0.15002699879555925,0.013762409131860475,0.0679240044095721,0.0959786151123725,0.08072980264820455,0.044157256309428274,0.008165203093880646,0.007552146930653624,0.05238439297128703,0.062252935302440575,0.043575230966896056,0.03126830648640552,0.06537959543130718,0.13415612972505214
Mixture76,0.11544067396323825,0.03749070783556395,0.0,0.20439217618339442,0.031066330804631313,0.06867417204307899,0.04731289427257492,0.05459370613810059,0.08328601722351725,0.018888351333452923,0.010109488270674167,0.06947547605820595,0.11829577539745564,0.043570432556841905,0.0,0.0974037979192697,0.0
Mixture77,0.0,0.0598085049438844,0.03612401288322354,0.14918259022150174,0.01390004003897509,0.06544322682265791,0.10550702809072751,0.06767600841680928,0.08016999950768122,0.0,0.00982809509536657,0.044156289536281694,0.048483578462907094,0.026428030144425057,0.03348883146795434,0.11370372565378738,0.14610003871381724
Mixture78,0.08515393828037653,0.08281169046279946,0.01934159305219982,0.10407668208633632,0.023895566910575337,0.10144834729411897,0.04972169241322275,0.07669395203073556,0.036433560719114855,0.01832197383277963,0.010929073266536056,0.045438342484241646,0.09127864202901174,0.026255706056948585,0.04108774561576613,0.0,0.18711149346523656
Mixture79,0.12701093828817708,0.07552990532134385,0.030291041565009134,0.0,0.033028498830542194,0.08469099007791468,0.0677326100395841,0.08226639796724124,0.06717319825699332,0.009385855817633088,0.019174387257761303,0.0,0.1494765489698625,0.02443377086364458,0.04400248004889548,0.07937178959732867,0.10643158709806877
Mixture80,0.06916437319493639,0.031139640327156465,0.04657029186231779,0.12327510857355001,0.034824349359015606,0.04200420705312869,0.0749110783017312,0.0645914756987762,0.04863740557108675,0.011905511603364423,0.012870407077546296,0.028394664393216796,0.09673399017090671,0.0,0.06672719817581717,0.103267033107862,0.1449832655295875
Mixture81,0.10121965256723896,0.03201329863554367,0.017682553068368374,0.12689419971930857,0.018267933465964538,0.08081658868947858,0.04078761235760815,0.04098826297218617,0.044773371318090976,0.01379782580773043,0.012786915480928404,0.038336014226054524,0.04899527191875677,0.041128124873467786,0.05627917146649692,0.16032556788188795,0.1249076355508892
Mixture82,0.07526383014642077,0.033905575124233304,0.026297212228060605,0.09667752405091512,0.03171961181717286,0.07921400725862471,0.09845321697861611,0.07893831672392403,0.035081749882429535,0.014880419392429258,0.007740779992577781,0.05071147404593663,0.10278653405945158,0.03451654920873075,0.03822572851604831,0.11529229099567163,0.08029517957875701
Mixture83,0.10852974169226276,0.052362153134426576,0.0,0.1065255871448255,0.0,0.09079173748800148,0.04319448219462222,0.07465091476892763,0.06161305483389769,0.0,0.015596462442763841,0.04359540331191636,0.10261679686783322,0.05387308914621417,0.0631377859764933,0.08830942497149358,0.0952033660263217
Mixture84,0.1301329041099413,0.0,0.04400616142783664,0.10946947966280282,0.037565855385201415,0.0897482371817175,0.09249843666917804,0.050616656959660375,0.04968120728295534,0.013182412950977737,0.014714126008242168,0.052516075542815996,0.10936754168005501,0.022425307256691725,0.040828118848321375,0.14324747903360263,0.0
Mixture85,0.0636687990682052,0.05712708984629543,0.02375162006840797,0.1876286697107484,0.0383651086615844,0.05601782787407298,0.0,0.08675003976117622,0.08073272355763093,0.006431588894477994,0.010462621283451058,0.06274464924501105,0.0,0.04724576881604198,0.0,0.09432751834913101,0.1847459748637654
Mixture86,0.12423710682821891,0.038651295977564476,0.04122573693650504,0.08753503645840477,0.018120760902565224,0.051479182666431714,0.08048538730109708,0.0440116582971864,0.03493842388656957,0.011764666418416022,0.011760176551304938,0.04763902009397026,0.06727735550175622,0.0,0.0642716428787397,0.17419248525198328,0.10241006404928643
Mixture87,0.0745791012420459,0.059527672092771065,0.031052897284684067,0.0,0.04276144909372914,0.10543696924977883,0.08772476931466354,0.08851111041938982,0.06642167820957905,0.014589775660416852,0.01395455317853245,0.05865079494565802,0.1415679199294645,0.03441233670176395,0.05461677598758778,0.126192196689935,0.0
Mixture88,0.07216608042945084,0.05002205579843751,0.03700773355967971,0.1384423421426203,0.02778053564626979,0.07141319707524973,0.06283066035872062,0.05948739606151093,0.0358252879883628,0.014599971894971413,0.01564904746883583,0.03290292404530846,0.11925655987162666,0.04258748321888162,0.05360062899312021,0.0,0.16642809544695356
