sample_id,macrophage,fibroblast,T_cell,bladder_urothelial_cell,smooth_muscle_cell,myofibroblast_cell,pericyte_cell,mast_cell,mature_NK_T_cell
Mixture35,0.14335313505029,0.23420612445850583,0.10035954890431424,0.14553316428801616,0.048549287149256645,0.1158336121194714,0.07372863808331866,0.0859051741918773,0.0525313157549498
Mixture36,0.23678782177139573,0.27878564348796875,0.10748336920054974,0.11261232628844349,0.045801158155493016,0.0,0.06532603767297109,0.06908349981343999,0.08412014360973816
Mixture37,0.20049309198890725,0.1979431597794985,0.149512527266063,0.12498226715533006,0.021325076539908935,0.0844888758536758,0.07733248820834897,0.094178504648162,0.04974400856010542
Mixture38,0.12232830964354437,0.1925253977330521,0.21214821238685996,0.16287286909868784,0.047299384065027504,0.11329883132388067,0.0,0.10959829056298237,0.039928705185965085
Mixture39,0.22983264275677232,0.1605492207856061,0.10304447610014979,0.20564608822114375,0.06784881648724811,0.0,0.10525035678103212,0.07647921953619634,0.051349179331851465
Mixture40,0.10582617471595569,0.25906726401656316,0.173137379405126,0.1614806925083009,0.028512007732969438,0.06671764553824795,0.03994000921567427,0.114679884402076,0.05063894246508657
Mixture41,0.11171045448334971,0.23600051279309814,0.16787347894021473,0.20436178116636247,0.03143937236626822,0.0659375630370431,0.0404422748580825,0.10677992399870236,0.03545463835687876
Mixture42,0.17731156733861853,0.26520710717440527,0.0,0.10561317983776693,0.04868959688144341,0.11575882542202386,0.10313672025464686,0.09862572384664205,0.08565727924445317
Mixture43,0.11330310166120554,0.2503343270606544,0.09904221193759992,0.12359382660622202,0.04567702648280511,0.09901824743539754,0.060317722455671484,0.10781006631296917,0.1009034700474748
Mixture44,0.17372439570744472,0.0,0.26619501850791877,0.13789978153766355,0.05463117742125386,0.16293117281395306,0.0709092593137781,0.0649704406805052,0.06873875401748268
Mixture45,0.14496511024918632,0.21412786854538104,0.15777867792233327,0.15816541506004958,0.03710554409235767,0.09609486612037839,0.08332247646350552,0.0,0.10844004154680818
Mixture46,0.10399359441420346,0.19324893789137834,0.15326983081751272,0.1773360335828468,0.051496292828825604,0.08352469559373463,0.0811420275356141,0.11810718211214773,0.03788140522373661
Mixture47,0.24050816792745372,0.13954616817346832,0.1481558563345575,0.1094036388173274,0.0669403206251926,0.0,0.09910473177578927,0.09617944569856793,0.10016167064764316
Mixture48,0.17980847897790303,0.20534140730857586,0.1873036177660263,0.17441321899015214,0.05446541961406046,0.0,0.056493180972328784,0.0847974299676037,0.05737724640334972
Mixture49,0.2532737304879864,0.1121146176499118,0.10230906651193322,0.11580796761696116,0.04453899542429196,0.16295850250359883,0.0,0.1410409065903923,0.06795621321492434
Mixture50,0.23465530109454005,0.11112873442852149,0.09751684648262965,0.17216998053463167,0.05681319959074395,0.0874056474592426,0.09755762386744074,0.07323711538483611,0.06951555115741369
Mixture51,0.24590922837064424,0.17648372832071596,0.18016865323516892,0.11363712316158421,0.06212857751588127,0.10368484400797408,0.0,0.07839990524896864,0.03958794013906266
Mixture52,0.0,0.2709089837292002,0.2025989496463182,0.13517997446086952,0.06478883130254248,0.15687084912300248,0.04937788288072359,0.05201288908143206,0.0682616397759114
Mixture53,0.16076534016710187,0.19412566896774727,0.13178190227881612,0.08624745942182596,0.04831561718933669,0.144344700499178,0.09317096401733306,0.08442699816040657,0.056821349298254484
Mixture54,0.10559477463648864,0.19508346809780538,0.08998324195989607,0.21277020054497223,0.02343295355328758,0.12449221135938608,0.10639989058527029,0.1081971886203984,0.03404607064249527
Mixture55,0.17542893180738078,0.2563830251753128,0.1107968465081164,0.07832325136695399,0.03272152649878029,0.12801135769236124,0.07708991487136609,0.06699511271849157,0.07425003336123681
Mixture56,0.0,0.22488774761653357,0.18122333314624475,0.153783050423695,0.05583554031932025,0.12952635688651,0.05047626327749634,0.11366124393726329,0.0906064643929368
Mixture57,0.23715026240068676,0.20525380681035968,0.08679230417670393,0.12435371849830759,0.05341200531398774,0.14448065312236694,0.04109136879221328,0.07669699424295175,0.03076888664242233
Mixture58,0.21625367618754957,0.16184686390308148,0.17800899144711002,0.10074851549885802,0.05830606031381757,0.13615823896805548,0.0,0.08492575031807165,0.06375190336345614
Mixture59,0.16524396162624644,0.26304575452380863,0.11021279824192524,0.0,0.03782951385881783,0.16370558992497072,0.06902334962966654,0.13185959565986913,0.05907943653469548
Mixture60,0.0,0.16990990063196196,0.2013996648221139,0.19065749571760465,0.0664586171200718,0.13864405777738958,0.057626716264294366,0.11452954462023832,0.06077400304632534
Mixture61,0.20383428854756896,0.21421858893689044,0.11219141663158659,0.1153068628959586,0.022994015446848436,0.15668502321995076,0.059415344413077165,0.07354473664212414,0.04180972326599484
Mixture62,0.23399492904080718,0.10082628666216807,0.14400500766188346,0.10052922568320216,0.02656850760784908,0.16981197499889542,0.10089165141881586,0.05728308924734294,0.06608932767903589
Mixture63,0.1064844803018262,0.23669627625531728,0.15111629245276328,0.22187792948255267,0.05138560357120733,0.0,0.08078229093257806,0.11572971225573611,0.03592741474801913
Mixture64,0.1399202131864954,0.22788110962430558,0.15990613053919053,0.0685619086608731,0.039555448297982736,0.15070646831115436,0.03969386227318719,0.102556645890368,0.07121821321644305
Mixture65,0.12661487058230408,0.1541796371983595,0.22027623232757332,0.10931026711346437,0.04586875125320615,0.11094329734780378,0.04657047910078753,0.1114895485778109,0.07474691649869049
Mixture66,0.1659116555751572,0.30275977320777514,0.1256525538791464,0.11728759379661102,0.032897608432192804,0.0,0.06127323651371904,0.13021301425288623,0.0640045643425121
Mixture67,0.1673853358001774,0.2855581303607662,0.08321362195926131,0.1615488812867321,0.05277993771583255,0.11573027481178598,0.06094686426092655,0.07283695380451793,0.0
Mixture68,0.16834911377224007,0.2053673280205261,0.13669956823894114,0.11933069064547286,0.04703061891441301,0.12988445369717874,0.05695445425844554,0.08885726069230028,0.04752651176048229
Mixture69,0.139191417470374,0.12477279341448938,0.19011312627348184,0.1392293259823688,0.06308873173014418,0.13571806527580824,0.09598604883337873,0.06544706065401462,0.046453430365940296
Mixture70,0.30953633040783074,0.0,0.126919938189773,0.10505701128200007,0.06049462416561693,0.10835275953450023,0.11459009218060712,0.0928169927116761,0.08223225152799578
Mixture71,0.22631360980167559,0.10671574485812384,0.09985724945087732,0.1662919950361017,0.0,0.15634700381103953,0.08113399386926866,0.10292010791817603,0.0604202952547373
Mixture72,0.24482121299228388,0.11920528349797456,0.15044396035023458,0.18863198161882244,0.04212810361098352,0.08967817889720181,0.08467021530235706,0.08042106373014213,0.0
Mixture73,0.208115063098883,0.0,0.17549307215082746,0.17927646738513633,0.05122840316346672,0.12620680247416882,0.07674465718794901,0.10361962881082386,0.07931590572874485
Mixture74,0.11106680968477528,0.22120819466608685,0.1663861138398226,0.1046822031441257,0.030173623165029247,0.1641206802190875,0.10752366496473838,0.047595973752080585,0.04724273656425391
Mixture75,0.21620216147798668,0.11153790417745205,0.07762048350171684,0.15887992083078756,0.051056006762995175,0.1436728365839811,0.08302983291369598,0.08255673923909417,0.07544411451229051
Mixture76,0.1845657941461698,0.2361088656898829,0.13154007833926606,0.17169646188529905,0.03778861051124106,0.14487333341723097,0.049929979509888964,0.0,0.04349687650102122
Mixture77,0.22074000193256116,0.16558842676948157,0.06919840109915606,0.19065691143167887,0.042360589572464385,0.11661297786655654,0.035164792555647424,0.07567662228134564,0.08400127649110832
Mixture78,0.13594361901565155,0.1824713149429678,0.15512958985218958,0.22079033198584758,0.061381557546976405,0.0,0.0747989439476798,0.07008250879339151,0.09940213391529568
Mixture79,0.1996676324127789,0.19157346510171513,0.08532990819354722,0.18094479617836126,0.020438688459881706,0.12235040602648062,0.04488334515037154,0.11628880260651102,0.038522955870352635
Mixture80,0.20491826830140952,0.1410159051504959,0.10025518145133495,0.14061698675477,0.045817350693774,0.17761906054545046,0.06264210547395539,0.12711514162880977,0.0
Mixture81,0.2469168478741293,0.20373926200820508,0.10490499395214668,0.1037771646068146,0.03600548500729969,0.1399164273812881,0.05651686425025453,0.06180446847411284,0.04641848644574924
Mixture82,0.19675952119583193,0.16282100587611215,0.1798530971688438,0.07641762965913888,0.03448379179020284,0.19421592701518672,0.048465073316867086,0.058569966868355014,0.04841398710946165
Mixture83,0.2737896890838337,0.23304334242477193,0.14424183610198732,0.08043386491003743,0.049683953888032005,0.0643202100900291,0.0,0.06873048591818123,0.08575661758312718
Mixture84,0.14203479235801486,0.19002549507782415,0.2060991781598305,0.21329491999145217,0.024998162342654718,0.06875437899290138,0.06558202114179824,0.05173038804712954,0.03748066388839446
Mixture85,0.17731635583391742,0.10344877694024136,0.20101527001721642,0.19591010982627527,0.024092269731190854,0.17115945659588105,0.03731494630057559,0.0,0.08974281475470196
Mixture86,0.14444163015410225,0.16716952329069165,0.18718645262384714,0.16233690184463956,0.03428030626726662,0.15829207784066143,0.07481397700710674,0.0,0.07147913097168455
Mixture87,0.2041654366510865,0.10873625474817811,0.20618695616432228,0.11272033586465947,0.03353546392467246,0.10491855193075925,0.07518267653183765,0.10569990431534373,0.04885441986914056
Mixture88,0.12604866141220264,0.16461749893672592,0.19170754025175085,0.11014734523253217,0.043884254784201854,0.16506047320688255,0.11351806502449911,0.0,0.08501616115120499
Mixture89,0.0,0.17367557115412727,0.20774222168422435,0.17100691228798984,0.030931710154670583,0.20688320541427846,0.10844433959033738,0.06271924529122017,0.038596794423151976
Mixture90,0.14252804867137495,0.23908611576932437,0.09692149803691824,0.1456788519880122,0.0392917991555046,0.08914330850151696,0.10199243900437939,0.06451728687101846,0.08084065200195081
Mixture91,0.0,0.2538569543855658,0.17402960724759198,0.14092667960550417,0.03505517146017115,0.12452759602079622,0.07817552239536649,0.09159367752771766,0.10183479135728644
Mixture92,0.17609555270014685,0.13209352974372482,0.09600805800117332,0.198660980176843,0.039008959348194094,0.12491337282399029,0.08063134806392343,0.06144645925331969,0.09114173988868444
Mixture93,0.15090410565442497,0.22253368961456585,0.10761849416231282,0.19189199267197599,0.0,0.06420367153941764,0.09168425569043509,0.09937526621993353,0.07178852444693408
Mixture94,0.14612714407610014,0.17721738182049568,0.22532642941193867,0.13818292532299967,0.028283176461023175,0.071168364980084,0.07334553358023263,0.050658844075906,0.08969020027122014
Mixture95,0.14338349488118546,0.24058639910827037,0.09968841964881765,0.14824424511004947,0.06045856092686412,0.12211104592760111,0.0,0.10534510444233117,0.08018272995488061
Mixture96,0.12749987684797928,0.0,0.20969977101292864,0.1959936694893884,0.05250770078556758,0.15474568420783033,0.12193341153810953,0.05949575780394716,0.0781241283142491
Mixture97,0.14413640476665718,0.2390989802710686,0.12933366142144406,0.09232587119924195,0.03975393333396368,0.11998385992800638,0.07460993324907124,0.1011399665801452,0.05961738925040162
Mixture98,0.14327202187863472,0.23694398439011263,0.10983839153117055,0.17156103172381204,0.03839467595964535,0.0891804679860226,0.09782311048308084,0.07095697949998557,0.04202933654753567
Mixture99,0.20500672896022193,0.1674331001414425,0.1675979430051452,0.1484107575364401,0.05066974751644639,0.08812184701551257,0.08374825993274251,0.05146884526410469,0.037542770627944214
Mixture100,0.21198326266284395,0.12757716694164548,0.17216738308333682,0.1629926054744514,0.03393617238263173,0.10586428191014582,0.053327875637845065,0.08207623923931583,0.05007501266778382
