sample_id,fibroblast,acinar_cell_of_salivary_gland,monocyte,adventitial_cell,mature_NK_T_cell,duct_epithelial_cell,endothelial_cell,endothelial_cell_of_lymphatic_vessel,pericyte_cell,basal_cell
Mixture17,0.16835114900570936,0.30721578263092764,0.06552460766737825,0.026536433536716805,0.03307993806434288,0.14300960486940442,0.0,0.07742584887435866,0.04376141938618596,0.13509521596497603
Mixture18,0.10376571801956193,0.49397580959815207,0.09414785673958348,0.020850938127022108,0.0,0.088936063381692,0.029428326152297773,0.0333322264191207,0.02463944937119275,0.1109236121913771
Mixture19,0.08798146602667146,0.4431948455530877,0.058411985545125715,0.0,0.038838025740487864,0.12242676060962028,0.04686772659591337,0.07761363393981993,0.0,0.12466555598927362
Mixture20,0.1191050135674376,0.3552725748423778,0.07315540675451418,0.023023180146549114,0.02847139799567417,0.21367880253294738,0.0,0.04586555625204086,0.026793984701137342,0.11463408320732153
Mixture21,0.10378314366124741,0.3098014520007626,0.042088568062465234,0.05878796462591221,0.03825318752857971,0.08790668171957994,0.07362963672697585,0.10011848396786784,0.05294320819684042,0.1326876735097688
Mixture22,0.09735571883247053,0.3617664570957105,0.06761533685483943,0.04043782216433857,0.040161643762758374,0.21900010404621376,0.03630208900608852,0.07303972800493694,0.06432110023264334,0.0
Mixture23,0.08664294022723708,0.5035542192182675,0.05621425125881394,0.0,0.03690532501858922,0.0,0.06607746143243554,0.05518250607691497,0.04190163482573745,0.15352166194200434
Mixture24,0.1308986252497633,0.4499112830290979,0.07419863206688075,0.02381588685406168,0.016857087906537255,0.0825922423330207,0.04411131886616867,0.06671809194827777,0.03780973683382745,0.0730870949123645
Mixture25,0.1596686256513309,0.227617211200779,0.07911652749477077,0.03878945430369166,0.03257068909389593,0.10826905897155556,0.04621221072388265,0.07769655378720161,0.060956412174500464,0.16910325659839148
Mixture26,0.13354296110476954,0.29340665950572803,0.052142565065895534,0.040745137752160675,0.027055058825004714,0.1856735582624629,0.061581089938414005,0.051674622898386216,0.027219556140224352,0.12695879050695405
Mixture27,0.15383280218762077,0.43184183835594603,0.08704490357894167,0.04073156039194089,0.018271751262451265,0.13924913176826154,0.0,0.0730623021465519,0.05596571030828595,0.0
Mixture28,0.14662609563634685,0.41373932489399856,0.054489884294734864,0.0,0.024985675870729734,0.13743415749978702,0.0,0.06520242050848463,0.04297292532508293,0.11454951597083544
Mixture29,0.15058947797443054,0.4032119301715484,0.09368872383521491,0.03481391477033479,0.02890719758099326,0.0,0.0,0.09068492150713925,0.04767368231895342,0.15043015184138545
Mixture30,0.12074070267862003,0.44886157378574726,0.04367310699675485,0.03992803561426267,0.05238907747934306,0.0,0.05247826580162694,0.07115213985074048,0.038870691107529505,0.13190640668537523
Mixture31,0.10523703897662624,0.3243277716835663,0.06265206388518403,0.0,0.03275078478587232,0.13904859618833967,0.0861656161172702,0.12363878302298045,0.0,0.12617934534016076
Mixture32,0.14388525644903488,0.3966738610535474,0.07934187619233059,0.04144283627051884,0.03260899044987111,0.09484008887310416,0.05370603090250835,0.046551472045696055,0.021477326274640076,0.08947226148874847
Mixture33,0.15116876922545602,0.4080061045727914,0.08406581712761522,0.029772970737565695,0.018668767966707106,0.0955799156434193,0.04521928836907828,0.041005358285523326,0.0,0.12651300807184354
Mixture34,0.1602919135015845,0.24031972956428252,0.08660159846807726,0.0693938645012884,0.0,0.25020321490527675,0.0,0.05445094964296384,0.06470273264186549,0.07403599677466127
Mixture35,0.1461296782397782,0.4490867784651483,0.05049882008753003,0.04293405611982701,0.041174626436417124,0.11937344776181341,0.046055105514613344,0.06058859774074837,0.044158889634124183,0.0
Mixture36,0.1532371667322592,0.4654040969918635,0.08736730143706373,0.027721836557628412,0.0,0.0,0.04848428123059942,0.04412577083126554,0.031067755995353226,0.1425917902239669
Mixture37,0.11920851101411971,0.3998412385922106,0.07268753627854824,0.021093427174002942,0.03565795503085103,0.16142848036658317,0.04047899386383713,0.025217831591553216,0.0,0.12438602608829392
Mixture38,0.19267361063269434,0.4233933195240309,0.09412048425111498,0.03787410060170042,0.01996333880093694,0.12774748965209493,0.06109499725531377,0.0,0.04313265928211378,0.0
Mixture39,0.20531358142078476,0.3699723052865309,0.07137426808722756,0.07291038512056627,0.0691541230872272,0.0,0.10782995851668382,0.05596871191797133,0.04747666656300816,0.0
Mixture40,0.09785502729332028,0.4586293537444276,0.06580573757967582,0.041146751866710525,0.029201964500376848,0.10817974464083331,0.031815310230687184,0.05966551297847573,0.04727440443564767,0.060426192729844945
Mixture41,0.18669103160090347,0.20914068810987882,0.054620542113777294,0.05011180996475175,0.044531149613626815,0.09333360640071088,0.07903974593291577,0.08453899759395135,0.025666715472876352,0.1723257131966076
Mixture42,0.12195202929237184,0.4705352529243442,0.0,0.02882923065925741,0.038208322934858194,0.0,0.05295920499037044,0.08606352223911876,0.04713819728600869,0.15431423967367056
Mixture43,0.09605337228302102,0.5517850373606044,0.07979629217669773,0.05988528690952641,0.05006790877752499,0.0,0.0,0.057658896363730255,0.022657932773167307,0.08209527335572792
Mixture44,0.36183486920655034,0.0,0.06977425675837691,0.07682070257763408,0.03784411384244858,0.19850898903921751,0.11059371382382722,0.08794075771224832,0.05668259703969703,0.0
Mixture45,0.1396048997787219,0.0,0.09212836803086934,0.08542638396635807,0.06629336175874426,0.3813883149718679,0.09635903616384862,0.0919425354645781,0.046857099865011805,0.0
Mixture46,0.22350711436144294,0.0,0.06792886628720461,0.08409042579628816,0.060992300319788174,0.1368146103542389,0.056602024143027244,0.13099803920501893,0.061008616833207574,0.17805800269978347
Mixture47,0.21760803106570561,0.2647396466677909,0.0451452461083493,0.046800185898601084,0.037424795284066684,0.0921235298622764,0.07374757063213604,0.04812773619771172,0.05665309299870819,0.11763016528465406
Mixture48,0.1442650542951274,0.42499376247120935,0.10172851303997599,0.05553839760538319,0.04985878193415565,0.0,0.05198246850662668,0.07118907487212241,0.0,0.10044394727539933
Mixture49,0.14631713641832028,0.3178305716865155,0.03334750077245394,0.05105633987504539,0.04688895961308874,0.18355479957196036,0.052547934922056914,0.056855250404163504,0.02716862003161239,0.08443288670478298
Mixture50,0.1572531884248858,0.4027761298504953,0.03987608939298527,0.041276965261270726,0.02023371391686432,0.11317400054208855,0.029057852377535772,0.04331718472662442,0.04304338343576094,0.10999149207148885
Mixture51,0.07871471193025797,0.3206778038890327,0.07068554126074217,0.058688936922155634,0.024851643106924396,0.219167883486622,0.03174122391680494,0.038851620325095475,0.02806324683079561,0.1285573883315691
Mixture52,0.1363674364241823,0.39515870054406643,0.06872663636123405,0.047785945759840236,0.02832514035678101,0.09718300424012434,0.0703947007537299,0.06016396057906166,0.025282853119540667,0.0706116218614394
Mixture53,0.2509628436382356,0.0,0.09983998600593008,0.053314372630385964,0.028868878769850132,0.18242776133846098,0.09746502111953519,0.04347718759504149,0.05451349224121503,0.18913045666134554
Mixture54,0.07867214487761098,0.2030221094361975,0.09375896872701092,0.062380534360395284,0.01955850453835902,0.189679598084958,0.09058467292999768,0.07823492139959694,0.03971105055825457,0.14439749508761912
Mixture55,0.11162633800672302,0.4208329844163492,0.047724173153904446,0.019779674381630065,0.023755755605829643,0.14013340829673487,0.05625652710732843,0.0,0.04465211343803343,0.13523902559346693
Mixture56,0.0,0.46251313749085626,0.06344256087583207,0.03886388648212257,0.04056536083974629,0.1603181553812579,0.05486158107412948,0.0,0.05029421039935869,0.12914110745669669
Mixture57,0.1172394504333272,0.4092166657897457,0.0647885667072924,0.054932524346701594,0.0,0.15163989326319188,0.07427661872012713,0.03853110740848579,0.027086570001635682,0.06228860332949254
Mixture58,0.1666383517808811,0.34742477023354756,0.06061777866770611,0.03709212380121778,0.031215477746260684,0.13550829551432025,0.032564773619418265,0.039413730650364145,0.025269102115190428,0.1242555958710936
Mixture59,0.09527377079369402,0.337571047280419,0.07990673551048828,0.05276640180083086,0.03412365116478352,0.18171684594242177,0.038971602506405176,0.034858419946536996,0.02610209178185247,0.11870943327256801
Mixture60,0.12656257459061923,0.2949312268918,0.06575432492282911,0.027742900742367075,0.038057280076996394,0.15079665685645638,0.05392326488089454,0.07254542476662097,0.033244634041211654,0.13644171223020454
Mixture61,0.1587894007783622,0.31890033395927203,0.06414176847150947,0.026205712434368696,0.020225564452494252,0.18757991635247204,0.05476867511140633,0.03715087265213583,0.060768334027664926,0.07146942176031416
Mixture62,0.11281627715488468,0.0,0.1442817868763327,0.03191834400497348,0.031970431313563905,0.2425046210624852,0.05975492039162307,0.06419562959322463,0.07493878040997552,0.23761920919293675
Mixture63,0.14846370969137232,0.3378185793009917,0.0838455387848579,0.03707491269667569,0.029920767853318497,0.13284564369214183,0.027092190279686845,0.051506166095098,0.040352419630930905,0.11108007197492638
Mixture64,0.0929942813530508,0.4017728560030345,0.06955731536568446,0.04620067816807605,0.029995211570472538,0.16956110428437837,0.0257618150555715,0.06735900219236016,0.03788435364708014,0.05891338236029159
Mixture65,0.09696680672082116,0.3368062094773588,0.06731493102218392,0.0332247946552664,0.0400797615904396,0.1321927155580682,0.04090335936403949,0.10257006873919963,0.0,0.14994135287262284
Mixture66,0.0,0.3989117881323782,0.07828435580118205,0.08423311356859756,0.04597680263333335,0.0,0.06222134048216139,0.12628846396568968,0.0610818366844799,0.14300229873217782
Mixture67,0.1300316544458203,0.20808017369359727,0.04273005495833314,0.036624916286706444,0.05198978462337404,0.19736857645740755,0.05259541011847505,0.07446350890562888,0.03585226968423502,0.17026365082642234
Mixture68,0.17287335566338352,0.34602550125746107,0.07866937675352137,0.0,0.03131317944348933,0.195463869167662,0.07344894585978798,0.05874549177099048,0.04346028008370413,0.0
Mixture69,0.0,0.3661235226368997,0.09882595554756837,0.0,0.0322138438244013,0.12983301278814485,0.10155607311456545,0.07270642854893404,0.08158802774426692,0.11715313579521934
Mixture70,0.15125304610722162,0.21730899190489178,0.04185316505418973,0.05385586028920115,0.024836169913402553,0.18312021997895597,0.08605660120246403,0.057395506242448054,0.030370020092714525,0.15395041921451066
Mixture71,0.14683324302312234,0.4132560133610435,0.039668453497330475,0.03758044815625698,0.03382717253643802,0.12107685323392453,0.06787736110663256,0.04048398029946616,0.031299193693663095,0.06809728109212229
Mixture72,0.0,0.32778869486823964,0.10855847461669953,0.0798034596069888,0.051237173581448144,0.0,0.10351039792027053,0.11932460887657836,0.04467459738000715,0.16510259314976783
Mixture73,0.21231321454843335,0.0,0.12119342022330926,0.072587153895208,0.049340668313722476,0.267690607494196,0.08979074084839364,0.1106102123446092,0.07647398233212815,0.0
Mixture74,0.16431014912145653,0.3420360554180193,0.0,0.03657302645614464,0.036180099148267114,0.19461041154956435,0.03619675612524337,0.051870548105074986,0.03682483931650014,0.10139811475972962
Mixture75,0.25317494212830577,0.0,0.06016254213983013,0.0721998453133979,0.06164122957162241,0.1429778910711334,0.11620223749721412,0.0,0.08133971618216446,0.2123015960963317
Mixture76,0.22353076236296118,0.34212405786736677,0.0,0.03803256522450983,0.04110910774924779,0.14380833932293638,0.05866107125220444,0.0994827098129379,0.05325138640783576,0.0
Mixture77,0.0,0.37625155837975904,0.04126053889038319,0.06665132793937911,0.034790445321651736,0.09187631641079293,0.0683243565429358,0.10529504987810205,0.05191666721017127,0.16363373942682494
Mixture78,0.1266745716249388,0.28904627209487044,0.06313007512797143,0.036528208712404024,0.020786603554876142,0.19306539292879146,0.05617479835511813,0.08686447918744623,0.04484610910884536,0.08288348930473792
Mixture79,0.17037227642344555,0.26175297593440916,0.046286809222226825,0.06127739962048435,0.0,0.18300743707907405,0.09814425815233604,0.04426975973972114,0.048789584460623835,0.08609949936767902
Mixture80,0.10796201160145372,0.48666108851863676,0.04978339887428205,0.040867687744533844,0.02027562277825557,0.09679617389681536,0.035705344749985185,0.057782528693723606,0.03992709576495293,0.06423904737736101
Mixture81,0.15071977884607285,0.274865620051957,0.12031762798830023,0.03319957967231431,0.0454147626069206,0.11678506286570994,0.05595369054720264,0.06901614774717382,0.048299039822706405,0.08542868985164222
Mixture82,0.16190645409089513,0.0,0.10626767021729525,0.0,0.04723762660912845,0.33658902466461044,0.07293394792888595,0.09095664352991147,0.07522175045328726,0.10888688250598609
Mixture83,0.3305680738558788,0.0,0.11789099010004836,0.03854301886788344,0.06844312065843376,0.13360385687773793,0.0,0.08683062279894163,0.09785688104155743,0.12626343579951874
Mixture84,0.17801519432089902,0.0,0.18020855067322128,0.06536756584259147,0.03640556883004017,0.1482485377273183,0.08032198469552966,0.06564034019775913,0.04505457232790758,0.2007376853847335
Mixture85,0.0,0.23252862699495855,0.11856885477465373,0.06775102043612816,0.0384726232049425,0.25658108819237124,0.03728968679695484,0.043981916027113065,0.0,0.20482618357287793
Mixture86,0.14781867469032411,0.3476944184104106,0.06295119345868488,0.026250885512414012,0.021149610925480473,0.12876051398416813,0.05206201672444124,0.037732478375422526,0.03890885061639667,0.13667135730225732
Mixture87,0.16827353015545046,0.23118678201205084,0.11503773591785468,0.03687218121595171,0.03153608204325414,0.14876939413552454,0.07106589994974376,0.09115654600688762,0.0,0.10610184856328224
Mixture88,0.16486485450615387,0.2340843252982926,0.063778664351718,0.03216381502454454,0.046868372196143565,0.11482950289550738,0.03394432741839205,0.09245725303693059,0.056694909209943224,0.16031397606237424
Mixture89,0.0,0.3400062104986509,0.0,0.06545082736900547,0.026783469516065184,0.2701133364970765,0.07825126201483466,0.041684355627225826,0.03307689202546972,0.14463364645167173
Mixture90,0.09180306532457455,0.4334331134716642,0.0407947832447666,0.0,0.0278747324207292,0.17488233726617952,0.06434919237225262,0.039003809990261304,0.02691088441182656,0.1009480814977455
Mixture91,0.0,0.4407030279287515,0.039326932704105796,0.037640736672293736,0.026916826381934378,0.17409571766722137,0.0,0.058972135338532926,0.04283494595133652,0.17950967735582388
Mixture92,0.17322785208464272,0.34797359034934944,0.04519960942888495,0.03638118320660076,0.02007330815057557,0.1261654320342228,0.07741575790538606,0.0,0.0337648070935387,0.13979845974679894
Mixture93,0.10480245485727886,0.39867702978125724,0.0804006044274648,0.04684501139738835,0.0,0.11110160576477583,0.07627547720273394,0.0,0.0513062319738258,0.13059158459527506
Mixture94,0.07837438608298901,0.4252196195873716,0.06660329090925274,0.020661641016699303,0.0,0.19132885172134392,0.04884798117981634,0.06277385762873816,0.036566057006632784,0.06962431486715621
Mixture95,0.16939151461316052,0.21499033997418115,0.09914105627735344,0.0525817912116609,0.03289789479233741,0.2325603501741523,0.03200938127799597,0.04608940681833668,0.04190781233825777,0.0784304525225638
Mixture96,0.09207805430994576,0.19179717489976572,0.09467795940122638,0.05651997175557643,0.043706003784052046,0.1653694185902024,0.0703246322182968,0.10004711402978865,0.04993362507889068,0.1355460459322551
Mixture97,0.2527260564563395,0.0,0.0,0.056282403350140224,0.06510674243519608,0.22233815340217217,0.09343113626318297,0.09263750002892845,0.04779114600044267,0.16968686206359784
Mixture98,0.09672277165488573,0.4402135937436725,0.05019576323595754,0.04596729671229475,0.023072031892405483,0.17908332811222946,0.0513327834459482,0.08012400472678104,0.03328842647582536,0.0
Mixture99,0.0,0.4022956855796375,0.10567280831503559,0.0326186111537975,0.05384775296979687,0.14120833251411039,0.0,0.05684642721840389,0.03331380496288455,0.17419657728633361
Mixture100,0.17189636823435006,0.2668659276655005,0.09450647435153497,0.05245610049224378,0.031397698910645915,0.12826898135612846,0.08784110460632245,0.0604079240142126,0.0,0.10635942036906128
