sample_id,cardiac_muscle_cell,mural_cell,mast_cell,cardiac_neuron,endothelial_cell,fibroblast_of_cardiac_tissue,myeloid_cell,lymphocyte,fat_cell
Mixture12,0.2556523486092752,0.284971053497834,0.03420456659136083,0.05093606386258535,0.13199137413814635,0.12858544024061333,0.07588695863044055,0.03005541173239728,0.007716782697347141
Mixture13,0.33813984131074054,0.21516785649294068,0.0430809424671711,0.04299536760277444,0.12059107082969939,0.11600722190247421,0.06026019178261801,0.054901387594508466,0.008856120017073246
Mixture14,0.27907250340420386,0.3044958875587521,0.048579272350818964,0.05591520369111987,0.0,0.16968942751652488,0.09364788840594364,0.03856535445129929,0.010034462621337356
Mixture15,0.2835882326239762,0.22126773626027196,0.029054206742046382,0.0,0.14888918896799866,0.16017883369914385,0.10016905771817515,0.052772478038881895,0.004080265949505901
Mixture16,0.4424604785494379,0.0,0.021200454692059334,0.06248409134021951,0.13907983182116143,0.18931536538986599,0.09984750071752446,0.03440570145798363,0.011206576031747755
Mixture17,0.3672197390989051,0.17768076013339212,0.031436397345365574,0.038154891044610666,0.07581293294184066,0.17245153711000774,0.0847140811715262,0.046209049261875475,0.006320611892476409
Mixture18,0.2789741005554139,0.20028851983702115,0.07395803706050331,0.09665985257566653,0.0985235270615077,0.12619615112710963,0.062045347278334606,0.052416991312371514,0.010937473192071629
Mixture19,0.2202038622675786,0.29583375304066595,0.03133752503613728,0.044402390814882474,0.15413666283491095,0.12947846280373737,0.06604661821404478,0.058560724988042656,0.0
Mixture20,0.24843763077338207,0.3063153888619608,0.038836821970906044,0.03894605247052473,0.11647168552442748,0.10322628259178515,0.11520738764816667,0.0248234590964929,0.007735291062354169
Mixture21,0.49181654415052695,0.15887555380550084,0.02087193551620683,0.03686294652433838,0.07274946808807015,0.16171344881095037,0.0,0.048430214458416256,0.00867988864599035
Mixture22,0.2325430895098879,0.23045681297773163,0.034619131905362595,0.04432249427495246,0.07921401510275297,0.2210414547858226,0.09375253931579837,0.05259395211183826,0.011456510015853192
Mixture23,0.20412190351253684,0.3163894196311229,0.04689483653627539,0.0,0.13786706541316818,0.16385578564102846,0.08765016494518327,0.035859697502217264,0.007361126818467802
Mixture24,0.270115974549114,0.26499605595745274,0.027114068843889234,0.0,0.09075238659565996,0.2183711397560524,0.06976393741949746,0.05014172552253232,0.00874471135580195
Mixture25,0.37865982852394847,0.2483660768644007,0.046605600720180725,0.06975650854066737,0.0,0.10636244557672024,0.10116528752197856,0.04139161797008208,0.007692634282021794
Mixture26,0.285756706190335,0.23195077345869272,0.04182636399203677,0.04954545203986891,0.16582225961226216,0.12233591378462857,0.057352624802019844,0.04206547554287106,0.0033444305772848924
Mixture27,0.31588857726362907,0.2364988162641436,0.03831398336907319,0.020722947644943028,0.14943088431961546,0.12082725396162934,0.07985044482998789,0.03846709234697842,0.0
Mixture28,0.39114193887452187,0.23342911741647865,0.032282935055130337,0.06800961036640041,0.10950509097694912,0.0,0.09591595927538922,0.06119674374237105,0.008518604292759316
Mixture29,0.35898413608660795,0.2563499796753043,0.04787369402178064,0.038082719616328566,0.10927018771543191,0.0,0.115794339011209,0.06517040196598442,0.008474541907353231
Mixture30,0.3232473018681331,0.17979076136086136,0.023918712590751307,0.02902010436338591,0.15889802755356874,0.1438487228442356,0.0944437255748278,0.0374471729968999,0.009385470847336297
Mixture31,0.38682642236902487,0.30474445173688264,0.01883937851248196,0.0,0.08057553419141177,0.09537636728119663,0.079593470727355,0.02847462390250021,0.005569751279146982
Mixture32,0.4184022171248259,0.0,0.04754083975718595,0.04250028879380853,0.18551352347358688,0.15765885415251737,0.07015288369664525,0.06738938504607454,0.010842007955355544
Mixture33,0.34455891206861844,0.24802037281206846,0.01864693916976532,0.03113995962413868,0.14861902894595355,0.0920567189587685,0.08338244606924286,0.02817582947693988,0.005399792874504268
Mixture34,0.4312875763222547,0.1655842625065708,0.03757404009508663,0.06445380148538661,0.0,0.1620302986323676,0.11024946862962827,0.024544242784820168,0.004276309543885255
Mixture35,0.2405254408158389,0.27035001752028165,0.024433577858432913,0.04447062489006952,0.1473742421773956,0.1412874493336431,0.07988088893874923,0.045466080752097585,0.006211677713491447
Mixture36,0.3834884999436272,0.3106259383811627,0.025258572087253833,0.033215159953633444,0.13420056542701148,0.0,0.06831752947370616,0.03529244004026627,0.00960129469333889
Mixture37,0.35530707675566314,0.24133442332165297,0.038446478618428585,0.040337620726022955,0.06837226163894876,0.10884767002701382,0.08849511162966069,0.052646633643439134,0.006212723639169871
Mixture38,0.23499779608756827,0.2544480777243938,0.05913583492449558,0.05698269655885798,0.16439068431030973,0.15822583860122763,0.0,0.06641328573821983,0.005405786054927212
Mixture39,0.3760660328422895,0.1807319482637519,0.02446536249501723,0.06128162690665749,0.20085358028705627,0.0,0.11120615572632454,0.039473916420315745,0.005921377058587209
Mixture40,0.20988542739824834,0.35348912462486876,0.04982583314697131,0.05832667600437751,0.10230618530439467,0.096193352520221,0.051150537549661264,0.07174486232751705,0.0070780011237401175
Mixture41,0.22219388581023033,0.3229427672630088,0.04845012676254564,0.07402789502571668,0.11313501953774477,0.09534245684278644,0.05194296248308023,0.06699498047484917,0.004969905800037968
Mixture42,0.2707088077300923,0.27856388201369137,0.0,0.029365734764725877,0.1344888870112999,0.12847972256205412,0.10167905178146487,0.047497406125693205,0.00921650801097842
Mixture43,0.20338125673499557,0.3091461657183405,0.02579669092754412,0.04040390509274327,0.14833780734422036,0.12921101094797335,0.06991444521660048,0.061043976012789346,0.012764742004793016
Mixture44,0.3303528580732005,0.0,0.07344998718253827,0.04775713583975275,0.18795016991989402,0.22523537648382444,0.08707090554131573,0.03897152884046841,0.009212038119005925
Mixture45,0.2672587693710871,0.27159139041132435,0.04220766514057049,0.053105247262730776,0.12376338572189137,0.12879049770045922,0.09919356450863796,0.0,0.014089479883298719
Mixture46,0.19340859886047393,0.24726385471829856,0.041361893206867575,0.0600652951810601,0.17327266630883012,0.1129273799766402,0.0974468709207224,0.0692882941554286,0.004965146671678559
Mixture47,0.40055594364317654,0.1598915807850739,0.03580360151574432,0.033183527678401534,0.20170006665720513,0.0,0.1065811971775279,0.05052775379584452,0.011756328747026236
Mixture48,0.3294214690280477,0.2588168795085737,0.04979232889824251,0.05819404768733433,0.18052921321334864,0.0,0.06683294749500089,0.04900481953527603,0.007408294634176156
Mixture49,0.41205067638691256,0.12548651396480168,0.02415178021409748,0.03431281588818335,0.13109490246468097,0.1927314863033429,0.0,0.07238022805305384,0.0077915967249270815
Mixture50,0.38221266517769786,0.12453040569693113,0.023047769092636488,0.051072788493753365,0.16742058528717263,0.10349738088927299,0.102609783564573,0.0376287946075713,0.007979827190391284
Mixture51,0.39066510192125864,0.19288959030587424,0.04153206874332875,0.032878156380548626,0.1785690153495111,0.11974578361149368,0.0,0.039287980021321424,0.0044323036666635155
Mixture52,0.0,0.355174686745052,0.056021663390605145,0.046915253197859684,0.22337230095935537,0.21732099126845303,0.06076165399811518,0.03126580523995654,0.009167645200603064
Mixture53,0.26256212235811605,0.21812073181689226,0.03122985475051764,0.02565330928746334,0.14276182309839786,0.1713782309389618,0.0982591703609664,0.043494602936538077,0.006540154452146588
Mixture54,0.19933105909639615,0.253353754531423,0.02464726441972264,0.07314771857693991,0.08002846402189143,0.1708401284698074,0.1296959998015825,0.0644262561503592,0.004529354931877827
Mixture55,0.28732434571362064,0.2888915276593313,0.026331351389685294,0.023362501965281432,0.0969593435623942,0.15241751354576558,0.08153078558289484,0.03461215992179956,0.008570470659227183
Mixture56,0.0,0.32297984507939864,0.05489388299209101,0.05846570674241393,0.21087782966557053,0.1965660943855622,0.06804172997631393,0.07484487607140743,0.013330035087242294
Mixture57,0.35492906583349976,0.2113408780728008,0.01884836643125952,0.03389488530169933,0.14462445763864162,0.1571964789383414,0.03971196875888757,0.03620851159154818,0.003245387433321763
Mixture58,0.35595562468649466,0.1832782712575552,0.042515651853718875,0.030201495761028926,0.17363247736255544,0.16292639492661953,0.0,0.044094672923847035,0.007395411228180406
Mixture59,0.258200497750593,0.28277245601074547,0.02498837687512671,0.0,0.10694171396631363,0.18595597923787568,0.06964346353543115,0.06499165382508375,0.006505858798830545
Mixture60,0.0,0.24378962107165505,0.060947441771774594,0.07241583057012257,0.2507600798961097,0.2102028587173922,0.07760664741468255,0.07534494185735097,0.00893257870091239
Mixture61,0.3349737764812036,0.24219493259954333,0.026752707489634223,0.03451009541609517,0.0683649168110388,0.18718722896501838,0.0630499926061999,0.03812409445003352,0.004842255181233066
Mixture62,0.38872405627615125,0.1152346468494968,0.03471259715149575,0.03041478461433846,0.07985222750868066,0.20507770395156552,0.10822885308299392,0.030017586812705714,0.007737543752571942
Mixture63,0.20643337223484223,0.3156889258352661,0.042508856543766814,0.07833667459758215,0.18022704281644328,0.0,0.10112594899550068,0.07077059335529128,0.004908585621307441
Mixture64,0.24270222713040404,0.27194179462470625,0.04024694861141665,0.021658762468168377,0.12413221861469703,0.19003795894398767,0.044460005829539566,0.056114033139819296,0.00870605063726106
Mixture65,0.24409907366736538,0.20449503383108578,0.06162027001517632,0.03837954371795703,0.1599864626284238,0.15548827540234708,0.057975563048362926,0.06780003919679481,0.010155738492486776
Mixture66,0.2970847867275674,0.3729718178929717,0.03264745841506043,0.0382483784814841,0.10657436313756177,0.0,0.07084793395034035,0.07354823925227637,0.008077022142737885
Mixture67,0.2585936646634625,0.3035074340536446,0.01865389122716586,0.04545292785774383,0.14752113651243803,0.129975835739311,0.06080015581038053,0.03549495413585362,0.0
Mixture68,0.2811111709679113,0.23592445076753044,0.03312142048111757,0.03628915533307148,0.14207997335331718,0.1576665639339399,0.061411233105900166,0.04680309384225074,0.005592938214961366
Mixture69,0.2413682296053097,0.14885446834866484,0.047835937804875064,0.04396993300571945,0.19792668349172882,0.17108836211357067,0.10748023704394989,0.035799104727840446,0.0056770438583411045
Mixture70,0.48037118719363714,0.0,0.0285804928898689,0.029692570624034048,0.16985056932277706,0.1222420032904145,0.11483261185493603,0.045436742285521275,0.008993822538811109
Mixture71,0.41352476543628147,0.13415092836218656,0.026475550130361902,0.05533751230381155,0.0,0.2076804309803469,0.09572966969140496,0.059320589347279844,0.00778055374832677
Mixture72,0.40501901965865783,0.13567386840632084,0.03611400649216943,0.05683281080616227,0.12609073778923424,0.10785202767657372,0.09045027472333153,0.04196725444755005,0.0
Mixture73,0.3864777989976809,0.0,0.04728850175300854,0.060631980982425705,0.17211422202319726,0.17038013625169027,0.0920284357145451,0.060698427548328535,0.010380496729123596
Mixture74,0.19549342251162755,0.26786957852747906,0.0424951603730638,0.033556614803283556,0.09608602295089314,0.2100033981260733,0.12220944308946642,0.026426061480176857,0.005860298137936364
Mixture75,0.3515910259516836,0.12478849878056168,0.01831591567023426,0.04705482911906088,0.15021368412396532,0.1698507925331106,0.08718961649881828,0.04234914565018933,0.00864649167237602
Mixture76,0.304387433626896,0.2678934704574808,0.031478073204756235,0.05156966199620065,0.11275124076194476,0.17369172070347802,0.05317282623875783,0.0,0.005055573010485762
Mixture77,0.37203257316947463,0.19200132878524923,0.01692273389440339,0.0585207540091581,0.12916558737919143,0.1428768843197038,0.03827020928149367,0.040232408826380635,0.00997752033494512
Mixture78,0.26517144734542536,0.24487072316857728,0.043907339008220914,0.07843419075340959,0.21661610348410554,0.0,0.09421417542701224,0.04312130980383814,0.013664711009410942
Mixture79,0.3496175781130294,0.23077846307493224,0.021680106521548143,0.05770176865779771,0.06474757672336852,0.15574215079151252,0.05074855286734428,0.06422999120414515,0.004753812046322029
Mixture80,0.32288223034176666,0.15286423845936842,0.022921595081226927,0.040351407731467705,0.13061057575331717,0.20345492037961488,0.06373568638615053,0.06317934586708779,0.0
Mixture81,0.38144243731441846,0.21653462074900637,0.023515216915468155,0.029196952354324176,0.10063101502527626,0.15713110089148027,0.056377939040621196,0.030117057106628965,0.005053660602776178
Mixture82,0.32492682074670154,0.1849841711034001,0.04309652634986913,0.022982686999286298,0.10302668392791803,0.23315772417314748,0.05168107415875244,0.03050978551591963,0.005634527025005325
Mixture83,0.4317991182345348,0.25285741479572044,0.033008853952533744,0.023102609413870108,0.14176392072017244,0.07374409973578722,0.0,0.03419231052220081,0.00953167262518043
Mixture84,0.28519026506330347,0.26249809690171966,0.06004692300624219,0.07799700094117006,0.09080984690619509,0.10035880495222156,0.08503106261390804,0.03276423742612536,0.005303762189114588
Mixture85,0.3464774364810368,0.13906756518649466,0.05699408049962389,0.06971728148637679,0.08517041832030173,0.24313205485319922,0.04708275146869356,0.0,0.012358411704273353
Mixture86,0.2642466030194055,0.21040132291600194,0.049689655689043315,0.05408685397496138,0.11346100561246601,0.21051903621036444,0.08837972117045632,0.0,0.009215801407301029
Mixture87,0.3700676113681198,0.13559621150348086,0.0542293731098028,0.03720990532196962,0.1099735075818415,0.13825037063057424,0.08799732921029828,0.06043490187053516,0.0062407894033777245
Mixture88,0.22275525371244367,0.20014283496053736,0.04915904690497725,0.035450403911879064,0.140308295522758,0.21205473038252115,0.12954109114288995,0.0,0.010588343461993572
Mixture89,0.0,0.24910248364646884,0.06284407018003159,0.06492860808495082,0.11666855710202656,0.31354897783009833,0.1459905461428109,0.04124584328869145,0.005670913724921604
Mixture90,0.2476992689798295,0.28585979132271033,0.02444100417279962,0.046108217350034814,0.12354102612714311,0.11262331217409274,0.11445775317970895,0.03536835438091974,0.009901272312761276
Mixture91,0.0,0.37472931286138583,0.054181615834876885,0.055068712949943116,0.13607905038969983,0.19423837520322407,0.10831233449981749,0.06199178470041538,0.015398813560637473
Mixture92,0.3165256802991937,0.1633489843705623,0.025040488070754176,0.06503251841575802,0.1268556546409268,0.16322424154136228,0.0935873902978777,0.03483949067979242,0.011545551683772564
Mixture93,0.3037222850709596,0.3081383138671149,0.03142946984491941,0.0703379799186963,0.0,0.09394001569769168,0.11915800403028808,0.06309112623146369,0.01018280533886644
Mixture94,0.2931459578856016,0.2445871632683661,0.06559031099013135,0.05048528728314548,0.10265168913773413,0.10378991672181247,0.09501223614348164,0.032056984090387805,0.01268045447933949
Mixture95,0.24409956028510976,0.2817819937372763,0.024625615151754068,0.04596244402332801,0.18621323463758488,0.15112556854578488,0.0,0.056571352947345055,0.009620230671817076
Mixture96,0.2529140635729344,0.0,0.0603581210840199,0.07080479896137121,0.18843914245083632,0.22315001534517662,0.15618480961554215,0.037227475523928404,0.010921573446190987
Mixture97,0.2452792143475296,0.27992334263280827,0.03193545994817128,0.028613297574200006,0.12239172889592913,0.14843114986349512,0.08198540872852697,0.054290549719301466,0.007149848290038134
Mixture98,0.2486180753360215,0.2828728901905103,0.02765667819138811,0.0542184871537918,0.12053889896025366,0.11250095746737984,0.1096139004271883,0.038840141415478834,0.00513997085798764
Mixture99,0.34154265843293813,0.19190773831469976,0.04051539374496577,0.04502976245525884,0.15272512237131014,0.10672731674871122,0.09009599460615286,0.027048029724073264,0.00440798360188994
Mixture100,0.38083251831953674,0.1576811346760089,0.04488051919046757,0.053328306247260635,0.11030119381317988,0.13826016465060548,0.0618642268048698,0.046511920615492516,0.00634001568257855
