sample_id,conjunctival_epithelial_cell,keratocyte,retinal_blood_vessel_endothelial_cell,corneal_epithelial_cell,melanocyte,eye_photoreceptor_cell,Muller_cell
Mixture27,0.2706869005419248,0.06993350403970436,0.1880588026186847,0.2808770539153141,0.0,0.07603723153977575,0.11440650734459637
Mixture28,0.33388174688057515,0.12948810608113534,0.0,0.22518587734005593,0.06407373996561672,0.11504439122949986,0.1323261385031169
Mixture29,0.3115514668488005,0.09099057725844976,0.0995289525709167,0.30660270983207605,0.03354443000466814,0.15778186348508885,0.0
Mixture30,0.2508111428382488,0.06973807493711645,0.17547548640720492,0.2328470016650168,0.03447312589201098,0.14592921354908286,0.0907259547113191
Mixture31,0.428009062483204,0.08795169060108701,0.07900003728556046,0.2554041146276781,0.0,0.10488435436294437,0.044750740639526075
Mixture32,0.3757140781238582,0.12836779482817237,0.1356045520030298,0.18515262310784739,0.04133225761342199,0.13382869432367028,0.0
Mixture33,0.28868957442532533,0.15629458269138538,0.15559986899986997,0.15983994797491985,0.07139670147088698,0.0795088461818193,0.08867047825579326
Mixture34,0.33857753450974426,0.11082188091654066,0.07359167198893604,0.30353174767372265,0.05505382606603466,0.0,0.1184233388450217
Mixture35,0.32792208421243485,0.08733816972790863,0.1288013727181349,0.23149605505478105,0.06691927744737465,0.08062016228969301,0.0769028785496728
Mixture36,0.4304291320292727,0.0,0.08134937052563287,0.21457012180168386,0.047157733509826716,0.11076417106785255,0.11572947106573125
Mixture37,0.1885138476499979,0.11613948262423139,0.16386336419229366,0.22306302483344256,0.0756949778263224,0.16186999327494156,0.07085530959877052
Mixture38,0.23176038690954012,0.15187330402833504,0.13526892422295825,0.31778383441333596,0.08980791727112097,0.07350563315470958,0.0
Mixture39,0.4661571316725538,0.07309758189368323,0.08382222195349964,0.26266882544150366,0.04070195830721935,0.07355228073154033,0.0
Mixture40,0.4368434653371888,0.06931295748495943,0.08829036821159733,0.12935379618449339,0.06292817371249465,0.15018660721238483,0.06308463185688164
Mixture41,0.21149687849939752,0.10681691616660698,0.16684806368871494,0.14387255724518844,0.07215908018874152,0.15028062174851736,0.14852588246283324
Mixture42,0.36490850712398026,0.13133827442040988,0.0814764110508251,0.27946221462650433,0.05433836712154767,0.08847622565673281,0.0
Mixture43,0.3457772735744554,0.07044780819017324,0.10447693569098145,0.26532341992932,0.04152297670658556,0.06997782100247994,0.10247376490600436
Mixture44,0.2679727523556047,0.2516797831221481,0.18114741267686685,0.0,0.05384689311156609,0.15287900022284265,0.09247415851097168
Mixture45,0.0,0.25401972104634357,0.0930827362264106,0.31925239221998075,0.07466048338999183,0.13710005818674612,0.12188460893052708
Mixture46,0.2778546384670671,0.07218821217674498,0.15050006982034939,0.14054902693747615,0.0651553892352713,0.160127623534218,0.13362503982887303
Mixture47,0.38868104635066303,0.1888583025936396,0.0,0.15308765454234413,0.06351870381992507,0.07526094583579336,0.13059334685763474
Mixture48,0.32585968731459464,0.06476795763950359,0.15481859758602948,0.3056693152329514,0.06230582925817842,0.0865786129687426,0.0
Mixture49,0.46601690427045683,0.07837184015128107,0.12909019581899048,0.21256654153373306,0.03273147367268553,0.08122304455285302,0.0
Mixture50,0.37719551827682146,0.13017825170747158,0.10173002514558116,0.15880988409335048,0.028729058308238305,0.13065531555846166,0.07270194691007532
Mixture51,0.37294074155736645,0.0,0.10780579629840162,0.16475291500519423,0.07723977420397284,0.18052651133017295,0.09673426160489186
Mixture52,0.47197948848304017,0.06839588167113869,0.06441138508332515,0.3057632247504302,0.03234182279678223,0.057108197215283645,0.0
Mixture53,0.23138613779762518,0.15957004149303045,0.17187721792514135,0.12207735094125274,0.06070898313829561,0.10830895507907248,0.14607131362558226
Mixture54,0.3433729256387741,0.17653096146790484,0.11993283627037671,0.12138809510263528,0.032615995731546894,0.06708959639307827,0.13906958939568384
Mixture55,0.23375459447324975,0.1465630675478361,0.20272540008771914,0.15578791022840505,0.061320984980589764,0.10130115925984885,0.09854688342235136
Mixture56,0.0,0.19365653840862274,0.16322377437578361,0.3376904016819769,0.05650819799497446,0.13685707224459934,0.11206401529404292
Mixture57,0.32626104780514986,0.1558325896956113,0.15933659653584992,0.1637569635162872,0.047172189394006366,0.08547359135495537,0.06216702169813994
Mixture58,0.42837155432956797,0.1430689176181155,0.0,0.21315336676584404,0.07075798289158523,0.08702514420630221,0.057623034188585075
Mixture59,0.3500442383933593,0.1597737336099173,0.16901093835310171,0.0,0.06639966327390606,0.11583809852806673,0.1389333278416488
Mixture60,0.0,0.20264347296522725,0.13141805891414612,0.3821133274827651,0.0367739877961483,0.1502462853361939,0.09680486750551932
Mixture61,0.31066364177004174,0.08545534783472561,0.15853702588832383,0.1813062333650577,0.058354784541536454,0.12081325789283076,0.08486970870748396
Mixture62,0.3743170675053667,0.09757941972452366,0.12024607541985759,0.11216474260692048,0.045082557013889774,0.12877830929806164,0.12183182843138009
Mixture63,0.48432832197295117,0.10121753898151373,0.1651458525466341,0.13489061412686737,0.035891289675085356,0.07852638269694835,0.0
Mixture64,0.20312003115882254,0.14426100933654798,0.13844953891087644,0.23153283593383506,0.048403375736736545,0.0954972369274027,0.1387359719957788
Mixture65,0.3092074634837684,0.08803751565949816,0.12315046769543266,0.1630978717976045,0.05302884156421655,0.17894355051013489,0.08453428928934488
Mixture66,0.2742996534760206,0.09471315629240795,0.0,0.34372063457868623,0.05145699962139798,0.08759932883518474,0.14821022719630256
Mixture67,0.45319397972621517,0.08564936127908591,0.14334386368971397,0.15035543425348552,0.0492059109361775,0.0,0.11825145011532208
Mixture68,0.3707392432549369,0.15636584854031843,0.114223198719195,0.1940654935364272,0.04130169576687965,0.06396639791535486,0.05933812226688788
Mixture69,0.18745728968215816,0.10946181107774125,0.17685955615952623,0.3292910666248684,0.04255096340997859,0.07481780096784914,0.07956151207787826
Mixture70,0.4615069774493891,0.14157565701073888,0.17931988569508017,0.0,0.044619380380664146,0.07380860712691034,0.09916949233721736
Mixture71,0.4041155625231315,0.14436541811225206,0.07321593693256158,0.19259116622292122,0.0,0.060345205654471754,0.12536671055466192
Mixture72,0.23100407173008683,0.13288523672882516,0.1378746845851428,0.31091677724418204,0.06053769397710502,0.0,0.12678153573465817
Mixture73,0.3775177518137397,0.0,0.13121921705996872,0.2759619662512726,0.05839481725045918,0.09612672737822342,0.06077952024633627
Mixture74,0.24252086104866427,0.13825797461502337,0.1578078532922175,0.16591355612295564,0.029632865994985387,0.15268054123246305,0.1131863476936909
Mixture75,0.2381399555748354,0.1463992449310624,0.1349500337728856,0.263727078825209,0.06504352330514208,0.055183113725571276,0.09655704986529415
Mixture76,0.3607858108222878,0.11098654943963886,0.15174198889179258,0.21390482324233207,0.037611758487106364,0.12496906911684241,0.0
Mixture77,0.4266825352629963,0.055828751491931145,0.10492921896539592,0.1331744353253195,0.051468989233480665,0.14115270690404783,0.08676336281682859
Mixture78,0.0,0.14911461572926824,0.200916442322848,0.28437210414574016,0.08208618089724798,0.0877940521447741,0.1957166047601215
Mixture79,0.4248175277662935,0.08938471648676347,0.08403750466882594,0.17077273712861038,0.09138890002339983,0.08044831641899286,0.05915029750711409
Mixture80,0.24296973451949824,0.12340806549625721,0.15328888885600608,0.29765761471571506,0.0,0.0961601807197495,0.08651551569277387
Mixture81,0.2441690436815361,0.10273605858799627,0.14610770488294764,0.24245137414333875,0.060490870186012596,0.1318477282844589,0.07219722023370975
Mixture82,0.36301409382154953,0.11697222671940087,0.0864580069908496,0.2570779245547312,0.026633824684390947,0.08452617596832869,0.06531774726074915
Mixture83,0.23291614889616058,0.1706635320067872,0.0,0.32182518739581095,0.07959466552659823,0.14088832964325682,0.054112136531386315
Mixture84,0.4042371796235691,0.1354891028786772,0.062081189372362816,0.21415238076645549,0.029701818084436803,0.11273107942622208,0.04160724984827654
Mixture85,0.19895545949192275,0.0676468293324213,0.0842435725393682,0.3450341255648029,0.0,0.15659756763203136,0.14752244543945353
Mixture86,0.45183729287186514,0.1393872504226753,0.10196238905282967,0.16933896365847326,0.04056962027934838,0.0,0.09690448371480828
Mixture87,0.2598159113451412,0.07961402251362262,0.14770524705938373,0.2837963151977201,0.060365796168713765,0.07508740267611431,0.09361530503930435
Mixture88,0.38983899384128584,0.1638793706735812,0.138362567192556,0.0,0.06759271028973853,0.16680012944162612,0.07352622856121228
Mixture89,0.0,0.09549102191646609,0.11422304992794487,0.32547721811087094,0.06027587047179219,0.2170289280342962,0.18750391153862978
Mixture90,0.376719582754038,0.09760516495488052,0.051691061226781715,0.22932147893047805,0.05743045183512587,0.10022993442963418,0.0870023258690616
Mixture91,0.34412457950409836,0.0,0.16317846871076755,0.13616794459815365,0.05481107322208577,0.17726655132386124,0.12445138264103349
Mixture92,0.4020660660099277,0.07462480779204118,0.1046492762818652,0.21034770893159332,0.0672406418546515,0.082105779258933,0.058965719870987934
Mixture93,0.0,0.22589822074534796,0.2002980234397822,0.17001492718080677,0.052614280221709595,0.18545283623841533,0.16572171217393825
Mixture94,0.20842143733476703,0.08464536405215435,0.1787499604031397,0.2716683141906261,0.05102299640421973,0.11243502765551419,0.0930568999595789
Mixture95,0.43573999796866675,0.0,0.09923310455619094,0.2600236170157143,0.03447337577793069,0.10041670762475526,0.07011319705674204
Mixture96,0.22591742209958562,0.0,0.16379883873479692,0.2742348343455122,0.03741714215149078,0.1314379992538562,0.1671937634147582
Mixture97,0.2721862131623789,0.1558019162772519,0.12444091328826504,0.17543019003651428,0.06461186453401778,0.105143242043908,0.10238566065766412
Mixture98,0.310799281377845,0.14279846937140944,0.1493182030191748,0.18453561707660227,0.06936588122423486,0.07246962774832741,0.07071292018240626
Mixture99,0.32483498285792844,0.13088211028245333,0.12541558226978267,0.20031844310565874,0.033329021770198655,0.10773206882649201,0.07748779088748613
Mixture100,0.25345989347640213,0.10382547505982734,0.15989779539648322,0.24425139887273045,0.06360176388880313,0.11147395290327594,0.06348972040247786
