sample_id,capillary_endothelial_cell,vein_endothelial_cell,vascular_associated_smooth_muscle_cell,fibroblast,medullary_thymic_epithelial_cell,plasma_cell,monocyte,macrophage,endothelial_cell_of_artery
Mixture44,0.17474324780929174,0.0,0.2864565769236565,0.15205443891251572,0.04161509399975001,0.06788821992841404,0.1170390305135983,0.06098253975412845,0.0992208521586453
Mixture45,0.1416325678681935,0.17208663054712392,0.16491768581282967,0.16939753858702675,0.027454223755206158,0.038891121685732805,0.13358262746003785,0.0,0.15203760428384933
Mixture46,0.10476407718025024,0.1601390384074621,0.1651892421871586,0.19583879317209996,0.03928732810965106,0.034855502489457825,0.13413429500951551,0.11102792205462057,0.054763801389784095
Mixture47,0.22258341697948442,0.1062319586540725,0.14669019248158913,0.11099174345951304,0.0469160552398958,0.0,0.15050313229515436,0.08306065400269211,0.13302284688759866
Mixture48,0.17360876120471885,0.16308435606670474,0.1934759184699293,0.18460216903820134,0.03982474928877312,0.0,0.08950466538145038,0.0764001589608562,0.07949922158936601
Mixture49,0.2776315468567882,0.10109163112241906,0.11998088693728379,0.13915955676576583,0.036973435704436675,0.0739956747505964,0.0,0.1442692778651707,0.10689798999753938
Mixture50,0.2285876676836689,0.08904777929231575,0.10162986660442755,0.18385514523767846,0.04191238751020358,0.03527057703784584,0.1559451289292702,0.0665738630629475,0.09717758464164215
Mixture51,0.26488229833947247,0.15637131093944423,0.20762355433746843,0.13418200308118228,0.050680424619267035,0.046264090800137186,0.0,0.0788031809095739,0.06119313697345444
Mixture52,0.0,0.2397848367899641,0.2332278886739691,0.15945285593912525,0.052795253882847684,0.06992249271706982,0.08718557765039904,0.05222579864128021,0.10540529570534472
Mixture53,0.16649755581022624,0.16537608333481454,0.1460126527521595,0.09791690571301909,0.03789428315796688,0.061925129919646674,0.15833765211181905,0.08159187023761255,0.08444786696273544
Mixture54,0.10673627975021946,0.16220506067992602,0.09730844898647031,0.2357633902730637,0.017937726226338036,0.0521269673675168,0.17648141953271884,0.10205533476379451,0.049385372419952264
Mixture55,0.18196317081879992,0.21874888244005536,0.12295012005475707,0.08905717526517742,0.025703162306103013,0.05500237274350923,0.131210326532474,0.06484485160034809,0.11051993823877593
Mixture56,0.0,0.19223394974081817,0.2014760327316576,0.17518398402109642,0.04394115267045196,0.055756921992736186,0.08607268808060385,0.11021799401855598,0.13511727674407975
Mixture57,0.258162291219842,0.1837954331744147,0.10108103865736118,0.14839658432511918,0.044033053865466666,0.06515226786493881,0.07340201440848386,0.07791079627264608,0.04806652021172742
Mixture58,0.23466053281543556,0.14446250461870302,0.2066511247564443,0.1198425773128999,0.047913839826409364,0.06120277630777431,0.0,0.08599358356534857,0.09927306079698509
Mixture59,0.18018541178485176,0.23593893960397017,0.12857168558280985,0.0,0.031238884270527997,0.07394489242012156,0.12350320631259566,0.13417013888182427,0.09244684114329878
Mixture60,0.0,0.14548997780681813,0.22429423820362218,0.21756543982619722,0.052391655222404854,0.059784967603688365,0.09843558793451718,0.11125197484240759,0.09078615856034443
Mixture61,0.21802472215885338,0.18847769082927188,0.1283829681177395,0.13520090157605938,0.018625761789178213,0.06942352002264693,0.10428342632837127,0.07340576996485201,0.06417523921302735
Mixture62,0.23743573101072837,0.08415650681893563,0.1563279037580349,0.11182216542373097,0.020416322404611015,0.0713770486620424,0.16798984649233062,0.054239560531634555,0.09623491489795143
Mixture63,0.10267495766636264,0.18773443526138223,0.1558866007668639,0.23452451821766754,0.037522382351500724,0.0,0.12781521508868432,0.10412935817957268,0.04971253246796589
Mixture64,0.15061035598300435,0.2017701888673358,0.18414450823597753,0.08090087283555641,0.03224418568425371,0.06719808758556008,0.07011095913449358,0.10301211098953986,0.11000873068427879
Mixture65,0.12955053796131277,0.12976447765115318,0.24112454725583937,0.12260590632476161,0.03554202335586826,0.04702255453192291,0.0781903908837804,0.10644830825683653,0.10975125377852496
Mixture66,0.16317536502693453,0.2449346149075668,0.13221121495958377,0.1264520003039572,0.02450263262793566,0.0,0.09888642806360194,0.11950393053247495,0.09033381357794525
Mixture67,0.18109758254256572,0.2541347612415186,0.09631833153284165,0.1915998351935468,0.04324489472181286,0.05186720834302735,0.10820187437252292,0.07353551205216402,0.0
Mixture68,0.1775208781829618,0.17813294745641675,0.1542144347356864,0.13793887781163985,0.03755692465248834,0.05673439384868753,0.09854951039579835,0.08743425726878662,0.07191777564753438
Mixture69,0.14101345510093155,0.10397819943122062,0.20605325532720195,0.15462323245188084,0.0484028148700215,0.05695559592219594,0.1595674791362005,0.061871172180286434,0.06753479558006067
Mixture70,0.2965379598061118,0.0,0.1300821774070744,0.11032898895938902,0.04388904937301152,0.04299909212553275,0.18013740720464833,0.08297480875722307,0.11305051636700908
Mixture71,0.23002562504849655,0.08922125869953662,0.10858364775893414,0.18528182612700475,0.0,0.06582725640171394,0.13531831323648172,0.09761484791054072,0.08812722481729163
Mixture72,0.24638759275960642,0.098682374778215,0.16198090715619853,0.20810429683020404,0.03210793866338924,0.03738584607322992,0.13982622289546373,0.07552482084369316,0.0
Mixture73,0.20405218564698785,0.0,0.18408440281633454,0.19268901337397074,0.038038140685740365,0.0512591197223028,0.12347358545892011,0.09480470028109232,0.11159885201465125
Mixture74,0.11506291031198537,0.18850660282126971,0.18441125183503704,0.11888302375370782,0.023672779079243166,0.07043118730018182,0.18278615163584727,0.04601202796399835,0.07023406529872939
Mixture75,0.21951996473916516,0.09315598680194502,0.08431592652951564,0.17683936171813136,0.03925830663550696,0.06042815062697594,0.1383363554694553,0.07821978635303019,0.10992616112627442
Mixture76,0.19619920752971065,0.20645843269657424,0.14959718095749,0.2000798302184081,0.03042129391603629,0.06379477796263447,0.08709547540897428,0.0,0.06635380131017192
Mixture77,0.2277475564371772,0.1405325614678847,0.07638147206164005,0.2156359510180615,0.0330982784782508,0.04983910259612389,0.05953452827724252,0.07285922126970096,0.12437132839391833
Mixture78,0.12689549385443707,0.14010585116542995,0.1549177916725865,0.22592451397169586,0.043390634721566165,0.0,0.11457002618942315,0.061044580640620696,0.13315110778424072
Mixture79,0.21006553851766485,0.16578941393504298,0.09604343897204409,0.20868400950907842,0.016284367435390988,0.05332160366157984,0.0774855167974968,0.11416556851107716,0.058160542660624905
Mixture80,0.22469105681235851,0.1271884009642174,0.11760647075099687,0.16902028445261977,0.0380457201209974,0.08067617929637866,0.11270926801508573,0.13006261958734572,0.0
Mixture81,0.2619108666752147,0.177767277141571,0.1190469400491193,0.12067033695675837,0.028922923215067117,0.061478341765635415,0.09837143897561626,0.06117482993992378,0.07065704528109397
Mixture82,0.2145453209801714,0.14603872139968066,0.20980725015314197,0.0913424769087375,0.028475347340556005,0.08772407075893979,0.0867162198042014,0.05959480048648883,0.07575579216808248
Mixture83,0.2853633206845514,0.19979842492853256,0.1608390813325051,0.09190008860337828,0.03921641928864054,0.027770209739473792,0.0,0.06684679309800899,0.12826566232490938
Mixture84,0.14066469516913496,0.15480199008536302,0.21836644758315757,0.23156174407392113,0.01874861446069488,0.02820599187618966,0.10657696254062371,0.04780641820533167,0.05326713600558344
Mixture85,0.1825396465984777,0.08760079888691055,0.22138935660033893,0.22108597209008116,0.01878264934376642,0.07298942649098612,0.06303465819853454,0.0,0.13257749179090453
Mixture86,0.1478364151771879,0.14074093891015085,0.2049664296626634,0.18213869739204125,0.02657078962248597,0.06711179669807073,0.12564926622664885,0.0,0.10498566631075104
Mixture87,0.20442504247299179,0.08955720749406336,0.22086776805363217,0.12372289687104021,0.025428861661966968,0.04351658503070353,0.12352584418227558,0.09875897421404879,0.07019682001927754
Mixture88,0.12640463181056116,0.13579226964785998,0.2056758141965992,0.12108621820600816,0.03332761253106349,0.06856752599643988,0.18680044341073157,0.0,0.12234548420073653
Mixture89,0.0,0.14981852783504385,0.2330754564714625,0.19659030111527065,0.02456558715854602,0.08987282056871841,0.1866154312195018,0.06137668335175922,0.0580851922796976
Mixture90,0.14072159798153505,0.19417310412415198,0.10237639137454399,0.15767137696540479,0.029378732843171686,0.03645858519601451,0.16524052622520083,0.059441069660638376,0.11453861562933874
Mixture91,0.0,0.21145817710247167,0.18854001654820243,0.15644088755938088,0.026883384390992963,0.05223689674250467,0.12990327061838375,0.08655192239710527,0.14798544464095834
Mixture92,0.17487734394281929,0.10790485962084109,0.10200280765059584,0.21626869799000525,0.029337307364339,0.0513859913710439,0.13139452051060913,0.05694192230842551,0.12988654924132104
Mixture93,0.14619134364584055,0.17733345220172134,0.11153901198359377,0.20378554998800594,0.0,0.025765057156079574,0.14574831368486774,0.08983571081395741,0.09980156052593371
Mixture94,0.14164031874592536,0.14129819472353383,0.23366163650470687,0.1468271309268989,0.020761317388299446,0.028575486396022098,0.11665889122144092,0.04582066377836611,0.12475636031480643
Mixture95,0.15582153160271128,0.2150669505188324,0.11590236516937918,0.17660462832620874,0.04975730369511517,0.05497103350461849,0.0,0.1068298863672973,0.12504630081583737
Mixture96,0.12279973396445326,0.0,0.21607518683586405,0.206931037832054,0.038298466788867676,0.06173861040261364,0.19270747398532762,0.053471671804463765,0.10797781838635606
Mixture97,0.14974331636508229,0.204327012029461,0.14374892810867013,0.10514608519994627,0.03127696418967581,0.05163536310510787,0.12719164570615044,0.09804979032803642,0.08888089496786981
Mixture98,0.14372928598330395,0.19552570643248085,0.11788466756789599,0.1886680925949132,0.029169273370573106,0.03705990224340753,0.1610324940888415,0.06642462325981957,0.060505954458764284
Mixture99,0.2052264403596653,0.13787350393720962,0.17949533278232568,0.16286452960114775,0.03841356925250202,0.03654259894342488,0.13757171825442033,0.04807947561388,0.053932831255424314
Mixture100,0.21514590167662098,0.10650714844655779,0.18693975280382158,0.1813407212540816,0.026083453263811496,0.04450733653724796,0.08881247275798414,0.07773185924294063,0.07293135401693385
