sample_id,natural_killer_cell,endothelial_cell,stromal_cell,smooth_muscle_cell,pericyte,secretory_cell,endothelial_cell_of_lymphatic_vessel,macrophage,b_cell,mast_cell,ciliated_epithelial_cell
Mixture17,0.12513744086712117,0.14953068847588943,0.0,0.13529882206166813,0.18281865013248577,0.1267653783944691,0.07813088935733882,0.06127585585458533,0.07146997624153768,0.04174469117919018,0.0278276074357144
Mixture18,0.18179997242159318,0.08307627166749086,0.18884395530457712,0.15449857312204437,0.0,0.13463771653723688,0.04488564841400868,0.056512627016198,0.08043605743938237,0.04702396531230031,0.02828521276516827
Mixture19,0.13088327434061703,0.0747262048938823,0.3286420788334088,0.0,0.2000481337440684,0.09533918623924628,0.0,0.06347315843598236,0.039519969552940265,0.02470918855724003,0.04265880540261444
Mixture20,0.0726017021427506,0.10795089809178463,0.17272448239199173,0.09876632989923816,0.2371530141034105,0.12741788319451727,0.0,0.08338293096145007,0.044468514357232335,0.020135078576678504,0.03539916628094628
Mixture21,0.06908140025437724,0.08818951103107109,0.15039011757733228,0.12844184487362428,0.17498905141752086,0.12219336412936449,0.07111210122345686,0.09592681042179033,0.04960426230625589,0.015316327190388147,0.034755209574818535
Mixture22,0.06493542023705744,0.09569201745675818,0.2536380453168835,0.10069308020042823,0.11660003513747097,0.1449348793456525,0.08103599377336551,0.05755437642629423,0.04750182982536347,0.037414322280725915,0.0
Mixture23,0.06993852026868849,0.17383157792317125,0.24358499187613455,0.10875231503173648,0.1803932559937505,0.0,0.0,0.07157531943544058,0.05617820499275937,0.032591919567211566,0.0631538949111073
Mixture24,0.11646918018428136,0.14703685006582012,0.30438052867901316,0.05351351780162218,0.0780064810751269,0.060842591119575185,0.05423818083963754,0.08192611582799576,0.04728113057974599,0.027841940387837032,0.028463483439344746
Mixture25,0.1149589330303056,0.12325936332840874,0.1905596149455786,0.08299245601044686,0.10160705324753729,0.08295461188176133,0.06480170880446912,0.08988837115268013,0.06831349378857733,0.018617173841048287,0.062047219969186815
Mixture26,0.12719538618353193,0.09318194431694375,0.2078623608921744,0.0889682460041706,0.1003713988342127,0.13291714368798396,0.07358087345319916,0.06166213520369878,0.04687445860490098,0.03278017435784853,0.03460587846133517
Mixture27,0.12939079080350535,0.1296563861368048,0.3065597529572315,0.04196876791493187,0.14386566374606943,0.09423903511978235,0.0,0.08819847199201562,0.051047162834396274,0.015073968495262751,0.0
Mixture28,0.11762985226241728,0.11256881286860954,0.3239118146452876,0.0,0.13415711152594245,0.08987723266590096,0.0675992198054871,0.0,0.05347596999556664,0.043515550014274214,0.05726443621651426
Mixture29,0.1340896924168228,0.11658170852485092,0.34002122545430047,0.09353699305269754,0.11834553106934535,0.0,0.05461354650157903,0.0,0.06378530436947001,0.03536051794440693,0.043665480666526986
Mixture30,0.08809417725604636,0.1321068139999476,0.25054282860385063,0.07322558132849556,0.16148010146470085,0.0,0.10069222513624243,0.0897601691955328,0.05098396542558905,0.017276016664287283,0.035838120925307484
Mixture31,0.17948896873653442,0.0,0.3616182157993598,0.10397421417146441,0.0,0.10724192396035315,0.05681147293918262,0.061407587251329464,0.06850008654733708,0.025545812087305934,0.035411718507133094
Mixture32,0.08657073161498688,0.08158861656156971,0.24932241867425783,0.08833919750052328,0.17238343907914974,0.10381174085125884,0.03426744575997514,0.07977958971231074,0.03352664864312535,0.024392768622043905,0.046017402980798594
Mixture33,0.130752588143355,0.09124886953712152,0.21719215231085442,0.052312265142239224,0.15014397703805413,0.13515166190059158,0.06417371141391388,0.08793820228422863,0.05625856139524499,0.014828010834396561,0.0
Mixture34,0.10925947029965337,0.07005450670847445,0.31566515110739546,0.05284299048921697,0.0,0.1644025982100885,0.10975345541213731,0.059639164825532505,0.06864897596938727,0.0,0.049733686978114255
Mixture35,0.0651406835217265,0.08790712832836105,0.31286737403681375,0.08720315896341763,0.14183962170653228,0.10340278881734713,0.06640756908976088,0.05140908829116582,0.051323336735415184,0.03249925050945979,0.0
Mixture36,0.11494135612656495,0.15894996399635108,0.22460037020489693,0.11500746367482052,0.17440761740621274,0.0,0.06059491248434179,0.0,0.07273615981709305,0.027954912569969716,0.05080724371974918
Mixture37,0.11325070542369041,0.134101447960372,0.3060042755710198,0.08238525392739031,0.08322425962749366,0.07914747610674942,0.08060617658479456,0.03177847594223913,0.04133578145356663,0.0,0.0481661474026841
Mixture38,0.07306087619554805,0.12685282752468927,0.20282602521158213,0.11351839243506932,0.1951781631234859,0.0,0.11717174709506809,0.07651406492156335,0.051046215110413656,0.04383168838258029,0.0
Mixture39,0.1344317057345501,0.08525586649857154,0.2064516639469212,0.09749202112937862,0.2256430520811521,0.14125396157777728,0.0,0.0484595984383267,0.03636128537914518,0.024650845214177316,0.0
Mixture40,0.10354309387369362,0.10505364805943508,0.2741910293558124,0.0977398298724187,0.08111941419803163,0.10180680632063951,0.07311587441210216,0.05196410368602271,0.05377956651263514,0.020926413320625368,0.03676022038858373
Mixture41,0.0825473134569706,0.13776145533504544,0.312469949744984,0.06288609596144272,0.08372832458137139,0.061529603021775736,0.05102862088790811,0.10288343984610147,0.02732197007718775,0.03735817017291987,0.04048505691429296
Mixture42,0.13170257278590894,0.09730762061735587,0.26599474279630575,0.11649410449726735,0.16874862525071466,0.06108349793998741,0.0,0.09970081196575026,0.03277839999410029,0.02618962415260953,0.0
Mixture43,0.12910825828349695,0.15247613821602052,0.3136968806180997,0.08925705119802099,0.19590262096625977,0.0,0.0,0.04630933897032725,0.022788568014111346,0.023842179272399972,0.026618964461263418
Mixture44,0.07344281723199066,0.0,0.40893551977959086,0.06803175589528304,0.1595684102147426,0.11423225188103166,0.055316704927879295,0.06645039677641298,0.02970975682275994,0.0,0.024312386470308964
Mixture45,0.1635059045257672,0.0,0.19437450295028053,0.13859264819517994,0.19811226133971463,0.06934548218924518,0.058014519287891725,0.09016593282309864,0.04381217426220639,0.0,0.04407657442661586
Mixture46,0.11034831650754971,0.0,0.38653686443794316,0.12207241157140121,0.09933795911536294,0.06511411647643178,0.0689803537995022,0.03686299375752271,0.030560844358765375,0.035385617694973996,0.04480052228054687
Mixture47,0.06052121693208208,0.10507086979035986,0.2547320004946427,0.049561476962958935,0.10831209919032823,0.13574968759816863,0.074826222111082,0.08224446574009647,0.07019265393801408,0.030012415319709242,0.02877689192255772
Mixture48,0.09680647989423931,0.12691738699604002,0.3395409563727825,0.06590030658980708,0.15469180442911915,0.0,0.08657886115454236,0.06545257183124675,0.042397711332324776,0.021713921399898004,0.0
Mixture49,0.12783555723005416,0.1042634189831565,0.13936573310559008,0.08531009208362716,0.22104997800541273,0.06687915968643927,0.06680627024590494,0.05738536543503836,0.05384181659052725,0.020381454263600433,0.05688115437064914
Mixture50,0.12623485359119788,0.08087222815991092,0.20812067431408748,0.055529363874127574,0.12531443825781138,0.09749739376781572,0.08518564117728208,0.0652373216906926,0.055902112293798024,0.04312619384649402,0.05697977902678225
Mixture51,0.06367512442030256,0.11093841786911497,0.22062327988664338,0.13959399843131517,0.11272444866636372,0.06953785353990255,0.04131354882294021,0.09078802581313322,0.05149036334611202,0.04640761437276746,0.052907324831404784
Mixture52,0.06128744509120224,0.11913458905317838,0.26008366368163166,0.08174506150963382,0.1731284694142456,0.06373809314409692,0.0781658372418528,0.05891805586533966,0.04543917738058902,0.01717469143511278,0.041184916183117155
Mixture53,0.126371477083478,0.104005985189087,0.17754405907134427,0.0805924545616955,0.18989425099087112,0.11917903132918485,0.0,0.07324120214814248,0.047551241336042216,0.021302001708932143,0.060318296581222376
Mixture54,0.10590105162946406,0.05418862280417681,0.31412265700519637,0.11447517217091539,0.07391783746188572,0.052910377142175016,0.09096519706090954,0.07780636958315372,0.0385781095379228,0.03133365943950001,0.045800946164700575
Mixture55,0.12258616938513553,0.1151176482136193,0.217339825697265,0.06887372556154951,0.1403168389896565,0.14677540769835543,0.05655713369497808,0.06979589222965354,0.0,0.016098772162968816,0.04653858636681834
Mixture56,0.0,0.0847724030097963,0.2983275372868471,0.11561066391350107,0.1480758636183928,0.15350159793143778,0.07755774912667932,0.0,0.03467050915603946,0.027390739040070396,0.060092936917235884
Mixture57,0.10321729255805887,0.1722399330911334,0.16402949558496877,0.06375047472575926,0.16397603943294126,0.07364627270745447,0.0,0.0946658163073049,0.07250767684246434,0.032191000775589076,0.05977599797432572
Mixture58,0.10245189041731172,0.07588157879686344,0.2835890774093507,0.10770853411439893,0.0973025204686432,0.12032430179449635,0.04337506933518587,0.07242439667638277,0.025973376858978877,0.04036421647985288,0.030605037648535345
Mixture59,0.051928532773623644,0.07580151195489404,0.2625499414102941,0.09568583302285835,0.1346037673735899,0.1292256576459403,0.06491319315961121,0.08135070460444234,0.029029743513971175,0.02905507243078072,0.045856042109994284
Mixture60,0.08976761970888864,0.10748387736799457,0.2768065139517257,0.05207904293853861,0.15606953249003583,0.08583241796509754,0.059892001879073,0.06058798776723575,0.05786057397274237,0.023643088261196977,0.029977343697471005
Mixture61,0.06476722791464351,0.11063545820294869,0.18498431169314355,0.08697119981199716,0.20168760878765374,0.09923329936452885,0.0702442889036153,0.047570058380242836,0.032943789204846044,0.046676350049915064,0.054286407686465234
Mixture62,0.15060923937793844,0.0,0.23498659584173429,0.06574640411080561,0.2262281182691345,0.14131256952543514,0.039354879290003364,0.044044990203535674,0.03472492217486842,0.03373083089754416,0.02926145030900032
Mixture63,0.10442318976586232,0.09207379829125031,0.31657560464276646,0.07667493147078709,0.1274375421808229,0.08156935836365246,0.0641519498492593,0.03239241477006559,0.03744992519147687,0.027164308662669837,0.0400869768113869
Mixture64,0.11835531033402767,0.10818101908857422,0.15904838761879458,0.08441216141459006,0.17560366313488687,0.12905483677819535,0.06653507462255018,0.04732085665673065,0.04958670702237971,0.01339076952355146,0.0485112138057193
Mixture65,0.11277656941490255,0.09126838162249097,0.18119884103281889,0.059871389599874834,0.20642884444730572,0.08369863958982243,0.09564774333713041,0.06731287217734394,0.0,0.03652649605563644,0.06527022272267381
Mixture66,0.14451465724033374,0.21259171584156913,0.20594351699489188,0.08367810834715107,0.0,0.13578026140956836,0.07930461809166998,0.07089461235620657,0.0,0.025094271291947495,0.042198238426661754
Mixture67,0.10509161042512788,0.10677755632757654,0.3290703220904954,0.0682056874575871,0.10596414914831326,0.07805208129463685,0.08642424188897711,0.03670769645304586,0.02272796008177016,0.029782654088478286,0.031196040743991554
Mixture68,0.098517622158717,0.10186320958233863,0.2906943708359366,0.0,0.1305224587229306,0.12970146435232147,0.08134869365921878,0.0874287577234315,0.05404537861569888,0.025878044349406496,0.0
Mixture69,0.0,0.10966645616970885,0.2381689873553623,0.0,0.22182361638365541,0.18127275334030493,0.05056945153688949,0.05951031449976197,0.05745074782104263,0.043368300456695076,0.038169372436579425
Mixture70,0.11736234678843734,0.09199101209496265,0.3082913035417421,0.051950547005759025,0.07498458970511569,0.11619162203629224,0.06199988558960132,0.07781950133709388,0.03985722025690394,0.01707035439428326,0.04248161724980864
Mixture71,0.1168163527679291,0.14060397827698692,0.23547442450530987,0.06207552716166305,0.09706563017706486,0.08836453398850991,0.08688786845264777,0.07329232123213787,0.0510846716800694,0.021745704718835628,0.026588987038845664
Mixture72,0.10704805797000679,0.14670645868749807,0.2869632117365087,0.06616467898277105,0.20489743745010844,0.0,0.04516503767061446,0.05642658154359575,0.04732239574586449,0.0,0.03930614021303233
Mixture73,0.10766268420670462,0.0,0.3356126809834087,0.10701160405103455,0.06590496529914153,0.10827806558733886,0.07326130897644031,0.09012847460593099,0.06036230936451589,0.0,0.05177790692548458
Mixture74,0.15995875407088103,0.08958208967001388,0.0,0.09707913538515689,0.22913075995334348,0.12689764233190579,0.08136300949020021,0.05900660816674667,0.0666902755317156,0.04668699064698798,0.04360473475304845
Mixture75,0.12090571843942775,0.0,0.33159055468033993,0.0,0.19429784340664094,0.124418151385938,0.04263081183926299,0.10329065119035649,0.026773333682430185,0.016782753742447636,0.039310181633156104
Mixture76,0.09428360101716725,0.13511655347950768,0.0,0.08423121751340615,0.2031399538906358,0.14368249210296152,0.11241856801879337,0.12257403237112538,0.08235920821953119,0.022194373386871614,0.0
Mixture77,0.0,0.10816745315753439,0.3774990320499018,0.07996345871888033,0.13086533233050904,0.055015936232026934,0.03501318255154364,0.06961934631399933,0.050198112506219396,0.041857319090700645,0.05180082704868454
Mixture78,0.08735099792101622,0.06477011104173341,0.2501711778585145,0.06965688682050766,0.10459827558309005,0.09614877437096772,0.0723410306041575,0.08937883675984422,0.051796027393241295,0.04528085040444086,0.06850703124248665
Mixture79,0.060224165732969764,0.13590783397080358,0.19939882100238332,0.05965309515223732,0.1825816335553731,0.08308450104007298,0.053260466727632474,0.12573353164210466,0.0,0.04508680613070318,0.05506914504571971
Mixture80,0.06829090870726759,0.10978618296122097,0.17548790541048767,0.1313148729836328,0.15635964804325428,0.11588469449643873,0.10217365025976542,0.05666604294036088,0.028454034154810157,0.019064027661385697,0.03651803238137573
Mixture81,0.07369964630977748,0.09848657222388994,0.2119095051884879,0.09172962391896886,0.18992796053093516,0.07774983281923575,0.07249458442205323,0.051506879199141,0.05192139009704109,0.04776271675779587,0.032811288532673746
Mixture82,0.13438785076968307,0.16976877792063116,0.2147027622243133,0.13461028742756473,0.0,0.09741595941856783,0.09449183255931455,0.0,0.05511739321914731,0.0452047348819944,0.05430040157878361
Mixture83,0.10192987088763888,0.12109459215528078,0.35421339491141046,0.1093003486504408,0.0,0.090069751577727,0.0,0.10324840780091671,0.026754004881133362,0.04150270681716773,0.05188692231828424
Mixture84,0.08252430359780602,0.0,0.429573299559142,0.057213353158621146,0.1597079055829855,0.06345995792091069,0.06606984872929132,0.04840691617492476,0.037363775799443846,0.028339282336793455,0.02734135714008135
Mixture85,0.06916055673278627,0.21612556746331385,0.1900665110093343,0.0,0.11692644271741189,0.07842472087170724,0.12867921553332892,0.0,0.09387204913467088,0.05332397154310017,0.05342096499434649
Mixture86,0.09700623783988603,0.14406195566363444,0.20303069662472106,0.11827841285727739,0.13986982204740278,0.1073153973004026,0.047568147546007085,0.04656062301761884,0.031412514368764896,0.020639621573364176,0.044256571160920626
Mixture87,0.11621833816006316,0.1206892085208595,0.268200634636085,0.06994482649924672,0.16752650940741792,0.0864343610269428,0.05418510089575287,0.04176492510960931,0.050373235709337306,0.024662860034685465,0.0
Mixture88,0.1073106795981624,0.06516079443428208,0.22284922071983143,0.06155722445576823,0.18473225724170075,0.07205044378536737,0.03554978767610137,0.09670177929132658,0.06568601808951496,0.03628040313451869,0.05212139157342617
Mixture89,0.0,0.09522015094753508,0.0,0.1527237405189151,0.2508676722939818,0.20663750066795902,0.09991739234540904,0.07696600600711435,0.03419660365377078,0.024976929117538543,0.058494004447776284
Mixture90,0.0716852466182358,0.07600777339417901,0.3458117957117084,0.0,0.20524315912459629,0.09510841104369323,0.05164118767006331,0.047625857518969715,0.03280101556806093,0.035239064077812556,0.038836489272680706
Mixture91,0.0,0.1259918600177385,0.17117715591998905,0.0897407345622998,0.20918813305866307,0.13607905845845583,0.12027428406495151,0.07683522442805851,0.0,0.033121369077214885,0.0375921804126288
Mixture92,0.0,0.10856896979723234,0.28513316498428115,0.08021417479954064,0.10253750283275642,0.09166934159372682,0.10520091463741041,0.12061425251784834,0.04780055294053232,0.025730935084564737,0.03253019081210672
Mixture93,0.12700242386685903,0.09448543134117127,0.3532445753134278,0.1127341022654412,0.0,0.08765647441872856,0.10044659621471638,0.0,0.059878419828536714,0.04046328932208654,0.0240886874290325
Mixture94,0.10740566588555442,0.13731498603238265,0.20405918726627564,0.057883409857328406,0.0,0.17572820055161462,0.07488489831734041,0.09610591513239822,0.07434636595778236,0.023064257318010324,0.04920711368131292
Mixture95,0.08326274475543528,0.14442333323593443,0.29172292911569303,0.10816087013881062,0.07931670412167106,0.05029531468706765,0.09155742551489073,0.0639016517606599,0.027760572810413733,0.03235269476587653,0.027245759093547074
Mixture96,0.10320628331499494,0.08032513943934741,0.3203175822698495,0.10502525382674434,0.07194757142297019,0.05537406494420829,0.07378159902206693,0.08878447332366955,0.044806364036517055,0.015431476518006979,0.04100019188162486
Mixture97,0.13218743505611635,0.0,0.0,0.17849346732904817,0.21662827304702398,0.11271330031724038,0.06169972867670624,0.12340374035563396,0.08213603880683308,0.03920994265942923,0.05352807375196859
Mixture98,0.1112795788645146,0.13271938581836462,0.0,0.12978486293217945,0.1479513164811404,0.11983783977711554,0.123625699356641,0.06582068493576124,0.07354240275526608,0.02926968752623863,0.0661685415527785
Mixture99,0.0,0.10956483090622071,0.36125237394265863,0.06977305788521682,0.20765491397712355,0.086687256958987,0.048199411880779114,0.0,0.039890575365403726,0.02044309164995619,0.0565344874336542
Mixture100,0.06582642665803635,0.08824597508942204,0.29844344212554397,0.09799380846989664,0.146267673634108,0.12710228783851263,0.058372854479486896,0.0,0.04573865249309275,0.023494588369371402,0.04851429084252939
