sample_id,lamp5_gabaergic_cortical_interneuron,sncg_gabaergic_cortical_interneuron,caudal_ganglionic_eminence_derived_gabaergic_cortical_interneuron,vip_gabaergic_cortical_interneuron,l5_extratelencephalic_projecting_glutamatergic_cortical_neuron,near_projecting_glutamatergic_cortical_neuron,corticothalamic_projecting_glutamatergic_cortical_neuron,l6b_glutamatergic_cortical_neuron,cerebral_cortex_endothelial_cell,oligodendrocyte,astrocyte_of_the_cerebral_cortex,microglial_cell,oligodendrocyte_precursor_cell,vascular_leptomeningeal_cell,chandelier_pvalb_gabaergic_cortical_interneuron,pvalb_gabaergic_cortical_interneuron,sst_gabaergic_cortical_interneuron
Mixture16,0.03491124100084539,0.04296229257862114,0.02010334732257986,0.1240996766985644,0.0,0.04113519750255586,0.15433515023618877,0.0986589842393599,0.0,0.12147613996974532,0.0816978371823692,0.05660638778322327,0.03484298000923294,0.009428273896558535,0.025076254830908532,0.15466623674924684,0.0
Mixture17,0.06311523477507851,0.01632069587073589,0.0,0.05845473700723325,0.0,0.044570796690893116,0.15636621821779378,0.07503097225450556,0.012340787685151079,0.05085595497216484,0.07385873105502705,0.043482893564854054,0.05524485124223138,0.012899592444391846,0.0466582451857851,0.17054483412518226,0.12025545490897227
Mixture18,0.047581656198319236,0.051289272493460276,0.0,0.09398919251032642,0.0,0.030290507703929406,0.10472156898550627,0.05645598110191467,0.013917759114988134,0.14587952829201778,0.08557716527500414,0.06346554698515473,0.04267452380292459,0.008571703983296595,0.02919937604446868,0.0766631919090414,0.1497230255996477
Mixture19,0.07515088077574779,0.05398424213724316,0.030820300199827982,0.13416949821861304,0.032466472621403744,0.06585469853978296,0.0,0.07805038136012817,0.015388298808889499,0.15218632905550236,0.08907340480943515,0.058473455305628017,0.0,0.009697676044977094,0.04552647711106313,0.15915788501175787,0.0
Mixture20,0.08482245493302695,0.02024568655898458,0.02547642771640653,0.13730836701297744,0.016955979706110656,0.05433152022014118,0.14588673866984855,0.11733072757129041,0.013370692130983932,0.0,0.1157494481657629,0.03226051282679274,0.04950887095036143,0.01060329884347413,0.03311219837928643,0.14303707631455212,0.0
Mixture21,0.08118208024187697,0.019252200079315364,0.011700318201287958,0.10812684211596886,0.022136688514892745,0.0386989868805614,0.08373826323137792,0.08143720333320185,0.011351263659419752,0.08499318024133584,0.07723640583329541,0.0498286447113196,0.032820618555219346,0.0,0.03839894013808444,0.12797032887471702,0.13112803538812548
Mixture22,0.08047835244154447,0.030762871587882386,0.015409629451399892,0.07465385689812314,0.03784382783660903,0.07331643072544916,0.0,0.06420611392236422,0.011209086574004934,0.09995322616873675,0.13227383274691132,0.06891658663729476,0.07296599038529555,0.013057844521855764,0.0,0.11427415486987294,0.11067819523265568
Mixture23,0.09236127315089637,0.05133486411817245,0.02796798857880466,0.09030539679589225,0.020055899666692918,0.0,0.23370883434627057,0.07794853345848501,0.016803853593757263,0.0,0.10901705926607508,0.07569417118672282,0.03475283400667632,0.009686146004211353,0.0378425227632672,0.1225206230640758,0.0
Mixture24,0.06562212334707224,0.0266046635359797,0.023253700584765225,0.07376137396175994,0.03298250394017226,0.027846023059189866,0.0987965389647794,0.09876687456276577,0.009560580303731622,0.11589362854031446,0.06008599783826111,0.05926391022287159,0.030014270401643197,0.012907195947804331,0.0,0.09397904261882378,0.17066157217006547
Mixture25,0.09989928964859127,0.03324833265483962,0.014419178757588143,0.07365829906911513,0.0,0.05259741225175675,0.10160078786726238,0.06380983874960448,0.009332675308677773,0.060322176499680746,0.092140825797446,0.0421237437306644,0.06932422083776464,0.006897815297828404,0.05876948690496574,0.12310945535313804,0.09874646127107647
Mixture26,0.04520263790889717,0.027086256266808873,0.012191085237373075,0.08477636988261628,0.010788378458856138,0.05234444499174154,0.18426168399280193,0.07612825110648345,0.012224933928839504,0.11291605226306371,0.06365553597835383,0.038881057072427644,0.06214436875816761,0.005809368396877902,0.03157688205755762,0.11475310861023524,0.06525958508889845
Mixture27,0.07235757050381642,0.0,0.020841566929876862,0.07915980885941042,0.01753105048817068,0.0,0.10448212010954018,0.12308778656325677,0.0073412342790865085,0.06105418023473454,0.0,0.03156630344979828,0.05809264517711984,0.007314574990265861,0.039573966293093434,0.1490075361302195,0.22858965599161069
Mixture28,0.1313575814848655,0.031057698989583254,0.01776338420070712,0.0,0.03924431175224563,0.08577557232193493,0.0,0.055078433357641995,0.01026336667792533,0.12089803202399936,0.09724008693390959,0.07941740106543252,0.06442054211701073,0.0,0.03585694050570473,0.09336965964518923,0.13825698892385005
Mixture29,0.11187831392073931,0.04356589526889975,0.030724040603616814,0.0915484737210386,0.035768964688928005,0.0,0.1839028757614337,0.07265510073076838,0.014592427999873618,0.13006953224065923,0.05898822899087198,0.06976628958466005,0.04754477133073707,0.01198957323835317,0.0,0.09700551191942038,0.0
Mixture30,0.05927114906821484,0.04359596236848161,0.020308523536277906,0.11814569512471995,0.022344946648003336,0.0637001361598697,0.0,0.0,0.00998402355264612,0.11009628103520784,0.06825877305347688,0.04114149861698576,0.04190079257282454,0.010185389138243822,0.025330104791824837,0.15396586555566733,0.21177085877755558
Mixture31,0.05345596478181878,0.02294247441006167,0.0,0.074147336160874,0.03297284887513257,0.036802440244057925,0.16576215025555815,0.05661546533612607,0.006997355640671671,0.12285607349303564,0.05601788698751358,0.0,0.06077775009287596,0.0,0.05211774502102062,0.1376430501581626,0.12089145854309075
Mixture32,0.08208199553555068,0.03574472449529244,0.014603994146063393,0.10183431614105326,0.0,0.05258077663637981,0.10931096438518002,0.06388183426969225,0.008213826142299941,0.10902873998418276,0.07314731640375134,0.033300644882096275,0.05072072198912009,0.005372612711604271,0.02679419486651074,0.11822771441987383,0.11515562299134886
Mixture33,0.07674744471311536,0.03910192930252114,0.0,0.0,0.016916418240803876,0.04201528070353899,0.09546836011909506,0.077198766915293,0.014577207492042341,0.10149624702669482,0.07706373172093134,0.06866415935662669,0.04203568965011169,0.013989104087149592,0.05118633443849586,0.15819275322683227,0.12534657300674798
Mixture34,0.09538206347808162,0.05376388398215437,0.027631156582098283,0.10363286373178476,0.03104476956268724,0.062361601138742596,0.0,0.10891484377069463,0.008428930276334509,0.09776669873351261,0.046422513122396966,0.055685167300453454,0.052416213475763966,0.0,0.0,0.13292621891057557,0.12362307593471934
Mixture35,0.0779280753557452,0.028397512292399472,0.01674001817461663,0.0,0.021434283564409313,0.0715112165759434,0.19813229253347597,0.0980401120624415,0.0146308278965956,0.09792266984918876,0.12110885313086886,0.02725240700374578,0.029954380557158426,0.012574635021842202,0.05895568761906613,0.1254170283625027,0.0
Mixture36,0.0,0.0,0.015413978893465958,0.07811180992487102,0.03173023883550957,0.05914125758263669,0.19807560945581654,0.0609476860539576,0.009406248634016966,0.12049969847533867,0.07547370399010181,0.060257722841705635,0.050705674618159724,0.007458451861287682,0.04181298381830818,0.1909649350148239,0.0
Mixture37,0.03536875519245972,0.029192459134977065,0.024511158067740648,0.12582006600458892,0.02951624526562033,0.0,0.16162011233430726,0.09860613537762362,0.015440859947830784,0.1310641136090867,0.0429692333001166,0.041263297760036816,0.0,0.007028741099867293,0.041256614519339124,0.13698119033881698,0.07936101804758808
Mixture38,0.09758130995922053,0.052323897539489635,0.0,0.11807880846935215,0.014650901255170606,0.05320728846794223,0.09518516089573573,0.08211097445393911,0.0,0.10769301285271206,0.06958240136011962,0.0,0.03968455649741784,0.011448427252134514,0.06041077387756065,0.07679560068366541,0.12124688643553992
Mixture39,0.09422252839435959,0.03012161368825166,0.0,0.06388853082205148,0.0,0.061489578840571546,0.15249859988642683,0.08125862640552582,0.008120511896728983,0.13702559474726614,0.0,0.03163569941237684,0.06935628352902495,0.009767719272055579,0.022312741278337097,0.10859027990652462,0.1297116919204988
Mixture40,0.04317791859488429,0.026248231006546045,0.023087819343324097,0.10356219568548092,0.023124322242280254,0.02696653865179189,0.07767124544528076,0.08917453265394086,0.012802614622055841,0.07482708232471957,0.08844099429858406,0.04543462480595053,0.05210151365701256,0.013016107314739431,0.05229463699216558,0.149764993733295,0.09830462862794831
Mixture41,0.0717388353507196,0.02647343672765616,0.019104564647975466,0.07932858550231,0.013133285562113505,0.03280802383989684,0.16889343284229533,0.08030223573252519,0.011239788810660302,0.07761288447768605,0.06625412672322067,0.026846345148460456,0.03710821991381301,0.010232860482750713,0.020600252612204894,0.13292430722141252,0.1253988144042992
Mixture42,0.06683352998503267,0.04972472300992071,0.0,0.05787691303211006,0.012855653409980348,0.0,0.12512123549438917,0.07420156330313855,0.011226383885170008,0.1342825595957892,0.07248467014393735,0.054158020868907725,0.06642177354603412,0.015059308539662128,0.0,0.07665812165062239,0.1830955435353056
Mixture43,0.03536967987504261,0.02059758644702133,0.018031090175862578,0.04341378002333633,0.01685735046739058,0.02328007565800728,0.19546448961732332,0.04582457932658812,0.006543225279151039,0.09626124819247014,0.06553678825502551,0.030231498194313675,0.04002182572559574,0.013974014582312842,0.04757476945503656,0.14468434189487886,0.15633365683064354
Mixture44,0.07860817389202053,0.055389702774353636,0.02092411835044353,0.07280041755382337,0.03481344435512462,0.08801770480438438,0.19446724824806227,0.0704156205962092,0.018305404505768237,0.0,0.114748775335012,0.04738164530802951,0.0,0.013496514649709825,0.03606948686549046,0.0,0.15456174276156834
Mixture45,0.05766996576270041,0.0,0.021042208419350977,0.10673868834762652,0.02090852651283264,0.0588151813633521,0.11742306674324925,0.053411072779648724,0.0,0.10578853671855197,0.05755297382423402,0.025381508926814716,0.0,0.006673529296273472,0.054646700386149154,0.11968771309331584,0.19426032782590025
Mixture46,0.055745704404428664,0.05835414226409047,0.019217436250200566,0.07232264774350548,0.0,0.028633181720869965,0.14112506802588864,0.10420873409360366,0.009695262364342778,0.1493195292878691,0.08245274005118947,0.0764092083457795,0.056896535624031574,0.015539554179945595,0.029574240354067728,0.0,0.10050601529018681
Mixture47,0.0857880577687637,0.0,0.013854137386239985,0.06040193351697166,0.02120082202304187,0.05042319041548389,0.07941104252448108,0.11366670043939742,0.014479099835559199,0.08857030891358114,0.10059123672704892,0.0643292537346456,0.02653997411255678,0.009519042319723503,0.039638520827303424,0.09606679756849136,0.13551988188671055
Mixture48,0.0,0.0,0.01619190011102809,0.15872870027306185,0.03291729638701568,0.039116341963520394,0.08857972460550922,0.08099868289765443,0.01896419068033325,0.10152974463599461,0.0,0.05378103714351465,0.0333837156276805,0.011898763562704763,0.04394478005432749,0.07938195578592808,0.24058316627172702
Mixture49,0.03596016016523183,0.030482556707698602,0.020158097310907137,0.09610202390153455,0.017885595554320736,0.0,0.17191818498042907,0.09259775143690871,0.005831317456496852,0.1153153735166801,0.09270477756606149,0.040317498362134684,0.023622715440330795,0.006107158240872376,0.034892672328777026,0.07519666109782176,0.14090745593379433
Mixture50,0.054618809834701465,0.029666932925743034,0.016523235858104793,0.07021701728919627,0.015383543147193608,0.0453539221135884,0.12345988034678458,0.07020416760281174,0.009460653679355642,0.11760700992045871,0.0844073800304171,0.05049005771295898,0.06460123725450304,0.011916635347346244,0.03128199639497691,0.08374879333084416,0.1210587272110153
Mixture51,0.041442243390755626,0.02150205348414863,0.012449256355087032,0.12636736196033665,0.024061422000297678,0.05494721430123352,0.1298463907915203,0.04072053812826188,0.0,0.06940688889555627,0.078121143533786,0.058379447150455094,0.07020952797836497,0.015448719069826769,0.025987577323098872,0.13596338358470547,0.09514683205256518
Mixture52,0.056790271592308074,0.04338948936620149,0.013165445767040868,0.08590586597039863,0.014795248454620021,0.03402147312671611,0.17296720957924921,0.03786138206506315,0.013674910640531834,0.08855273576721055,0.0,0.04735559718376707,0.039885310843605117,0.006121877712671951,0.021165032302681682,0.1670698027123248,0.15727834691560938
Mixture53,0.053680152424532585,0.047563267576081855,0.020663854106704526,0.056535959813162756,0.02066934275295371,0.02720459373971932,0.21051293930170206,0.07739161727666456,0.014369210730474431,0.0,0.09791016920442107,0.03349811327968522,0.026601683253455036,0.0,0.05133145274903669,0.160925279543618,0.10114236424778816
Mixture54,0.047738473343412455,0.04489488051137246,0.018256293633842968,0.05618019446648717,0.012531005148624182,0.06404932349638807,0.08687347647397246,0.07214721606544867,0.0061139272364882395,0.06675235635545293,0.06109945071610275,0.05833670139575931,0.06369299019465427,0.013876988384948842,0.04657385755099131,0.08839009201541465,0.19249277301063927
Mixture55,0.06721297696982471,0.031095957953978636,0.025309712612329217,0.11930315902086894,0.012078197730679701,0.049361506301359416,0.1866620719210954,0.10876986052113206,0.01710541033245481,0.08883726565019515,0.11305798544532773,0.02461313190612054,0.03582248632992639,0.01210195052292408,0.0,0.10866832678178323,0.0
Mixture56,0.0,0.033383273698800835,0.014055134931031577,0.06808819661143052,0.024689737492203427,0.04666770656451961,0.1988410826623093,0.10895323263344028,0.010344330584680341,0.10128242178430698,0.0,0.0,0.038508621257263856,0.01612146954905638,0.030773680512236144,0.21286251418676358,0.09542859753195711
Mixture57,0.05504469560634517,0.019028287831876472,0.011054663259166733,0.06863764788552834,0.026388071556614007,0.07718609318170354,0.19385179935414817,0.09161294906049072,0.0177658741651214,0.0,0.06417312956587927,0.026209967895450215,0.06100132083452956,0.0,0.06196136220972592,0.13749943241156692,0.08858470518185348
Mixture58,0.04873957482516368,0.024082711213777204,0.019731381341844503,0.07629612298854273,0.019182847015625393,0.03020926855579796,0.19681511924003264,0.060377578064211124,0.015164852329888845,0.08692239170236417,0.11504001630532447,0.04104418001406401,0.0,0.013496403168539617,0.03262377715559405,0.13612017027886658,0.08415360580036305
Mixture59,0.06134586729773342,0.03839315206523046,0.019869044354939424,0.11081619598267171,0.021471158959497257,0.038086464449814096,0.14256807816597503,0.0,0.006048411759172678,0.051683077259619334,0.08709785458859243,0.03345242766361327,0.03205057492191377,0.009801875203919383,0.040555231181737594,0.1302806000626726,0.1764799860828975
Mixture60,0.07258387817776302,0.03028486579184241,0.014831988230400415,0.09260630455298499,0.019151606604844044,0.0373825721349271,0.12761827921024602,0.03651898344638156,0.012769607389545199,0.09377398813898638,0.10667423382392834,0.0,0.04292967312250645,0.007972834047984535,0.052561453574817577,0.10473106333861777,0.14760866841422426
Mixture61,0.0399719273245606,0.047856015638318726,0.025151052696080124,0.07195094795557505,0.02942793524664239,0.05782214530577388,0.08203877118489773,0.08125572251784588,0.012211071368208879,0.05341090382003588,0.09576871364852613,0.037262038485213866,0.025693307208241964,0.012831170549798088,0.020701906073491358,0.15707547065114613,0.14957090032564327
Mixture62,0.07224878214816056,0.029239975498090303,0.02095686219866569,0.08891270377610651,0.026865915630386428,0.03689135701787895,0.13127501742013947,0.09493283665911735,0.013860461105464461,0.07850942435163398,0.039316460449358354,0.04105577821957882,0.065472434179445,0.005552198917845744,0.027321133811004882,0.14089622412844569,0.08669243448867778
Mixture63,0.07282085296048947,0.03669625965741085,0.021676409665009753,0.08972872576142485,0.0200404498052673,0.05625061275803821,0.11752748865389605,0.057467269802758535,0.013676956197199745,0.09583056435765439,0.08021478792108883,0.0,0.04304690759774662,0.010453467329058257,0.03232489682856401,0.13557333382188394,0.11667101688250921
Mixture64,0.0817734921720219,0.0479801122108971,0.01636101744959033,0.05037222253934975,0.014718870101647208,0.043562900057616205,0.12775989202585053,0.1027719154803264,0.013845833810358954,0.0828805154528891,0.05988457628574477,0.031474134968818755,0.03258454775604421,0.005314605211288469,0.04309546093000485,0.16681073348913225,0.07880917005841928
Mixture65,0.07506547251710824,0.03922568084702267,0.020454534302095036,0.05514132470910091,0.02930832542963392,0.02663839302641197,0.14167598216361962,0.09279212240265462,0.005688514936963898,0.10192427899040063,0.0,0.03440001135987849,0.0,0.014608511283999792,0.046814126267145116,0.19138712537315974,0.1248755963908053
Mixture66,0.05700055478048035,0.036570602134177316,0.023125355105083692,0.11285072763779534,0.0,0.030025126551225044,0.13812828051175965,0.0588208338967776,0.0,0.10385229725060728,0.056570661106754516,0.0,0.038664582028560796,0.01731311906327616,0.033564526224156364,0.11159591805751591,0.18191741565183006
Mixture67,0.06583016139403565,0.0310592730732242,0.017672540296072653,0.10329764384261443,0.01910135865612585,0.0,0.19281195674363247,0.03923064244334273,0.014158431849685281,0.07167036289945893,0.07620753244006279,0.03533969941383205,0.024638437648428668,0.007346270290425124,0.02612049910319633,0.13226773636581288,0.14324745354005003
Mixture68,0.06319599373091055,0.03190574632020701,0.01216337352933896,0.045690775847272054,0.014315159113926711,0.06013254156107223,0.10068908848436486,0.06713634019339378,0.010415051541010125,0.08884884609195742,0.05893754720257355,0.021793508677640867,0.058760050932336626,0.013152249227162618,0.04956437579972246,0.1502277812698822,0.153071570477228
Mixture69,0.06629927677082477,0.027265020986495477,0.013640786440932832,0.08567370875799084,0.024459010004093947,0.027266739805523698,0.1617803680545656,0.046837662895102536,0.008878297894972754,0.11330298281077558,0.08632494383113783,0.04912062547373103,0.03429091343379563,0.01456246824497575,0.043149301716660864,0.10626042656608484,0.09088746631233599
Mixture70,0.06049083534116878,0.027362890201032816,0.0,0.05586127241707864,0.009459337979720907,0.0517438238681999,0.1252412108458201,0.045575365427677324,0.011081642909426235,0.12110643600760455,0.040223355347877125,0.05224206947588102,0.04451429746109958,0.010970818283902223,0.044206293099413964,0.1632257721645781,0.13669457916951877
Mixture71,0.052552751978333194,0.033867358090286015,0.025482637473077448,0.12857460499010126,0.03194394580107724,0.06840771562349447,0.14977678580023965,0.06723909167655229,0.011204040175067969,0.08453588190350587,0.04758648201981119,0.05345110995151474,0.028876427171415586,0.008286953769869402,0.032302358803197095,0.17591185477245663,0.0
Mixture72,0.09225577457666324,0.0,0.02177102578170273,0.12055040545855016,0.02822075638703924,0.0304844485717833,0.12758334567466992,0.0,0.00559779697915159,0.061547882139348246,0.08361632241443774,0.036503936284311186,0.028194830746372045,0.007160558894762048,0.0,0.1769995622353334,0.17951335385587514
Mixture73,0.1019475664646713,0.0,0.02631723448245326,0.07673718782191523,0.015491986721435584,0.029113240413742417,0.19578259710447607,0.04855075805951905,0.009282324514884883,0.09469460621094529,0.11601313040097355,0.06304256440555212,0.0,0.012757835726047674,0.03744417033462291,0.0,0.17282479733876066
Mixture74,0.07455836399392712,0.04704342555916002,0.0,0.12046904883805713,0.02657393255060874,0.058536394769400285,0.11906718897374131,0.04895886514095834,0.014111337762009901,0.0,0.0746192754765416,0.0692558786993309,0.05554927260526513,0.009554961293407997,0.025127344857253445,0.12914290452423652,0.12743180495610162
Mixture75,0.06487497577663698,0.021998141662292102,0.015083251198365693,0.11689233240726547,0.01085005239514053,0.049073183711316574,0.18073907872289693,0.08645729274645345,0.008422068004807767,0.07036209922292694,0.04937201464131992,0.05376507278128073,0.032382454020559684,0.012277848287539255,0.02646681250858415,0.07179210646689954,0.12919121544571427
Mixture76,0.09086295393128097,0.02492431081474831,0.0,0.16042525757256454,0.024672843731023446,0.04998115177852378,0.08975300040552738,0.0588982232586032,0.016002234565017148,0.16396748053208182,0.06657811052265769,0.07183262353438917,0.061988486640027415,0.012367055540322563,0.0,0.10774626717323248,0.0
Mixture77,0.0,0.04123401542729407,0.021624627533962857,0.12142826380396682,0.011448233039650228,0.04939360191506813,0.20756016836609054,0.07571597451723455,0.015973996431688706,0.0,0.06712198748812681,0.04734519764901379,0.026346906461620974,0.007779154511182427,0.029612993664553763,0.13043501778288186,0.1469798614076645
Mixture78,0.0643444928444517,0.05285302079061905,0.010718410112771163,0.07842247818601593,0.0182190291143538,0.07088207945187965,0.09055115792640722,0.07943270998144607,0.0067203021736978695,0.15269139948172436,0.0690978089347715,0.04510153505206109,0.04591870321456032,0.007154458800891367,0.033634123493666256,0.0,0.1742582904406827
Mixture79,0.09924810187629585,0.049850732702945065,0.01735908289848403,0.0,0.026041810126457725,0.061193194443261094,0.1275617176113155,0.08811202566772686,0.012813201369829073,0.0808892180235898,0.12536516447336352,0.0,0.07776209426748903,0.006885223205528997,0.03724940992503316,0.08716569593074325,0.10250332747793701
Mixture80,0.051450721130173196,0.019565643364991458,0.025406770546691517,0.09144603802894048,0.02613925944980181,0.028892601067995915,0.1343063452186449,0.06585910822604775,0.008832018317777702,0.09767709990609008,0.08010794652525208,0.027746484136876845,0.047907325193653615,0.0,0.05377408975140759,0.10796153847160127,0.13292701066405377
Mixture81,0.07647569836139187,0.02042963255958126,0.009797946515463936,0.09560505597167854,0.013926733920408652,0.0564604004152736,0.07427255333780683,0.042447267815451585,0.008257697051029621,0.11497540298908804,0.08083486158630494,0.038047643701040294,0.02464487286875071,0.011205828216225597,0.04606461671670204,0.1702392668867688,0.11631452108703368
Mixture82,0.05543578628611721,0.02109339726623918,0.0142051260718657,0.07100842751650308,0.02357398526389888,0.05394990817910356,0.17477337362980608,0.07969358717164596,0.0063076223577270855,0.12088008066305754,0.04770489183849631,0.04906505950273118,0.050402713598865743,0.00916806552512135,0.03050147381429337,0.11934452756775886,0.07289197374676892
Mixture83,0.09439358579872986,0.038466505256055356,0.0,0.09239067311346637,0.0,0.07301714906651532,0.09054478648233341,0.08899394666111744,0.01308118226066785,0.0,0.11349954324072346,0.049807714488208914,0.059419086362004006,0.01689709461349802,0.05949003452690522,0.10794415127197499,0.10205454685779979
Mixture84,0.09562709812693483,0.0,0.02371585725650358,0.08021717965440504,0.027854052201876412,0.06098241400206303,0.16382105173173445,0.050982242182082124,0.00891182266315851,0.10683767803352395,0.09046958980948475,0.05069303796791577,0.05350521408339012,0.005942630109935611,0.032502321580671525,0.14793781059632025,0.0
Mixture85,0.054709328149397454,0.041461818349953196,0.014967850817051511,0.16077347632511532,0.033263841576788876,0.044508793079983594,0.0,0.10217297148154135,0.01693420710797934,0.06095210002493008,0.07522280499210507,0.0708228857125107,0.0,0.014640101428579818,0.0,0.11391252439991867,0.195657296554145
Mixture86,0.09007233230460036,0.02366876839219654,0.021919971837042817,0.06328524646368719,0.013256160598030071,0.03451092119525853,0.14063667151851975,0.04373603716233313,0.006183351404805483,0.09407091535854865,0.07133919690529668,0.045369615431627944,0.03247302836508327,0.0,0.05048015013500568,0.1774875272105229,0.09151010571744105
Mixture87,0.055859256444315324,0.03765896888171942,0.017057352198284376,0.0,0.03231704677747549,0.07302234048437316,0.15835861756127292,0.09086725580993839,0.012144185409484738,0.12052087953468264,0.08745169576331513,0.05770508792391661,0.07059219020983934,0.009294769203018695,0.044316476444404944,0.13283387735395882,0.0
Mixture88,0.05515120676335716,0.032289027016222244,0.020741772921054915,0.10550458154638091,0.021422184956442557,0.050464410894023294,0.11572707801124718,0.06231297395229999,0.006683318089764229,0.1230579269808846,0.1000654389280296,0.03303076222938068,0.060676144869524565,0.011736816614121333,0.044376489680735744,0.0,0.15675986654653096
