sample_id,astrocyte_of_the_cerebral_cortex,oligodendrocyte,vascular_leptomeningeal_cell,microglial_cell,oligodendrocyte_precursor_cell,cerebral_cortex_endothelial_cell,near_projecting_glutamatergic_cortical_neuron,corticothalamic_projecting_glutamatergic_cortical_neuron,l6b_glutamatergic_cortical_neuron,l5_extratelencephalic_projecting_glutamatergic_cortical_neuron,caudal_ganglionic_eminence_derived_gabaergic_cortical_interneuron,vip_gabaergic_cortical_interneuron,sncg_gabaergic_cortical_interneuron,lamp5_gabaergic_cortical_interneuron,sst_gabaergic_cortical_interneuron,pvalb_gabaergic_cortical_interneuron,chandelier_pvalb_gabaergic_cortical_interneuron
Mixture11,0.06135631496822322,0.11530997440091852,0.021817230841543717,0.0,0.0550477914381848,0.018162815523885448,0.0857382757496175,0.053060392854401374,0.09244745785204408,0.02416082206405897,0.019188091280183298,0.0782103679781064,0.0532338225517427,0.07557001808322254,0.10560868306652989,0.14108794134733751,0.0
Mixture12,0.07827505233418804,0.0934942184711568,0.0,0.05255327560883939,0.036753439570883624,0.0,0.0869045557352923,0.0410649685360644,0.04589497321472548,0.026164864652430876,0.01757654605953201,0.1287636588206241,0.03596049428004883,0.10294827286498366,0.1255346045252148,0.08925351960694627,0.038857555719069424
Mixture13,0.05105953684492781,0.048906657800657616,0.009582318265456498,0.04736423498932646,0.040467458519570114,0.012596358883534569,0.07091034120319385,0.05906366702852219,0.08652316580238845,0.02492028181332441,0.020434722874833243,0.14869753037579733,0.04116095957077123,0.04730465753012577,0.1601653080001394,0.11374309488681211,0.017099705610618996
Mixture14,0.0516648680742146,0.11162316539879685,0.02335245265453687,0.04414901137245317,0.06978100533963358,0.0,0.0,0.0,0.05478381761440699,0.026850031175325695,0.028099082081041726,0.07290927921163586,0.02815421115634943,0.12989366510853434,0.1735908942038964,0.15369840551579536,0.03145011109337909
Mixture15,0.06202066162320507,0.12465986237265266,0.0,0.025525794327143345,0.06146948520148987,0.008446705934056505,0.0693173166854413,0.0,0.05502681848517644,0.031179339638372213,0.023045189349398046,0.11132219867748323,0.06925379714696911,0.05350042871250558,0.17671988251716933,0.12851251932893734,0.0
Mixture16,0.030427943110583628,0.12729340264072728,0.022769788271474502,0.055351826869085574,0.0,0.013827593442581719,0.07879772752712931,0.08552117899013532,0.0,0.031184879966492614,0.03336938931698729,0.15141352456544052,0.03672098327094524,0.08195951379584789,0.09609698115894424,0.15526526707362487,0.0
Mixture17,0.05124010825247414,0.045042827741388555,0.0,0.024285639728243328,0.0,0.013955710129088052,0.07436358261392025,0.06058235363383132,0.07152169040904523,0.012160836104120996,0.02810011319209425,0.10833934142788858,0.054232465229070895,0.10445078303911605,0.16654975537299027,0.15947253321690247,0.0257022599098256
Mixture18,0.040681760231767373,0.14907261122360282,0.0,0.04112369223158277,0.0,0.009988319837056196,0.05244907785214829,0.04800648090107122,0.084947098603729,0.0367367147788737,0.03428849856683865,0.16652909690944298,0.044118482520714784,0.07309492421531683,0.10976743451692282,0.07549506546516176,0.033700742145770755
Mixture19,0.052777855094866585,0.1288830511958154,0.028127933967278848,0.0482198058735271,0.06841773483023114,0.01783734179136892,0.0,0.05451580406495353,0.07714847140809386,0.03148031633496208,0.02931541899553411,0.12602837531254416,0.0,0.06792743382686027,0.140579329798931,0.12874112750503297,0.0
Mixture20,0.06755197646967771,0.05481139687946946,0.026366292275229384,0.055960066957436216,0.04051968255849057,0.01668801902814435,0.06805884486052156,0.09293273477570904,0.07601515141682376,0.0,0.043199283406850815,0.07884795024962024,0.04767623441888186,0.08422249422339166,0.11594579416991854,0.13120407830983485,0.0
Mixture21,0.07286232120639485,0.05874005274564155,0.013646579441680287,0.049662702284013927,0.05961717662202699,0.013395783784681188,0.04402590696644573,0.07269347146850459,0.0727287446657087,0.022468428184519777,0.0324859277211977,0.1372504636413335,0.03561896453946597,0.0,0.15153111749059325,0.13228895948529495,0.030983399752497014
Mixture22,0.06644815763140527,0.0863459313915364,0.01653405471510925,0.031543517255774714,0.09375940631613912,0.02334698948652512,0.0,0.052724198112539304,0.0660683017785588,0.02430784555818927,0.05118093267136733,0.17463027767686887,0.07284773450926575,0.10753138379799984,0.0,0.10867342951103376,0.024057839587687212
Mixture23,0.06268053888120682,0.11843126449494779,0.024665353958348707,0.03136248860832751,0.04084142461799154,0.0,0.0929093614867406,0.05261147655145523,0.08140868751170935,0.0,0.03467110349509704,0.1576511586969827,0.028518372554468617,0.06556222685747723,0.11291786372609064,0.09576867855915627,0.0
Mixture24,0.05856697161703739,0.08071818702833666,0.026969809152433494,0.03368879581261173,0.08832874009772226,0.009584983604717944,0.051651835033679046,0.08766849099614026,0.06091241189116427,0.030465466646559303,0.02513079097697704,0.16232473789875812,0.032390822898895374,0.11489318447486103,0.0,0.09660619861191808,0.04009857325818803
Mixture25,0.08002927089999877,0.09054562482892078,0.015011023121454074,0.030196885109944307,0.0,0.016250867322296258,0.047678773092455794,0.05083980058836952,0.05337177789676696,0.014233419457390003,0.03459146467208119,0.10356317119354481,0.06715265047859839,0.05511348778700031,0.20700370607240098,0.11359242149313702,0.020825655985640863
Mixture26,0.0402273338255264,0.08194408146103718,0.014098832313039869,0.03860879847837973,0.028809091727921916,0.017966098467874808,0.09605811078144874,0.06738031758135392,0.07766458813658525,0.02959776656618234,0.026547525080046985,0.10619093668610399,0.06687302239660026,0.0515639598780783,0.12355675000508776,0.11762331535718733,0.015289471257545212
Mixture27,0.06623442578931772,0.0,0.02479210909698976,0.03708160612893073,0.048153034782982176,0.0,0.056025186519229164,0.1120584193676557,0.04797201228445657,0.01646118093315414,0.0,0.08867790910454079,0.06430024868520058,0.06678036220059755,0.15927555985308053,0.15710120648540427,0.055086738768460375
Mixture28,0.1056516397964477,0.0849183434367223,0.01856650313477946,0.0,0.09471390416235753,0.026607889567789134,0.0,0.04405877400223461,0.0589291255546199,0.028640863975287638,0.03665192823946817,0.19603277476233175,0.06265232252223107,0.0,0.12680433199138696,0.08649646554215532,0.029275133312188485
Mixture29,0.08559208537470721,0.11330406124654036,0.030545647330666493,0.03584204690771592,0.08211263493128748,0.0,0.0824171800734287,0.05528197311000337,0.07969559317520285,0.02930954377737269,0.02114868864227953,0.16380427791485058,0.04398272767391106,0.09148529531620138,0.0,0.08547824452583233,0.0
Mixture30,0.05178301300180514,0.12947960840293143,0.02305715015876798,0.05282212540652637,0.05857863062270716,0.021463969214942185,0.0,0.0,0.062268530905113535,0.028331032579311674,0.027946848329108032,0.11031028203693578,0.04426473910598478,0.08875267876233214,0.0973017648647192,0.15493156393378668,0.04870806267502793
Mixture31,0.05133424395690218,0.07489664997115893,0.0,0.03643850510399527,0.09501307933573169,0.013630548137391481,0.09324765202966492,0.05407242044395546,0.047969368231824565,0.03474988838502425,0.025209725217837715,0.0,0.07057442013628712,0.0,0.22005760218914816,0.15224280376776658,0.030563093093311684
Mixture32,0.07824973058976148,0.11583986361163405,0.018092138457965017,0.0496801726672291,0.0,0.019332483485331595,0.06104360956223884,0.06056783548790645,0.05589841634559752,0.030614115949690407,0.032678621874975444,0.09742703971814867,0.058467170000056995,0.05108346576460835,0.11230922177256557,0.12981525360480947,0.02890086110748108
Mixture33,0.05401880177440778,0.093560028800762,0.0,0.0,0.03572772472192571,0.011405491310429141,0.03936244075167439,0.05404071873941605,0.0732443974735767,0.021041504568153603,0.025419174831941758,0.14832113754691895,0.03577592738269403,0.0982043663744171,0.15840716206752084,0.12824460201134538,0.023226521644816586
Mixture34,0.08491484729628801,0.1627116665442329,0.03196680935900461,0.04721374164842721,0.08293183660722989,0.02141213057542376,0.0,0.09643478648193264,0.053568370275657494,0.025636200228320624,0.019367606725477448,0.15214173562381425,0.05642535046782067,0.0,0.0,0.13630100504595255,0.028973913120417902
Mixture35,0.05812604420696384,0.07200592810582856,0.016226171076352627,0.0,0.04797353408727364,0.02057200829137816,0.08657123589906807,0.07272945742146372,0.07790489965374033,0.021513241299632235,0.042333395104158296,0.062384055205003126,0.027016486111275072,0.09354747732132397,0.19334915937631683,0.1077469068402216,0.0
Mixture36,0.0,0.0,0.016457708297863107,0.032842937529603135,0.07822769923007118,0.01874077534050862,0.09533312491220862,0.04980331436184631,0.05517048478635993,0.029161041960964335,0.02906011628296534,0.15194133100203075,0.05037552199297437,0.06111950919419509,0.1510505165195821,0.18071591858882713,0.0
Mixture37,0.02857083784847311,0.0801650413681455,0.025730625260502998,0.05201242596503441,0.07154515606212555,0.0,0.07647863728871587,0.07922037073471534,0.08904176056193018,0.031184068874544838,0.016266390607119777,0.1022960945137644,0.0,0.056629225543105274,0.14653337423329285,0.12744876301603203,0.016877228122497843
Mixture38,0.08483316726298365,0.15463587750448587,0.0,0.052532128811767,0.03821899851549878,0.017840041964610004,0.048474107492271094,0.07099536153439878,0.0,0.02757606854275746,0.02834841888209188,0.0,0.0417169232534964,0.09926696433865008,0.230915560157684,0.07689655207040652,0.02774982966889849
Mixture39,0.08912387671614516,0.09685648146942087,0.0,0.030925463470862825,0.0,0.02243192479368603,0.08449805393944833,0.07644314088912492,0.05483297069223898,0.03817568125170176,0.0,0.09183509378786482,0.07932623276245572,0.09214936754547443,0.09279658765511385,0.11830463371584618,0.03230049131061618
Mixture40,0.032106596765337295,0.06635043106794257,0.022309960110184067,0.03940831089267114,0.051596174956634475,0.007733631638945867,0.03383252215388242,0.06594822994085077,0.06795951901343232,0.016388423070590716,0.030818860557293205,0.1036839263208078,0.04684622635641081,0.09653250260293353,0.17097376868781386,0.12826683264694508,0.019244083217324064
Mixture41,0.06532538478073538,0.08195003013452526,0.02260726931462673,0.03696675811486658,0.03588533175805969,0.011522147570561043,0.0900911131621439,0.0727252164698556,0.07306423795988304,0.020816478576038067,0.028272940524849178,0.07502478202604643,0.04085916412384165,0.0929361295890499,0.08247834963533171,0.13941308825290244,0.030061578006683416
Mixture42,0.05872694315079576,0.1485342154950995,0.0,0.026025696160031562,0.033896360842145416,0.0,0.06440440241836294,0.06484638669727354,0.07042095939815184,0.03475428764505788,0.029848296713008725,0.1460487011387285,0.07057407010753262,0.13197993226992244,0.0,0.07758408749245381,0.04235566047143545
Mixture43,0.030128012438206186,0.05964400883142564,0.01995926967205107,0.018924349269060853,0.04308683487868258,0.007648027606179189,0.09753236562672465,0.03882107619909959,0.039787832332510695,0.02415108389386731,0.026161033560961916,0.0790298106391267,0.04122189481764579,0.11871905181524905,0.17817870857280801,0.14194901183977354,0.03505762800662715
Mixture44,0.059666161008490745,0.14292248596877147,0.020639105157846747,0.028277971931425994,0.07929089229151987,0.025766541785265905,0.08646660204500084,0.053156836923563607,0.09918791738891887,0.0,0.04081678917853691,0.11037289751460184,0.0,0.10217435222090653,0.1203760570519301,0.0,0.03088538953322059
Mixture45,0.05891782869316714,0.0,0.02793647880347938,0.055804972963659,0.06409680634986933,0.02317459680481136,0.07027356626438068,0.054269781354442714,0.0,0.031833283327690615,0.02755466907738934,0.0795804508610251,0.0,0.06800055940670469,0.24547131288101195,0.1408374315182673,0.05224826169410134
Mixture46,0.04354909928623144,0.15497105800495833,0.019509517390078404,0.028913195143604003,0.0,0.008627065306177023,0.06458229425953316,0.08096580174857108,0.054068757393309325,0.034358181264541654,0.030185839109919007,0.18319152914208636,0.05374589437849217,0.12107826771497253,0.10158302215444806,0.0,0.02067047770307748
Mixture47,0.07155039705491584,0.0,0.015015783932031273,0.025780423905407888,0.053058361740357995,0.01621964111129905,0.03879784873626688,0.0942862139325113,0.08620765435989788,0.021758009242424162,0.03931658162254779,0.16465906467929264,0.026765626229096232,0.07918416556506444,0.14535916312051458,0.09228476563168869,0.029756299136683366
Mixture48,0.0,0.0,0.017742622141482024,0.0684929923969546,0.08328691220449791,0.012720981489118245,0.043753473948234874,0.06792730242049463,0.11415371416323117,0.025215974617194343,0.0,0.13917389161622543,0.034037923162180954,0.10006873022759404,0.16292350202019212,0.07709566556876903,0.053406314023830566
Mixture49,0.033582524041107,0.09677300925069296,0.024463836306301223,0.045928075892649335,0.05011999815326152,0.0,0.0940491922112125,0.08600464128419516,0.03887563135391764,0.031719381612573115,0.040571795147854646,0.11555193226548376,0.026675541051100586,0.05688408337550174,0.14327344731870695,0.0808838400708928,0.034643070664549
Mixture50,0.04635789862182524,0.08559833110363918,0.018224680313111488,0.03049845834418562,0.03917904145476143,0.014846431043985477,0.06138311108458052,0.0592617039261271,0.05732204912593896,0.029400891700304126,0.03357316771486192,0.13151621282819329,0.06630007903956334,0.10087766782614808,0.11673893641010057,0.08187127518838257,0.02705006427429115
Mixture51,0.0352266592594024,0.062132564319341985,0.013751653451303147,0.05496890951447455,0.06137131303953048,0.01801356154798944,0.06465462831638054,0.034424801227821995,0.0,0.017377070554162873,0.03111911118301119,0.15229305466120271,0.07216322874136151,0.1309726309563051,0.09712560961738892,0.13311336216914493,0.021291841441178183
Mixture52,0.048660430376367726,0.12638562426667918,0.014659558006158178,0.037668542870738536,0.03803997179161347,0.011242964032392722,0.08681750776803134,0.032264741819528264,0.08364607180605457,0.02234857146227406,0.0,0.12452749045424998,0.041324411980819785,0.05231744477342288,0.07973714788389996,0.1648813168511755,0.035478203856593914
Mixture53,0.04243283355879705,0.12781184823514014,0.021226721809176792,0.022870047346175912,0.04902649932580177,0.008293851304244749,0.09747845205157019,0.06084318593028512,0.081084951386453,0.0,0.03626991063031927,0.08126444218855287,0.025426648124225928,0.0,0.17840688508266644,0.14651566251396209,0.021048060512628742
Mixture54,0.037253913567297535,0.1190998830527971,0.01851395894764892,0.02243575118837152,0.02934304693201378,0.01927718565126168,0.03971294670527378,0.05599544302794564,0.03405984719989755,0.015343193497859915,0.02234452223506607,0.1397131109883816,0.06010169440248278,0.10800863447063475,0.15980315466097236,0.07944717330322687,0.03954654016886809
Mixture55,0.06079072302367472,0.09560910581577796,0.02974778945144953,0.05521920139883511,0.03277949329646695,0.01721861787378259,0.09889669876717726,0.09784135983516867,0.1104426267490291,0.02366601552419219,0.04791988981853332,0.06831923186079464,0.03917703859161908,0.10916902327680428,0.0,0.11320318471669465,0.0
Mixture56,0.0,0.09455922139678583,0.015218861080392386,0.029032849170889635,0.06172999214126916,0.01499705522850558,0.09705356222339866,0.09028875760430823,0.06152976696382113,0.02485671243005008,0.0,0.0,0.038798371468923176,0.13397640722400306,0.11274129733754565,0.20428406945546887,0.020933076274638557
Mixture57,0.044104024570648354,0.05182909169246025,0.011510430652068297,0.028143566976773574,0.06344338164532067,0.02385214896658562,0.09098590493146934,0.073004451366337,0.1016174709249962,0.0,0.024096077821443945,0.06444973770510828,0.059100844567425634,0.0,0.21828478516512953,0.12689226219444552,0.018685820819787816
Mixture58,0.04026174141191471,0.06762812324877657,0.021181251491641375,0.032252790020426664,0.04754882678434918,0.009624468057917366,0.09523811956523325,0.049603947370387876,0.0894268756239473,0.021148923747351688,0.044533839984295345,0.10405293165240888,0.0,0.11119589028171638,0.11849085202787983,0.1295104433396372,0.018300975392116413
Mixture59,0.05333252158117412,0.11346755968058873,0.022447454193914928,0.04930194416097436,0.056011630822940535,0.012770360953427153,0.07260568675002721,0.0,0.037537661115680666,0.013234299413960265,0.035484987398365475,0.08925372809472457,0.03369258499884185,0.08499156967626255,0.15502204082578736,0.13045419363717983,0.04039177669615043
Mixture60,0.06504197564945366,0.09225509229308036,0.017271745717245338,0.04246666049561586,0.05149614171870769,0.012919581388257688,0.06698969110379448,0.03254632571865155,0.08168647464040887,0.024750371787220858,0.04479643762066333,0.0,0.0465160510653859,0.07125677361457965,0.2070907419930368,0.10809374310343339,0.03482219209046454
Mixture61,0.03212828238339478,0.1307615607117492,0.026270715067504672,0.029595313167790065,0.070975446682118,0.017924717779207632,0.038627188698882424,0.06495552639261688,0.07006566396598857,0.01264468838953738,0.036073349050618105,0.09191596423105898,0.024971471234065207,0.10286285426748894,0.0731614854323713,0.14541602749914606,0.03164974504646184
Mixture62,0.05937544344269194,0.08168916904823918,0.022381330520091433,0.03739333092106174,0.06625122385541095,0.011693019464113032,0.0631975082455635,0.07759299660960024,0.0813154494910358,0.019003951493766207,0.015141926674848195,0.10354819722538003,0.06506186743685968,0.045509412260565534,0.09872219779782831,0.13336663005094007,0.018756345462004102
Mixture63,0.06454350518757167,0.11056806884896654,0.02496706221725398,0.040698863931055373,0.05329913661871349,0.019228692301478445,0.061020783137405575,0.05065788823077753,0.08653768932807111,0.02501765598052018,0.03331820653584929,0.0,0.04613499151129629,0.09240958632513968,0.12597190429263258,0.13840205823571433,0.027223907317553926
Mixture64,0.06425610085351827,0.12816641056490913,0.016706883307007092,0.02025568513645033,0.03470501365659915,0.013202139396018154,0.05880820112168636,0.08031672765696142,0.077667618967813,0.019182272308482264,0.02205195997167005,0.07590100819457311,0.03096030445508987,0.041651697627863235,0.14889260052503012,0.15097231101703992,0.01630306523928849
Mixture65,0.05696450915521967,0.10119190364435117,0.02017144641167384,0.02141387842957659,0.06673767390172662,0.007796467372531943,0.06297989094113801,0.07003336212657506,0.030816413496879292,0.022781775598151203,0.0,0.08011514832871199,0.0,0.11056813177146475,0.15619992486652642,0.16728166548932835,0.02494780846614508
Mixture66,0.05584718058710325,0.12180508524210543,0.029443801987739552,0.05658229185845758,0.0,0.01134573729472078,0.07927683643090296,0.057316950822493544,0.0,0.029969815055791653,0.025974297785183304,0.0,0.04580650866208608,0.1691832487688935,0.14459139681440317,0.12593370108303745,0.046923147607081744
Mixture67,0.05821341053946885,0.09336853615449374,0.020308619955390083,0.04674579394375561,0.05068486648905256,0.0,0.09987887030545992,0.034502715367123085,0.08937834981922861,0.018667386203981014,0.03158103904785592,0.09590757136394416,0.02634529044419605,0.0647925245158427,0.101559220018624,0.1347173504351455,0.03334845539643824
Mixture68,0.05132652278545161,0.08809116273400239,0.01283777167899434,0.018990431330772353,0.03488706215091615,0.01883595145788537,0.04790449215249902,0.05423001065067607,0.060385514717827236,0.02125445006582025,0.022432348562843114,0.05432145197398458,0.05770668953342449,0.10653987920341983,0.17699528552555072,0.14053161474934237,0.0327293607265901
Mixture69,0.05276436760754651,0.07376475792653665,0.014107649589630693,0.03489261469299563,0.05840993792534838,0.008369333366940835,0.07542221818450906,0.03707292854361265,0.050440654432614786,0.026559449837492453,0.03219575706991174,0.11997416968972316,0.03299914608507686,0.1155917429203018,0.15098905953688915,0.0974035956144107,0.01904261697645891
Mixture70,0.04939277657958972,0.0759533554885757,0.0,0.023342033231393215,0.023176642670913915,0.016295139587538723,0.0599049419481405,0.03701124967313508,0.06459472642986971,0.02912640386230195,0.015391556648855909,0.13091401703371583,0.04395062785448479,0.0893455145873079,0.15870759808108426,0.15350908314006723,0.029384333183025548
Mixture71,0.04052260996305637,0.08877576116982192,0.02553463356095116,0.05073540663940533,0.07391054932074814,0.020343831068432235,0.06765314460828158,0.05156482109358042,0.06167308268647535,0.019199451372489244,0.017195544662385587,0.12648836898313473,0.026923846471028235,0.06373188101063684,0.10951558935419377,0.15623147803537907,0.0
Mixture72,0.10034860417420383,0.0,0.030773718465039603,0.06710277065165053,0.09210905988715996,0.012788565335379958,0.08129302762174603,0.0,0.04346643010354618,0.019718627130917023,0.042622530471105126,0.12185669426771051,0.03708335081826351,0.07768274651086883,0.0,0.22174889080442897,0.0514049837579799
Mixture73,0.09479248936266846,0.0,0.03179952426942904,0.0365137926732127,0.04322351731168088,0.010440308179329484,0.10663817050356224,0.04489756743544332,0.06161307239119865,0.02593391555422923,0.05055156456981572,0.1798965580668807,0.0,0.11831340277781978,0.15308091127995238,0.0,0.04230520562477735
Mixture74,0.056467440754113196,0.12111887044289069,0.0,0.046690789439161426,0.060391176019407085,0.01709831888826643,0.05282449707159847,0.03687761350925405,0.07629375234352223,0.0,0.026483974055044126,0.16097198410058494,0.05087118014661882,0.0721756230233231,0.08367353106492145,0.11265326214703343,0.02540798699426052
Mixture75,0.057610649511199576,0.06640835096064034,0.017406194598583658,0.05312091998698616,0.02891167956135513,0.016807205261911696,0.09401976523844661,0.07635841872915916,0.05339042278586565,0.018403911481857885,0.02054645034168512,0.14652702065735637,0.03477178789881353,0.1087445999390353,0.10333964500502708,0.07343003692722003,0.03020294111485673
Mixture76,0.07579875075808241,0.070682108069443,0.0,0.06848602221913057,0.061760432433447456,0.016080781950139126,0.043859705141609265,0.04886603723455698,0.09529604611942125,0.040288277981057385,0.02602777556595779,0.18390301241236712,0.06252848867110992,0.102896684690352,0.0,0.10352587675332578,0.0
Mixture77,0.0,0.11680419438668796,0.023416587964157957,0.05178040663174451,0.028625036915137028,0.015874062081533302,0.10131580984925566,0.06274930471626064,0.0950220305832262,0.0,0.02621119786956006,0.12107640648819756,0.02654685034822567,0.06465229450023006,0.10849600471279783,0.12518646031863423,0.03224335263435133
Mixture78,0.058680969499628095,0.16385769875559092,0.012702803390094816,0.036599947375304455,0.04985710436615699,0.024931479690558048,0.04837505166645309,0.07204685187737983,0.04375158115209815,0.04101533459652924,0.029531163998542692,0.126231906093457,0.0506369121458387,0.06507625612161548,0.1348670239800411,0.0,0.04183791529071145
Mixture79,0.08387551465785022,0.14321736302120872,0.019064397003347524,0.0,0.06603893791479548,0.019945357275470428,0.06315022207003926,0.07405901049486285,0.07730181537403903,0.020134896907226908,0.049650114462451,0.0,0.07946440542109465,0.05803511996843221,0.13841149113145396,0.08484574703315906,0.022805607264568747
Mixture80,0.046783934998668945,0.0604798288075177,0.030021891741054067,0.0425524113894791,0.07132051726678768,0.010132523720828764,0.07153907951454212,0.059559474632378144,0.05733031073668352,0.02616036643260513,0.03413589322981898,0.07742926905012956,0.0526743161925442,0.0,0.21498992622313096,0.11306959421219931,0.03182066185163182
Mixture81,0.06507800089183129,0.0590993148877228,0.01083500520241328,0.041633757917360674,0.03556116282727986,0.018530213041402337,0.037023770195972305,0.035924457994026396,0.05016360634847502,0.02881784342153266,0.03223590311631089,0.0993643134615061,0.025358819681696544,0.09510746077358513,0.1723526540681916,0.16685605829250835,0.026057657878184717
Mixture82,0.04812812456875431,0.06225387619454407,0.016026442403907323,0.03154805742796969,0.061412624571111116,0.01806446663738824,0.08888439723866735,0.06881162812909891,0.03909250172015041,0.030910729376001478,0.019408949641493544,0.13072931180931976,0.052912020647396564,0.07938643686457963,0.11643118381265474,0.11933909057243962,0.016660158384523234
Mixture83,0.06767921063000742,0.09375764083292408,0.0,0.0338996279803314,0.0,0.020191258044843723,0.03802925212344001,0.06346042826289967,0.06695435804776745,0.0,0.03813619021644585,0.10959767283218864,0.05151461656423511,0.12083276420856023,0.1875412399373974,0.08914221145172471,0.019263528867234325
Mixture84,0.08303895733388214,0.0,0.026762276037722726,0.03564694364897113,0.0725780372226222,0.020423549817088774,0.08333206722248286,0.04403008999739699,0.055244175909969266,0.02732568992901828,0.03681577291042455,0.13509558222981552,0.05618090332877527,0.05146825971908457,0.12409522046509273,0.14796247422765305,0.0
Mixture85,0.044257661151192895,0.11402145042582322,0.015735111750744112,0.06655726705921088,0.08074495652156757,0.013886685581257878,0.0,0.08220397775429268,0.09779372706728434,0.014523173847856266,0.02851720729634554,0.17582985358395067,0.0,0.11812206694344513,0.0,0.10613779028756731,0.04166907072946146
Mixture86,0.07869126981882293,0.07029459672450503,0.02488619184355497,0.028293822291301823,0.034751121553794645,0.01162833148928113,0.07197393705603919,0.03800181208388789,0.03856364948729231,0.024206739689199543,0.02920745740143352,0.12164441142076964,0.0343043850469604,0.0,0.19390791855651618,0.17859712824543028,0.02104722729121059
Mixture87,0.0404630771853383,0.09273492401516024,0.016056788306489003,0.0,0.0702443417977597,0.02040070671358524,0.06719655279688862,0.06546375317284785,0.06279877894081916,0.025714129951149366,0.029686731405280532,0.1282831992927601,0.06183183211586625,0.06715250869075066,0.14114605410242476,0.11082662151288025,0.0
Mixture88,0.04931235126251829,0.09814468558363038,0.02410071206036911,0.048275414442085385,0.05747518516849723,0.017402498515273708,0.060614595884319014,0.055412647578085346,0.04265911838571344,0.03240828658304765,0.041929065829967124,0.09063818596237885,0.06560098675252543,0.1046672669595955,0.17445900763104566,0.0,0.036899991400947914
