sample_id,lamp5_gabaergic_cortical_interneuron,sncg_gabaergic_cortical_interneuron,caudal_ganglionic_eminence_derived_gabaergic_cortical_interneuron,vip_gabaergic_cortical_interneuron,l5_extratelencephalic_projecting_glutamatergic_cortical_neuron,near_projecting_glutamatergic_cortical_neuron,corticothalamic_projecting_glutamatergic_cortical_neuron,l6b_glutamatergic_cortical_neuron,astrocyte_of_the_cerebral_cortex,vascular_leptomeningeal_cell,cerebral_cortex_endothelial_cell,microglial_cell,oligodendrocyte_precursor_cell,oligodendrocyte,chandelier_pvalb_gabaergic_cortical_interneuron,pvalb_gabaergic_cortical_interneuron,sst_gabaergic_cortical_interneuron
Mixture11,0.10363563357000923,0.05918219063240437,0.03680222056989846,0.0,0.03904350768765628,0.09030369586087819,0.10824584491516871,0.07211935922312802,0.10919957882647811,0.013385668004049625,0.009567145800590099,0.03153181777321221,0.046122306967747426,0.10603045411420971,0.039403453511741786,0.13542712254282785,0.0
Mixture12,0.11364508425168808,0.04124643010848474,0.0,0.13987936698537978,0.022407033685017133,0.0,0.09430972593945287,0.04797669668031513,0.04659813770709349,0.012460179093236008,0.007532889607756352,0.044622658125355416,0.02678098039329346,0.12415882959463774,0.04026016668437357,0.07364080971112164,0.16448101143279464
Mixture13,0.08010473348256132,0.023314366318914984,0.015013310223639432,0.13622550149996862,0.026659151884909093,0.058169971224315234,0.0831529257648475,0.07456470010884848,0.09492702310898662,0.012823682646785373,0.009463479361642817,0.05568265115255314,0.03312381346395226,0.061647641789461936,0.05550531651917831,0.10140801121881961,0.07821372023061524
Mixture14,0.08178929362722961,0.05369449831196358,0.036919702383119306,0.12812937126319968,0.04638712374392795,0.0,0.0,0.0,0.06064982847066927,0.013941979208013216,0.013130886389739652,0.02754982076065162,0.022862200380384886,0.17081277982756207,0.060703382939251656,0.13827268960180664,0.14515644309248082
Mixture15,0.11851875727501525,0.0723855134810844,0.0,0.0894245038549721,0.049325257384254174,0.04751279548380749,0.0990100061531173,0.0,0.07353621108626418,0.019543219541482346,0.01299965280023991,0.05077703172447368,0.06788406105782241,0.08492571521290854,0.07459692574397575,0.13956034920058255,0.0
Mixture16,0.04952944029774001,0.06296091669149799,0.0370147120749084,0.16517691988653016,0.0,0.06625367015488225,0.09587186336202562,0.1120201277911656,0.0,0.01664996807909206,0.016033925512671084,0.05882884662965015,0.030660459353534807,0.11082084436600606,0.03455297063001324,0.1436253351702826,0.0
Mixture17,0.07764170891819791,0.020738866534421734,0.0,0.06746230484817989,0.0,0.06224572102697084,0.08422325128767798,0.07386908994048683,0.07578774218597786,0.006044035218997964,0.012568802288196367,0.03918375737944813,0.0421519746524229,0.13147040597650025,0.05574602021013852,0.13732096795346052,0.11354535157892232
Mixture18,0.06369627518024036,0.07092289940355577,0.0,0.11804102727439107,0.0,0.04603405748144835,0.06138168530633323,0.060484727951728344,0.09301200409739663,0.018866577366137356,0.015847601694382877,0.06223565544137552,0.0354330386204521,0.0950676541350101,0.03796405869765252,0.06717362453731118,0.15383911281258453
Mixture19,0.08837739671077591,0.06557821625177097,0.04703832631522596,0.1480271935250437,0.048107994171987155,0.087920898347313,0.0,0.07345873577175197,0.09034267490519558,0.017290480394232515,0.014490599461442641,0.050372400310832774,0.0,0.09448566694824966,0.051999091783198816,0.12251032510297936,0.0
Mixture20,0.09872555289450598,0.024340904184346177,0.038482664523612244,0.14993268527465392,0.024866613177162645,0.07179080366410438,0.07434687843084727,0.10929286015641672,0.0776904846414667,0.0,0.018636692312968554,0.027505323820478364,0.03574102402893567,0.10224706954306109,0.03743099186742613,0.10896945148001412,0.0
Mixture21,0.10889814430601441,0.02667633305396136,0.02036881870842473,0.13607376552750544,0.03741519139543404,0.058932941747622924,0.04918270817037877,0.08742677234468414,0.07601507345065114,0.01101459852457907,0.014332222059843166,0.04896278775979462,0.027306893556252095,0.0,0.050026961303481526,0.11235877428807098,0.13500801380330155
Mixture22,0.09670791012703243,0.038185216294496345,0.02403161640873757,0.084161942632786,0.057299785066119525,0.10001898811174051,0.0,0.06174767321636326,0.06724319641188971,0.011603901305030966,0.02198811644007,0.06066433468668752,0.05438368542541638,0.13000065653184448,0.0,0.08988109252504306,0.10208188481674228
Mixture23,0.11133728038316965,0.06392173813639113,0.04375420505264072,0.1021280367081519,0.03046266255563792,0.0,0.12335422051824528,0.0752003630552387,0.10112412843877637,0.0,0.018179265386786655,0.06684053146097965,0.02598400888321218,0.09673705013260399,0.044305267384771495,0.09667124190339443,0.0
Mixture24,0.08035401086206531,0.03365119664274276,0.0369536399533158,0.08473578525399778,0.05088806263181597,0.03870959969553805,0.05296966147224574,0.09678986458445156,0.05844357029503997,0.013710116014223013,0.01017798314762036,0.05315869879372034,0.022795561992086863,0.13094240548647287,0.0,0.07532266897673591,0.16039717419792765
Mixture25,0.12694537626864344,0.043642519954153414,0.023779508794706507,0.08781258318792454,0.0,0.07587821155199807,0.056530099376101726,0.06489383272377801,0.05920465413928072,0.0074055237452523535,0.016197118380622853,0.039211026117689333,0.054639248353297414,0.07262015629303982,0.07253221986378681,0.10239607277735026,0.09631184847237467
Mixture26,0.06150581164102287,0.03807034549235008,0.021527946631674243,0.10822005998452787,0.018496244631423894,0.08085766479625447,0.10977807123284365,0.08290095196721355,0.0830412923438329,0.014843364380546167,0.011981735338158998,0.03875405901395258,0.05244684733601444,0.06548961283097517,0.04172979029217304,0.10220078616700073,0.06815541592003531
Mixture27,0.08891963935656823,0.0,0.033239306171070855,0.09126390199650859,0.027145426538410313,0.0,0.056219098709944744,0.1210570172206039,0.045037886765171745,0.00724858789186149,0.0,0.028416082289302435,0.044279234106271464,0.07447215890031281,0.047233255391162535,0.11985588225848985,0.21561252240432102
Mixture28,0.1742238238692301,0.04255074174553913,0.030576373384846978,0.0,0.06558494039997916,0.12915589799850535,0.0,0.05846490753668203,0.06795750840556186,0.015491587267565325,0.017841398974233404,0.0771604633327071,0.052995867432348985,0.0,0.046190239220642075,0.08105794266099793,0.14074830777116057
Mixture29,0.13925973813806908,0.05601595772380539,0.049632466514715014,0.10690828183230326,0.05609976538648714,0.0,0.10022968563139281,0.0723780805496352,0.09067810286351544,0.015641540685913596,0.010157251081399924,0.06361390358878774,0.036706895607548015,0.12364441881933609,0.0,0.07903391157709126,0.0
Mixture30,0.07053329768420885,0.05358985381212107,0.031364405440351455,0.13190137543270186,0.03350465712528055,0.08605763843473777,0.0,0.0,0.05931323941736243,0.012657495454735719,0.011236744058151952,0.03586391594789382,0.03092703689275184,0.10041985720487653,0.029276045401733272,0.1199258191125851,0.1934286185805078
Mixture31,0.07934879817427967,0.03517789903199071,0.0,0.10325719287598635,0.061670243995794,0.06201818018785365,0.10773522896055243,0.06725747410444938,0.051852933776975786,0.01761834462781518,0.011502760388997347,0.0,0.055956949692740746,0.0,0.07513709172061564,0.13373216404769603,0.13773473841425316
Mixture32,0.11003022147989422,0.0494950190749164,0.025406427264327014,0.1280674647677737,0.0,0.08001829596518145,0.06415876460227618,0.06853347438059912,0.05496734896091641,0.014119826578764533,0.013564183222061627,0.032699678542222124,0.04217108161066264,0.0596678991833535,0.03488424882931419,0.10373391721667649,0.11848214832106038
Mixture33,0.09305959443076164,0.048975725482073684,0.0,0.0,0.025845245297132276,0.05783659559613987,0.050685633576012155,0.07491501745317179,0.08824025837295105,0.01188971660970512,0.012926425134380613,0.06098936290458538,0.031614086698162625,0.14053298255550822,0.06028036091954742,0.12555130141933374,0.11665769355053446
Mixture34,0.12009469979589679,0.06992512050246287,0.045150655259339124,0.12241516060538149,0.049251626947156686,0.08913999504647564,0.0,0.10975024308637539,0.052981566307228285,0.011892478272254483,0.0080856873408477,0.0513598107184016,0.0409343599272091,0.0,0.0,0.10954818384172939,0.11947041234924145
Mixture35,0.0994332477699051,0.03742858698642625,0.027720525956293287,0.0,0.034460506788660125,0.10358814649631827,0.11069324661586215,0.10011583281033899,0.0931969674532928,0.012071054459319058,0.021376900468973344,0.0254723667734008,0.023706271275820177,0.13293036407875308,0.07306139612772311,0.10474458593891346,0.0
Mixture36,0.0,0.0,0.028256914137805744,0.10351407049151905,0.05647424847029711,0.09483985515171056,0.12250710940853032,0.06890022152456149,0.06633057537997893,0.01644418502011496,0.014747857713785771,0.06235073533298305,0.04442463855933892,0.08728546457298383,0.057363791583322554,0.1765603326530677,0.0
Mixture37,0.045517261370506386,0.038807216270774575,0.04093813426115721,0.15191016581687558,0.047862179697874825,0.0,0.09107096520610111,0.10155973939902824,0.09920259607431295,0.01629537774736336,0.007649712665015416,0.03889977069917974,0.0,0.07494195644670403,0.05156731503351042,0.11538641710013801,0.07839119221145811
Mixture38,0.12349563899676196,0.06840227169866879,0.0,0.14019661241532164,0.02336276994728102,0.07644592253607659,0.05274513548011488,0.0831663180232056,0.0,0.013167301909354676,0.012181914845996565,0.0,0.031150981939232863,0.12003888080391394,0.07425470209991801,0.0636148815338578,0.11777666777029562
Mixture39,0.12078427080705371,0.039885893294139,0.0,0.07683500237566793,0.0,0.08948605597807795,0.08559525108105215,0.0833655068972691,0.05196778893222994,0.01696999100691777,0.0,0.029707070482504275,0.05514506757114929,0.10373849141211416,0.027780057519112767,0.09111376304749116,0.12762578959522083
Mixture40,0.05118137382534283,0.03213924989903436,0.03551738784929683,0.1151680638288978,0.034537767547712137,0.03628888817166569,0.04031240338642155,0.084596494796109,0.07576072349719926,0.008569063006193017,0.014502237777291047,0.03945153816918802,0.03830591218990152,0.1278269679591105,0.06020491835987429,0.11619781241665748,0.08943919732010469
Mixture41,0.09037261490248985,0.034449134248485905,0.031233995158012635,0.09375465012009275,0.02084639332782471,0.046920304279720784,0.09315871212382298,0.080960178014944,0.07068640304447084,0.0094458411929502,0.011545869112677576,0.024773904247203785,0.028994650668924215,0.10679986673435206,0.02520459108942938,0.10960347800313693,0.12124941373146128
Mixture42,0.08587616172586238,0.06599880295692358,0.0,0.06976926766110514,0.0208136091031956,0.0,0.07039429038451026,0.07630492522289439,0.07201340043858839,0.01666948277560005,0.012884143731900123,0.05097623648351424,0.0529363416909356,0.1603150842143042,0.0,0.06447239476609312,0.18057585884457297
Mixture43,0.04621187842441224,0.02779868729649078,0.03057400587380399,0.05321458437085456,0.027751523022847974,0.03453067767485895,0.11181975824613027,0.04791618914211903,0.042678541632846685,0.012150615287421096,0.011845102311102097,0.028934029620055708,0.0324328132731709,0.15126373374986643,0.0603703604110891,0.12373182809941141,0.15677567156351874
Mixture44,0.08507189871059222,0.0619202803595685,0.029388231516515092,0.07391504893020706,0.047472316594817876,0.10814007813832743,0.09214951915846456,0.060988607885887135,0.09889923977776631,0.0,0.017178990780383582,0.037562571343491405,0.0,0.12101276380119305,0.03791254733402703,0.0,0.1283879056687588
Mixture45,0.07741177592721826,0.0,0.03665696640320839,0.13441872728821005,0.03536354373721024,0.08962826695362709,0.06901427691130758,0.05737859755553665,0.0,0.013718929866590323,0.010687011465571035,0.02495752604673798,0.0,0.07421711011345533,0.07124360128955921,0.10515848228435754,0.20014518415741037
Mixture46,0.07086745978661517,0.0766289031457044,0.031705804231771516,0.08625620681817193,0.0,0.04132408908140359,0.07855391035242992,0.10602319055762001,0.06153046952436125,0.018339029927882836,0.014500124127144033,0.07115540861338472,0.04486281430204973,0.16366851591953996,0.03651519629931634,0.0,0.09806887731260457
Mixture47,0.10555512475159799,0.0,0.022122787317629535,0.06972425922633203,0.03286852396434174,0.07043378546962636,0.04278204808288988,0.11193013610702285,0.08893838830657538,0.010528462046273742,0.01712157862330477,0.05798127478580878,0.020254345544489412,0.09703689164897396,0.04736903209300493,0.0773683267858249,0.12798503524630378
Mixture48,0.0,0.0,0.023299922686306405,0.16511435709702718,0.045988364941516986,0.04923854975954935,0.04300424322743334,0.07187668606459761,0.10497317083088228,0.010875929411936767,0.0,0.043682222766699155,0.022958774482044544,0.10930543667270627,0.04732391612986234,0.05761134251342807,0.2047470834160097
Mixture49,0.05175554795423105,0.045318147120350406,0.03765240290507224,0.12976226204496621,0.032434985861086424,0.0,0.10833911838299252,0.10665888151494334,0.04189837536803961,0.016034181389793446,0.018457317324593218,0.04250652765646081,0.02108775485247184,0.07282250225697492,0.04877464407123144,0.07083880955240236,0.15565854174439012
Mixture50,0.07021613098113097,0.03939605850473048,0.02756751575872141,0.0846871700463285,0.02491873838059126,0.06619233996781354,0.06949422257496822,0.07223020511522528,0.0607170988989453,0.01460670170164033,0.015010883425006347,0.04754745637476799,0.05151108894404568,0.12692274147272317,0.039058333367942594,0.07047103089669003,0.11945228358872899
Mixture51,0.05182976606950809,0.027778026663513828,0.02020632193278627,0.14826938666208384,0.03791685390468347,0.07801531968120816,0.07110400447948333,0.04075780536618874,0.0,0.008386154482220772,0.01351561314526578,0.053483858124802525,0.05446246290107633,0.16007355808654813,0.0315664955025026,0.11130004985777125,0.09133432314035686
Mixture52,0.0709708761965953,0.056011373368106174,0.021352545505195508,0.10071858634810009,0.023297187634129024,0.04826780584516459,0.09464511137526498,0.03786726816444208,0.08531510372785907,0.010691348665818399,0.0,0.04335151682113412,0.03091608086479838,0.0633843443796521,0.025689150330092232,0.13666005287937036,0.15086164789427764
Mixture53,0.07130313949394347,0.06526074929021021,0.03562165599434534,0.07045312506495499,0.03459366636703616,0.04102375198808998,0.12243395909190713,0.08227163441429292,0.09528466921682674,0.0,0.01799094111757932,0.0325943269351109,0.0219164022196548,0.0,0.06622211555583618,0.13991252280312583,0.10311734044708605
Mixture54,0.05627796561579493,0.05467038653212454,0.027931248076228373,0.06213462502005259,0.018613617510895932,0.08572009262253738,0.0448420285554453,0.06806921338947836,0.035982002874415574,0.007602575697702014,0.009964105987669575,0.050377717949472024,0.0465721978547802,0.13553648526272677,0.05332571130790365,0.06820415815369041,0.17417586758908246
Mixture55,0.08345259801205342,0.03988192674686297,0.040783247997628655,0.13896942278540736,0.018895738876039816,0.069578226597412,0.10147778948958955,0.10808280135419557,0.10602674563865261,0.010656294188715526,0.01941865481103,0.022386199395830905,0.027587204094971302,0.1244896466355136,0.0,0.08831350337609675,0.0
Mixture56,0.0,0.041234129327103575,0.021811489789113823,0.0763826736912944,0.037199228304353196,0.06335153237794754,0.10410623725067061,0.10426627436419088,0.06175043774305057,0.011700402733300162,0.0,0.0,0.028560489492123288,0.15971224080109026,0.03573933509569318,0.16660154914363612,0.08758397988643232
Mixture57,0.06835388057836232,0.024408038182825685,0.01781562591856895,0.07996329350600793,0.041288619989878504,0.10881405167267402,0.10540124081021748,0.0910470450241989,0.11013604763885154,0.0,0.011023819387162865,0.023841904735657695,0.046984236266510736,0.0,0.07472970040439939,0.11175990131458054,0.08443259457010345
Mixture58,0.0616145019729998,0.03144792861482286,0.03237177868106314,0.09048659705123875,0.030555492130289907,0.04335504459839225,0.10894012014491918,0.06108550730553345,0.09570499313782171,0.010615908396546837,0.020117838143542916,0.03800839653041511,0.0,0.14135474136786402,0.04005530391072322,0.11263181773328346,0.08165403028054331
Mixture59,0.07702707749897932,0.04979633038393282,0.03237747340201973,0.13053949483666616,0.03396945744215134,0.054290893607441736,0.07838060134611702,0.0,0.03791356853854804,0.006269469045310592,0.015128530189393747,0.030768938124912493,0.024960838258679237,0.10196671064750283,0.04945720557756046,0.10707183932389565,0.1700815717768888
Mixture60,0.09367895920992719,0.04037504342501265,0.02484329100354806,0.11213030983885243,0.03114455384214538,0.05477334817846931,0.07211788115129375,0.03772088371030567,0.08227627810988956,0.01169253189781476,0.019045509240097822,0.0,0.034365661015270485,0.0852522291436732,0.0658861056395931,0.08847382514875153,0.14622358944535507
Mixture61,0.046487055156529504,0.057490878499797185,0.037961291546072515,0.07850440867415341,0.04312327656167222,0.07634302570299188,0.04177575227979506,0.07562966793183894,0.07089668365732472,0.006001104125273488,0.015407485565652659,0.03174463332220156,0.0185337025320208,0.12363298502032113,0.023383626386360174,0.11957013495400873,0.13351428808398605
Mixture62,0.08958823500825948,0.03745268130391817,0.03372520309796609,0.10343436363520238,0.041975619051638664,0.05193298690373185,0.07127393233708335,0.09421025917501448,0.085801194276762,0.00940516743441506,0.006744131524751766,0.03729249986902271,0.050355181955897776,0.05703961662921101,0.03290362532901369,0.11435553963830884,0.08250976282980273
Mixture63,0.08867344943209515,0.046157800162179,0.0342557166744347,0.10250614991443846,0.030748244086948196,0.07776126560835869,0.06266217768455411,0.05600408383402307,0.08314238954668624,0.011273692267131099,0.013512118649160278,0.0,0.032512100721212404,0.10546038167126572,0.03822958398573733,0.1080561576497746,0.10904468811200096
Mixture64,0.10347691394394454,0.06271589775675415,0.026868851142079764,0.05980019726117821,0.023468233961901012,0.06258149418754774,0.07078702254423391,0.10407985174679746,0.08746720367165998,0.010132291022073157,0.010482794525214471,0.029175041633544903,0.02557454130168736,0.05571768493510189,0.05296476338005154,0.138163179345983,0.07654403764024695
Mixture65,0.08847987281713256,0.04775954915235254,0.03128972379257346,0.06097643679284422,0.04352815763261096,0.035645976007074115,0.07311873768417634,0.08753397810632121,0.033473288025104145,0.011606631698422229,0.0,0.029702267939181255,0.0,0.14265971707893782,0.05359271666063366,0.14765711873884446,0.11297582787379105
Mixture66,0.07099726520009052,0.0470522189753172,0.03738167988572006,0.13187044788663982,0.0,0.04245663842674681,0.07533093001292535,0.05863474022403817,0.0,0.012496918395369618,0.009747314088963042,0.0,0.029870403509292435,0.1786606806652044,0.04060388994803791,0.09098048551577981,0.1739163872658748
Mixture67,0.0855246276078455,0.04168146933158778,0.02979703965428696,0.1259033447534688,0.031268391769569914,0.0,0.10968024709945527,0.040789932156981866,0.09182831840273124,0.008995600589009965,0.013696050248159458,0.03363224683471792,0.019853846940371993,0.07907228814418138,0.03295887097436279,0.11247541296696675,0.1428423125263024
Mixture68,0.07586629651149304,0.03956523098811655,0.01895052503719563,0.051459842118364345,0.02165362093614788,0.08195342683006425,0.052926104768533856,0.06450275885978199,0.06241887901888998,0.010304701532029132,0.009787743141028328,0.019165195377002068,0.0437528887708836,0.13081287711139328,0.05779011531792674,0.11804483601313219,0.1410449576680171
Mixture69,0.08403282411137586,0.035696979153196036,0.02243817053011243,0.10187516286647948,0.03906196229841102,0.03923481447829113,0.08978301256548646,0.0475112739511132,0.05617784634368318,0.013874131301866379,0.015135878811451776,0.045606927485710574,0.026957800462539795,0.15292070471106795,0.05311760969621281,0.08815544186787282,0.08841945936512906
Mixture70,0.07684426803849155,0.03590619003218139,0.0,0.06657532578144928,0.01514110784465285,0.07462401941687459,0.06966222476856199,0.04633544588761801,0.07027830079827233,0.014863237198316673,0.0070685667101789505,0.04861485863180912,0.03507410938449183,0.11546544908023526,0.05454193963022446,0.135721306414809,0.1332836503818327
Mixture71,0.0639750945592473,0.04258751052894146,0.04025943867596428,0.14684232496030933,0.048998078267091766,0.09454069322354473,0.07983405075340325,0.06550864281754083,0.06809031375273587,0.009942162327030659,0.008013647623247416,0.04766493002833323,0.021803397029809393,0.08357983710363001,0.038192166347306225,0.14016771200186431,0.0
Mixture72,0.12102514345557304,0.0,0.03706540970519119,0.14836494574061074,0.04664721391162386,0.04540028836168469,0.07328316528789752,0.0,0.036660163259839146,0.007800446251740457,0.01517414669462937,0.0350791048742699,0.022941233782630122,0.07782517371371254,0.0,0.15198182041829833,0.18075174454229903
Mixture73,0.1310920261923936,0.0,0.043918503056912445,0.09257332704712415,0.02510045200396752,0.042499926657875976,0.11023047630864485,0.049963944661410686,0.05958697861101968,0.011763835521998715,0.020636580089250286,0.05938271392334174,0.0,0.13591505007099347,0.04676362918002439,0.0,0.1705725566750425
Mixture74,0.08479387946608836,0.055265300367591676,0.0,0.12853582726361268,0.03808017867143208,0.07557746618726566,0.059290951817948946,0.04456159925478621,0.08011826341687817,0.0,0.01173951979577229,0.057696774899184906,0.03918426854092381,0.09003019663852345,0.027754877762857712,0.09613379537710665,0.11123710054002738
Mixture75,0.07880147597398574,0.027601240341318917,0.023777159634418947,0.13320598792125757,0.016605960182713635,0.06767053329196661,0.0961252303834481,0.0840465839484931,0.05107061548705573,0.00825696074690655,0.008296007986611611,0.047839225488664205,0.024396758829014948,0.12355790531328283,0.031223628234604867,0.05707832801030992,0.1204463982259467
Mixture76,0.11212503746771621,0.03177052335974929,0.0,0.18572444747820283,0.0383627711676064,0.07001969759087295,0.04849454752924034,0.05816734407695379,0.09858062936513881,0.019547794368895238,0.011365234068013238,0.06493281582765019,0.047445170935094864,0.12643671156118327,0.0,0.08702727520368254,0.0
Mixture77,0.0,0.05082669449402221,0.03348939319138083,0.13594121332773662,0.017213304488544783,0.06691441642129617,0.1084483569772993,0.07231020344614517,0.09516112421261201,0.0,0.011080178397103674,0.04138600145568683,0.01950049510886719,0.07690849360309557,0.034320821393977824,0.10187846230093862,0.13462084118129328
Mixture78,0.08487148281087564,0.07201213433784351,0.01834799631593215,0.0970446392461003,0.030279636071452298,0.10614146528849659,0.05229649733857421,0.0838515467211782,0.0442521538551658,0.019457600040997083,0.012607989923775174,0.043578119932588366,0.037566890987762724,0.0781840792413126,0.04308787789825479,0.0,0.17641988998969055
Mixture79,0.1291902961889894,0.06702930111548194,0.02932529082273564,0.0,0.04271238926956491,0.0904292711686807,0.07270365236914755,0.09179185800395374,0.08326462692337346,0.010172380812076954,0.022574374634495763,0.0,0.06278282664453293,0.07425348459033937,0.04709249115712683,0.07426611222739868,0.10241164407210214
Mixture80,0.07274791494781507,0.028576476457463494,0.04662151862728518,0.1213038425790409,0.04656904985548196,0.04637820613380761,0.08314838177425547,0.07452572690806307,0.062342505174305264,0.013342773985823541,0.015668804160320522,0.028738480547570604,0.04201421368811204,0.0,0.07384595904432352,0.09991611799574789,0.14426002812058386
Mixture81,0.09642851447851537,0.02660896862114484,0.016033375192686227,0.11309501562989695,0.022126173648567303,0.08082099629518702,0.04100516513421395,0.04283443639662406,0.05197998805648462,0.014005907503839217,0.014099765599100806,0.03514281523861331,0.019274088070684075,0.11706231714232315,0.05641233417225982,0.14050092014445562,0.11256921867540365
Mixture82,0.07389963803534368,0.029045850149451546,0.02457565254019711,0.08880605434378001,0.039596802790619764,0.08164715013274775,0.10201300833006137,0.08502306677563323,0.04197715374348375,0.01556793928610797,0.0087972348079599,0.04791275986261721,0.04167458179080595,0.10125604008537405,0.039490943269422756,0.10413387087291437,0.07458225318347962
Mixture83,0.10308685403883326,0.043393931059087676,0.0,0.09466065674354195,0.0,0.09052820206904282,0.04329646477903946,0.07778261858758234,0.07131863187284022,0.0,0.017146918544811103,0.03984594895672276,0.04024871355646337,0.15288468010599995,0.06310003586926506,0.07716090651001987,0.0855454373067502
Mixture84,0.130317159010086,0.0,0.04194375621908413,0.1025577761862984,0.04782819874361261,0.09434599297897849,0.0977503953204355,0.05560333606403168,0.060629273894562255,0.014065959282481284,0.01705510575816145,0.050605265035470894,0.04522535294011132,0.06709504626430889,0.043018928869541055,0.13195845343283608,0.0
Mixture85,0.05815489767742451,0.04552591885812851,0.020648676803589307,0.16033188439980042,0.0445525259202592,0.05371170684054294,0.0,0.08692050267670598,0.08986384277970108,0.0062594745265273245,0.011061285636747204,0.055147431666755745,0.0,0.12893182530148226,0.0,0.0792563000295483,0.15963372688278724
Mixture86,0.12989108446643932,0.03525730034905554,0.041023791149342285,0.08561916543672245,0.0240868886415456,0.05649925322257598,0.08880035455796495,0.05047643275074329,0.04451507071103518,0.013105922425995552,0.014231389970918305,0.04792694988064625,0.029045306147581787,0.0,0.07070223708052807,0.16753022681572563,0.10128862639317991
Mixture87,0.07349959819120563,0.0511851169763482,0.029127908227268146,0.0,0.05357923331742469,0.10907966220006876,0.09123462732715946,0.09568822923552624,0.07977253776873659,0.01532062193113071,0.015918026330798404,0.05561996100642092,0.05761183434699852,0.10132568674077752,0.05663431088545515,0.11440264551468106,0.0
Mixture88,0.07063293155191865,0.04271620197138353,0.03447513326064385,0.12676638664254047,0.03456933220170008,0.07337289263122375,0.06489561998116701,0.06386927429648045,0.042730654833949784,0.015226009462604382,0.01772831605845372,0.03098828675716028,0.04819871098000459,0.12453564139480487,0.05519881320291221,0.0,0.15409579477305232
