sample_id,t_cell,b_cell,enterocyte,macrophage,dendritic_cell,endothelial_cell_of_lymphatic_vessel,neuron,fibroblast,blood_vessel_endothelial_cell,enteroendocrine_cell
Mixture17,0.35700712187495054,0.0781550625585101,0.11063781893667636,0.05974605175812936,0.05698778484905324,0.0690704746836817,0.0,0.1291708625789673,0.07861357233189911,0.0606112504281323
Mixture18,0.28387575588375935,0.16211861571161354,0.20507996151998512,0.06056278937850936,0.0,0.05541390414799194,0.03990550567304293,0.07173919853255259,0.057101924213156297,0.06420234493938892
Mixture19,0.2459239023891202,0.1486130834985447,0.1300019593367981,0.0,0.08819073981877582,0.07793855410677279,0.06493461724380857,0.1706732091359014,0.0,0.07372393447027852
Mixture20,0.2983239906866484,0.10675116360523,0.14589585310518635,0.06122507286011089,0.05793262702294869,0.12189503522027023,0.0,0.09037797183443466,0.05685134962558757,0.060746936039583296
Mixture21,0.21796037913541158,0.0780525289374333,0.07038064861049652,0.13108259160217745,0.06526414543545257,0.04204739151084256,0.0766471905197277,0.1654180081031847,0.09419033135699793,0.0589567847882757
Mixture22,0.2163590090724371,0.09644830721389805,0.11964570506881282,0.09541290873458226,0.07250722577271389,0.11084708481829073,0.03998876418947802,0.12769986916964687,0.12109112596014032,0.0
Mixture23,0.23677219918157208,0.16508079912669174,0.12231573749411384,0.0,0.0819299809658571,0.0,0.08950426405461989,0.11863606553693745,0.0970004683010101,0.08876048533919782
Mixture24,0.3090242082765414,0.1274198526989768,0.13947349924751268,0.05969391148440841,0.03232929705903149,0.044408194150908534,0.05161789733436277,0.12391355696716529,0.07561473048915539,0.03650485229193724
Mixture25,0.3108107040845365,0.05315379474765936,0.12262583532822854,0.08016705170038439,0.05150621308514309,0.048000656925476594,0.04458881953629346,0.11898601656606111,0.10051736933600855,0.06964353869020831
Mixture26,0.3042805198553296,0.08020028501065696,0.09459842830018728,0.09856774024728279,0.05007926238084198,0.09635397749242246,0.06954939697562745,0.09262927244452827,0.052538724346790404,0.061202392946332854
Mixture27,0.32755584806956045,0.11030975486130776,0.14757681609051043,0.09208169737692952,0.031606242950061904,0.06752978100957531,0.0,0.12239045463304195,0.10094940500901264,0.0
Mixture28,0.36367429403868706,0.12310648537660386,0.1076107358751371,0.0,0.050344117121132625,0.07763587597018475,0.0,0.12722804142800165,0.09029040266820365,0.06011004752204924
Mixture29,0.31533160692154655,0.10128824508795457,0.1562063127119629,0.0773983317282416,0.04917395735392513,0.0,0.0,0.1493914514384429,0.0845662185802181,0.06664387617770826
Mixture30,0.2762076366080683,0.12318198768525063,0.07954895041433045,0.09697633991868548,0.09735965516838999,0.0,0.05950511617708625,0.12805240445310725,0.07532681106571987,0.06384109850936172
Mixture31,0.2511749320033094,0.09286340603376617,0.11906426541999408,0.0,0.06350174764484415,0.07558588823440737,0.10193762732975607,0.23215614530997725,0.0,0.06371598802394551
Mixture32,0.32181583896263805,0.10643329329396435,0.14129668321209896,0.09841163607865908,0.05924951050950642,0.04831138756840806,0.059539752791298625,0.08191101883870766,0.040692715472011365,0.04233816327270751
Mixture33,0.3624842500223208,0.11736714005583149,0.16050363928028608,0.07579753748415247,0.03636629146163645,0.052198755132699046,0.0537456892974184,0.07735447875902388,0.0,0.06418221850663137
Mixture34,0.31927499643837337,0.05742427475870365,0.13734649625269918,0.1467507167279549,0.0,0.11350437980128333,0.0,0.0853250483209621,0.10917451098748827,0.03119957671253518
Mixture35,0.32163391917702866,0.11857864433992371,0.08849995033572412,0.10033008870916404,0.07362229909260821,0.05984082757802987,0.05024513831314427,0.10491367622369205,0.08233545623068496,0.0
Mixture36,0.36200695512097036,0.13189726802772125,0.16433879720772487,0.06953135000446235,0.0,0.0,0.056773623379328016,0.08200926041683264,0.06217388758418461,0.07126885825877584
Mixture37,0.31420294178479347,0.12642802818567944,0.15254617192539602,0.05902771792397805,0.07635117229959555,0.09690575753602804,0.0528841517134072,0.05229118849197012,0.0,0.06936287013915217
Mixture38,0.40928820739107025,0.10789561479933774,0.15919503915423816,0.08541913831500679,0.034450574312350664,0.06180531287864971,0.06432880667125507,0.0,0.07761730647809163,0.0
Mixture39,0.3553280294103768,0.07681283623714405,0.09835395712404768,0.13396984125563063,0.09722683766982743,0.0,0.09250049919643066,0.07620349491347005,0.0696045041930727,0.0
Mixture40,0.23701794760813136,0.13326396640841112,0.12691128264570223,0.10581311758506193,0.05746010994202547,0.05967748078561341,0.03819681074524309,0.1136944483350709,0.09699949964469458,0.03096533630004598
Mixture41,0.3523830520786392,0.04735685870640808,0.08208918518832885,0.1004239982585207,0.06828286855457366,0.040123244424181845,0.07394859766290389,0.1255354663807451,0.041039984734447206,0.0688167440112515
Mixture42,0.2999422583460907,0.13883328166155073,0.0,0.07528137459570265,0.07634188772055198,0.0,0.06456288555244426,0.16652733459358626,0.0982125375886688,0.08029843994140463
Mixture43,0.23316026925682296,0.16068104515589574,0.1542279281866275,0.15433624434338167,0.09873194140594128,0.0,0.0,0.11010981826880886,0.04659159221346884,0.04216116116905315
Mixture44,0.48443153164429636,0.0,0.0743798995543016,0.10919584760997819,0.041160118891643484,0.060529711454800135,0.07339141804746428,0.09262537505028279,0.06428609774723316,0.0
Mixture45,0.23107093889590952,0.0,0.12141614151166576,0.1501213817491479,0.08913966626977902,0.14377338227846506,0.07905511319095918,0.11972336998288162,0.06570000612119188,0.0
Mixture46,0.33456652884530075,0.0,0.08096249566157779,0.1336421803462805,0.07416900370012343,0.04664338450207441,0.04199677591664733,0.1542672448490953,0.07736199396245197,0.05639039221644843
Mixture47,0.40774824222175055,0.059509864302202904,0.06735465009963289,0.09310448841929604,0.05696825341545424,0.03931462950471133,0.0684948227731884,0.07094640623001841,0.08992617898592561,0.04663246404781963
Mixture48,0.301342763803333,0.10649641214510971,0.16919234177198042,0.12316826699100562,0.0846053022196646,0.0,0.053820703779951476,0.11698515690996496,0.0,0.04438905237899013
Mixture49,0.320340201830021,0.0834765934745899,0.058132356014633936,0.1186784298173566,0.08339560078617245,0.09152683310685653,0.05702492923937227,0.09792748876403115,0.050388237639390536,0.03910932932757573
Mixture50,0.36437038451565235,0.11195928922351855,0.07356894926973723,0.10154469344843393,0.03808688981565196,0.059725076935553366,0.033373363125069826,0.07896263336189187,0.08448806230865206,0.053920657995838873
Mixture51,0.19524794390985284,0.09542282209154727,0.13960453551714355,0.1545584178944052,0.05007742164102504,0.12381518512329939,0.03902537431129436,0.07581540929113317,0.058967648834104616,0.06746524138619449
Mixture52,0.3010615860979222,0.1046571766814346,0.12081146187168727,0.11200843178254222,0.05080109024678635,0.04886539664870923,0.07703311961852011,0.10449580987153359,0.04728420458130101,0.03298172259956334
Mixture53,0.4042752433958182,0.0,0.12805914958727999,0.09118384167643706,0.03777930206985663,0.06693065701860781,0.0778232478506684,0.055099410557778304,0.07439042883275863,0.06445871901079493
Mixture54,0.16610137126745844,0.05142192847956775,0.1576171354463524,0.13983219650929274,0.03354626438926451,0.0912093344643428,0.09479813588381947,0.12994831928624084,0.07102462356563057,0.06450069070803044
Mixture55,0.30445061478583174,0.1376932804359387,0.10363989681642295,0.05727632932836779,0.05263508391859269,0.08704790066063128,0.07605292922199666,0.0,0.10316622376453399,0.07803774106768414
Mixture56,0.0,0.1767885714449355,0.16095200930474127,0.13147083071790489,0.10499991632187354,0.11633930430001312,0.08664399837243167,0.0,0.13575025296092716,0.08705511657717284
Mixture57,0.28316640616979527,0.11856979376870969,0.12459617460917947,0.14086508891812363,0.0,0.08341571255004754,0.0889227591762521,0.07321452265524872,0.05542010003424407,0.0318294421183995
Mixture58,0.372769032327989,0.09323488530959956,0.10797004042680662,0.08809523684217223,0.05672717342100105,0.06903942830099391,0.03610819491200884,0.06936337213476869,0.04788505740476187,0.05880757891989829
Mixture59,0.22765937907286307,0.09676764698235954,0.15203163377641168,0.13386761770289754,0.06624055759653379,0.09889488318523876,0.04615867212793707,0.06552962452105086,0.052836354108068626,0.06001363092663916
Mixture60,0.2813467484668104,0.07865206944163405,0.11638561458979275,0.06547783775905525,0.0687275146546336,0.07634748790205374,0.05941630341959701,0.12687159991655708,0.06260420329939387,0.0641706205504723
Mixture61,0.3466513057538854,0.08351781074934629,0.11149378054270599,0.06073977286204298,0.0358697437801099,0.09326616241437719,0.05926474437854233,0.0638055033784983,0.11238128609500686,0.03300989004548477
Mixture62,0.2102166481587653,0.0,0.21406478869399334,0.06314537632594856,0.04839495957675626,0.10291573985794697,0.0551901868921453,0.09410627746925164,0.1182898008827519,0.09367622214244069
Mixture63,0.32183061818556985,0.08785032641116505,0.14471894654916562,0.0853282915494158,0.052690956098491344,0.06558745930139019,0.029110121507309652,0.08783832881935161,0.07410064180127247,0.05094430977686835
Mixture64,0.22197925019788942,0.11505076923562409,0.1322017884823703,0.11708745057116719,0.058165351947158744,0.09218257018376176,0.030480735711426222,0.12649389682799703,0.07660574783215769,0.029752439010447652
Mixture65,0.22999547932547953,0.0958360913331759,0.1271293986029694,0.08366896050962602,0.07722850517128711,0.07141183109208714,0.048089253284851946,0.19139678646580258,0.0,0.07524369421472032
Mixture66,0.0,0.10654341304284215,0.13877470132080164,0.1991065988537934,0.08315569483353759,0.0,0.06866400809426962,0.22119658000299736,0.11520049952448562,0.06735850432727265
Mixture67,0.27895772524675994,0.053551643438481025,0.07298962585134132,0.08342031150769717,0.09060738909853101,0.09643479293743075,0.055928091585561016,0.12567549115954596,0.06515553215516523,0.07727939701948654
Mixture68,0.37064092459927417,0.08899922233024994,0.13429795491997004,0.0,0.05453920063801466,0.09544611123032509,0.0780555386860529,0.09908721937541441,0.07893382822069876,0.0
Mixture69,0.0,0.11564821165883143,0.20718957318299763,0.0,0.06890604670667769,0.07785922313957319,0.13254313587060204,0.15060836478250939,0.18198276698220217,0.06526267767660644
Mixture70,0.3178807065107164,0.05478864173633006,0.07003686975753139,0.12017077705237535,0.04240342682302604,0.08765219175678905,0.08964727218699635,0.09489770723357298,0.05406926377358459,0.06845314316907775
Mixture71,0.34197704478015517,0.11546345345290858,0.0735624550831336,0.0929266713362173,0.06400214889864012,0.06422441072741668,0.07835926677845009,0.07417773328640617,0.06175200325457477,0.03355481240209745
Mixture72,0.0,0.08365363655443384,0.1838824031082303,0.1802460010059263,0.08854815464109449,0.0,0.1091477744966213,0.1997035870749026,0.08050892751348218,0.07430951560530896
Mixture73,0.3107463604504661,0.0,0.1412363378979284,0.11279624835427543,0.05866652248844755,0.08923363756185958,0.06514085124370471,0.12736263633005124,0.094817405673267,0.0
Mixture74,0.38275373359782716,0.09558279639072817,0.0,0.09045275685547112,0.06846696735088048,0.1032494046053645,0.041794347315941956,0.09505909431809767,0.07266767136346489,0.0499732282022241
Mixture75,0.40072511122090676,0.0,0.07582115555245007,0.12132993578411098,0.07925988265861439,0.051541987892066106,0.09116605855043526,0.0,0.10906209312343543,0.07109377521798109
Mixture76,0.42694921461390445,0.07839264738328348,0.0,0.07712592759400833,0.06378715958809751,0.06255894696409767,0.0555369159582238,0.14948730602629753,0.08616188187208725,0.0
Mixture77,0.0,0.11478034608212047,0.08354293000947725,0.17994968632751204,0.07187083763839848,0.053211614873576035,0.08612015951269128,0.2106503423489256,0.1118377877199477,0.08803629548735109
Mixture78,0.27361662605947923,0.07489851525540524,0.1085744721334938,0.08376976103060339,0.03647479548265343,0.09497819486378045,0.06014332177291852,0.14760907145404917,0.08205841899712539,0.03787682295049133
Mixture79,0.3488451620403489,0.06429514840362673,0.07546218973311589,0.1332109627909799,0.0,0.0853432064913176,0.09960738174017558,0.0713113621570574,0.08462647169433973,0.03729811494903835
Mixture80,0.2709478851410666,0.14651909170845878,0.09948044583218327,0.10889319134277281,0.041337603327100424,0.05532729371428516,0.044416146615737916,0.11408515330723945,0.08488439468042926,0.03410879433072636
Mixture81,0.2902617832898993,0.06350279344031505,0.18449612698541634,0.06788253592414487,0.07105145117390149,0.05122398347440912,0.05341228987452015,0.1045654268916714,0.07879586819285896,0.03480774075286341
Mixture82,0.29118746635908554,0.0,0.15217666316378486,0.0,0.06901649157806046,0.13787162861160662,0.06501762309611683,0.12869472050777647,0.1146033436393789,0.04143206304419031
Mixture83,0.45326187459993306,0.0,0.12870851508069417,0.05610994885784232,0.0762385064191358,0.04172282610804935,0.0,0.09366535609146355,0.1136645376937932,0.03662843514908852
Mixture84,0.2842180144886346,0.0,0.22909114548683007,0.11080585352628004,0.04721920196163636,0.05390777235799777,0.06356555002814908,0.08244857252441042,0.060936672722193316,0.06780721690386837
Mixture85,0.0,0.07334153525480805,0.24821600365145843,0.18912218429432376,0.08217294743872579,0.1536426729836773,0.04859620527765998,0.09097303982180285,0.0,0.11393541127754377
Mixture86,0.34265072118320977,0.09668806347269641,0.11618891482570144,0.06460589776918592,0.03982731432580808,0.06797848580448562,0.05981859154135192,0.06881061937517001,0.07640399804589934,0.06702739365649144
Mixture87,0.3263384440115872,0.05378587393702978,0.17763606324254452,0.07592016166079861,0.04968398965907913,0.06571015112409678,0.06831350092648816,0.13907788670514276,0.0,0.043533928733232995
Mixture88,0.32099039264781504,0.054675036408622237,0.09887300912756741,0.06648709656107255,0.07413104353693156,0.05091946993180282,0.0327585000464129,0.1416193920305389,0.09350898684738097,0.06603707286185562
Mixture89,0.0,0.12598553834397797,0.0,0.2146357458961262,0.06720540103524977,0.1900174631017684,0.11980232580790273,0.10129125002457123,0.08654681334618612,0.09451546244421752
Mixture90,0.26571709565407364,0.15050024217509686,0.09401676975791504,0.0,0.06554345257009225,0.1152855038732817,0.0923205247902483,0.08881516673484133,0.06598354158950398,0.06181770285494683
Mixture91,0.0,0.17259170261529946,0.10222321554882798,0.13046230821097998,0.07138405722015874,0.12944211762900007,0.0,0.151455735501272,0.11845806709771049,0.12398279617675131
Mixture92,0.4017509063673896,0.09681401382387124,0.08346650108287867,0.08958222106835506,0.03781937867060456,0.06664168399856968,0.08899413054342305,0.0,0.06633591968733867,0.06859524475756942
Mixture93,0.2616229954298193,0.1193928912375789,0.15980933829957686,0.12415770295346075,0.0,0.06316714278472864,0.09438049295837275,0.0,0.10849754606148374,0.06897189027497898
Mixture94,0.21341829072878585,0.1389068225149889,0.14440810041542407,0.059734902466137066,0.0,0.11866001238431235,0.06593210699171495,0.13447888282364548,0.08434919735998452,0.04011168431500682
Mixture95,0.32964513043722105,0.05019110496792154,0.1536197084270159,0.10864162468705016,0.05200910903780132,0.10307589751127202,0.030876292231885122,0.07056249381833232,0.06908684193574148,0.032291796945759066
Mixture96,0.18118717758796093,0.045275820463050676,0.14834010995243058,0.1180807557934726,0.06986645669847709,0.07411275619419805,0.06859171244983066,0.15487940829995897,0.08323572358412078,0.056430078976499674
Mixture97,0.4132299708162419,0.0,0.0,0.09770578718112315,0.08648166680639813,0.08279845350763812,0.07572273160028255,0.11916436620158953,0.06619643079980557,0.05870059308692106
Mixture98,0.2333410544753456,0.12740271101538744,0.09642016417876122,0.11773816127118765,0.045217293058289997,0.0983974896739172,0.061383279377163584,0.1520697598651154,0.06803008708483199,0.0
Mixture99,0.0,0.13681989403124215,0.23853532771320154,0.09817985925231407,0.12401521088342132,0.09117543441737111,0.0,0.126786216338205,0.08000564918341635,0.10448240818082852
Mixture100,0.341647337231438,0.0636293174321323,0.14955856248088972,0.11069122751849486,0.05069503797564627,0.058062993661881605,0.08653702827081756,0.0944545839005942,0.0,0.04472391152810541
