sample_id,lamp5_gabaergic_cortical_interneuron,sncg_gabaergic_cortical_interneuron,caudal_ganglionic_eminence_derived_gabaergic_cortical_interneuron,vip_gabaergic_cortical_interneuron,l5_extratelencephalic_projecting_glutamatergic_cortical_neuron,near_projecting_glutamatergic_cortical_neuron,corticothalamic_projecting_glutamatergic_cortical_neuron,l6b_glutamatergic_cortical_neuron,astrocyte_of_the_cerebral_cortex,oligodendrocyte_precursor_cell,microglial_cell,oligodendrocyte,cerebral_cortex_endothelial_cell,vascular_leptomeningeal_cell,chandelier_pvalb_gabaergic_cortical_interneuron,sst_gabaergic_cortical_interneuron,pvalb_gabaergic_cortical_interneuron
Mixture37,0.03815928985688296,0.038271365956102206,0.046212191528472765,0.12386370910700222,0.0891846981372517,0.0,0.08815145097179632,0.08317356409763427,0.09803876816910563,0.07231677610725122,0.025523951879020325,0.07229457878030654,0.0,0.005610576119295386,0.03887915074729763,0.12141134920392521,0.05890857933865557
Mixture38,0.12132377377862978,0.07905004590902787,0.0,0.13395683935589928,0.05101434740212198,0.08913098678340567,0.059827666909279036,0.07981441556657089,0.0,0.06847649886383961,0.04763086657671938,0.0,0.011484492988736454,0.010531118481973157,0.06560490933085074,0.07843925298770002,0.10371478506524609
Mixture39,0.1173176260062423,0.04557319951514972,0.0,0.07258469841079435,0.0,0.10315454112747105,0.09599042632935455,0.0791004317440167,0.05950285063463118,0.08725392281098768,0.0,0.06396571247223344,0.020100430297277053,0.008998105583939094,0.024266330910120464,0.1110752515235305,0.11111647263425198
Mixture40,0.04723123053703154,0.034889148496741934,0.044132923563209546,0.10336713287978395,0.0708411002173674,0.03974395509941649,0.04295180096458775,0.07626218856079797,0.08241610451623028,0.041860182965933516,0.053263656563632536,0.08070785265452034,0.01326566198798952,0.01053411563557839,0.04996517165797544,0.13458470617067336,0.07398306752853002
Mixture41,0.08396277204991097,0.037650048857068776,0.03907345523762165,0.08471802457193153,0.04304815685044911,0.051735760732546404,0.09993066137458259,0.07347861278313049,0.0774170201538945,0.04645591563596748,0.04269285362481055,0.05102451731472704,0.010109125717887723,0.008860921782817343,0.021059481114501215,0.12780701530115474,0.10097565689699797
Mixture42,0.08195609106961667,0.07409381933931539,0.0,0.06475985366926787,0.04414989945854446,0.0,0.07756600294838668,0.07113785347240777,0.08101633227682066,0.0842133997636618,0.048937615772398066,0.1078477056896272,0.01895869033625835,0.013662849075654706,0.0,0.077225877258663,0.1544740098693774
Mixture43,0.0439223101204027,0.031080868966844533,0.039128054558422394,0.04919209396152729,0.05862624630462,0.03895083329640357,0.12270873154757189,0.044489077112877286,0.047818040011837246,0.061133644490690316,0.04480732350455191,0.06096421754267577,0.011568098304876527,0.012838806115748025,0.05160281707424436,0.14760239987303822,0.133566437213668
Mixture44,0.07752031548665994,0.06637425078912228,0.036058463500714004,0.06550815343310552,0.0961487283716276,0.11694891160798727,0.0969500070304522,0.05428973231388376,0.10623631728035572,0.0,0.062302530555673245,0.07587858969448115,0.0,0.009847338293420065,0.03106922796809979,0.0,0.10486743367441743
Mixture45,0.06845849811721622,0.0,0.043649695309731604,0.11561473778019671,0.06951040657206227,0.09406876340250625,0.07046681528784762,0.04956896370666364,0.0,0.06422306629692626,0.03761449592613303,0.04892788013532123,0.0,0.005861147464916313,0.056661007336475576,0.11671994735787855,0.15865457530612467
Mixture46,0.06634495140558419,0.08438999007821736,0.03996723894127572,0.07853883472546065,0.0,0.0459139231702163,0.0849090905112288,0.0969619761259456,0.06790502163380155,0.09088408482285554,0.054027064216617814,0.14767380387165951,0.015761346810879557,0.013683097801879896,0.030743460094856637,0.0,0.08229611578952091
Mixture47,0.0920680503463856,0.0,0.025982074644609967,0.05914889221555644,0.06372114024176044,0.07291061358551991,0.043084053901986295,0.09537097649302374,0.09144701349872493,0.04861217176861606,0.05943634053417518,0.11211195175901423,0.006629696311908055,0.007558311247603641,0.03715713535165399,0.08469802141435732,0.1000635566851042
Mixture48,0.0,0.0,0.029391849720630237,0.15044785519736797,0.09576124034068867,0.05474613101677731,0.0465162563357394,0.06578027721674486,0.11593032246329431,0.05393676868818811,0.0,0.09072089780614595,0.00807165477386025,0.009144671636719824,0.03987189218027146,0.06774176574197335,0.1719384168815983
Mixture49,0.04415927204974499,0.045485654879923385,0.04325756317123298,0.10768283614792193,0.061510948148224685,0.0,0.10672733316226146,0.08889996582987848,0.0421417752244054,0.07242062218954616,0.0626775782936966,0.08039983438913333,0.006752135294722563,0.005548669593009977,0.03742632581396036,0.07586067211508803,0.1190488136972497
Mixture50,0.06405738164917811,0.042278772853871355,0.03386368983491092,0.07514204167902987,0.05052799341651216,0.07166714786540428,0.07319920328938133,0.06437106728074041,0.06529710822240306,0.0705399117974983,0.05450259420366884,0.09615992291865695,0.017635136084232537,0.01034022535359505,0.03204528111765078,0.08069067516870575,0.09768184726456025
Mixture51,0.04907513042524014,0.030940043254329426,0.02576165978929242,0.13654216605054242,0.07979730476702716,0.08766822345868595,0.07773232181233988,0.03769923861693859,0.0,0.04203349835213642,0.050932688477475625,0.11226373121527862,0.019351974713653988,0.013535056861796155,0.02687983965709177,0.13226898168072634,0.07751814086744507
Mixture52,0.06340703904767862,0.05886685580474851,0.0256868778824589,0.08751852928790699,0.046263077297270076,0.05117937323494576,0.09762945359830298,0.03304919272709803,0.08985326811304681,0.05056386508537748,0.0,0.08586103795102937,0.010365435122638073,0.0050570538828075004,0.020640733992915345,0.15324253509691277,0.12081567187486275
Mixture53,0.059228435451052885,0.06376920113384454,0.039841902869786346,0.05691869748829225,0.06386926447413199,0.040442415428366164,0.11742183622561703,0.06675922828884329,0.0933029311289444,0.0,0.05947769439589593,0.060020299225483346,0.0068318239665862,0.0,0.04947009560104531,0.14586753139386568,0.07677864292824464
Mixture54,0.054465880330796176,0.0622408613834014,0.03639827807636558,0.05848613234384822,0.0400396836021563,0.09845751472416368,0.050106809979513355,0.06435413303255202,0.04105084678665547,0.038949093600089794,0.038379835661433284,0.10808344004420142,0.016914480687588496,0.011713876188418187,0.046413133011089285,0.08284712230767603,0.15109887824005136
Mixture55,0.07529182833754237,0.042327383750218536,0.04954435181275439,0.12194396690424214,0.03789182949933361,0.07450088587674313,0.10570714568438075,0.09525858995390524,0.11276493185454421,0.05089377297461067,0.06972776714238695,0.04477368918867291,0.009340313790851436,0.010029966637314371,0.0,0.10000357659249928,0.0
Mixture56,0.0,0.047952058338667294,0.029033727873079496,0.07344141781390734,0.0817373883996148,0.07432763886428874,0.11882702628278201,0.1006923653521077,0.07196209562193429,0.06123001817219499,0.0,0.0,0.010595575645335545,0.01409969078170367,0.03177442294239964,0.20671528268085956,0.077611291231125
Mixture57,0.05904147244088315,0.024800714383098964,0.020720462660920955,0.06717656009063648,0.07926803379756747,0.11154730592679907,0.10511509665256759,0.07682444544212662,0.1121435087594312,0.0,0.03789699097947298,0.04565301700390136,0.015229721907775825,0.0,0.05805041598921837,0.12116033109815103,0.06537192286744896
Mixture58,0.05445036994594852,0.032692433543142704,0.0385202248634933,0.07777414249307509,0.06001791292351176,0.04547132708821213,0.11115553879349417,0.052734599447687575,0.09970183171592133,0.049662150241966393,0.07075837273927614,0.07446153265586908,0.0,0.011155435898312633,0.031834352000726186,0.12492789513460749,0.06468188051475554
Mixture59,0.07049294981842706,0.05360890242694341,0.03989785777070496,0.11619228023350928,0.06909785853094562,0.058967043485660474,0.08282018966882389,0.0,0.0409022854837991,0.03037270632219247,0.055103303318391465,0.06242367067091801,0.00857249473111685,0.008333337012110526,0.04070520334031337,0.12298664780132923,0.1395232693848143
Mixture60,0.08558361180296689,0.043390920994705234,0.030560611429441165,0.09963333304164089,0.06324182314108413,0.059387896447267004,0.07607060636374618,0.033664330870510316,0.08860818475120133,0.05654674122911492,0.06924999998058831,0.0,0.011782000924919251,0.006955247191849528,0.054132798885077806,0.1014480714163377,0.11974382152954934
Mixture61,0.04203303079103782,0.06114978405007191,0.04621724024848275,0.0690376182751194,0.08666507873940836,0.08192343211913841,0.043612232182525676,0.06680214968516995,0.0755675321459655,0.02872369439383797,0.05544585368154794,0.06363023334211226,0.006288783671247392,0.009982775346314076,0.01901466263344789,0.13569436940323407,0.10821152929133866
Mixture62,0.07855679003120558,0.03863251446273356,0.03981912212176908,0.08821261133939795,0.08180946869372677,0.05404507822987251,0.07215872233630262,0.08069944007056394,0.08869042373982611,0.043656583422817065,0.023536257915750418,0.07249178202747038,0.016570007886075058,0.004466502884348876,0.02594744441857859,0.12585497667165277,0.06485227374790878
Mixture63,0.08230971724038263,0.05040108915799332,0.0428148989628772,0.09254234747967675,0.0634383006078597,0.0856645083701485,0.06715654677346675,0.05078281582013486,0.09097680007195257,0.05539545672071988,0.04991827755247938,0.0,0.011325264023069185,0.00874188557989665,0.03191355385037029,0.12588890746792547,0.09072963032104689
Mixture64,0.09007395534524172,0.06422006217211822,0.03149265112119837,0.05062808094323298,0.04540564914938333,0.06465197462177234,0.07114342630848224,0.08850381778364595,0.0897535544690933,0.046688926223513706,0.03631712608601253,0.056299142611135125,0.008354287485572086,0.004331188662072182,0.041463016349819394,0.150948402687277,0.05972473798042946
Mixture65,0.08274099168820535,0.052538027414736434,0.039398738854031654,0.05545891359059352,0.09047325837482259,0.03956096186427135,0.07894602779569884,0.07996362475326811,0.03689990559127891,0.057455670935121855,0.0,0.061574426293875696,0.0,0.011913403816029827,0.04507130107191249,0.17330498661173102,0.0946997613444223
Mixture66,0.0756664714924208,0.058990120582571595,0.05364447941102874,0.136691788704987,0.0,0.053701642251633,0.09269590677425242,0.06104589169673606,0.0,0.07050424410568999,0.04134523430022945,0.0,0.011946721744577775,0.017003922572362554,0.03891773842027725,0.12169999196622815,0.1661458459770052
Mixture67,0.0755912525432773,0.043337183418033075,0.03546155923537814,0.10823075816811858,0.06142704282623352,0.0,0.1119268124955064,0.03521866642144605,0.0956770176890644,0.04208826068536078,0.048178616552309005,0.06589777665412794,0.006585228001321175,0.0062411256832352,0.02619815857769541,0.12477235824726542,0.11316818280162762
Mixture68,0.07353399212801993,0.045111812656759585,0.02473232050633479,0.048511063181272886,0.046649125195992416,0.09427281555805374,0.059229021550843246,0.06107410689067249,0.0713191032033453,0.05287192736194524,0.037757258953933726,0.04118006631742425,0.01591445569984397,0.011322648628595396,0.050374518944043885,0.14360405079847113,0.12254171242444806
Mixture69,0.07630766897699706,0.03813186139306913,0.02743538322785906,0.08997474554055744,0.07884006945577605,0.042283500219752655,0.09413232103728397,0.042145914108915605,0.06013605883897527,0.06669226893941076,0.05470228958336902,0.0918088554844039,0.009186487305081502,0.012400631180630317,0.04337863099824646,0.10047286623835096,0.07197044747132086
Mixture70,0.0704013470001508,0.038696895775745546,0.0,0.05932201221568495,0.030831940351252456,0.08113873407734051,0.07368722413416444,0.04146889006211889,0.07589993280170083,0.07208308476544459,0.02577386124424195,0.0987354359732386,0.012058740225328116,0.009446693217293663,0.044938457297866795,0.15606228419949023,0.10945446665893765
Mixture71,0.053998722490460976,0.04228556278724141,0.045755638806763504,0.1205471325140299,0.09192323711483813,0.09470467783485316,0.07780116148210355,0.05401454538205466,0.06774988036637582,0.04442258870349648,0.02692039482775305,0.08918792073358646,0.006906253397311649,0.006299880935459289,0.028991115934599732,0.14849128668907227,0.0
Mixture72,0.10538539290829999,0.0,0.043458824664082206,0.125651939994879,0.09028263722121584,0.04691843570187036,0.0736774180764458,0.0,0.03763135497687225,0.035956277738159154,0.05258812975320516,0.067715462061059,0.0074966525088203916,0.006051780728530981,0.0,0.1661027766526192,0.14108291701394063
Mixture73,0.11747098334138692,0.0,0.052991500349788154,0.08068137364555132,0.04999304436223246,0.04519835287013698,0.11404634674445954,0.0437371641993499,0.06294429032909107,0.05580251033487947,0.07359879265318434,0.11796383977552855,0.0,0.010876274248848225,0.037686050584469145,0.0,0.13700947656109388
Mixture74,0.07720551853337394,0.05919345447602087,0.0,0.11382590683530448,0.07706488416988465,0.08166881725268277,0.062330071760357895,0.039635485447276714,0.0859935770269302,0.0,0.042541500676162136,0.11645815544152179,0.013388791541867883,0.0073203241055732025,0.02272695480091559,0.10986019478179469,0.09078636315033313
Mixture75,0.07476374515695183,0.030805098903067863,0.03037533167401953,0.12291744589723627,0.03501824707008532,0.07619674075496174,0.10529783843175917,0.07789621166617679,0.05711871607630571,0.04146936460606201,0.03132596746495567,0.10061792731548773,0.008686296037514507,0.01046852527288288,0.026641468163338983,0.06796860815453537,0.10243246735465861
Mixture76,0.09678424674731141,0.03225995479892393,0.0,0.15592086355616114,0.07360134628240625,0.07173025977587026,0.04833039567540257,0.04904795242521534,0.1003100179472655,0.08932032606271487,0.0390444304728009,0.12425127109679814,0.015368797410572699,0.009746160015424138,0.0,0.09428397773313289,0.0
Mixture77,0.0,0.054740915446145594,0.041285211574984736,0.12105064347666979,0.03502844370804974,0.07270807922421096,0.11463869140166878,0.06467285524899506,0.10270535541714478,0.0,0.04037460298266745,0.08399837346969612,0.006699992435275348,0.006288042301262679,0.028259120485018697,0.11707002092482832,0.11047965190338192
Mixture78,0.07417819785759137,0.07403847816058126,0.02159272686232537,0.08249338435800613,0.05882187353372439,0.11009806003565409,0.05277308175565497,0.0715921063849018,0.04559314494767561,0.09002315406851377,0.043857005552745354,0.08443402804779712,0.012321555560668846,0.006102265320303623,0.03386785440004582,0.0,0.13821308315381048
Mixture79,0.11506106258176417,0.07022641360036339,0.035167797741885456,0.0,0.0845524246835527,0.0955845317023691,0.0747618571611484,0.07986237502029518,0.08741977319063704,0.04795915926323914,0.08001895016657667,0.0,0.020983848801544327,0.005905730137512027,0.03771970103833596,0.08301749282678225,0.08175888208399416
Mixture80,0.05955333457901377,0.027518928775861064,0.051389726737352516,0.09658132856100389,0.0847337885450393,0.045058795683576576,0.07858953171373927,0.05959795098731994,0.060161746043553906,0.057820537945755306,0.051050502434931824,0.05215354894786464,0.012907067181791299,0.0,0.05436637285524007,0.10266006222409199,0.10585677678386463
Mixture81,0.08697381835697879,0.028232440033869887,0.019472081338284368,0.09921095013878016,0.044357094500243534,0.0865141928290767,0.042701879613216066,0.037741198899623844,0.05526750822330062,0.06687207192816197,0.050614341169948215,0.07026744145083422,0.00652383092042124,0.009428843978185143,0.045758862625260834,0.15905329352384595,0.09101015046996845
Mixture82,0.06458902460171981,0.02986330154423479,0.02892183418023955,0.07549046018659963,0.07692194363840765,0.08469105540151885,0.10294312213092245,0.07259266745057724,0.04324939645128304,0.07202744488021681,0.03060139560915879,0.09283294607140037,0.013668896722580634,0.00790306631634978,0.031040736180136582,0.11423228509431974,0.058430423540334224
Mixture83,0.10526675038906484,0.0521259804843992,0.0,0.09401356610617344,0.0,0.1097114424438532,0.051046472141983004,0.07759077044328536,0.08585025351414363,0.0,0.06968714134064266,0.09020002023028999,0.015423599196913728,0.013941521453196994,0.05794762311044063,0.09889303117761616,0.07830182796799712
Mixture84,0.10635847439790112,0.0,0.04609376411808199,0.08140895389896075,0.08676173632082933,0.0913848188133139,0.0921116122674051,0.04433134613179398,0.058331549251588795,0.060770151115118916,0.05539920686349054,0.09155893447946076,0.013851546281070751,0.00489011671410285,0.03157535041077347,0.13517243893610784,0.0
Mixture85,0.05274544292932938,0.04857297231833712,0.02521710537323836,0.14143328474616695,0.0898141353252655,0.05781595463804299,0.0,0.07701236337017475,0.09608028491046533,0.03005294169720501,0.03992849028797638,0.11088134095195656,0.0,0.010442802179562168,0.0,0.09022208911578339,0.12978079215649616
Mixture86,0.10453260329647597,0.033377883238281475,0.04445417704740072,0.06701569054129017,0.04308507389892892,0.05396289377671516,0.08251112132690906,0.03968264874939449,0.04223088080161808,0.05583293796029751,0.04558252486579222,0.08550406158982378,0.008771910237815405,0.0,0.05117097235247331,0.16921779719667512,0.07306682312010863
Mixture87,0.060880707719405375,0.0498741767270308,0.03248690839592872,0.0,0.09864269661925483,0.10723056924589303,0.08725288500193987,0.07742706903398283,0.0778930633893977,0.06717715198737546,0.052476224434838445,0.10213155352389512,0.01790821202951648,0.007495015851197348,0.04218834010640001,0.118935425933944,0.0
Mixture88,0.06545937614465239,0.046568749269499415,0.04302044939538241,0.11426200089739662,0.07120808957059552,0.08070127031783485,0.06943930766358582,0.057822409663027305,0.0466825775252152,0.07469666126234648,0.06538991166487375,0.06366441122736312,0.016762772504327228,0.010306627130272392,0.046005786668635265,0.0,0.12800959909499224
