sample_id,B_cell,plasma_cell,effector_CD4_positive_alpha_beta_T_cell,macrophage,regulatory_T_cell,intermediate_monocyte,neutrophil,CD1c_positive_myeloid_dendritic_cell,mast_cell
Mixture29,0.2975555424430175,0.1673070974326875,0.3000300157579224,0.0832315012986637,0.06841016540989271,0.0,0.04056048072449278,0.023408331682768242,0.019496865250555176
Mixture30,0.3312524584259859,0.14507075241269626,0.18532626786836387,0.07841337694365687,0.12298973679967937,0.05272314820109537,0.04089971585121118,0.01662916775141069,0.026695375745900512
Mixture31,0.4179071688816494,0.25923150903206194,0.1538881717003501,0.0,0.06574958981985098,0.03685323274473806,0.036338258620782334,0.013330577448414113,0.01670149175215299
Mixture32,0.3559756346448744,0.0,0.3058215763796983,0.09534219867595815,0.11921421246544851,0.04797508850008844,0.025222887459557728,0.02484534689544133,0.025603054978933233
Mixture33,0.35501190891874407,0.2012125572638021,0.1452653271000343,0.08459885116030816,0.11565915577079532,0.033923921466336486,0.03630588637272795,0.012580080503249188,0.015442311444002441
Mixture34,0.37740981491073095,0.11409157900268432,0.24860457391441254,0.1487173935681123,0.0,0.050712333822250925,0.04077047072708505,0.009307288074403185,0.01038654598032072
Mixture35,0.24346151455323953,0.21546860136505197,0.18699558134925642,0.1186887396869807,0.1126722713566754,0.05114980801343331,0.03416922809428278,0.019942706368696137,0.017451549212383684
Mixture36,0.35547498129509236,0.22671627826077242,0.17702739092411737,0.08118205290434818,0.09395874453020746,0.0,0.026761584686791164,0.014176390134627534,0.024702577264043468
Mixture37,0.31997840051250437,0.17112929807201882,0.26178716607787755,0.0957842426808144,0.04650749154336721,0.035059608779191814,0.033678990515848516,0.02054540411214745,0.01552939770622992
Mixture38,0.18691293456370414,0.15935402278653932,0.3556323648044615,0.11950485520648169,0.0987595117881621,0.04501156320837145,0.0,0.022890633376285347,0.011934114265994441
Mixture39,0.3427571083819725,0.1297016742716683,0.16859667080007096,0.1472718132737618,0.13827004478205346,0.0,0.04283257343305992,0.015590493216118509,0.014979621841294557
Mixture40,0.17450189261266694,0.23141004292356065,0.31321849821717945,0.1278651135330422,0.06424597306115043,0.028604478837625978,0.01797177762943562,0.02584853523657837,0.016333687948760427
Mixture41,0.18177986353781453,0.20803074373177363,0.2996978066824148,0.15968938760029555,0.06990961161870207,0.027897875434300695,0.01795822310751275,0.023751071638489548,0.01128541664869636
Mixture42,0.33664305278320256,0.27275980219524637,0.0,0.09628865675070906,0.12632224465371736,0.05714430872628359,0.053434498338528244,0.025595548411405634,0.03181188814090713
Mixture43,0.20377594410700653,0.24389008335927678,0.19542538027726067,0.10674125769656659,0.11225869953839307,0.04630337364626568,0.029602738018267627,0.02650403986635226,0.03549848349061072
Mixture44,0.2515255282214763,0.0,0.42283478084729986,0.09587585722923697,0.10808685695140093,0.06133547430025028,0.028015607285999083,0.012858156884673868,0.019467738279662777
Mixture45,0.23023107008403237,0.184219778851282,0.2749148971368984,0.1206247396661361,0.08052863054614827,0.039681393246859736,0.03611091085932649,0.0,0.033688579609316656
Mixture46,0.17338861252477447,0.1745394963475905,0.28036266504504626,0.1419826881314583,0.11732782375392052,0.03620888635362901,0.03691778781925266,0.026917327449731826,0.012354712574596359
Mixture47,0.35242507442784954,0.11076881416238658,0.23818001192148328,0.07698270354147453,0.13404043413638853,0.0,0.03962845971934532,0.019264639554439817,0.028709862536632498
Mixture48,0.2594837931049211,0.16052372360901496,0.2965485165739451,0.12086592771016733,0.10740685297351014,0.0,0.02224702443323332,0.01672724462377315,0.01619691697143492
Mixture49,0.4100487082119433,0.09832640522106041,0.18172260029598292,0.09003433531198993,0.0985364214099987,0.06859755084230382,0.0,0.03121275041105584,0.02152122829566511
Mixture50,0.3694721610623393,0.09478515840731433,0.16845368628833077,0.13017668359463316,0.1222395287614104,0.03578303139417346,0.041916826690323206,0.015762468405776973,0.02141045539569837
Mixture51,0.3396241084844919,0.13203557922964393,0.2729935814376084,0.07536476282475273,0.11725359365957878,0.03723276139918246,0.0,0.01480065276938789,0.010694960195353913
Mixture52,0.0,0.24573533742694784,0.3721930806008804,0.10869720270279495,0.14824935052823018,0.06829833516703337,0.022562638394081735,0.011905131895354228,0.022358923284677295
Mixture53,0.2663645980489255,0.17423269949671427,0.2395462471065437,0.06862064757556878,0.10939127357717147,0.06218293367389062,0.04212505689308995,0.019120844747114597,0.018415698880981195
Mixture54,0.20035406887892168,0.20051128834013685,0.18731255798297566,0.19386122995375749,0.0607566526026951,0.061416378587440056,0.05508999746664557,0.028061660311299124,0.012636165876128466
Mixture55,0.29424692506418,0.23294993978697345,0.20388610694763712,0.06308496168283649,0.07499897664591926,0.0558271557380417,0.03528451174566166,0.015360150964406969,0.024361271424343387
Mixture56,0.0,0.22089228595506324,0.3605087147598999,0.13390137207453545,0.13834833117592263,0.06106559160813039,0.024975555876352768,0.02817125447625786,0.03213689407383773
Mixture57,0.36965649673165346,0.17331197654398495,0.14842445798559256,0.09308033377926904,0.11376919494131059,0.05855590725939521,0.017478379875022394,0.016341605645118343,0.009381647238653422
Mixture58,0.3148903781768907,0.12766234005416532,0.28437233938306256,0.07044642669986624,0.11601673966469792,0.051549695173591044,0.0,0.016903511441309308,0.018158569406416893
Mixture59,0.2892281793614344,0.24940716337163693,0.21163941577896064,0.0,0.09048088363270249,0.07450146260184162,0.032967564815484754,0.031547750166211926,0.0202275802717272
Mixture60,0.0,0.160158874764798,0.3844837287481803,0.15931182339687103,0.1580272818224084,0.06272739428290144,0.027363358929293577,0.027241366177061018,0.020686171878486093
Mixture61,0.33694969363893645,0.1918260565856761,0.20346840255300008,0.09153083039441731,0.05194140707148111,0.0673444165272927,0.026801695878681527,0.016618088555246397,0.013519408795268337
Mixture62,0.3752177444340906,0.08758168898620479,0.2533401578462287,0.0774093965465706,0.058217714274998916,0.07079971670836513,0.04414769010169505,0.012555817704604812,0.020730073397241394
Mixture63,0.17115534841602517,0.2060906104199089,0.2664802141697527,0.17125477343252035,0.11286432508489991,0.0,0.03543203991735881,0.025426739893578215,0.011295948665956014
Mixture64,0.2317552000219313,0.20446547016318653,0.29057862410838736,0.05453261831169223,0.0895295512614,0.06490336383062377,0.01794106500337618,0.02321958673838273,0.023074520561019815
Mixture65,0.19833532816206115,0.13082929581359884,0.3785580822398489,0.0822244052975184,0.09818459389390322,0.045185877162121406,0.019906820548742914,0.02387212987236758,0.022903467009837503
Mixture66,0.26929843924446834,0.26620593354376676,0.22375759165283632,0.09141836249391593,0.07296798173389647,0.0,0.027139609355110686,0.028890361727371708,0.020321720248633792
Mixture67,0.27008682907653736,0.24959917686299335,0.14730922454377107,0.12517407043410914,0.11637667348795985,0.04855335747824306,0.02683571655490489,0.01606495156148123,0.0
Mixture68,0.27070220724881155,0.1788854162278799,0.24115575187987606,0.09214197958184529,0.1033410152854421,0.05430307447482835,0.024991049181283757,0.019530597543827334,0.014948908576205613
Mixture69,0.21482180881991314,0.1043154006555671,0.3219048608259751,0.10318606573122018,0.13305425756448583,0.054461532234771105,0.04042498414653918,0.013806948524789099,0.014024141496739296
Mixture70,0.4619179452739453,0.0,0.20779379582574323,0.07528399694987652,0.12336190165389639,0.0420416222517537,0.04666337061450524,0.018933126906345125,0.02400424052393447
Mixture71,0.40254374331780735,0.10282377157684598,0.19486396175403667,0.14203591535740495,0.0,0.07230665254209921,0.039380488208029904,0.025023283123476757,0.0210221841202992
Mixture72,0.3600241409995815,0.09495999939001769,0.24272072156645866,0.13320555195278092,0.0846575225435258,0.03428906494565809,0.0339773163367909,0.016165682265186446,0.0
Mixture73,0.3250889526247549,0.0,0.3007517704236974,0.13447650207987888,0.10935045200378815,0.05125871849203523,0.0327131736284939,0.02212495399294925,0.024235476754402224
Mixture74,0.1873906090892754,0.20217495620204234,0.3079853958805382,0.08481268291076821,0.06956680458043706,0.07199678741729938,0.04950435615557991,0.010976790861058643,0.015591616903000899
Mixture75,0.36403824607283997,0.10173539655563603,0.14338801249600588,0.12846369762625842,0.11747484853068792,0.06289960705330518,0.03815021393895382,0.01900120575762533,0.02484877196868742
Mixture76,0.2836550616306851,0.1965686420595113,0.22179254161261858,0.12671414268319023,0.07936176404387725,0.05789140091751241,0.020939993463092135,0.0,0.013076453589513027
Mixture77,0.3663794794850112,0.14888217339415732,0.1260072920895269,0.15195922657023303,0.09607782496321023,0.050324940413064616,0.01592700040288932,0.017169335488898454,0.027272727193008828
Mixture78,0.21098756023236095,0.15341055649637966,0.26414487372514706,0.1645517469057664,0.13018081760982975,0.0,0.03167884370102515,0.014867889027035614,0.030177712302455362
Mixture79,0.3446283555570382,0.17911885932332028,0.16158243087511712,0.1499732693423788,0.04820670312755162,0.054907925869134275,0.02113997107987067,0.02743613215064627,0.013006352674942668
Mixture80,0.34034823156323113,0.12687426559063805,0.18268343462493716,0.11215148549040194,0.10398815242020619,0.07670411688920438,0.0283912817544337,0.028859031666947407,0.0
Mixture81,0.38536130955052667,0.17224821674838448,0.17962346409631583,0.07777564251475211,0.07678866511987441,0.05677699152832176,0.02406973310519893,0.013184962793639227,0.014171014542986658
Mixture82,0.30397138794478407,0.13626050795459924,0.30483469147795145,0.056691106513466934,0.07279860063455611,0.07801319700859878,0.020431566028112635,0.012368401524306957,0.014630540913623844
Mixture83,0.3868776021312848,0.17838396796383477,0.22361310931034112,0.054578281636229145,0.09593646601716874,0.023631442768974085,0.0,0.013275398330004098,0.023703731842163275
Mixture84,0.21590885477727442,0.1564768902436211,0.34371737999245383,0.15569714426624298,0.05192719515145481,0.027174550004946552,0.027204223986651836,0.010748877096363737,0.011144884480990744
Mixture85,0.2714873550484398,0.08580029685099384,0.3376598152055826,0.14403965720767067,0.05040685406484485,0.0681377820104632,0.015590479129119029,0.0,0.02687776048288592
Mixture86,0.22543803905152315,0.1413365680996014,0.3205226690657689,0.12166803444690025,0.0731123221347326,0.06423626501083844,0.03186349356030274,0.0,0.021822608630332637
Mixture87,0.3088580815220277,0.08910739318527192,0.3422058697616476,0.08188482846093169,0.06932536005671389,0.04126818034506746,0.031036330096946445,0.02185712266534921,0.014456833906044188
Mixture88,0.20041702078595242,0.1417865332242568,0.33441448352810266,0.08409977232919348,0.09534900368780323,0.06823791273304133,0.04925350889548858,0.0,0.02644176481616157
Mixture89,0.0,0.17234407781138716,0.41751232404148414,0.1504295288277642,0.07743013340832691,0.09853863200309973,0.054209790423923224,0.01570498332458967,0.013830530159425007
Mixture90,0.2467311263865751,0.22420256625084867,0.18407433480025553,0.12110010906161651,0.09294725858364934,0.04012348384817868,0.04818006832098621,0.015266565512755105,0.027374487235134835
Mixture91,0.0,0.2593789670776474,0.36012703880552893,0.12764409006455338,0.09035376071999157,0.06107098979897313,0.04023737998625854,0.02361512314653533,0.03757265040051179
Mixture92,0.30236459603602456,0.12286458448176922,0.18085884575578257,0.1638021304025982,0.09152884507297376,0.055767062574182735,0.03778003038729701,0.01442185286369174,0.030612052425680224
Mixture93,0.27386983451483676,0.21877693460161693,0.21427898182510696,0.16723393859151095,0.0,0.030296279036618332,0.045406051689836274,0.024652620853586275,0.025485358886887497
Mixture94,0.22230507874511685,0.14604524613044537,0.3760799171746927,0.10094790082904717,0.05879734810544642,0.028150866088968295,0.03044864652209174,0.010534536006963864,0.02669046039722759
Mixture95,0.23948433496386856,0.21767654807948217,0.1826720824745387,0.11889955075604122,0.13798974819937906,0.053029701730174635,0.0,0.024051045219116888,0.026196988577398734
Mixture96,0.20552729155380545,0.0,0.3708576223711965,0.15171418894227928,0.11566282704065343,0.06485815102797614,0.0536362357260234,0.013109537862650364,0.024634145475415363
Mixture97,0.24378134992518447,0.21906204474975766,0.23998709274217014,0.07498504020715036,0.0918793607875827,0.05276378062045126,0.0344349356618762,0.02338251631666072,0.01972387898916653
Mixture98,0.24088104701947596,0.21579905987770107,0.20260255808844532,0.13851101493974155,0.08821111560530596,0.03898497604994521,0.04488058823208929,0.016307147836511035,0.013822492350784582
Mixture99,0.30137778657736003,0.13333588936974217,0.2703095107044935,0.10476903082175236,0.10178948816006513,0.03368317318905675,0.033596555004237756,0.010342587297091416,0.010795978876200965
Mixture100,0.32230300572434906,0.10507474820282953,0.2871859449096333,0.11900223209617161,0.07050772602659465,0.04185029501030832,0.022125490075611105,0.017057755301318898,0.014892802653183525
