sample_id,endothelial_cell,pancreatic_acinar_cell,pancreatic_stellate_cell,B_cell,pancreatic_ductal_cell,myeloid_cell,T_cell
Mixture49,0.20792868884403146,0.3953639364051958,0.060215701459060966,0.0523459388946481,0.2399117625308868,0.04423397186617691,0.0
Mixture50,0.1370640325189089,0.5348348266050585,0.038646474216349695,0.031850030499995845,0.17149505805701046,0.05794927309143619,0.028160305011240404
Mixture51,0.17194946210051995,0.0,0.051964511520057995,0.041924649620123156,0.5850260771587794,0.1015934969617162,0.04754180263880326
Mixture52,0.2266529757307839,0.37135777064667536,0.03233736912356468,0.0810398993339798,0.25513851951059485,0.03347346565440128,0.0
Mixture53,0.06485367793594592,0.5056766439651429,0.05036389787925209,0.01888459662959683,0.2795268110103092,0.037053186965737596,0.043641185614015476
Mixture54,0.10412774828849193,0.6052650241435753,0.03802264094588813,0.020316639164397153,0.16248164515529587,0.02483244806842333,0.044953854233928246
Mixture55,0.06825305824430881,0.48385002721114234,0.06188335801258372,0.02510562597953506,0.2941333843581759,0.03610275164386138,0.030671794550392744
Mixture56,0.0,0.5821173748284174,0.04536712895596186,0.04955051736421999,0.24679640542010817,0.04441046365486851,0.031758109776424126
Mixture57,0.09914810956229621,0.5354288437082464,0.050621906054851964,0.027465931397422795,0.23549326053211886,0.031704075385505445,0.02013787335955826
Mixture58,0.12261489049875353,0.46301189206151816,0.0,0.033673645072342294,0.3327141506657117,0.03040403827152234,0.01758138343015203
Mixture59,0.09426334951975877,0.4864627399865151,0.04758153986362239,0.0,0.2937372663846459,0.038074594128482485,0.039880510116975215
Mixture60,0.0,0.6490308588005081,0.03891950040465955,0.05974148186744777,0.1711285333051909,0.0519488735130122,0.029230752109181374
Mixture61,0.11341318536480553,0.3527253144208405,0.06050727184656102,0.03653096946331295,0.349963561113015,0.05383337940817961,0.03302631838328541
Mixture62,0.13900394853197703,0.4097038093109159,0.04668336615291237,0.02298895414464125,0.27502317125885284,0.058370599609523795,0.048226150991176824
Mixture63,0.18909557694760842,0.44680861871981775,0.06740822971589332,0.029066890820144724,0.23019919813875178,0.03742148565778402,0.0
Mixture64,0.0641502344259357,0.5151322304231893,0.045713108333328444,0.04035835232328414,0.2511275630621949,0.03681291667455051,0.04670559475751696
Mixture65,0.11439347385044105,0.36825048100966135,0.04763115270569831,0.033302352807863214,0.32228245129183647,0.08080370214687646,0.03333638618762315
Mixture66,0.10370149460520453,0.4048501737601786,0.0,0.0717200699548162,0.3195784265637625,0.04042262046188484,0.0597272146541533
Mixture67,0.17505910381353573,0.3740666248112889,0.05788731697792138,0.03205494535917274,0.3122418294554381,0.0,0.048690179582643094
Mixture68,0.11640127707231929,0.5550797136259619,0.037492746013315634,0.03362891456264101,0.2130248691075969,0.024513482287613037,0.01985899733055223
Mixture69,0.07029155582194216,0.46407451074144945,0.06933189954023057,0.06814847065381974,0.2621099199715812,0.03424283319062862,0.03180081008034828
Mixture70,0.14519767300638473,0.5036098713099696,0.05898119725065526,0.0,0.23061001162826514,0.028343424606511708,0.033257822198213625
Mixture71,0.16654281985217523,0.6726788528236162,0.031544940197001034,0.043805843175934354,0.0,0.030354776418375504,0.05507276753289769
Mixture72,0.07266955982331803,0.47264372095037616,0.0453441403053237,0.05398242560273187,0.3128470082054506,0.0,0.04251314511279963
Mixture73,0.20875652707734685,0.0,0.07585843402260241,0.0842223312987087,0.5304570511015768,0.06487998946459571,0.03582566703516953
Mixture74,0.08491401518290626,0.5473242992678353,0.05776471480096123,0.032061769705765304,0.1704422154061034,0.06524960618803188,0.04224337944839662
Mixture75,0.06965572200237426,0.48415857748683805,0.04126684562147513,0.04257499415773666,0.3125372784360596,0.01970128984497697,0.030105292450539275
Mixture76,0.13549396686652665,0.47126492964059347,0.0595771915281828,0.04433701277438755,0.23204241959833757,0.05728447959197195,0.0
Mixture77,0.18145994709815627,0.26844671410432913,0.046652626489777395,0.03125878690226819,0.3595793891885862,0.07327048268133987,0.039332053535542984
Mixture78,0.0,0.45355278586404746,0.05650704370393527,0.0422226702787856,0.3627660613304738,0.02882785868068303,0.056123580142074865
Mixture79,0.1295140743580053,0.30810735757424446,0.02678498657032772,0.02873481602216296,0.4577003311951694,0.02993611420877672,0.019222320071313442
Mixture80,0.111843889926924,0.6422851668610843,0.07376910360756377,0.07562274267920131,0.0,0.05402804881115318,0.042451048114073554
Mixture81,0.0835076692801225,0.397267396490521,0.05224113752361209,0.04576524093296877,0.33985904306785425,0.055039228818382004,0.02632028388653932
Mixture82,0.14358900732541066,0.5231240991694248,0.03575252116174075,0.05612260671376874,0.17306310090451146,0.0408087090581024,0.02753995566704115
Mixture83,0.0600714417552265,0.49766081648517424,0.0,0.04581037303937758,0.33722957453987906,0.044351407146461096,0.014876387033881427
Mixture84,0.14493438924112678,0.5492421017454338,0.02327013828207639,0.04237731525678431,0.17494094220249715,0.049333597193421154,0.015901516078660492
Mixture85,0.1250749155220346,0.4808239218572969,0.055367495474406586,0.11971587691049412,0.0,0.12016093463234298,0.09885685560342494
Mixture86,0.15073211371607245,0.5257400124772253,0.03556046774621463,0.03117855307252083,0.22232991244733669,0.0,0.034458940540630034
Mixture87,0.0978916787087396,0.3391515942766789,0.05818080169163905,0.05901496136085343,0.37363211886748976,0.034531150039030296,0.037597695055568994
Mixture88,0.10313948346638525,0.4902168395772762,0.03827031455025296,0.0,0.2937736054242554,0.05386417176565706,0.020735585216173084
Mixture89,0.0,0.38101162900505564,0.0421413966199431,0.06339388455755306,0.3494364102761051,0.09348307300555347,0.07053360653578966
Mixture90,0.13361646255504075,0.3914162364146196,0.019167301202851806,0.044891265668805094,0.3346241217252638,0.043391348586905354,0.03289326384651369
Mixture91,0.18709428975821696,0.0,0.09274947033617588,0.04085968966958,0.4895379700804862,0.11763473085085147,0.07212384930468951
Mixture92,0.1467943624028399,0.3080487462016573,0.039944034798706715,0.042386258776479155,0.40328962040086447,0.03658892181296942,0.022948055606483032
Mixture93,0.0,0.6192248911325512,0.05076819712240384,0.022749598070405542,0.20955025946128658,0.05487932229619333,0.04282773191715943
Mixture94,0.08088127596992427,0.371392430722131,0.07251958455714162,0.05818619231002019,0.3252705955710718,0.053256321644205525,0.038493599225505507
Mixture95,0.3012142051000589,0.0,0.07171472651372038,0.09920559359346251,0.3914759379556081,0.08472623900215835,0.05166329783499176
Mixture96,0.1504272892188515,0.0,0.11402273917906945,0.10078011929296199,0.4092802210012944,0.10682226289227505,0.11866736841554766
Mixture97,0.07646640387002385,0.49488193574355227,0.03654866164927173,0.027200959227663673,0.2981879261262304,0.036053699564805974,0.030660413818452137
Mixture98,0.0891402509657377,0.4630646861694851,0.0447723971059908,0.029211199496504185,0.3268232860226239,0.025369610844476687,0.02161856939518153
Mixture99,0.11568515115346246,0.5270106317603814,0.04669496657664743,0.039374142001481885,0.19498923216474467,0.04682995630631641,0.0294159200369656
Mixture100,0.08511405832214954,0.3942032868995396,0.056135587513915376,0.045269370258482704,0.35086047635736795,0.04569086506761566,0.022726355580929104
