sample_id,granulocyte,CD4_positive_alpha_beta_T_cell,CD8_positive_alpha_beta_T_cell,mature_NK_T_cell,erythroid_progenitor_cell,plasma_cell,hematopoietic_stem_cell,naive_B_cell
Mixture53,0.1858623715556541,0.2675839038810866,0.07072781618254868,0.11844761831637515,0.13220248392690398,0.06656907062604746,0.09906944155538953,0.059537293955994476
Mixture54,0.09369886119627593,0.19342008930196083,0.13759735005779775,0.16111361444984812,0.0755529046036993,0.1534878805281581,0.1559564940672855,0.029172805794974464
Mixture55,0.20077039193461446,0.11616855368689911,0.11715100379482613,0.0934712435700809,0.13695524767803713,0.11882917428354452,0.1637432574011757,0.05291112765082206
Mixture56,0.0,0.19369381994484713,0.14251077578794505,0.12625251473168556,0.16623144033641013,0.1502891890824183,0.16475900351923162,0.05626325659746225
Mixture57,0.2250380115595397,0.13824392947319852,0.1981651072531807,0.102918689174754,0.07995294151693913,0.11321585460718979,0.11230389032374838,0.03016157609144977
Mixture58,0.1096183216556002,0.20586568823136298,0.1466231806323229,0.16029454361336562,0.15471477817979426,0.09246170767435612,0.13042178001319787,0.0
Mixture59,0.16054073018759862,0.1649638500535053,0.13610970548257506,0.0,0.14369301212591665,0.18290793554781684,0.16883066477417422,0.04295410182841319
Mixture60,0.0,0.1337976265000341,0.19387650770954792,0.11793433204026645,0.13055994226133502,0.1587545752493994,0.19084894532647162,0.07422807091294542
Mixture61,0.17575071985938143,0.2384817913566334,0.08170250414115206,0.1518276588015135,0.11830545665574084,0.10074757937831341,0.09977941984696358,0.033404869960301876
Mixture62,0.18570841693704454,0.10887097492556376,0.1819650618553036,0.11853000042626798,0.16290553412008116,0.09773667673793289,0.10473427807086147,0.03954905692694467
Mixture63,0.09845963159341142,0.26566452040756894,0.1995699302658513,0.1311488517066734,0.09841207201732018,0.06194091506667478,0.1448040789424999,0.0
Mixture64,0.21305626494111649,0.1807401350621256,0.12570637000463067,0.1271261425602655,0.08174567197267255,0.12607886996152468,0.07746365121349348,0.06808289428417102
Mixture65,0.1257739589035333,0.19126282721266516,0.13492986232643872,0.13335436678222845,0.1205631480113064,0.07454417578286954,0.186817098037803,0.03275456294315545
Mixture66,0.22202214909439122,0.14661558112576478,0.196234923922036,0.08059923157559795,0.10697806476397509,0.08493982717077443,0.16261022234746053,0.0
Mixture67,0.14058937887217257,0.18048912199171874,0.09594574021339372,0.13120938368722004,0.13442793879618692,0.14102231974441753,0.1763161166948904,0.0
Mixture68,0.16329268804256347,0.20694391307610477,0.13128458354685926,0.12060935168201735,0.15550376710509603,0.09385632518163552,0.0931438349116299,0.03536553645409361
Mixture69,0.15662930486054213,0.17904753803995785,0.23437181099360038,0.08297616449072677,0.11218904811709823,0.07082331160679742,0.10251737612806434,0.0614454457632128
Mixture70,0.0,0.2620822180186646,0.1576484311632833,0.15523738309071464,0.13459840743469673,0.08797905495302798,0.1627822958979239,0.03967220944168895
Mixture71,0.1087146822935656,0.2930963904977101,0.19300755220727256,0.11562417453032382,0.0,0.14837950602970834,0.07678771297416977,0.06438998146724988
Mixture72,0.21099385038717075,0.2102070065249874,0.15197776632751753,0.07363831579244856,0.15311279093264915,0.14356893164726,0.0,0.05650133838796659
Mixture73,0.19480018245101577,0.0,0.18238727891144085,0.1399922569837566,0.17525008311618595,0.13387512616147385,0.12279362859017226,0.05090144378595471
Mixture74,0.11891555798514347,0.23098927178961523,0.0792250584889094,0.06559314601051489,0.16079488518295365,0.1418203333281783,0.1693709571653069,0.03329079004937813
Mixture75,0.19930219985989842,0.11082410251407442,0.17522912918633024,0.14280293886473336,0.14139013829074,0.0645889849028737,0.1321676029440387,0.03369490343731121
Mixture76,0.16106149723622631,0.26603024313847207,0.10398148414010665,0.14488642563202186,0.13577817640771586,0.0,0.14281602574553748,0.04544614769991971
Mixture77,0.10543318621514039,0.17651165725882792,0.15067955091208515,0.13913437803890824,0.19526473606493303,0.10416120394687957,0.05866017762410894,0.07015510993911674
Mixture78,0.18976784427253815,0.2312074532181386,0.10081479825777293,0.12287353778340424,0.10939893917005292,0.1481278301265511,0.09780959717154204,0.0
Mixture79,0.10474798267455693,0.13414001653420865,0.20909935048110856,0.1201278720732278,0.1881094776967058,0.12110540388936648,0.07276447263638684,0.04990542401443896
Mixture80,0.17199871073865913,0.2957998024488037,0.1919284780850278,0.1141321866735864,0.0,0.08229810079527275,0.10797289843131769,0.03586982282733253
Mixture81,0.21822733842297018,0.1708735320578009,0.11088415582823076,0.09128138119151158,0.13102544071706765,0.08432285957956073,0.13969315086904605,0.05369214133381215
Mixture82,0.13372329795398835,0.28382889583561893,0.13727488475218794,0.09009868681147226,0.12464284402273652,0.12574663374655498,0.06943905749065693,0.03524569938678406
Mixture83,0.25671746622665437,0.12274612528564896,0.19693067483237758,0.07481028592009174,0.0,0.18282460873034184,0.11104379263412521,0.05492704637076036
Mixture84,0.21559771469363487,0.1073136529419437,0.09146146603955838,0.14183810403745142,0.08368437218015846,0.1637428438684213,0.16309535877522632,0.03326648746360553
Mixture85,0.2418376301682056,0.2940340686591191,0.09591101529881908,0.11210978536223927,0.0,0.05951865179199591,0.1698811860265456,0.026707662693075444
Mixture86,0.15194108627911018,0.2674321930013141,0.16112366087697608,0.09558934488202674,0.1856607983833516,0.0,0.10241407678468939,0.035838839792531996
Mixture87,0.12468331306748578,0.1497641547404388,0.11491339329661772,0.1475436349572931,0.12119975112817846,0.11569033486804868,0.158018409078259,0.06818700886367846
Mixture88,0.109785477956474,0.21885224997551703,0.18039803775500624,0.06129326070641252,0.21394454276140903,0.11744069240906424,0.09828573843611703,0.0
Mixture89,0.0,0.3482490024566906,0.10814475429748154,0.14029440444753405,0.10942321727297886,0.07075617405330918,0.17919678814054252,0.04393565933146323
Mixture90,0.19466183566715228,0.25531793753414517,0.10795091601481926,0.055712619117401364,0.10412051315915541,0.1016145911286768,0.1151163642082796,0.06550522317037007
Mixture91,0.2573928225966801,0.0,0.23014983857207566,0.13723693239921486,0.1361858511428301,0.06472167022790247,0.11424115869400275,0.060071726367294
Mixture92,0.15750751130250132,0.14496428520628804,0.1297587863652355,0.1697152533138752,0.19368361618305055,0.07262001685828551,0.07955994705974248,0.052190583711021456
Mixture93,0.17360492810890357,0.14371301965393068,0.15931929056014535,0.13838305602145157,0.17786754316655853,0.12083072693154097,0.08628143555746931,0.0
Mixture94,0.20751494429443698,0.22512948374104458,0.0866447019486666,0.11128253326439028,0.07744194190220699,0.15464054930303298,0.09684603498761517,0.04049981055860643
Mixture95,0.1904759304133837,0.2821800457517151,0.1846670307743361,0.08272647971562656,0.0,0.13689157222238968,0.07687968660418175,0.046179254518367026
Mixture96,0.10974851044229127,0.0,0.1843686229050986,0.15283648935499947,0.25026121906849547,0.1551015031744392,0.0860247067814986,0.06165894827317743
Mixture97,0.1466453244992018,0.1881441241083526,0.14071966511866824,0.09925546931547337,0.16437457670785857,0.07908584187007714,0.13891339823442467,0.042861600145943576
Mixture98,0.11872186479067807,0.24866997895685422,0.18975579415441488,0.08503987749255222,0.12849878130143602,0.07745188869051063,0.09688196114849802,0.0549798534650559
Mixture99,0.15810506029379398,0.22158759156866883,0.16103751950199652,0.11067992906751957,0.1540052080703238,0.07261461527147099,0.09492516276113368,0.027044913465092586
Mixture100,0.13121667740086101,0.23771018267609445,0.10249583069263608,0.12466976660656572,0.11253541000785765,0.14013863413906297,0.12059635105906383,0.03063714741785827
