sample_id,luminal_cell_of_prostate_epithelium,club_cell,erythroid_progenitor_cell,epithelial_cell,basal_cell_of_prostate_epithelium,endothelial_cell
Mixture70,0.4314762343942081,0.0,0.0925704687993803,0.16407397356893647,0.16712275856595385,0.14475656467152123
Mixture71,0.27434045517884603,0.24912412423491276,0.10173182406149643,0.18775546295414652,0.0,0.18704813357059824
Mixture72,0.3586837808215037,0.31083608991827294,0.06760754195178825,0.0,0.13282239120197278,0.13005019610646237
Mixture73,0.30151789539124485,0.0,0.08274392850911337,0.24100774987598106,0.19320106161150769,0.18152936461215308
Mixture74,0.3435780025349883,0.3006158290130556,0.0804176076388838,0.09707846302381344,0.12209459233545628,0.05621550545380256
Mixture75,0.37113545048653784,0.2804965227530631,0.04705315990846484,0.13413926871260953,0.05804151274600618,0.10913408539331856
Mixture76,0.2934789390689821,0.3606980480019974,0.07028986395316518,0.13611915763358762,0.13941399134226778,0.0
Mixture77,0.2987201978895617,0.18164215145831056,0.08432446164090565,0.1937204927726552,0.13084747114605222,0.11074522509251472
Mixture78,0.0,0.4577650362710124,0.12056965256855352,0.19785334544835703,0.12913922669705882,0.09467273901501826
Mixture79,0.27106715797061565,0.211931820344611,0.037842510630371126,0.19745508013065158,0.08039219871240998,0.20131123221134065
Mixture80,0.44754461292109965,0.2695668955373314,0.0737974247289601,0.0,0.07865072564439424,0.13044034116821468
Mixture81,0.3441892663062533,0.2859561992311979,0.07145190534776291,0.10955676792279473,0.12075448235399618,0.06809137883799497
Mixture82,0.3114220024119026,0.19641187855061062,0.08624552587366006,0.16398401508540375,0.09890405641052037,0.14303252166790265
Mixture83,0.36998419451538433,0.33581700715652163,0.0,0.1859069089710272,0.04627287038428396,0.062019018972782856
Mixture84,0.36656015324213226,0.16770178906689595,0.044203347494672876,0.14775251971911288,0.13855288047168388,0.13522931000550212
Mixture85,0.43968305085119497,0.3898759427132553,0.03731593851264833,0.0781951773050212,0.0,0.05492989061788028
Mixture86,0.47984590971765745,0.265655151113578,0.050743383916213414,0.0,0.08647255531529156,0.11728299993725959
Mixture87,0.32246591545354636,0.27625871257146234,0.08103937913696828,0.11180004157946466,0.06997675003659681,0.1384592012219616
Mixture88,0.39554162583921443,0.2914869056133224,0.08521839573601903,0.0,0.11649288762158727,0.11126018518985682
Mixture89,0.0,0.3968677581432493,0.06331977219905285,0.2609572531668524,0.19877967772402055,0.08007553876682488
Mixture90,0.1729099276459396,0.37114226538209844,0.0710496134399081,0.13397330174540653,0.10174853390922886,0.14917635787741845
Mixture91,0.39158441139043176,0.0,0.09214193577399725,0.2911274966932807,0.14719002683251625,0.0779561293097741
Mixture92,0.43513977976985885,0.18396361332867564,0.07324812180703864,0.14840270661335214,0.09179755154889088,0.06744822693218393
Mixture93,0.34845795280045727,0.0,0.1319388426853875,0.14037145051791677,0.23057870612996575,0.14865304786627268
Mixture94,0.2623592040299878,0.40312609575631886,0.046189148264486383,0.08579528268865622,0.10484197743531562,0.09768829182523521
Mixture95,0.35842519191905126,0.0,0.11898551848891012,0.2534752146013174,0.09627765600708843,0.1728364189836328
Mixture96,0.29627582450607176,0.0,0.1025563316703171,0.252798029443165,0.09848605269595807,0.24988376168448811
Mixture97,0.2972727401022696,0.2727007550706802,0.05560853599614821,0.17602129317816398,0.07531670730971295,0.12307996834302502
Mixture98,0.23582125855267652,0.34111285230567184,0.07895293513607188,0.13668053578577033,0.07191788492166205,0.13551453329814728
Mixture99,0.3104541843452977,0.23056354254821876,0.049205978666018106,0.1516468867695153,0.12756195544278565,0.13056745222816446
Mixture100,0.41362404747509895,0.20406125713439272,0.06110777885149712,0.1708425572239669,0.08369858402248581,0.0666657752925586
