sample_id,stromal_cell,endothelial_cell,mast_cell,macrophage,muscle_cell,regulatory_T_cell,CD1c_positive_myeloid_dendritic_cell,naive_thymus_derived_CD8_positive_alpha_beta_T_cell
Mixture50,0.24976873219877413,0.17985652853624579,0.09179272713791466,0.14405616618505143,0.18503176955183637,0.09458801692514207,0.029229120089268305,0.02567693937576729
Mixture51,0.28071384788052994,0.0,0.0719341094457673,0.16791213300890845,0.23180624688439988,0.15271091381778348,0.044133560412084244,0.050789188550526734
Mixture52,0.49945631311115657,0.10390000741344965,0.09897922748568286,0.10712726329648943,0.08504460021871982,0.0,0.05502385159720911,0.05046873687729252
Mixture53,0.3733863687756465,0.24099109236037902,0.03425700397227304,0.09766278485375929,0.12551627752665356,0.045354937085304976,0.032915671016261826,0.04991586440972181
Mixture54,0.23110507813178593,0.21387044610027175,0.08182337524445382,0.16309595998774892,0.0880683362829731,0.12839093312479857,0.0636172149891328,0.030028656138835055
Mixture55,0.42388387517963116,0.10995369579003081,0.05963282555233658,0.08099552720905916,0.13665305896885052,0.08508546934557364,0.057175065164457695,0.04662048279006047
Mixture56,0.0,0.24580047542672728,0.0972596680728398,0.14667927624293126,0.222381959781203,0.14427987780199533,0.0771326237044109,0.06646611896989246
Mixture57,0.4645953211869257,0.12794963161152076,0.09863664256945126,0.08720652537098703,0.07800938378474188,0.07927044378485064,0.038345090255634436,0.02598696143588836
Mixture58,0.2554642785153068,0.21508247310516185,0.08238379877604245,0.1533209703133026,0.1704010564486623,0.07307924190650619,0.05026818093501783,0.0
Mixture59,0.36231236077406864,0.16690168482752274,0.07405922372403545,0.0,0.15325936310336846,0.13999597680226805,0.0630151915463465,0.040456199222390146
Mixture60,0.0,0.18001136817838997,0.14027970247009372,0.14526250922880035,0.18517438192223415,0.16158046146693786,0.09472470928692726,0.09296686744661659
Mixture61,0.3622248143206507,0.22034861806251524,0.040598370068406324,0.12843038008683183,0.11523364862295798,0.0704207743932213,0.03401089602942872,0.028732498415987847
Mixture62,0.3942873854734777,0.1036256879739957,0.09314540786749476,0.10328692964295623,0.16345965725565786,0.07037589859462245,0.03677614065175032,0.035042892540044966
Mixture63,0.23958089949531203,0.28980212304983277,0.11707960125417731,0.1309767662683549,0.11317117144616821,0.05111598004922403,0.05827345843693069,0.0
Mixture64,0.42680993329177147,0.16231880307428043,0.06071411083468538,0.10452275903357328,0.07739242023883054,0.08565793630510576,0.025664581443917773,0.056919455777835366
Mixture65,0.2955165075590435,0.20146314324312048,0.07643481805209636,0.12859794916925565,0.13387486461075718,0.059400461883811775,0.07259448846895734,0.03211776701295772
Mixture66,0.4680057473463228,0.13855079763234246,0.09972942842912695,0.06973030620249727,0.10657198928408798,0.06072273825573543,0.05668899284988716,0.0
Mixture67,0.32024524568954044,0.18431268720655059,0.052692404968458215,0.12266788037836909,0.14471487348389742,0.10894395147441427,0.06642295679877001,0.0
Mixture68,0.34544228449984765,0.19626164546486702,0.066959874982334,0.10471901017700701,0.15546875621189477,0.06733756304205557,0.03258808848736739,0.031222777134626612
Mixture69,0.35032493423220074,0.17953139369768198,0.1263850046936124,0.07617056401128468,0.1185883271446727,0.05372288772184914,0.037922025342830255,0.05735486315586813
Mixture70,0.0,0.329904484272727,0.10672310225024517,0.17889934190853263,0.178611745855772,0.08378012927706274,0.07559269451567759,0.04648850191998295
Mixture71,0.25640621009465403,0.30990232073824087,0.10975057032344711,0.11192439882795739,0.0,0.1186859607426115,0.029952155699244414,0.06337838357384472
Mixture72,0.40832757236656125,0.18237282132126692,0.07091059194503235,0.05848958539444196,0.14003733358965684,0.09422897523094852,0.0,0.0456331201520921
Mixture73,0.4180197989646745,0.0,0.0943613577338512,0.12329551949429225,0.17772935969587014,0.09742994920844128,0.04357920859811498,0.04558480630475564
Mixture74,0.27369286136491533,0.23833653525418652,0.043962208823615026,0.061961088682609175,0.1749002671232038,0.11070019452580519,0.06447030831633792,0.03197653590932715
Mixture75,0.42003532615617883,0.10470850715403028,0.08903733900068238,0.1235226661041419,0.1408271191246195,0.04616547137812239,0.04606751137471981,0.029636059707504853
Mixture76,0.34151145429100815,0.2528823821013182,0.05315715127489777,0.12608894984187602,0.13606203585945503,0.0,0.05008255760951933,0.04021546902192542
Mixture77,0.23714991048016762,0.1779889521643342,0.0817131768613352,0.12844460618084416,0.20756919617226027,0.07945783272978506,0.021821521122625396,0.06585480428864804
Mixture78,0.39025113379157683,0.21315592018778584,0.04998480234984299,0.10370882139888099,0.1063232176080522,0.10331022340781675,0.033265881256044356,0.0
Mixture79,0.24506194174504828,0.14068978893215595,0.11794377683818391,0.11534792155401818,0.20798610940893017,0.09609013759895085,0.028154356276770157,0.04872596764594239
Mixture80,0.3751650678223777,0.2892471588762118,0.10093197377403638,0.10217417200170754,0.0,0.060879644193785526,0.038950046035516106,0.03265193729636489
Mixture81,0.4408099301252411,0.1547358803110384,0.05400125491204198,0.07567635449551209,0.12508098525253916,0.05776604440187453,0.04666737146567377,0.04526217903607892
Mixture82,0.29147161350200396,0.27734466351947734,0.07213938215333132,0.08060155752977155,0.12839555445269707,0.09295454818928289,0.02503162344457133,0.03206105720886445
Mixture83,0.5204921363150488,0.11156823598403957,0.09626408083085702,0.062252365135975686,0.0,0.12571251002311445,0.03723480249729495,0.04647586921366959
Mixture84,0.4492454536249266,0.1002463424433946,0.04594834153068843,0.12130207827376213,0.08240951360224076,0.11571427984600234,0.05620528488165815,0.028928705797327012
Mixture85,0.4815385147495662,0.2624694878790987,0.046043442127137874,0.09161919218742398,0.0,0.0401925282631481,0.055943347283085205,0.022193487510539952
Mixture86,0.3235894120758694,0.2553329021723687,0.08273143193215565,0.08355344245945671,0.18686705470387385,0.0,0.03607237554100991,0.031853381115265846
Mixture87,0.289161058745034,0.15570887685783144,0.0642531266697373,0.14043900306556178,0.13283932232620874,0.09099418528160952,0.060608728175642335,0.06599569887837485
Mixture88,0.2531121062782848,0.22620023756687482,0.10027483928173901,0.05799846950749529,0.2331109557039131,0.09182727871723398,0.037476112944458885,0.0
Mixture89,0.0,0.4295458399664011,0.07173700136042727,0.15842428393938063,0.1422815366797324,0.06602296868087579,0.08154021475108514,0.05044815462209775
Mixture90,0.39884796165838937,0.23452109318023,0.05332674046118444,0.04685068281062439,0.10082223329726515,0.07061024635452696,0.03900853499948186,0.05601250723829772
Mixture91,0.5153194073718915,0.0,0.11109202552379673,0.11276825362201776,0.12885625543438275,0.04394554681955992,0.03782671948838948,0.05019179173996182
Mixture92,0.33191735042168047,0.13695053208555724,0.06592613339333535,0.14678624099268328,0.19289235770435784,0.05190033023416287,0.027728040794030233,0.045899014374192644
Mixture93,0.367379954084954,0.13634007888352592,0.08128565591248656,0.12019104472427282,0.17788673478610517,0.08671932420347252,0.0301972074051831,0.0
Mixture94,0.4175618157659748,0.20308497541671622,0.04203446806027323,0.09190395251603435,0.07364463005032569,0.10553095621852632,0.03222918010766318,0.034010021864486185
Mixture95,0.4019602540998588,0.2669582384664977,0.09395599998712355,0.07165117870471564,0.0,0.09797263985764797,0.02683185053481796,0.04066983834933839
Mixture96,0.25656430096750704,0.0,0.1039146428044453,0.1466426948171998,0.27649329210347123,0.12296986321852141,0.03325958356006732,0.06015562252878789
Mixture97,0.325139888323217,0.1870108097819541,0.07522270882969537,0.09032173371148289,0.1722384583786475,0.059468346558749406,0.05093803414775381,0.039660020268499976
Mixture98,0.27178805646014165,0.2552096171646582,0.10473379702697831,0.07990207744209324,0.13902474852515673,0.06013353866394434,0.036680782630125336,0.05252738208690228
Mixture99,0.3392147845647442,0.21313190147880542,0.0833006172003368,0.09746162793203446,0.15615570708002763,0.05283699785141186,0.03368265881880803,0.02421570507383164
Mixture100,0.2934807283292574,0.23834846389801917,0.05526992759015908,0.11444253908205956,0.1189523975968006,0.106300063074207,0.04460881968227459,0.02859706074722268
