benchmark,dataset,method,pearson,spearman,rmse,mae,ccc
pseudo,cellxgene_Heart_Left_Ventricle,geneformer/default,0.14538923680317214,0.4243333333333333,0.0897218593941618,0.0738612301438809,0.10103682884269682
pseudo,cellxgene_Heart_Left_Ventricle,dtangle,0.9195941368215568,0.6763333333333332,0.08220424987177713,0.06178281395028037,0.9213127904565693
pseudo,cellxgene_Heart_Left_Ventricle,transcriptformer/progressive4,0.32264206127965367,0.18716666666666665,0.212982902378808,0.1390469183625433,0.3717593382825593
pseudo,cellxgene_Heart_Left_Ventricle,transcriptformer/longer,0.35126760900041964,0.2045,0.2585364131433833,0.15442761987963416,0.41455420878815996
pseudo,cellxgene_Heart_Left_Ventricle,transcriptformer/progressive3,0.324910613180754,0.16933333333333334,0.2577351800149165,0.1540787361862648,0.42690463391239436
pseudo,cellxgene_Heart_Left_Ventricle,transcriptformer/finetune,0.36374161677867917,0.12616666666666668,0.2410249644373866,0.1466048296908402,0.44156415669402554
pseudo,cellxgene_Heart_Left_Ventricle,transcriptformer/default,0.39948095810678796,0.09833333333333334,0.2555995140984251,0.1526645551317406,0.44359682889928087
pseudo,cellxgene_Heart_Left_Ventricle,ols,0.8103382630426091,0.8753608081521419,0.04636502091604761,0.03507501765108517,0.7985620513856976
pseudo,cellxgene_Heart_Left_Ventricle,epic,0.5724829421519544,0.8015000000000001,0.19878276988044713,0.1189116496731414,0.5718865227708443
pseudo,cellxgene_Heart_Left_Ventricle,bisquemarker,0.6605916485427603,0.3660484654339999,0.1401113177271511,0.101816128247057,0.7977833890296314
pseudo,cellxgene_Heart_Left_Ventricle,baycount,-0.02653772232809806,0.6004999999999999,0.08088797945894709,0.058332385120469024,-0.07845862028267757
pseudo,cellxgene_Heart_Left_Ventricle,deconf,0.024130318761526763,-0.2225661861586326,0.2474462810439613,0.17815929460502222,0.013959746380703063
pseudo,cellxgene_Heart_Left_Ventricle,adroit,0.8858162609230044,0.9403496949311075,0.023332668277397713,0.016966660684291392,0.8734249690379009
pseudo,cellxgene_Heart_Left_Ventricle,mcpcounter,0.7086800144797507,0.6558333333333334,0.08157164544010635,0.0684042988261359,0.7530089660809729
pseudo,cellxgene_Heart_Left_Ventricle,music,0.9738237114574013,0.9586666666666668,0.016346186399287,0.011702540216133393,0.9678995720936757
pseudo,cellxgene_Heart_Left_Ventricle,stack/progressive4,0.31354957079814594,0.3621666666666667,0.13501591740935212,0.09849509658444876,0.3441982806823133
pseudo,cellxgene_Heart_Left_Ventricle,stack/longer,0.24897121837878095,0.29083333333333333,0.1255712516279831,0.09371164295525758,0.3081042410877996
pseudo,cellxgene_Heart_Left_Ventricle,stack/wider,0.25046322368426027,0.2821666666666667,0.12160905154246164,0.09539692295303563,0.2827043247977648
pseudo,cellxgene_Heart_Left_Ventricle,stack/progressive3,0.3069511478755805,0.36650000000000005,0.12118722121758119,0.08891382802270367,0.36223908304352803
pseudo,cellxgene_Heart_Left_Ventricle,stack/default,0.23893213739001867,0.35783333333333334,0.10895393915547678,0.08047649236961088,0.22370558651529476
pseudo,cellxgene_Heart_Left_Ventricle,ridge,0.810242481711531,0.8761976355608977,0.046339021415521334,0.03500483780953782,0.7983644492003018
pseudo,cellxgene_Heart_Left_Ventricle,mysort,0.860417636128719,0.9568470566772642,0.030168884794760393,0.021824214726605194,0.8696979691855596
pseudo,cellxgene_Heart_Left_Ventricle,lindeconseq,0.8615322009364643,0.9508684586104651,0.03593346427531724,0.02491093094263794,0.8802690936392508
pseudo,cellxgene_Heart_Left_Ventricle,quantiseq,0.5583275306342818,0.8078520499197407,0.20142989157895688,0.12032545810477625,0.5950302800811076
pseudo,cellxgene_Heart_Left_Ventricle,scaden,0.6580080097451689,0.728,0.05612869997888041,0.045951638412141255,0.6783791558082959
pseudo,cellxgene_Heart_Left_Ventricle,mixupvi,0.6725803356303324,0.8060293363655014,0.09744056225290783,0.05587674134951596,0.6767404076020701
pseudo,cellxgene_Heart_Left_Ventricle,scfoundation/default,0.3309714890504545,0.19983333333333334,0.10029361934142701,0.08393034640868093,0.34025223937837074
pseudo,cellxgene_Heart_Left_Ventricle,autogenes,0.8754338058105092,0.8873913364473077,0.029430622359265527,0.02229400161515527,0.8693679238484673
pseudo,cellxgene_Heart_Left_Ventricle,tape,0.1695527464966228,-0.6555320317288333,0.1853939465702877,0.15645414901659088,0.20267998978261273
pseudo,tabula_sapiens_Eye,recide,0.7764756452768042,0.6182142857142859,0.1316058038011301,0.09923856037021137,0.8279763728826481
pseudo,tabula_sapiens_Eye,fardeep,0.846311735218477,0.8334752764052092,0.06487769696531935,0.052394144159912115,0.8266622701782247
pseudo,tabula_sapiens_Eye,methylresolver,0.613506389546876,0.25196904062744624,0.1575652289673978,0.11451664932168586,0.6016676853722623
pseudo,tabula_sapiens_Eye,deconrnaseq,0.4509926448165441,0.6178391220390443,0.20079797853184864,0.13821136223593117,0.5126593601370902
pseudo,tabula_sapiens_Eye,cibersortx,0.9211055686018675,0.6978005878979893,0.080557787837006,0.06153603779656454,0.9128270964070649
pseudo,tabula_sapiens_Eye,scdc,0.5181187628067101,0.4683451241400776,0.13321200589144447,0.10987004347806721,0.5032886436441801
pseudo,tabula_sapiens_Eye,squid,nan,nan,0.10583515587429759,0.08100581081330561,nan
pseudo,tabula_sapiens_Eye,momf,0.8374237212922956,0.24808502971573165,0.18477489073886944,0.13469715099275198,0.8290018957061681
pseudo,tabula_sapiens_Eye,deconpeaker,0.4531340575604026,0.435027173864417,0.12533526037983383,0.10014005867888241,0.4538782220819461
pseudo,tabula_sapiens_Eye,demixsc,0.483373261997189,0.3628538136022392,0.16303982332794226,0.1317345880307001,0.46657092222943536
pseudo,tabula_sapiens_Eye,diffformer,0.4833732619971887,0.3628538136022392,0.16303982332794245,0.13173458803070032,0.4665709222294354
pseudo,tabula_sapiens_Eye,refactor,-0.060663133748510616,0.057264047654826566,0.2741026364993013,0.1959715260364776,-0.03398784646745586
pseudo,tabula_sapiens_Eye,cpm,0.7575216709825191,0.4628571428571429,0.0779582203361837,0.061037367785200934,0.7555198991491412
pseudo,tabula_sapiens_Eye,dwls,0.9451546363592874,0.8139285714285717,0.0687852258699381,0.048588147526831806,0.9313561997660403
pseudo,tabula_sapiens_Eye,deconica,-0.020526969331042522,0.034399146687106835,0.22546087393930264,0.16826823800878837,0.006891505211280166
pseudo,tabula_sapiens_Eye,bayice,0.549299120564992,0.6032142857142858,0.13251280617015407,0.09514030118672004,0.5247954830013513
pseudo,tabula_sapiens_Eye,nnls,0.48337326166070166,0.3628538136022392,0.16303982010669024,0.13173458619421888,0.4665709222294354
pseudo,tabula_sapiens_Eye,nitumid,0.9090232846495653,0.6596428571428572,0.1024430900330376,0.06920704908951014,0.896723699617831
pseudo,tabula_sapiens_Eye,linseed,-0.1975817080914431,-0.012142857142857146,0.15397281596375084,0.11522442703988933,-0.16076555717943172
pseudo,tabula_sapiens_Eye,emeth,0.8719134657712164,0.7132142857142858,0.08598090227546405,0.06287676029812847,0.8643637870779328
pseudo,tabula_sapiens_Eye,rna-sieve,0.9415033174611132,0.8321428571428574,0.11107872923987056,0.07562627025793704,0.9449542488382155
pseudo,tabula_sapiens_Eye,countbridges,0.9138185716274094,0.7985714285714287,0.12210451923232718,0.08104550814568082,0.9159411771082857
pseudo,tabula_sapiens_Eye,debcam,0.3325071161371377,-0.4114285714285716,0.25131177266281857,0.18721605747464867,0.31559527006794547
pseudo,tabula_sapiens_Eye,nusvr,0.934283667380298,0.716574017185663,0.07857275317861226,0.059626745045275306,0.931654005876366
pseudo,tabula_sapiens_Eye,daism,0.6953852637406461,0.22500000000000003,0.6727590362086142,0.5915506597821623,0.6612060186688177
pseudo,tabula_sapiens_Eye,immucellai,-0.07942988460644303,0.07449822305760707,0.12051121004304592,0.09488664823843278,-0.07435017769135362
pseudo,tabula_sapiens_Eye,deseq2,0.9544118216606242,0.8275000000000001,0.071109272534666,0.04904193563513713,0.9420092938670637
pseudo,tabula_sapiens_Eye,mixture,0.878850871235582,0.8564647847373099,0.06073145867388585,0.04911339475078071,0.8712812639826578
pseudo,tabula_sapiens_Eye,hspe,0.6721689021875125,-0.11892857142857145,0.29469065995344507,0.20851310446094765,0.7146334249787515
pseudo,tabula_sapiens_Eye,prede,0.6749395440489299,0.7090126067548913,0.12019635072870481,0.09537749146115708,0.6905620301340653
pseudo,tabula_sapiens_Eye,bisqueref,0.5114582274081643,0.2207142857142858,0.1525529769778672,0.12171136577000706,0.5070244129051031
pseudo,tabula_sapiens_Eye,dsa,0.4840714829056002,-0.0488308104780993,0.15325380524361104,0.12067933113247477,0.4794653286475503
pseudo,tabula_sapiens_Eye,demixt,0.04959713001871828,-0.22071428571428575,0.1675670581456615,0.1410577207808043,0.040353216297405924
pseudo,tabula_sapiens_Eye,decompress,-0.23895243726347148,0.32726157330587624,0.20880265778270157,0.15227073727129042,-0.23526482079676034
pseudo,tabula_sapiens_Eye,aric,0.940018583341212,0.7600000000000002,0.07609802508404659,0.05661782227732149,0.9361397241178165
pseudo,tabula_sapiens_Eye,deconvseq,0.2342065785156872,0.6342857142857145,0.16819805929653436,0.1333634148643122,0.3472875082431952
pseudo,tabula_sapiens_Eye,bayesprism,0.9035446160241155,0.8310714285714289,0.10854001665178943,0.07673350684968842,0.9221881244637462
pseudo,tabula_sapiens_Eye,sweetwater,0.5517976756375192,0.3667857142857144,0.1018016486042909,0.0775764172379593,0.5280081166107493
pseudo,tabula_sapiens_Eye,toast,0.760313773488215,0.405,0.1337280202717555,0.09983465725321793,0.7480447452453072
pseudo,tabula_sapiens_Eye,geneformer/longer,0.41708680703849804,0.5664285714285715,0.08223007793117598,0.06172395162217043,0.3898069662203754
pseudo,tabula_sapiens_Eye,geneformer/wider,0.26701187407553334,0.3492857142857143,0.09925440155775714,0.07332664083891871,0.26457213267256746
pseudo,tabula_sapiens_Eye,geneformer/finetune,0.8330309271367072,0.8089285714285717,0.06718004319805382,0.04861843965354614,0.7905516838792105
pseudo,tabula_sapiens_Eye,geneformer/default,0.20654471257637846,0.2953571428571429,0.10074577359552517,0.07545055935684253,0.16922006374032614
pseudo,tabula_sapiens_Eye,dtangle,0.9265309172971824,0.6385714285714287,0.07382902872441158,0.05496645298259022,0.8962111836444591
pseudo,tabula_sapiens_Eye,ols,0.6135052376744659,0.25196904062744624,0.1575706072987146,0.11451898204541307,0.6016676853722623
pseudo,tabula_sapiens_Eye,epic,0.6151676849924524,0.6239285714285716,0.11521274309787675,0.09004677632413026,0.6380112064835154
pseudo,tabula_sapiens_Eye,bisquemarker,-0.020722036407736656,-0.060029478969376465,0.23866620713123582,0.17703834850529995,0.009831409450533398
pseudo,tabula_sapiens_Eye,baycount,0.04734696697165003,0.11714285714285717,0.10467621366768948,0.07992063019459641,0.05935367462952955
pseudo,tabula_sapiens_Eye,deconf,0.1333086179513639,0.24483559063134475,0.14436656842308587,0.10672888035316994,0.15347028491233172
pseudo,tabula_sapiens_Eye,adroit,0.8932681277868089,0.6205939144276962,0.11638607389086346,0.09362647527420635,0.908191768137743
pseudo,tabula_sapiens_Eye,mcpcounter,0.5766161425462041,0.5489285714285715,3.439587591589583,3.3298900704502468,0.5395486286448865
pseudo,tabula_sapiens_Eye,music,0.9443572781704418,0.7710714285714287,0.08742516522903,0.059883120237414204,0.9341794720278728
pseudo,tabula_sapiens_Eye,ridge,0.6135063873073593,0.25196904062744624,0.1575652245674042,0.11451664772823208,0.6016676853722623
pseudo,tabula_sapiens_Eye,mysort,0.8613112136193145,0.8413694442429319,18.659681495109368,14.147833973993253,0.8507264779149027
pseudo,tabula_sapiens_Eye,lindeconseq,0.9235382305651021,0.8620959985675097,0.060269390894685776,0.04860957059493036,0.9286083910242457
pseudo,tabula_sapiens_Eye,quantiseq,0.6161240487419704,0.6004362061892639,0.12928067208834396,0.10060348149291676,0.6372956318613027
pseudo,tabula_sapiens_Eye,scaden,0.8837465933679833,0.8842857142857145,0.04401563575102137,0.03394737564317969,0.9039387985360763
pseudo,tabula_sapiens_Eye,mixupvi,0.48337326199718866,0.3628538136022392,0.16303982332794245,0.13173458803070032,0.4665709222294354
pseudo,tabula_sapiens_Eye,autogenes,0.7779151077311944,0.9097036061920817,0.04151275184340147,0.034134902804128044,0.7576081199273581
pseudo,tabula_sapiens_Eye,tape,0.5103396057028752,-0.12607142857142858,0.12997920043049707,0.11164179024220873,0.485535872532532
pseudo,tabula_sapiens_Pancreas,recide,0.6413910670508686,0.6878600868940826,0.19121867042284438,0.12704195078387676,0.6283929500262454
pseudo,tabula_sapiens_Pancreas,fardeep,0.6388842467366682,0.6252053599932736,0.13898417584164827,0.09817535840293298,0.6398586747347855
pseudo,tabula_sapiens_Pancreas,methylresolver,0.6614631923114036,0.34197278512961155,0.18007946181762566,0.12331492617881422,0.6464469084802802
pseudo,tabula_sapiens_Pancreas,deconrnaseq,0.39060224913674463,0.4709817379530438,0.21873905675216773,0.1365795553483499,0.5085259669388
pseudo,tabula_sapiens_Pancreas,cibersortx,0.7016651075360159,0.6680490187197239,0.07934315934930289,0.06209237683605952,0.703452950470897
pseudo,tabula_sapiens_Pancreas,scdc,0.5169067310523434,0.6193592452920061,0.13808638072767696,0.09509421526043964,0.42650421957480317
pseudo,tabula_sapiens_Pancreas,squid,nan,nan,0.16294018777150895,0.13105966107186465,nan
pseudo,tabula_sapiens_Pancreas,momf,0.5576550620670011,0.7931488658061037,0.12693802587055306,0.0854645208706106,0.5329690497787004
pseudo,tabula_sapiens_Pancreas,deconpeaker,0.5676712246177601,0.4135235966936945,0.14604893703759617,0.10663240979748013,0.5898234601715197
pseudo,tabula_sapiens_Pancreas,demixsc,0.5766446369601133,0.7687360982384064,0.10795240294057556,0.07598267853945263,0.49683149015351935
pseudo,tabula_sapiens_Pancreas,diffformer,0.5766446369601133,0.7687360982384064,0.10795240294057554,0.07598267853945259,0.49683149015351935
pseudo,tabula_sapiens_Pancreas,refactor,-0.34993988523278746,-0.04338095225211646,0.31287983406810455,0.20536555653649066,-0.28340948003628086
pseudo,tabula_sapiens_Pancreas,cpm,0.6032925449508895,0.25142857142857145,0.11008477236741453,0.08029029311612206,0.6201445487073423
pseudo,tabula_sapiens_Pancreas,dwls,0.9119491586070624,0.7285714285714288,0.08457900928619061,0.06258996953470393,0.888915913182563
pseudo,tabula_sapiens_Pancreas,deconica,-0.0717532043653297,-0.041607156061593376,0.3188720094010697,0.22332285191090986,-0.05858531036216958
pseudo,tabula_sapiens_Pancreas,bayice,0.7523528426792712,0.7885714285714287,0.03802196867176995,0.030118148636600433,0.7319497556640456
pseudo,tabula_sapiens_Pancreas,nnls,0.576644645999734,0.7687360982384064,0.1079523963969136,0.07598267458042555,0.49683149015351935
pseudo,tabula_sapiens_Pancreas,nitumid,0.5887010548300318,0.5582142857142859,0.09484938787465712,0.06837322374258689,0.6516036179128415
pseudo,tabula_sapiens_Pancreas,linseed,-0.00012737737526619903,0.1553571428571429,0.20979819084266924,0.146703427454215,-0.014248414791282301
pseudo,tabula_sapiens_Pancreas,emeth,0.6435092117875092,0.5514797273748523,0.10798791343980646,0.0833615083391277,0.5974777677550233
pseudo,tabula_sapiens_Pancreas,rna-sieve,0.7392379756130899,0.7505476680617127,0.17905462067865305,0.1174659174699108,0.7750219475023455
pseudo,tabula_sapiens_Pancreas,countbridges,0.7237989161254531,0.8221428571428572,0.20053589540451797,0.13087082686486565,0.8134483600190423
pseudo,tabula_sapiens_Pancreas,debcam,0.17764454679192407,0.22714285714285715,0.20494769904485174,0.1388909249123676,0.17584756469462715
pseudo,tabula_sapiens_Pancreas,nusvr,0.7143683026649922,0.682012991864324,0.08000764145792098,0.06431361098521408,0.6879481891249413
pseudo,tabula_sapiens_Pancreas,daism,0.728664172262823,0.13607142857142857,0.11705373882001509,0.09063368830266678,0.6820854344093955
pseudo,tabula_sapiens_Pancreas,immucellai,-0.1945025876542926,0.22059874078045394,0.17967753767248976,0.12924227955560266,-0.144248621396074
pseudo,tabula_sapiens_Pancreas,deseq2,0.9236334503906157,0.7398428169568372,0.06129495918064411,0.049667362033899085,0.9073260325721952
pseudo,tabula_sapiens_Pancreas,mixture,0.7717282390934462,0.6876457537891644,0.10967683650057235,0.08207188085474869,0.780214367461974
pseudo,tabula_sapiens_Pancreas,hspe,0.5817829444440287,-0.16678571428571426,0.3215011111064809,0.2216663593288437,0.679781760438746
pseudo,tabula_sapiens_Pancreas,prede,0.6953615939712448,0.6327167988129496,0.14307577162930155,0.09043712116232869,0.6651679404093943
pseudo,tabula_sapiens_Pancreas,bisqueref,0.3242485146899071,0.5310714285714287,0.14410653522011832,0.11450477450687317,0.42269574953401834
pseudo,tabula_sapiens_Pancreas,dsa,0.6124183682146539,0.07857142857142858,0.39963335714904813,0.25846124232981144,0.6565500232423662
pseudo,tabula_sapiens_Pancreas,demixt,-0.0755247231292089,-0.13607142857142862,0.20771856102499642,0.1630357598104684,-0.0758689220951427
pseudo,tabula_sapiens_Pancreas,decompress,-0.05867936171541343,0.48632604236306276,0.2757269039188824,0.18259783641541957,-0.06154320760009589
pseudo,tabula_sapiens_Pancreas,aric,0.8411701563136704,0.7417578864473132,0.06128579004687609,0.04970733200340841,0.8490240833139637
pseudo,tabula_sapiens_Pancreas,deconvseq,0.39153069127277274,0.3400000000000001,0.24783769977969877,0.15766191420170703,0.3952573760778799
pseudo,tabula_sapiens_Pancreas,bayesprism,0.7558735130555811,0.5921428571428572,0.14972184096123461,0.11069805349025581,0.7612729865706831
pseudo,tabula_sapiens_Pancreas,sweetwater,-0.07962020208105458,0.1028571428571429,0.1629623188885927,0.13126386890822891,-0.02547327030004002
pseudo,tabula_sapiens_Pancreas,toast,0.6878651905028824,0.7450000000000001,0.08293752282076226,0.06547062796416606,0.6923212346868025
pseudo,tabula_sapiens_Pancreas,geneformer/longer,0.24404837258454323,0.4921428571428572,0.13998585000182825,0.10730307410547259,0.1857460864648011
pseudo,tabula_sapiens_Pancreas,geneformer/wider,0.15281772533020613,0.3153571428571429,0.15320849527120253,0.11555507777140823,0.12994613980995387
pseudo,tabula_sapiens_Pancreas,geneformer/finetune,0.7879905939490451,0.8228571428571431,0.08386290428883054,0.054896103605816635,0.7448909930666842
pseudo,tabula_sapiens_Pancreas,geneformer/default,0.08884856420277285,0.3228571428571429,0.1525207616648833,0.11838996771156236,0.09250694379696475
pseudo,tabula_sapiens_Pancreas,dtangle,0.8991760215136796,0.5989285714285716,0.08959385753683632,0.06827583874602104,0.8612448674791174
pseudo,tabula_sapiens_Pancreas,ols,0.6614418199600094,0.34197278512961155,0.18010646681970607,0.12333287123535419,0.6464469084802802
pseudo,tabula_sapiens_Pancreas,epic,0.5502027061153033,0.5821428571428572,0.20662237752837032,0.13558106758217933,0.5224784682239803
pseudo,tabula_sapiens_Pancreas,bisquemarker,-0.039221426508764375,-0.03535908563637114,0.2698925661918314,0.19319461301671778,0.0021400889191648714
pseudo,tabula_sapiens_Pancreas,baycount,-0.19727779417637148,-0.5157142857142858,0.18736076080197075,0.15077733157994483,-0.081120345230362
pseudo,tabula_sapiens_Pancreas,deconf,-0.017686956736167252,-0.12642561415577686,0.326422419341705,0.2353336888640234,-0.028625417591818088
pseudo,tabula_sapiens_Pancreas,adroit,0.8210313074538828,0.8148962578473131,0.09479584715709435,0.06382312783782858,0.7942290962014972
pseudo,tabula_sapiens_Pancreas,mcpcounter,0.6426520007984894,0.265,0.15166955933244275,0.12272736453269938,0.650653586616602
pseudo,tabula_sapiens_Pancreas,music,0.8036549927543041,0.6570958441341068,0.12740889913764344,0.09602308268444207,0.8102098681559283
pseudo,tabula_sapiens_Pancreas,ridge,0.6614631939817911,0.34197278512961155,0.18007946660030114,0.123314929376054,0.6464469084802802
pseudo,tabula_sapiens_Pancreas,mysort,0.6533568277033414,0.628115941402805,0.11706465871494341,0.08650197534944436,0.6172521388541968
pseudo,tabula_sapiens_Pancreas,lindeconseq,0.7906726221963313,0.6978934544176191,0.10638752010185987,0.08002489276718262,0.8058677877326098
pseudo,tabula_sapiens_Pancreas,quantiseq,0.5427940887280709,0.6195409894564688,0.21868825531158187,0.14241454595106393,0.5430082762405698
pseudo,tabula_sapiens_Pancreas,scaden,0.7559863311324307,0.3521428571428573,0.1521959813021747,0.10047412552681316,0.7523517278640092
pseudo,tabula_sapiens_Pancreas,mixupvi,0.5766446369601133,0.7687360982384064,0.10795240294057554,0.07598267853945259,0.49683149015351935
pseudo,tabula_sapiens_Pancreas,autogenes,0.7735447749907977,0.7352695834613376,0.06551463006677538,0.050723983482947085,0.7336074596835778
pseudo,tabula_sapiens_Pancreas,tape,0.6644986775267541,0.20107142857142862,0.12071168660993195,0.09849836045938552,0.6490130700630415
